MassFeature_Column,1314_A,1314_B,1314_C,1314P_A,1314P_B,1314P_C,1545_A,1545_B,1545_C,1771_A,1771_B,1771_C,2021_A,2021_B,2021_C,2090_A,2090_B,2090_C,3430_A,3430_B,3430_C,371_A,371_B,371_C,449_A,449_B,449_C,7803_B,7803_F,8102_A,8102_F,8501_B,8501_C,8501_D,As9601_A,As9601_B,As9601_C,Cy_A,Cy_B,Cy_C,MED4_D,MED4_E,MED4_F,Nat_A,Nat_B,Nat_C,Nmar_1,Nmar_2,Nmar_3,Np_A,Np_C,Np_F,Pc55x_A,Pc55x_B,Pc55x_C,Pt_C,Pt_F,To_A,To_B,To_C,Tp_A,Tp_E,Tp_F
I102.0549R12.14_HILICNeg_X_HILICNeg,6.887195398314479,6.971635300247646,6.8150305956034405,8.326665563374338,8.281735693221139,8.318520690690892,7.221501346351295,7.282050839825126,7.2509389127961255,6.944763145227285,0,0,7.26359504211341,7.120282837226953,6.773609842529105,7.431718382313053,7.789804998211254,7.398620590061258,8.432962700502925,8.440220577323762,8.436450136947686,0,0,0,7.310593609082381,7.290795241473071,7.171378242736597,8.393572777375468,8.52370187687898,8.925101248658258,8.870108371346161,7.4871760774175975,7.406035278447645,7.414830370213216,8.318516346203742,8.292136987654782,8.305981546748406,7.116006723707461,7.578564204714232,7.290887033940686,9.077139382711794,9.143935580400347,9.14673896533146,9.114098845392736,9.197396936744171,9.210981385921366,10.321803698393897,10.36669041550451,10.41279444420643,7.514574831880496,7.435785728877586,7.36844666082649,0,0,0,6.91125442378624,6.9259201862108615,7.200297778678082,7.072389506900553,7.109235070815125,7.449331052778579,7.32503398796134,7.0470507429680325
I104.1074R10.68_HILICPos_X_HILICPos,8.088842662420008,8.09772043829462,8.070554828399326,0,0,0,0,0,0,7.958936067963431,8.002308685888806,8.11364404865631,7.755418344116211,7.537503792512864,7.898091974881099,8.409491066656289,8.631623855464872,8.252876826590015,0,0,0,7.972869440650811,8.10501848563334,8.023346398152583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.944132405198999,7.615588424048789,7.882683752700291,7.785422161699459,7.7523151724924615,8.253185274650445,8.392223384212484,8.106009955883364,0,0,0,0,0,0
I107.0734R9.09_HILICPos_X_HILICPos,6.596934842734677,6.641535040120059,6.51897480259284,0,0,0,0,0,0,6.963327684716193,7.060619385327096,7.120801214287364,7.512441443137332,7.20859607908194,7.384176249859795,0,0,0,0,0,0,0,0,0,6.133541922456945,6.026861587620467,6.007269346935715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I116.0706R7.18_HILICNeg_X_HILICNeg,0,0,0,6.571907654307383,0,0,6.837333185509344,6.791320575197713,6.789639652095594,0,0,0,6.591345644006227,6.317395310462172,6.286861425555886,7.300890654994678,7.693399173959018,7.417182160627655,7.800461659138484,7.818611644177587,7.864889215363956,6.7109213791747555,6.713447957621912,6.745027436909152,6.715252329363162,6.619034884454084,6.514493963682565,8.131127398980457,8.185448499147897,8.40858307113684,8.337428014227457,5.8438924579682086,5.9861200454639905,5.93353832425211,0,0,6.337947643942303,7.381035179237279,7.822836678709795,7.5819346701801225,0,6.739090353381474,6.5839615975131185,7.4008699607927575,7.440667801078552,7.543260085952445,9.103732986823024,9.023807654734023,9.253348348008018,6.422645393501243,6.565834419870923,6.464477811459195,6.580903682393723,6.6144858034464455,6.658073551299611,6.978299755435693,6.986821174060163,6.511140050711927,6.303592527605134,6.360421670184566,7.541200771195706,7.56487812885019,7.2588681765859695
I116.0709R8.8_HILICPos_X_HILICPos,7.943414203006173,7.980267182363157,7.999493120231327,7.921325724795998,7.806672679926421,7.891027877856874,8.778096295681655,8.820351759698102,8.769346522774613,7.01831596617657,6.986599973435911,7.25627139742497,7.653431948422623,7.322694790928144,7.6645508864513285,7.68551295079662,7.671599031176291,7.731629214752786,10.424136146683473,10.402308953057393,10.409948832521579,7.732342178234471,7.7357732470995115,7.728976650607718,7.545110653368561,7.383842923358014,7.329320861307419,8.596219640034278,8.706312584665719,8.582469013357336,8.504500127642357,7.115722111889032,7.035872738681146,7.071034549381706,7.638775789420636,7.5958891383543445,7.620162581800428,8.337281736627164,8.719770502239383,8.468200362236065,8.103186508660723,8.322973158803508,8.263968589301598,8.497069859792644,8.573355028634342,8.53686643249426,10.864915935209229,10.900514362421246,10.937152514311292,10.026373980649197,9.968836268628728,9.88792704299138,7.057646845079566,7.150088792615069,7.145575494441991,8.535345563762753,8.524840595156189,7.864867996100212,7.726371431279607,7.797358218542247,9.131436640344592,9.014573428399908,8.75102153279758
I118.0864R7.19_HILICPos_X_HILICPos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.473814898581411,10.270679640862747,10.516850457992344,10.573161848612555,10.571062542322762,10.566937334291971,9.908640414950213,9.90535513172999,9.963603140026839,0,0,0,10.62871179444258,10.65738851979202,11.039209395222919,10.991565807650396,0,8.481272618928456,0,0,0,0,9.922116632846938,10.404621919925509,10.108344462160485,0,0,0,0,0,0,0,0,0,0,0,0,9.599195370174066,9.631865251167827,9.708197064802205,9.279118266644003,9.283237011150996,9.4242248658421,9.319310206623705,9.33504629924058,10.098949778535271,10.183600013104446,9.885310150965918
I120.0811R5.29_HILICPos_X_HILICPos,0,0,0,0,0,0,7.314836799259274,7.122169067358495,7.010635289711567,7.506723538030198,7.499638573676339,7.788423009785539,7.469849668569202,7.124848981179484,7.258232047930797,7.349444355290456,0,0,7.962437170322691,7.8959680771247935,7.992064957841331,7.1447319017752795,0,0,6.9865923584451135,6.873554209196869,6.793667055331739,7.809469379695542,8.009837625062247,7.7253011138036936,7.657157578408485,6.832823199503875,7.098630576158271,7.036215729118969,0,0,0,6.978489879340485,7.286519127462532,7.068039951030245,7.685765193101588,7.828842183048232,7.718338100479403,7.831098362044796,0,0,9.566870544112108,9.652113552014015,9.645994776843102,7.532133786945248,7.430934425290501,7.523285457037088,8.001520474370622,8.040745659855915,7.964323479890135,6.455484407739389,6.384260369660534,7.049310006476244,6.887513067073719,7.0185363439307435,7.222269725001499,7.219100904339188,6.997185808010836
I121.032R8.27_HILICPos_X_HILICPos,5.181194431503443,5.1281570913507775,5.110175380407425,0,0,0,0,0,0,0,0,0,0,0,0,6.795993663560462,6.444382896562358,6.83887804124562,0,6.675878694713357,5.582357564037872,6.296938586698641,6.277061298166711,6.328308882201068,5.1624766312478885,5.050530390072077,5.193009265087966,0,0,0,0,0,0,0,0,0,0,6.956405232394068,7.416939234860589,7.224352235503649,0,0,0,0,0,0,0,0,0,0,0,0,5.465892417280336,5.523628067475823,5.498192436025615,4.207231698743646,4.215877115561942,5.185076890795416,5.041797017652231,5.098640877628375,5.395305085769158,5.429746813124694,5.161818849394845
I121.0684R10.7_HILICPos_X_HILICPos,6.4423287160224465,6.500593125420666,0,0,0,0,0,0,0,5.201383369786904,5.415438143760172,5.7608683539748755,5.598603579930728,5.43901688532431,4.869806206242217,7.258134892283688,6.874434650901505,7.148219403639441,6.889261328228754,6.890778082185597,6.885313509379156,6.681970523502291,6.797885146933689,6.680554230130019,5.322693003072984,5.348128708163136,5.61197067842131,6.445782666548605,6.648055300945595,6.964191823419469,6.848808987605863,4.579106183156208,4.902108307282434,4.986211931897651,5.773934329015012,5.675280985600455,5.616238295878745,5.817063367372168,6.283639186104847,6.105359807876983,6.530741277711051,6.634759648155921,6.6786033149419195,6.086989295840095,6.270172082914579,6.391572017662181,0,0,0,5.222656277060857,5.135573023258677,5.116259792764421,5.972002282874281,5.999214456234366,6.000950913283328,5.265267360850464,5.2435969804271405,6.229822026400365,5.961485003510757,6.004518632812154,6.272356441433267,6.1173304620883915,5.9079518014478545
I124.0064R10.88_HILICNeg_X_HILICNeg,8.03609061248877,8.047420096347475,8.150924274927622,0,0,0,8.32490947847941,8.400592061486522,8.41114038602426,7.236544583996157,7.278634865663503,7.44469240150427,7.58152406371295,7.454519248767914,7.446277173452635,6.079757319131837,6.320351503347198,6.537751481352629,9.563793078072601,9.55011075654095,9.551429002386342,6.541657907833247,6.524820453958791,6.567615934618739,7.426376040559371,7.353069340956325,7.230277970777193,0,0,0,0,0,0,0,0,0,0,5.952114807413548,6.358181632463337,6.127469228531054,0,0,0,0,0,0,8.163482270105415,0,0,0,0,0,7.660288773588009,7.693687959145379,7.720268755948954,0,0,0,0,0,0,0,0
I126.0222R10.87_HILICPos_X_HILICPos,7.971853751702261,7.962110554290273,7.895821526052643,0,0,0,8.239258383751334,8.238932198746147,8.242138229242993,7.137556047328415,7.197012011143621,7.357743967005603,7.54950851986776,7.4123035643918955,7.222058878948201,6.0995419881258774,5.996704362703518,6.262973604346785,9.289635514701402,9.288456755221338,9.304817702786638,5.277239120334754,5.604245322855557,5.371819323359445,7.336872406532988,7.265828712544394,7.144815315303666,0,0,0,0,0,0,0,0,0,0,5.609509317731157,6.018728604809184,5.8370721684405,0,0,0,0,0,0,0,0,0,0,0,0,7.576325051431892,7.621997182891882,7.633125592916787,0,0,0,0,0,0,0,0
I126.904R4.8_HILICNeg_X_HILICNeg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.48446414695923,8.511959977469004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.276349718747628,7.223764180090461,7.271537641635414,8.852226850780498,8.901145183176629,8.877775768156498,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I128.0343R12.12_HILICNeg_X_HILICNeg,0,0,0,8.254055382663793,8.21380489636246,8.25048504796699,7.171703945699077,7.201209964023489,7.185297702266752,0,0,0,7.084392389222809,6.937217515986364,6.707509203519711,0,0,0,8.43823328367821,8.45214304617437,8.440127302191023,0,0,0,0,0,0,8.422798036084611,8.561997819721084,8.999787953647546,8.925226467140918,7.516907254300123,7.4381847051487116,7.427404775618026,8.249918717862629,8.228162277650936,8.24116977136999,0,7.537871679396412,0,9.1550612310926809,9.17956774821255,9.191218869528573,9.046489822097692,9.126283575802734,9.141666976042462,9.729054883458625,9.812309253600827,9.862803973500869,0,0,0,0,0,0,7.039585561093598,6.98930645250829,7.268989508855721,7.089730148306119,7.128228064961362,7.3954153150484405,7.2911515417753225,6.995272609788032
I130.05R11.1_HILICPos_X_HILICPos,8.401219605773159,8.325805158858687,8.230585367029853,8.757054527302648,8.610708872454968,8.564702473342683,8.622040459684252,8.597754008376974,8.574614693830428,7.593929383855114,7.645735496751416,7.889873656729153,7.522978125708457,7.305404820137124,7.861740029602757,8.364949048754877,8.749688025176958,8.47482189565921,8.337908015697593,8.208107851619582,8.179421540825818,7.851482944551493,7.892572036089866,7.838132983649946,7.878536807917602,7.728652078060915,7.58711237691274,8.057138625649387,8.251599437589261,9.3822883610597,9.126164995521172,0,0,9.284542189020208,8.45265765524057,8.398220855072182,8.353835538895233,8.135632273476139,8.531156274442594,8.285961655155232,8.437489685742309,8.928755084053913,8.702046343999358,9.795780455116534,9.757299969937877,9.681357680968551,10.736961728680496,10.789344428402615,10.785258048402971,8.58024666244576,8.500801840470084,8.50971829692041,6.951371766697382,6.987666690626924,6.944323519821633,7.922843342057681,7.9217689014894725,8.532316756225867,8.369524955561273,8.34984626633818,8.266739778148526,8.06671912571395,7.755049374948886
I130.05R12.12_HILICPos_X_HILICPos,7.53025848349748,7.520634971193717,7.421234711360926,8.952057626483882,8.89326437273116,8.945696164335054,7.895566349820534,7.891192235874764,7.898965225551733,7.396333527067041,7.489559944396323,7.638304551212871,7.5799086044207895,7.401328628600427,7.3294624108463156,7.6773868111882155,8.054087153755681,7.7924242023820325,8.71060590756366,8.71411241293084,8.712304952392804,7.86567517776192,7.870366850691229,7.839337252841251,7.770052676113987,7.741298619076835,7.624013449548337,8.881556866849373,9.014703657317776,9.37784989443191,9.313642788461925,7.947360023154908,7.9102068039284825,7.86258917162959,8.937176660313902,8.913835495976551,8.92524464380334,7.616193399202769,8.049130762770796,7.8106156147907475,9.514881943551131,9.608529798773553,9.607716904482594,9.727216040776117,9.811822711821923,9.815707737534307,10.19220086414203,10.265220539414123,10.295560579256515,8.087422107302945,8.027363701615418,7.9705327827816,7.241055579762509,7.294384381064971,7.30660900538305,7.449721187305982,7.461059277048331,7.818530046215274,7.617783264658794,7.665417897984086,7.9105950017525775,7.738674243898084,7.471132909079598
I130.0864R6.66_HILICNeg_X_HILICNeg,6.171810506547544,6.129408555160791,6.1662631268582615,6.648227924559139,6.518395374787935,6.552834077553581,7.081127592261372,7.080544891954339,7.084420496605834,6.836658407672194,7.0011095781534864,6.900425843646102,7.253922060911757,7.0432859496942495,7.006074258249787,6.470161742393398,6.207061451371977,6.863323140947983,7.956350138538302,7.991217322364348,7.98032633743944,6.739755591094735,6.789686974477834,6.804723368583634,6.816331546719341,6.8293460187517585,6.6403768328335175,8.069674996329143,8.237012838937058,8.019996782750255,8.000044138333333,6.508078163090905,6.672389739662745,6.672508164232296,6.680737873985737,6.662745897290839,6.6051410225216545,7.706635056858786,7.910151975075402,7.84130573705916,7.410839876097209,7.702770686786035,7.5456054854144785,7.710442962996491,7.756113708417066,7.734077554223501,8.147812057375907,0,8.231014154302306,7.425912931575762,7.32288408817794,7.424448400009926,6.9670961035686405,7.017887920005913,6.976019043157589,6.802725072434152,6.742431963232062,7.254219824076664,7.040973787092019,7.079813028323183,7.273872878018768,7.128050011121796,6.902701153102723
I130.1592R4.02_CyanoAq_X_RP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I131.0704R10.12_HILICPos_X_HILICPos,7.252415420018179,7.329732095577135,6.861209786694445,0,0,0,0,0,0,7.829395517025507,8.064236029352731,8.14730381803689,8.36946896432768,8.02624744428662,8.062292019340738,7.104136624233275,7.274483520577919,7.218007459052827,0,0,0,7.239337472229924,7.362543645680143,7.390420001568715,8.349551240907942,8.459541566772863,8.082552102402394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I132.1021R0.87_CyanoAq_X_RP,0,0,0,0,0,0,7.688525124312258,7.674319234058776,7.428094139816262,0,0,0,7.484410869918955,7.195577702439975,7.407109586624158,7.225219645032419,7.152873237763454,7.183237430157786,8.099318228623487,8.111459165633596,8.198122478772698,7.030071105392614,7.047161133690748,7.082275578475513,7.094011676590648,7.03432184912722,6.884515205937737,8.163342995172636,8.02922160790938,8.206232512673559,8.209390210368769,6.874613935519974,7.057508448622647,7.03187050589816,7.184268821870119,7.145843106488201,7.159165398280623,7.624816635683412,8.078813493482905,7.862412200727759,7.759374963099159,7.995180164743673,7.853248095550237,8.234763025846082,8.25468245486552,8.215842399705455,9.757460977018239,9.7993071280459,9.850325423399314,7.318289962194959,7.311940858940063,7.241931892534131,6.881874167008497,6.899460412314468,6.932298116566163,6.528504003000853,6.5248748866445085,7.428377707098557,7.262491557563777,7.306243409241078,7.5511519177443756,7.425058023908989,7.173356510621161
I132.102R6.53_HILICPos_X_HILICPos,0,0,0,0,0,0,0,0,0,0,0,0,8.3903880613756,8.170922444147495,8.313370081694687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.027974571672507,0,0,0,0,0,0,0,0,0,0,0,0
I132.102R9.3_HILICPos_X_HILICPos,0,0,0,0,0,0,0,0,0,9.598684500797399,9.700636943118019,9.808308947992668,0,6.7330646721301735,0,0,0,0,0,0,0,0,0,0,7.923659057096112,7.8293799462024785,7.6893102926505525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I134.0813R10.18_HILICPos_X_HILICPos,0,0,0,0,0,0,0,0,0,0,0,0,6.5454561866727135,6.1750553368683025,6.551925842380374,6.726152228635799,7.30979222892794,6.692030821351023,7.631660042740154,7.620858945982779,7.618185040911649,6.830954880633343,6.79691152210115,6.945130914976262,0,0,0,0,0,0,0,6.057641547696342,0,0,0,0,0,5.43576974874149,5.661489994548107,5.457126861678051,0,0,0,0,0,0,0,0,0,5.388976488996214,5.125520251574384,5.203182668801118,5.801020129496844,5.735879823122815,5.6637700481171045,4.001561025086379,4.926911703008886,5.29883419132592,5.067670328286193,5.034835376817393,5.731582252907662,5.564739153457169,5.1449882011270685
I136.0395R7.72_HILICNeg_X_HILICNeg,0,0,0,0,0,0,6.867784518237853,6.952491501037855,6.987996727204485,7.41201507396788,7.545025409891478,7.706409938248208,5.570000188347814,5.335051209253696,0,0,0,0,0,0,0,0,0,0,6.454873849896761,6.37577379373713,6.245655671761241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.100566876817293,6.2045662232003975,0,0,0,6.24824810499143,0,0
I136.0508R7.09_HILICPos_X_HILICPos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I136.0619R0.89_CyanoAq_X_RP,7.78063752175371,7.817677773799831,7.6998549292683975,7.502187487198462,7.253983791868115,7.573809385365537,0,0,0,7.042535813067249,7.0520910441918705,7.269291350228852,6.7387531739055015,6.5599863141225425,6.7913353215002585,0,0,0,7.655112385395132,7.855321800709422,7.711932570619816,7.031483805373522,6.985575572747711,0,7.482388558791254,7.553155719786019,7.220308651600533,7.432224008768772,7.1235900675518184,7.52736585397304,7.595913104014547,6.867825556362111,6.734958613254144,6.941728884863092,7.386617452078897,7.504223496900361,7.2694762070389976,6.668830889266862,6.961288788893939,6.7370381471505105,7.776376478964469,7.684823638947195,7.708813439657476,8.018059208443502,8.024960969504107,7.945379013567386,10.90330543717546,10.929737479546693,10.854330405464484,6.511409004176213,0,0,0,0,0,5.674970910146491,5.683710176461915,6.0709933919264705,5.91818925679121,0,6.680557565040897,0,6.376347688130291
I137.0459R1.05_CyanoAq_X_RP,7.790001631952534,7.696279248368821,7.676648583429084,5.554141950038705,5.640702448889072,5.559477570754456,0,0,0,5.579059732699585,5.5335516367422555,5.698720946583265,6.485647225304706,6.242173029583084,6.257268828198198,6.715074307279557,6.604253990471769,6.41174597440664,5.563112070794626,5.665528854350636,5.643948874180651,6.412994850795491,6.422784243102376,6.484062221275121,6.8058047216458,6.7240731970108625,6.656813665414184,5.2316749785581695,5.009556832024187,5.802629767368444,5.755231606569512,4.547763409581793,4.566097028182133,4.641439836616096,5.8111401505549,5.191414558290544,5.591000280311062,5.299347560358544,5.73283911112603,5.372073433149632,5.769718435197598,5.83895148010127,6.01408960493549,6.421828592954714,6.297985956583145,6.488500645413708,0,0,0,5.210967700291055,5.173048706539585,5.558132773448488,5.514076558407922,5.507482871163337,5.71947723362683,4.487327553083217,4.490130173021488,5.704266972648139,5.5356054503427625,5.377141692835724,5.406785352252507,5.628430674929896,5.257949934947097
I137.0459R1.2_CyanoAq_X_RP,7.790001631952534,7.696279248368821,7.676648583429084,5.554141950038705,5.640702448889072,5.559488903871306,0,0,0,5.579059732699585,5.5335516367422555,5.698720946583265,6.485647225304706,6.242173029583084,6.257268828198198,6.715074307279557,6.604253990471769,6.41174597440664,5.563112070794626,5.705815528111824,5.643948874180651,6.412994850795491,6.422784243102376,6.484062221275121,6.8058047216458,6.7240731970108625,6.656813665414184,5.2316749785581695,5.009556832024187,5.801235062126924,5.709387846039508,4.547763409581793,4.566097028182133,4.641439836616096,5.8111401505549,5.191414558290544,5.591000280311062,5.299347560358544,5.73283911112603,5.372073433149632,5.769718435197598,5.83895148010127,6.01408960493549,6.421828592954714,6.297985956583145,6.488500645413708,0,0,0,5.210967700291055,5.173048706539585,5.558132773448488,5.514076558407922,5.507482871163337,5.71947723362683,4.487327553083217,4.490130173021488,5.862065486597227,5.714911854545927,5.73769756193428,5.406785352252507,5.628430674929896,5.257949934947097
I137.0459R6.2_HILICPos_X_HILICPos,8.508185185577494,8.445268560725472,8.398360225669109,5.887026964461694,5.6530158945473366,5.893483777220606,0,0,0,6.308258633285305,6.202588318773785,6.598539401893619,6.305856698259168,6.1226273996926075,6.248996070138096,6.557730521604233,7.691530922059391,6.447542162862099,0,0,0,5.570468061374181,0,0,7.139632471981051,7.08779700394209,6.730823090263337,5.185785488434235,5.311039711287084,0,7.146293087633236,5.227163480455665,0,5.267962449701664,0,0,0,5.15170728274322,0,5.892275475813133,5.83217436615148,5.85893696684452,6.051671486109111,6.204606279724443,6.502429881259562,6.313830734363244,0,0,0,4.655597215819769,5.48809458982125,5.60395741131375,6.2039019013019345,6.131829874030094,6.4265963944752995,4.30828761482871,4.310310301847761,6.6606959577501375,6.522630812045008,6.553298090561268,5.587703026779713,5.327055532829564,5.235666519555356
I137.0459R7.49_HILICPos_X_HILICPos,8.344584845462693,8.233060862212074,8.265983727947347,0,5.338402539520674,5.624899250428422,6.045985799230284,6.030036083642557,6.128304946249038,6.33664720891178,5.907344635090119,6.478372666359696,7.443650778512956,7.2096496667708445,7.0422189425946105,7.494219574173294,7.463106192075747,7.127462337514535,0,0,0,7.3626763250192075,7.397112008968625,7.466043986697363,7.6902360764866255,7.6364187378386905,7.55995928278001,6.366205585044772,6.442846096479002,6.953208705991613,6.869968781319322,0,4.47698067608707,4.6210134252217445,5.729203851271212,6.276351980580547,5.384638861611098,5.1629842442562985,5.4972260784980245,4.862727570354878,6.628156667654447,6.936178606723329,6.750999525045177,6.641088098321618,6.990244244713635,6.6151792219988765,0,0,0,6.403700805425249,6.328782034056139,6.773223228961833,6.25457039990186,6.299758724814229,6.525747519822527,0,0,6.267941242389855,6.047732407375161,6.027775632808331,5.183983734491237,5.3902735850461605,5.090863024355706
I138.0549R5.35_HILICPos_X_HILICPos,0,0,0,0,0,0,0,0,0,0,0,0,6.260653324868107,6.013768066786088,6.144881265542118,0,0,0,0,0,0,8.918878377349461,8.978577273319152,9.024611443039666,6.550608695004263,6.380718572746012,6.227977529559408,9.017917303159049,9.105337381807281,11.078304336856146,11.049978034923312,0,0,0,0,0,0,9.700210656989944,10.149438061039113,9.885029670011804,0,0,0,0,0,0,0,0,0,0,0,0,8.846221422757816,8.858764214353497,8.97829786022836,0,0,8.169676168690547,8.074065677804038,8.14021008914852,9.534287945154945,9.430615793383607,9.210567832814045
I138.055R7.72_HILICPos_X_HILICPos,8.195543860052199,8.21937015604959,8.039791861017873,0,0,0,9.174164682625761,9.160582328431323,9.169291759917682,9.552331947121543,9.665429683519404,9.78206227136396,7.224659127144093,7.009821100192366,7.141189933719337,0,0,7.9193634127246195,0,0,0,0,0,0,8.523947896245298,8.441409482751911,8.285381765433756,0,0,0,0,0,0,0,0,0,0,8.258618960195498,8.699638416419273,8.419845976189476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.405625046080615,8.440604194180322,0,0,0,8.814850048709484,8.775388911072497,8.489856688040096
I139.0157R7.24_HILICNeg_X_HILICNeg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I141.0659R7.2_HILICPos_X_HILICPos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.054298186245938,0,7.081354732357143,0,0,0,0,0,0,6.717895036855739,6.83131434825532,6.814165643159824,6.756570568221365,0,0,0,0,6.628786304663739,6.618609212117364,5.821053921375901,6.304190472532454,5.98620709117542,0,0,0,0,0,0,0,0,0,6.627248838620155,6.580579315103135,6.543689138383085,0,6.291975534922961,6.54900065641746,6.26996390120255,6.254068778096804,0,5.734321249802067,0,0,0,0
I143.0816R7.97_HILICPos_X_HILICPos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.57173089397392,7.315522178919707,7.468269358300741,0,0,0,0,0,0,0,0,0,6.13625022542854,6.297348598985858,6.653506850948185,0,0,0,0,0,0,0,6.379352226339576,6.794629376701507,6.53393355886466,0,0,6.684604233291554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I144.1019R6.44_HILICPos_X_HILICPos,7.366890759930661,7.370657613132567,7.292954112972752,0,0,0,0,0,0,0,0,0,8.325183392387721,8.085189113067054,8.233873931548139,7.800838356630097,7.7796657749681675,7.904700777466193,0,0,0,7.799081939117088,7.843129200620104,7.858334377187408,7.698131734973048,7.644937821155398,7.502298651958505,0,0,0,0,6.706793799677905,6.751579044501308,6.806560590503142,0,0,0,6.76044960297355,7.179385707479393,6.950415317947403,0,0,0,0,0,0,0,0,0,0,0,0,0,6.289042400175556,0,5.739655823307835,5.718979842646182,6.375812850359659,6.247021640256335,6.233683805631,6.948326506474668,6.92225811637925,6.6603766583936865
I145.0608R10.18_HILICPos_X_HILICPos,0,0,0,6.793380903901094,6.77302393355707,6.712848885823234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.031306936929212,5.027810706331896,6.17362037879347,6.066099382283989,0,4.718417937529508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I146.045R12.11_HILICNeg_X_HILICNeg,7.770441622735838,7.848542214470005,7.728707480129558,9.217681224168494,9.18552442749522,9.220559085896287,8.114762418807345,8.166774838777968,8.160287228688807,7.787393519289443,7.892546787072744,8.054097644280901,8.0520835978172,7.916819477917448,7.700846512275709,8.242209326678536,8.584406391749175,8.367883176164208,9.33360489488914,9.33782100785043,9.331576410011715,8.45600650251412,8.467602174635957,8.442707942510417,8.168709742482696,8.170294933998182,8.065737585667778,9.300748289742856,9.434757471662987,9.834807371913616,9.77208072834351,8.414989086086779,8.334271326038026,8.341577916772545,9.21506282020493,9.188908146302643,9.197492647525342,8.180646092551283,8.633178068040671,8.344114159827155,9.98647268048453,10.056313409747508,10.054414106440499,10.007473480232175,10.09226208160117,10.106216920921714,10.761369523596107,10.839131858823208,10.855145519989895,8.5767700880382,8.49558755989402,8.435364829146083,7.570706421247234,7.593098682112548,7.67082557282623,7.962989849859645,7.991395526935183,8.253236917262445,8.124695039803818,8.16409279548057,8.473197593713781,8.359778857295668,8.067686813766036
I146.0601R1.92_CyanoAq_X_RP,0,0,0,0,0,0,0,0,0,5.684767871950823,5.874237356806429,5.945478037495145,5.248278732748866,4.967033078592137,5.173009133507984,5.396222158033582,5.300016701339174,5.387492241659806,5.6777830517372525,5.7111437568187435,5.784468728336009,0,0,0,0,0,0,5.74422887874563,5.509234187189884,5.9652688187415945,6.0073875454365115,4.696795236142682,4.905756496548846,4.8890123496795725,0,0,0,5.302825390963803,5.638752333378183,5.402928178416964,6.1516577542986575,6.139990555971945,6.1094264509080105,0,0,0,0,0,0,5.2118294091262,5.153340653761959,5.099311244066454,6.102277860482379,6.129466434084957,6.095389627359937,4.697706279935326,4.610031139936856,6.367008614782748,6.223684247956817,6.261033961013831,5.926108060247778,5.940370115473989,5.710714293085844
