MassFeature_Column,1314_A,1314_B,1314_C,1314P_A,1314P_B,1314P_C,1545_A,1545_B,1545_C,1771_A,1771_B,1771_C,2021_A,2021_B,2021_C,2090_A,2090_B,2090_C,3430_A,3430_B,3430_C,371_A,371_B,371_C,449_A,449_B,449_C,7803_B,7803_F,8102_A,8102_F,8501_B,8501_C,8501_D,As9601_A,As9601_B,As9601_C,Cy_A,Cy_B,Cy_C,MED4_D,MED4_E,MED4_F,Nat_A,Nat_B,Nat_C,Nmar_1,Nmar_2,Nmar_3,Np_A,Np_C,Np_F,Pc55x_A,Pc55x_B,Pc55x_C,Pt_C,Pt_F,To_A,To_B,To_C,Tp_A,Tp_E,Tp_F
Cytidine_X_HILICNeg,6.070438432562304,6.1058091521480815,6.06303972894783,0,0,0,0,0,0,6.368160826209988,6.799175472644734,6.768580362671243,6.060394315166935,5.925352799480931,5.918526069631827,0,0,0,0,0,0,0,0,0,6.592060338670555,6.540293635430061,6.4241898615636455,6.488399524181463,6.617046903619156,6.300117817400639,0,0,5.805986747360358,0,0,0,0,0,0,0,6.345082397575891,6.73868585064346,6.620603731366784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cytosine_X_HILICPos,7.678864058779268,7.654833569407138,7.5624311029941405,8.066060880420144,7.885352394844077,8.061416753723314,7.447699238630963,7.239565038143233,7.388419739254106,7.5682607774306865,7.674277622613453,7.868839765026554,7.26253640540908,6.98990516858361,7.33762277690499,0,8.014349013380121,7.908079489413615,0,8.156525505038497,8.057149146290149,0,0,0,7.998173004404938,8.149004315122923,7.498856829298004,7.958310022618456,8.000414703456626,8.416207774113794,8.290171233167221,7.45391990802368,7.333566119658596,7.541780254916362,7.664780261662818,7.786541914701471,7.682863394390473,6.838108045134874,7.19903900028915,6.9146918230830225,8.313923952635806,8.314732474565407,8.269078611468498,8.385339879053536,8.486752490097672,8.379294247242626,10.418664028843253,10.395696848707995,10.262847091290771,0,0,0,7.689542694445969,7.764682490613383,7.677437229897514,6.279209133326822,6.365217590376915,6.8201839687918975,6.6405363378130575,6.498418417973765,7.266046892059039,7.069859403432621,6.983597695229399
Deoxyadenosine_X_RP,5.755662252847643,5.6851223673624345,5.63369627710918,5.8127580926082105,5.373055151849155,5.815576617154143,4.9762873966309265,0,0,5.293463575748347,5.528162436867644,5.632323725923372,4.554811722154114,3.956425519716648,4.781328404502781,5.561081560036188,0,0,0,5.952720887969023,5.567396306191409,5.770260106591493,5.783141746958341,5.828358064685773,6.246002370793927,6.338407145891794,6.208885519567797,7.15876142021347,6.894314311733776,6.789079238668495,6.816238840488728,5.863865731363399,6.099840867070071,6.025538623418668,5.493401700006974,5.688698542629924,5.431859951590236,4.601371544537474,4.911128872679815,4.649578595962594,6.137814692087047,6.261461637972661,6.178706183535835,6.291282345699673,6.361340679930668,6.178062300407276,9.524576517451683,9.532496178366415,9.388663412102877,0,0,0,0,0,0,0,0,4.336577342331218,4.135723468714237,0,5.106848994437082,4.624813232879993,4.771205681624961
Dexpanthenol_X_HILICPos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.226160394750831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DHPS_X_HILICNeg,0,5.283823432481815,5.038382374037852,0,0,0,0,0,0,0,0,6.826393466773444,5.685607369264454,5.434716531336341,4.440950170700413,8.948987402458878,0,9.076373044494794,0,0,0,9.289653904009096,9.298057533604295,9.060831002280247,0,0,5.263734501171735,0,0,0,0,0,0,0,0,0,0,8.957295289614327,9.431555504143448,9.211606941848476,0,0,0,0,0,0,0,0,0,9.138379864934675,9.089837306504196,9.014445159411066,7.069263135324932,7.116182977371734,7.150890732495784,8.594586863983121,8.657099179216665,9.026509528866526,8.888050599374974,8.939137942992561,8.897453825153624,9.018023189703166,8.770761338431392
DMSP_HILICPos_X_HILICPos,10.459591516543624,10.635893096340123,10.386593911953929,0,0,0,10.007951370349414,9.983261473145276,10.023322646114055,10.532713968599472,10.50905455466033,10.748993003010458,8.991155988686266,8.859593798801512,8.736432524341458,10.996884389636362,10.99375242102455,11.007087396731675,10.551791043760188,10.537454443669004,10.55726765081125,10.9133279955154,10.919356605402339,11.002638407806154,10.773755291880592,10.569780357071371,10.549039654790963,0,0,0,0,0,6.501127952611921,0,0,0,0,9.940868806491931,10.398860304585838,10.080587430183716,0,0,0,0,0,0,0,0,0,5.785369973529126,0,0,8.689500285233311,8.68689370924698,8.73442397984965,8.748164125906294,8.690587667197018,8.421546998609317,8.314280636314574,8.222440584753185,9.371416955377923,9.337380700956743,9.103581291435718
Gluconic Acid_X_HILICNeg,0,0,0,0,0,0,0,0,0,0,0,8.150229369239636,8.291642054619452,7.997861042447901,7.9924000071506525,0,0,0,7.383789515385661,7.45959493078308,7.331820617759666,0,0,0,0,0,0,7.2512094335396595,6.872626016650037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.748026065322542,0,0,0,0,6.93111612281943,6.951718787991915,0,0,0
Glucosylglycerol_X_HILICPos,0,0,0,5.29350652021354,5.26023866182233,5.311606480642473,0,0,0,0,0,0,0,0,5.604793536428284,6.599013999051794,6.624654334340535,6.30473440790911,0,0,0,5.221880803629526,5.424440102061142,0,0,0,0,8.043555546693112,8.11553683524264,8.273776009742571,8.24367767825452,4.371751706210874,0,0,5.846358260879105,5.827545901368784,0,5.402762356560176,5.652873955050347,5.656196666283713,6.560180313806599,6.6173172752777365,6.623544925313551,6.439255334355446,6.39191301207823,6.607663431529179,0,0,0,6.5076136306376275,0,6.1879019352751845,0,6.651737246648873,0,4.779288525161591,5.823978064587315,5.040828306490783,4.990333249046203,4.0644817811217875,5.5443520735787954,4.671686491581363,4.821308656201061
Glutamine_X_HILICPos,8.499544284956936,8.429893225223466,8.327690077959554,8.863284499373917,8.723138029021115,8.675129045255266,8.717712184085316,8.700744660119035,8.67946260152058,7.708873206409957,7.764589360458877,8.016452238324609,7.663705351393445,7.428153775484524,7.966991714285437,8.595448860709173,8.668538714267006,8.691661768482547,8.563953840482501,8.437511444177042,8.391501507847757,8.073146014308763,8.091039705686697,8.039477897074896,7.994243284974534,7.836179752521446,7.718173453573075,8.193383933635172,8.39319383872641,9.514160580143708,9.260677872582454,6.738604653374082,6.748999888442351,6.75599982896996,8.566379342090915,8.511021515706116,8.4675544012875,8.383417861817032,8.770950490354144,8.51863187197932,8.580061744960679,9.057015830007387,8.829663506531638,9.90466309515579,9.867798795103667,9.79355085251566,11.141532195691822,11.188492895300044,11.198193123570805,8.856942361326645,8.755225702895643,8.759201761910944,7.217723744570703,7.2543843297512565,7.195569108633338,8.176632799770392,8.176579000718803,8.767273517457728,8.587662026847912,8.572003878352263,8.450182430216175,8.26088460000965,7.9390281574870185
Glutathione Disulfide_X_RP,6.111673652195604,6.002585063760295,5.901494947524719,6.320083649083552,6.387869945729468,6.20444522892979,6.106185542720859,5.985078177211598,5.813249192891285,5.2778364799293955,0,5.391987206743429,5.984256459172435,5.769288623931122,5.8096439658684815,5.8887622632740815,5.732035684543097,6.1008545479333005,6.760141658768894,6.617513368914746,6.791016349936524,6.040685708492092,6.173763476910775,6.007274914159565,6.109120841609397,5.91419689401006,5.718786273975753,7.605600568154172,7.649943393421986,7.6874855290909485,7.502838279882551,6.3114098034491475,6.431724752718669,6.293120655841533,0,0,0,6.276668875895197,6.683444056945159,6.46348955614098,7.720666041948817,7.877316732287761,7.733140716071285,7.382752893982035,7.4716763784844185,0,0,0,0,6.474636773886215,6.422413520723864,6.1855955637886355,4.479899174673811,4.388457955845222,4.589303898186515,5.444973219110296,5.41869910199799,5.062316874430191,5.246465644819289,5.567668176847556,6.371384193934502,6.221502755562085,5.958211691189924
Glycerophosphocholine_X_HILICPos,7.690990837836304,7.654550985617326,7.551596107217915,0,0,0,0,0,0,5.6944762856333115,0,0,0,6.203316919161926,0,6.838989508798709,7.299023407451441,6.919130204765046,0,0,0,7.6320235708741055,7.660827099858546,7.622850602944053,7.5499475628282955,7.520677917275964,7.357196121461953,0,0,0,0,0,4.258991860320371,4.506695616586529,5.653433519666692,0,0,8.8944325017622,9.328202435276182,9.13283295856047,0,5.716849226937958,5.819282884421284,0,0,0,0,0,0,9.072157060907564,8.772847716317543,8.78196993485323,9.113809620433162,9.108432706263267,9.081611927261886,7.260979823439799,7.882116032810727,7.733984182475502,7.40465862402899,7.198703763228949,8.433954519816202,8.04863904902565,7.879844513352401
Gonyol_X_HILICPos,10.148790194187423,10.16721821209666,10.09278824540226,0,0,0,0,0,0,9.813783161892076,9.882529658664374,10.016408022156927,10.130511384738304,9.893205261452259,10.196120060198943,9.697656090753535,9.908213642967395,9.68379622864366,0,0,0,9.488967985955643,9.525215346942845,9.49640931072535,10.148757045039284,10.146012993797248,9.936887667604758,0,0,0,0,0,0,0,0,0,0,6.390080038578574,6.841531147979436,6.612317164164979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guanosine_X_HILICNeg,6.649479210868634,6.7077857573697655,6.601779424310673,5.20360834566539,0,5.1955018296534226,6.160430743158488,6.278460874128006,6.346068930694595,5.1661564612328155,5.562752776304211,0,6.6621269046521006,6.346207787192904,6.479752595280072,6.747808763986931,0,6.555807614733588,0,5.90476386299617,5.731330819565342,0,6.676881911898472,0,6.79284682267657,6.67269057339145,6.5952719476148856,6.988366039637438,7.116173222838242,6.734933223013726,6.915299910584529,5.5033949423299315,5.57738463981909,5.601056204913255,5.184508775421203,5.3239504932197015,5.336171056906316,5.607215585762288,5.9999419537042815,5.69367039476343,6.089958843728241,6.430176755460113,6.391971034790229,0,0,0,0,0,0,6.301775033507309,6.194460364614837,6.492036725183954,5.48186947061332,5.5878870939278364,5.496779268454866,4.964360363764555,4.674039330844597,5.752656078136569,5.562341307563403,5.541706192595468,0,0,0
Histidine_X_HILICPos,0,0,0,0,0,0,0,0,0,7.152217472671455,7.5438791549414885,7.721191202691682,6.636973582218758,6.484044140907386,6.6868357182595535,0,0,0,8.263285015522627,8.308770650118479,8.35038095310268,0,0,0,0,0,0,7.3394806498454255,7.560593513004893,7.685155403356083,7.558319767531693,6.4785413964281275,6.573490739408971,6.575567735158929,0,0,0,7.266533046524436,7.659774733919027,7.428779142899999,7.65525004002997,8.086883816485653,8.11449818901545,0,0,0,0,0,0,7.614560709375856,7.550461181334271,7.56254631621983,8.073302376706119,8.139575615335557,8.061235470668654,7.572921004369541,7.529106530101945,7.474713841577244,7.028848914527088,7.093127439267862,7.071273005362234,6.947412451596094,6.6617555396669514
Homoserine_X_HILICPos,6.858229977248605,6.826694699770087,0,0,0,0,0,0,0,6.211564359881019,6.33782010979661,6.685680015125398,5.796117491032239,5.579301009587329,6.186140002849994,7.302786218869822,7.332209949245983,7.419241275474417,0,0,7.287407295352657,6.599370620533089,6.581486393190117,6.858598120770296,6.7836516481550815,6.731354366617834,6.602594860324521,7.551241100474278,7.713932188048778,8.014763082497598,7.896852611195701,0,5.613193813587147,0,7.127618082411258,7.0503407813940795,7.103689424900413,7.685331108209021,7.821410975490289,7.647525324232807,7.335604526701827,7.477111780338933,7.577252077791141,7.660203376990226,7.831995021055381,7.844353337435712,9.847291267529917,9.884983284238247,9.905282726196173,6.274112471074657,6.22324323311528,5.9207184940161435,6.3520607099892565,6.308690177263924,6.0864187866243,0,0,6.890345099201928,6.743830506822476,6.852261429702017,0,6.083311930126847,0
Hypotaurine_X_HILICPos,5.212822504251185,5.201538294022776,5.2009067091670245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6687881900698716,3.669834401431038,0,0,0,0,0,0
