Compound name in figures,Complete compound name,1314_A,1314_B,1314_C,1314P_A,1314P_B,1314P_C,1545_A,1545_B,1545_C,1771_A,1771_B,1771_C,2021_A,2021_B,2021_C,2090_A,2090_B,2090_C,3430_A,3430_B,3430_C,371_A,371_B,371_C,449_A,449_B,449_C,7803_B,7803_F,8102_A,8102_F,8501_B,8501_C,8501_D,As9601_A,As9601_B,As9601_C,Cy_A,Cy_B,Cy_C,MED4_D,MED4_E,MED4_F,Nat_A,Nat_B,Nat_C,Nmar_1,Nmar_2,Nmar_3,Np_A,Np_C,Np_F,Pc55x_A,Pc55x_B,Pc55x_C,Pt_C,Pt_F,To_A,To_B,To_C,Tp_A,Tp_E,Tp_F
AMP,Adenosine monophosphate,NA,18.933599256187257,17.52886154254475,747.7344312904671,580.9583392783733,595.8077777748715,142.4716528732486,159.92285357339827,180.66311918475532,539.5146615144546,678.1239420912201,865.0755982609019,1723.372216799782,1126.2517057989542,676.2852871246467,237.25550416491143,450.8740922332706,401.84617116153055,1645.7669103940057,1717.4386583597966,1513.8237283761257,16.503672198681137,24.851321137755445,6.105605100930332,36.21956993401582,79.14775555758075,19.83075712322963,3025.85226552349,4076.561483918183,2282.843765660472,2270.7831600121403,173.503543902736,75.41904855925651,92.11627492521936,481.2529838396189,578.1183452257279,515.1733464943851,598.4020207336291,1339.7287971160138,669.1593438743311,1363.8381343945612,2017.8891778666632,2164.7430821215603,3896.5390455001598,5755.409384128042,5895.70657010175,1103.6803434335377,1272.3657792682106,1514.1445626492946,1657.8720192481544,730.8954552562516,1081.4730295934846,213.11468932576247,188.79720356413415,186.43578682972148,88.1568245324121,93.96680311616892,248.43999912518817,113.5662582152646,50.40448490248037,579.6558513581954,295.12841655062846,188.3799083323094
Arginine,L-Arginine,4764.576947517151,3953.876438809528,4013.797156105288,937.750679916281,638.8489262870289,717.599078623465,457.4042638153424,457.1362213780712,504.8952100306604,462.3513083270199,648.1837414028297,918.6672841207288,7454.210106602611,4494.872043301447,4064.523292189382,NA,NA,NA,2324.792815923671,3045.5371541701525,1436.6304771670416,NA,NA,NA,255.294823552088,241.24201560613977,178.0286416469159,1475.7745875356109,2125.4499739565044,4825.437079641184,3374.744908678786,1036.300066198042,564.9557302273928,476.1793628253161,968.1916518944912,827.5911742796955,850.911553739668,5279.907715907069,13658.134380239244,5985.656737789134,1737.145191621493,3841.838931411398,3099.493503172907,7495.607088839098,9562.875048840577,8495.712461998439,1184.3599475325625,1274.813646056053,1343.9261125549865,21583.210845403435,15283.991218113337,17991.129782729557,145.80153032551198,163.10064705430298,141.9985732706015,1286.7533452928224,936.0511564356436,NA,NA,NA,4081.334204926081,4076.8906661197216,2130.6759225482488
Argininosuccinate,L-Arginosuccinic acid,NA,NA,NA,9.985530020249758,7.667672729917618,8.081649670172355,NA,1.885715910440094,1.889113667641557,NA,NA,NA,NA,NA,NA,61.400083474132614,127.4925010421772,9.896423482688002,21.459568353379534,NA,NA,NA,NA,NA,NA,NA,NA,9.133875871926213,10.138395374188123,52.56352288297881,29.375102620435708,3.477447798095549,3.7046481074406943,2.6102318041470047,40.43947510164889,42.53966216017929,37.15419002603283,4.4426994041719645,10.338826834655576,4.901426319103503,73.554162198049,114.01827755258562,130.19397883870522,107.47075782489684,152.5361310588807,147.87154070933357,NA,23.311951236411772,NA,118.41022277493788,104.94400449981414,69.45244780725614,0.7279072413424503,0.7638570366338474,NA,0.898229403819802,0.9390627022074908,10.213226818006834,4.013245303198902,4.0331900353937735,1.801272606666961,1.4163308197019104,0.5209860260206051
Arsenobetaine,Arsenobetaine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Asparagine,L-Asparagine,1138.23152282236,998.5853225615416,831.4093134042208,1925.83401398648,1690.7003067997684,1635.954052185473,1468.1550370872328,1370.000715014898,1439.8202463464204,109.52370490437896,137.8727226454988,265.8942825264174,165.1318331633177,107.36634778458644,159.757559470648,1911.6891658601448,3609.526991961039,2202.6685203255256,5906.80282450127,6313.534595799717,6182.117648823137,764.22994429232,744.8950737619155,701.4677940330607,118.43018735943942,103.77954247361956,90.67913426533904,653.8658902892344,1056.9636478186253,40.52858480230617,38.74522593867277,54.142066499544434,65.4472709806078,63.73690676483961,1114.135506578825,1003.4896357652948,979.3096941259172,720.595139182127,2036.5947389917785,1176.4994525887005,2015.5534541242032,3918.8969517046407,3052.1112616137684,16764.181637810718,20530.680538534536,19193.06162661594,NA,NA,NA,1436.264782223446,1357.5888741079434,1078.7595689462598,66.17006735009168,66.00035902094146,70.18242502442243,223.84445595613727,232.68244597083117,862.7667992408908,574.0959618069896,614.8920090098119,1520.108704185542,1390.3532532495124,669.862681471881
Aspartic acid,L-Aspartic acid,3529.934151796851,3470.980902159339,3226.4679691404644,48423.0832593278,41007.43946818575,48683.56276321983,2229.7465891686948,2385.591505864771,2518.652451488116,1157.2626059946451,1316.970838838238,2572.573704972821,3180.197321868056,2227.6619742183275,1585.979832312605,2089.454803089732,5956.353853382877,1883.427247749359,30959.62149419603,32532.55416319518,28732.77864968307,2030.3925085621213,2343.4166386226702,1916.3104905728756,1349.5941262127178,1323.883833832028,1057.386754100097,14367.516271110306,24809.48206648838,59063.95367778188,42792.8438711405,716.7119903966616,537.9021345008297,496.9722438086721,36710.93021505134,34004.2624524309,35059.63930807431,4661.113331501399,10679.112834371275,6071.514298149244,64815.776102085176,86381.80057506004,98992.46733179288,434691.7307709564,551428.8301088825,531445.1823119285,1516.8891461460046,1674.1845810274408,1760.5997869053456,10083.912881371883,8292.704752810909,7537.450842614776,1008.4466768650268,875.619683460527,1096.9069835734902,1375.148850554761,1588.0839895648703,3555.7564376839387,1995.020370231481,2269.9527620490244,11075.06790544138,9461.3101086578,4589.719690260208
b-Alanine,beta-Alanine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.71120931063659,21.948467622478017,31.021257975282264,NA,NA,NA,2760.7477658631565,2772.7148572821757,2626.5384510983354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104.22182118280824,241.03352601692512,154.2781264956756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,222.2009616562176,257.6489035432281,254.36191060018973,50.42472462132797,56.93331428197748,NA,NA,NA,NA,NA,NA
b-Glutamic acid,beta-Glutamic acid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,557632.1853802592,667340.6316722421,726608.8376660217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Glycine betaine,Glycine betaine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9265.892546086938,5804.32874230066,10231.111528926996,18441.20451537224,18352.277943692887,18178.781510888984,2521.8124000744456,2502.8077589069953,2862.03869362757,NA,NA,NA,12029.237983538898,12850.346619680353,30955.349925393977,27739.084923113583,NA,85.66411675669039,NA,NA,NA,NA,2601.291331876646,7901.222301028392,3994.0805858356025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1118.829287460513,1206.2399481963544,1438.0219691146508,535.4103013383717,540.5121581319816,826.6034751252533,649.2060636829887,673.1605555405106,3908.60820584623,4749.767746049907,2389.9153127773743
Betonicine,Betonicine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.2459476321567,31.923300157929436,31.34409984374062,NA,NA,NA,0.47444904956763434,0.5454463885157356,0.5858011371576677,0.21241345985783497,0.25382895396833144,NA,NA,NA,NA,NA,NA
Butyryl-L-carnitine,Butyrylcarnitine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.593680779290098,16.578851803426893,10.28327105153335,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.606735427440344,1.8655616705764728,1.593777350324277,1.078098884326259,1.1406050156155148,1.346021312897655,0.5511833125757158,0.6057555014210907,1.3148962710481638,1.042585433335659,0.33959417986084195,1.226310541905642,1.0033675362812833,0.5964790981129205
Carnitine,Carnitine,1.411756832481801,1.468996083235807,1.171321668671649,NA,NA,NA,NA,NA,NA,85.25862357543411,109.60453497637673,149.2000584312308,219.4478535692159,110.43541783016698,179.83631015686004,334.9065134404796,322.5378912101796,300.887632542005,NA,NA,NA,227.58862847318855,237.59504532006196,263.0053575947995,169.7018714735088,118.15952279920576,105.16457433703738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.273008466447525,58.57227063130504,30.148735459334933,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.58607789633016,30.135086933507893,25.076105007017567,127.25060395217706,144.70241764173326,158.5047434762835,6.441841982083274,6.909026866572919,89.31614139497425,61.878093671338064,36.076488604481355,122.38626489779163,120.48851083041929,66.54870680318093
Choline,Choline,109.76838969767996,112.03534839769912,105.24208878585392,NA,NA,NA,NA,NA,NA,81.38993444771837,89.9380188294035,116.21941348478796,50.93930025665091,30.841708153854483,70.75002629619726,144.200818232595,240.49193322527356,100.54338084835922,NA,NA,NA,52.76501897865072,71.53113953315153,59.268379929387685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.09636647758057,23.97982651920852,44.35487560067635,35.455186530102225,32.85282992034232,104.0981202929134,143.37749785794418,74.1767103088111,NA,NA,NA,NA,NA,NA
Citrulline,Citrulline,NA,NA,NA,2463.452198245735,2174.0136764462527,2045.0302609482983,NA,NA,NA,30.55934566768039,35.75858303123618,59.0435498480675,9.37154109797869,5.860881048511006,NA,NA,256.8344574046,NA,1162.949579646478,1336.130604249451,1274.297904827452,38.591034069691105,48.42191784958521,76.47584645088314,NA,14.63698486553299,12.123481670657156,2105.7430780178065,2592.480916502437,7988.927117046641,7963.839415091909,83.1675477529832,55.171947776694445,38.07089124268913,3602.3869109458715,3381.5967290815715,3286.4376432417102,146.33863429108987,197.21245354711272,132.83121254709673,4217.989594289336,11320.94619802715,11933.620990405632,48423.07262773745,52404.01684624772,52049.292983407126,1256.9671674035546,1539.2952358246528,1680.6060032328978,1164.0621309820558,1145.1972218866536,853.5974407774381,17.085695633188045,16.524300510717055,11.163848232563108,55.51412835452888,58.52649500738991,150.6526935891208,53.20404340470762,55.60452054450137,71.452865545270825,66.30493329802337,30.138794383516423
Creatine,Creatine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.161437687984645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.245035793503644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cystathionine,L-Cystathionine,55.03529020624433,49.07954845037912,25.36853932555172,NA,NA,NA,6.13101705881186,8.93115345466034,9.1688451042336645,16.623799012772395,19.529473660500916,32.782817278706844,28.10339163349559,21.053876275622073,18.265221628096786,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.115148342537555,17.19601538547571,11.894954506157134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.07067283737437,221.34648021438147,153.4056174673331,NA,NA,NA,67.13621226025954,78.14749168833382,71.6921808680758,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.74800325425989,6.068856966991664,NA,4.445732891123672,4.762907719616225,0.4580498964724668,NA,NA
Cysteic acid,L-Cysteic acid,NA,NA,NA,44.09835024184872,38.41987302850766,37.782186340159186,18.852375847128457,17.263086544387466,18.46747391815953,NA,NA,NA,NA,NA,NA,42.23156502782146,60.744267383788426,137.76402628796967,96.01861209663534,23.6290157169195,60.1107046400064,77.93467183355911,56.99697304230619,58.66586848331008,NA,NA,NA,47.94147470586815,78.07907328626015,8.39944540599657,8.82138598970103,2.1752170155119286,2.97477174467636,1.5989904231599064,38.92112847615307,29.934047934763253,34.27559998598149,582.1091287076111,1557.258253643768,897.1944740639019,74.52481858143766,78.89343033005194,159.64575072110807,296.05708472473026,286.9441959411324,399.00401675715005,NA,NA,NA,2.059319911864121,1.4406992210702214,1.0774868287295485,2.6521779116509703,3.129863403958916,3.23321477938313,0.06350869769077394,0.11486181407505491,20.250010535661083,14.729383888863412,17.34442447345141,NA,NA,NA
Cytidine,Cytidine,44.379785707043254,48.14552429488713,43.63012901907962,NA,NA,NA,NA,NA,NA,88.08614308508436,237.64147589600395,221.4762344308166,43.365173017004096,31.77602494722884,31.280438889552048,NA,NA,NA,NA,NA,NA,NA,NA,NA,147.50512398882785,130.93037258137073,100.21589972409528,59.883393954329534,80.52927439155066,38.81724419425742,NA,NA,12.442098341203438,NA,NA,NA,NA,NA,NA,NA,43.05159834886204,106.55963713278712,81.19150909506367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cytosine,Cytosine,48.86607217315514,46.23564736161149,37.37442125451719,119.18023947245004,78.61325308906342,117.91257590890204,28.69740401363511,17.770858607365476,25.03589448700588,37.87949240756399,48.352729610608215,75.68035112411165,18.73612515276314,10.00111778088474,22.272355512424735,NA,107.49688827810684,84.16400023537987,NA,108.02392491726464,85.92975905496695,NA,NA,NA,101.93336885879,144.2605848144667,32.284956278808,62.01478392150629,68.32818986782787,177.98892756670435,133.15468310896776,19.413557225246784,14.714697277120576,23.76651299940576,47.30680687909467,62.615995270960845,49.31814892444773,7.1639892357380335,16.44696922485326,8.545524085614211,140.64009945351432,140.90217166954767,126.84221684694812,248.58976990625604,313.9755742413233,245.1532305166799,284.39545961114044,269.7462888742908,198.6578454587632,NA,NA,NA,35.20277227774328,41.85204295775794,34.23508430746058,1.368495284037376,1.668214002363512,6.874337468255584,4.545516277427532,3.2769159138672137,19.190830585531035,12.215360345811993,10.01485290099064
Deoxyadenosine,Deoxyadenosine,3.42475492746685,2.929805064802641,2.645785978652721,4.787846214612047,1.9834689686988949,4.260843673794634,0.673107383799228,NA,NA,NA,NA,NA,0.6808834935538431,0.3025070330366751,0.7808595390090752,2.3910048546478024,NA,NA,NA,2.798982295789801,0.9787261083433618,4.724290939871604,4.794404328644591,6.02586406567012,12.517531914321465,16.446787714211343,10.15285055893874,72.87112222139314,89.2727099009723,36.594466752261326,38.49293370144483,3.807135408712434,6.760639333245952,5.964447566556723,2.3055934349142437,NA,1.0403094979687382,0.29491961897886554,0.571878719527565,0.3210323369808366,12.641235339624822,9.807613946356396,8.329473432727628,14.965403004322786,17.604725865401768,NA,53.291460537731666,54.7962995338401,39.10384626748566,NA,NA,NA,0.00935530833504874,NA,0.01535443639690961,NA,NA,0.15825246986630534,0.08326970558194242,NA,0.8580999022380408,NA,0.3830090344364393
Dexpanthenol,Dexpanthenol,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.865918184540586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DHPS,"(R)-2,3-Dihydroxypropane-1-sulfonate",NA,7.124952561835731,4.048936061582994,NA,NA,NA,NA,NA,NA,NA,NA,248.5146590664326,17.970738057239576,10.084980806211131,1.023077928268179,15059.0366702911,NA,20192.162511206145,NA,NA,NA,32996.1821504063,33640.877998296695,19482.32530450992,NA,NA,6.8028836901909395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15349.883298920437,45747.28160576802,27568.72810672802,NA,NA,NA,NA,NA,NA,NA,NA,NA,14800.298986493268,13235.12143511288,11125.916168795577,126.22743557643466,140.62858316757914,152.32856693913746,4231.335755663973,4886.4088631249415,18001.940305795615,13087.611291565036,14721.353159445543,13374.070664205625,17653.587646275806,9990.12970437408
DMS-Ac,Dimethylsulfonioacetate,0.14817548470267708,0.13114115865005568,0.1258222089536311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7185660899351327,1.6548732563911803,4.104496430135258,NA,5.85963107058693,0.4724426996434624,1.1784751460770757,1.1257530679590733,1.2667494465941764,0.14192488673252077,0.10967617986545414,0.152261880822845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.3800594345218435,15.535351211060696,9.97089347686084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1606956417401591,0.18354381253015287,0.1731028096760486,0.00885815713135628,0.00903626162803616,0.09108748936502306,0.06549058332106132,0.07464878073951217,0.14780425161686866,0.16000319473051197,0.08633774281631476
DMSP,Dimethylsulfoniopropionate,19673.621725073543,29524.72740237097,16629.787975495827,NA,NA,NA,6954.151864130806,6569.832138553185,7204.692444689748,23281.27542881965,22046.89099469286,38307.67579028501,669.0349241456092,494.1816316622497,372.15625650059906,41302.572842051384,41005.785651791586,42284.3941977814,30795.9423075609,29795.926704057703,31186.74896052037,34073.811121313534,34550.10102298485,41853.436610800214,40555.34423571565,25355.557109308673,24173.105918034064,NA,NA,NA,NA,NA,1.3102497317944215,NA,NA,NA,NA,3630.4588844152,10422.046841456966,5008.182500129289,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2345268279986465,NA,NA,188.07143636380863,186.9460379884116,208.56745223944537,215.27157193723895,188.54291765006917,109.8094496125562,85.77749367618483,69.42778356508576,978.3847427368252,904.6350639348168,528.0487362710714
Ectoine,Ectoine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.270019367546931,4.584561590650431,6.516959033272154,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25510490696946286,0.36967253525045174,0.8394125111079781,NA,NA,NA,NA,NA,NA,NA,0.5310407629183622,1.3816721679261754,0.75806979295904,NA,NA,0.9017223210662704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gluconic acid,D-Gluconic acid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,452.6052752792294,626.8047758990516,318.6774143060115,314.695294696838,NA,NA,NA,253.90798365427105,302.33036755488666,225.27212668334903,NA,NA,NA,NA,NA,NA,105.49564251139044,44.12158491961283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,346.0834499253716,NA,NA,NA,NA,95.07722218189872,99.69632504712662,NA,NA,NA
Glucosylglycerol,2-O-alpha-D-Glucosylglycerol,NA,NA,NA,152.64191109321487,141.38584651416426,159.13794854018718,NA,NA,NA,NA,NA,NA,NA,NA,312.5797295093232,9170.625772477726,9728.352683407338,4657.140929824906,NA,NA,NA,384.8272134631738,613.5148433299015,NA,NA,NA,NA,242487.80349748905,286201.02720892895,412012.4719344335,384425.3612699943,51.62809007924502,NA,NA,545.1619489610599,522.0512932604486,NA,583.6430643100533,1038.147177312612,1046.1203217336242,7967.364142428419,9087.650749959448,9218.903696604915,2135.1215745937525,1914.6098402836124,3146.5215182629804,NA,NA,NA,3634.953581619531,NA,1740.9535097874668,NA,5065.501931601768,NA,67.94754404117887,753.1184779173518,253.6373919743712,225.79702806947736,26.78346451738927,808.6061609461542,108.41052909669357,153.0007742767037
Glutamic acid,L-Glutamic acid,8347.18333947872,8408.267804171464,6715.984648612057,214289.78893805295,187604.93656746604,212542.2596499819,18480.331066863644,18977.265110654866,18959.287226799912,6131.978037868613,7430.867287011269,11212.427862875318,9589.450017793772,6247.974506070674,5456.560781701529,18153.983875514015,38161.40995115362,22488.889437022175,197539.76916675945,197552.9167426287,196983.66600405256,25195.836977457955,24771.10980169674,24012.825474131405,15003.119952233968,13948.621204457628,10910.765517974049,323022.079578963,432737.97557588585,993266.9747381906,863212.1991589661,37834.83894367097,34466.981621599385,31156.729567075698,206260.27434294648,194299.54480327808,198586.23393211493,15020.205012751954,39519.071037747606,22766.632051663382,1359029.983559826,1697065.500833223,1679317.140578422,1274211.2630164905,1567126.0997394088,1562332.6173166223,39502.62722146947,NA,53876.702906838895,25318.68781970397,22259.254859917994,18675.49265306728,4128.863531561892,4397.406894454707,4928.795665238455,5812.331967166551,6235.598352489398,20125.045935857954,13436.787381227245,14276.35232651362,27008.563467262054,19520.08260224405,10247.818881834122
Glutamine,L-Glutamine,4565.47954085756,3888.976700246532,3073.492756536726,10549.372202233624,7639.767553523417,6840.237186588385,7544.914107440921,7255.8246068619055,6908.83335682306,739.2908351842393,840.4879210737442,1501.0472192671757,666.2657175225384,387.3431601693795,1339.472587880222,8350.341063217782,9880.844572712022,10421.185392335705,4769.708894985639,3564.9174498563893,3206.561259964299,2508.4264288580284,2613.9366572645545,2321.310579000324,1426.2163174880852,991.110023815804,755.2931910261776,3974.66554996114,6296.66365838603,83191.1709342225,46408.1792137044,139.48300987708635,142.86194068453594,145.18324060020134,5325.022633778503,4687.741248163674,4241.275826894949,5124.756268979312,12508.517598553788,6996.60289668176,9682.29703693111,29035.712463437132,17202.048330646157,116039.32961697094,106596.0007168961,89844.8045993661,15187.91368310889,16922.2777853027,17304.49971839868,7634.757083187304,6040.578953222247,6096.135676333679,175.21714789566906,190.6501678603786,166.5029647185654,1593.9902551414216,1593.7928088089882,12403.060754108386,8201.954966079003,7911.507277519346,5976.374221227837,3864.915058082435,1841.9740650396163
GSSG,Glutathione disulfide,540.5680049832462,420.4958836868853,333.1744063207922,873.4948204321693,1021.0491091234182,669.3016781749768,533.779914436446,403.8823385306821,271.9104370281932,79.25253542385659,NA,103.07750354683807,403.11888505286174,245.73403331714823,269.66255860978686,629.3120873239429,438.6715757424282,1025.553587263371,2706.265897080549,1948.6873906188157,2905.662416357518,892.8726469906883,1213.0181162656136,826.7586059475132,537.3998323515052,343.0627613791552,218.75750374979967,13804.402481865827,15288.343727284937,16668.73238376186,10895.70471377898,701.1756865546587,925.0001383186984,672.2606650619305,NA,NA,NA,1537.349765812673,3922.3637546906302,2363.705502915206,17992.15098469108,25806.777488219268,18516.451460675227,10090.89248608636,12383.775306427153,NA,NA,NA,NA,2231.0179211527875,1978.2437654776377,1146.7317806731387,22.582158933803587,18.294655709217658,29.05160851322111,208.3720690370879,196.1396459293071,93.84706276249972,143.4067042241061,300.4498468560035,1912.0005112650356,1353.962280555486,738.4404891814143
GPP,Glycerophosphocholine,192.53303796100676,177.03755837324718,139.67237981435574,NA,NA,NA,NA,NA,NA,1.940844366646525,NA,NA,NA,6.263705709843222,NA,17.25768219824783,49.77558418902023,20.755020330279812,NA,NA,NA,107.15600879957697,114.50384179237784,104.91644374704993,139.14320050410066,130.07455326733688,89.27103031906596,NA,NA,NA,NA,NA,0.04125140835186228,0.07296969593032043,1.7658261558407526,NA,NA,1960.7646118983012,5323.47714204314,3394.891640993256,NA,1.1838485508707002,1.4987520990707603,NA,NA,NA,NA,NA,NA,2670.829192540265,1340.7159310031016,1369.1750874918189,2939.6706340825585,2903.4995284929764,2729.6123902585387,41.25426718837228,172.42692626013618,135.5118083590553,63.48214348948467,39.509062230690176,679.1214974293366,279.66106512285313,189.59962398554177
Gonyol,Gonyol,176301.40465237031,183943.2224045413,154972.20903872338,NA,NA,NA,NA,NA,NA,81517.10358428863,95498.2112383406,129979.12243114757,169035.12653001785,97874.78921171615,196600.96196401675,38012.07566089705,61727.56383250513,36818.129668999296,NA,NA,NA,23508.963421107648,25555.291621299973,23915.24338315445,176287.94830284838,175177.60001839136,108231.39245139423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.72171082493951,52.94154878329894,31.230767589269036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Guanine,Guanine,28375.18728360012,35656.976328792225,24244.60339342312,850.861542044933,485.00147410422915,652.9006595612723,180.12857893056432,109.2827556685946,145.94276125727865,31033.36692776844,52198.14864455174,72132.74864345297,3567.4580069197063,2239.321464117853,4423.972729133109,NA,NA,NA,119.83447459527048,283.4294837223557,221.96797579257353,417.49625514485115,418.83512808379675,594.4391967318352,4010.728551045217,5610.203197009885,2817.8326735872743,52.62841273717145,67.03813060794262,1140.3710203808596,716.2184909278914,108.88352974435278,66.57689677679659,116.54879396041588,310.1195188648209,300.11151642530325,268.6064965972633,56.19357635569536,118.59055141677132,66.43779366420377,839.7729652938988,836.3868636606843,875.8368577608957,1277.0791995106051,1494.0816011310735,1163.7290628048586,3118.094429130138,3097.2369767593113,2430.532569621116,23.78639544883363,30.446609662734417,9.853239680022,15.86269918144625,15.105991088977795,25.68457319147104,NA,1.6681722459639703,36.63213139241444,22.58491339391192,10.598608801431732,148.36269432261716,47.16978260918325,63.716431525737846
Guanosine,Guanosine,278.6012377672309,270.9977307379606,238.02989047067027,12.985878505931977,4.837169820625342,13.12291464575014,99.69894180118176,115.55431535065816,132.84840666103102,12.017508130201705,19.225026105625098,26.244603353252117,227.09332547666463,101.48811143664832,95.47839534506268,262.9235140751019,111.4984607735336,165.53779021078168,159.95864114602352,188.56247955005912,188.21241311846143,174.62748466155475,201.45889492792676,180.44607549435253,304.3895325431776,233.1750679266,194.9792823525607,345.96161874520993,402.1506883381738,163.79136270200485,257.72846524991127,5.883316145380476,7.292865949552497,7.305824289903745,9.516381104680669,15.626727819022808,11.434807663924426,38.58979857598984,74.87105960311696,45.671226887925435,49.47125928509255,73.62060908024343,69.04096165830879,35.05730136072251,39.8254752821433,35.35782036756677,194.91785427453416,209.4635903261353,157.42901010368635,75.72128885837621,58.471466757580586,104.96745541025876,6.564472169946929,8.057831722354452,7.53958320558782,3.824651216305395,2.564061488083754,61.03547362680358,36.02247371246415,40.70452093020753,12.01974899778318,16.6513523478338,8.407253539207025
Histidine,L-Histidine,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.29787351627968,234.8253034052117,353.2294782975533,29.096404080449393,20.46020016231253,32.636340493462846,NA,NA,NA,1278.204276430391,1419.338230406752,1562.0545772478515,NA,NA,NA,NA,NA,NA,320.0666153231375,532.5412341418587,709.4391167787456,529.7604043993592,44.08604339772287,54.859325903625574,55.12231677565951,NA,NA,NA,187.55190311508352,463.83462221588127,272.5006683139208,662.2313973436695,1789.136780481458,1906.5926585668635,NA,NA,NA,NA,NA,NA,158.23232545514205,136.5198123567342,140.37210661171673,455.0266970338931,530.0417957603097,442.5577719782688,143.76577363254495,129.96937528456374,302.90209032636625,108.50190002076124,125.81020444695022,119.63587607050871,89.9499405045404,46.59549915682169
