Compound name in figures,Complete compound name,KM1513-125m_A,KM1513-125m_B,KM1513-125m_C,KM1513-15m_A,KM1513-15m_B,KM1513-15m_C,KM1513-45m_A,KM1513-45m_B,KM1513-45m_C,KM1513-75m_A,KM1513-75m_B,KM1513-75m_C,S11C1_A,S12C1_A,S12C1_B,S13C1_A,S13C1_B,S14C1_A,S14C1_B,S14C1_C,S2C3_A,S4C1_A,S4C1_B,S4C1_C,S4C2_A,S4C2_B,S6C1_A,S6C1_B,S6C1_C,S6C2_A,S6C2_B,S7E41D100_1,S7E41D120_1,S7E41D140_1,S7E41D160_1,S7E41D180_1,S7E41D250_1,S7E41D30_1,S7E41D40_1,S7E41D60_1,S7E41D80_1,S8C1_A,S9C1_A,S9C1_B,S9C2_A,S9C2_B,U3_A,U3_B,U4_A,U4_B,U6_A,U6_B,U7_A,U7_B,U8_A,U8_B,U9_A,U9_B
Cystathionine,L-Cystathionine,0.001056383267677534,9.973612483673823e-5,6.244607898990241e-4,0.004635336767330042,0.004516367002473782,0.004499521362483748,0.001802648207208199,0.0021790115387480746,0.0016709152193653152,0.0016991976091028976,0.002284793245319642,0.0029559024540894508,0.008797748848326046,0.009570402897345351,0.0054234458415070574,0.0020484179613401506,0.0023915705100458493,0.0023894181945145906,0.0011292983164456248,6.037798803139047e-4,3.396017319624783e-4,0.004943271995811185,NA,6.040108765924462e-4,NA,0.002290277698815769,0.005834993455659965,0.005425317281082362,0.003601656338560773,0.0044470167011473,NA,0.0012175822255354712,5.095767901608247e-4,NA,5.663588132794037e-4,0.0012010633105880202,2.619326773833711e-4,0.053734495718018735,0.028721649364214095,0.008244949367620574,NA,0.007868562042003178,0.010148369335546161,0.005456974958671487,0.036055439726926965,0.011359335003235467,0.018422380851188618,0.024545202159272327,0.01370478913392182,0.011650758492527722,0.023012807077385528,0.023758793099808585,0.017734011029280423,0.01200769924792841,0.020918838382712128,0.027206208579708478,0.017335932045150906,0.005734557432326768
Cysteic acid,L-Cysteic acid,0.001458788477403823,9.901439649154427e-4,0.0010724137264839593,0.005868144679451266,0.006425859430122178,0.006487834290251892,0.003235831947084185,0.004394015447227626,0.0033568057721079913,0.001021842474395878,0.002289774350142419,0.004443074582772988,0.027985950709706685,0.022106923247956975,0.020260763265949187,0.009358815649676094,0.008961313398896449,0.0063789992359429525,0.01244839937540937,0.007086422770947246,0.00728698054952849,0.004635623793453063,0.007224077923371754,0.0075719806766877,0.008680764387324739,0.008760252998203393,0.01543695661155313,0.01902880484193518,0.01963671340772229,0.010338698133218992,0.013207184827239293,NA,NA,NA,NA,NA,NA,0.02461512750688843,0.02060974805609194,0.004768190538698076,NA,0.027248454590256724,0.027307704766429075,0.025064176287519932,0.03700562430781708,0.030830630980872093,0.017125537341091596,0.02160867767016856,0.015070994949847687,0.014806383715146365,0.021523566577460077,0.0310986489343878,0.025761037596591048,0.022868996096952914,0.022312580595741087,0.024855913893720834,0.02083290967253922,0.013335726186258959
Cytidine,Cytidine,NA,NA,NA,0.001988819508298491,0.00260414629662461,0.0032671701699886397,NA,NA,0.002294282755113993,NA,NA,0.0018462730209400627,0.019427641951731543,0.03449101034683156,0.03703122580829193,0.023522122679866746,0.021578226363431034,0.03653696420946442,0.04942056298888857,0.037358732316389566,0.008362437307878822,0.011515993737230477,0.0057627976764536475,0.008948462893754764,0.012947683704226012,0.022055849210369394,0.009870765240070018,0.014449066299111392,0.009933123245543398,0.018568301001544028,0.01285305601012426,0.0017758118415229598,7.830408889222249e-4,NA,0.005533946790824212,0.0028076644680998255,NA,0.07810771618627174,0.06643319005868706,0.010617652889459256,7.212712541616846e-4,0.02661200040103128,0.016898962918871774,0.015355609838241783,0.03282833099163255,0.019984278041072445,0.017416733099609998,0.02690057019931153,0.01914873207102188,0.016034320842048706,0.024332829324932158,0.03962780088471429,0.0243583486124393,0.013641889680320386,0.020424212522170616,0.03666128190620076,0.014774187377362618,0.010024154527669003
Cytosine,Cytosine,0.00823103378877498,0.006931363971172527,0.008069723728006115,0.01103619242412579,0.012514055803635018,0.013986849774491205,0.011848408522146364,0.011483627452111556,0.010895156949131157,0.006863582840305427,0.010476338046434547,0.013485884025438055,0.026315625156963715,0.08406053582807449,0.07494472809817929,0.05664128966942946,0.03072984680561385,0.06578144602822439,0.06470306398038993,0.059160705671570696,0.01677818803370585,0.02018146882712356,0.016290840782106755,0.02826740921857191,0.021505112712493276,0.02014264225522918,0.06360536570944952,0.03691738303279205,0.040187791100511086,0.02586825900327176,0.02664539010799882,0.0201020924910811,0.02785980081183214,0.02944485085050213,0.045380071556963594,0.02114443672322363,0.013001340789096955,0.16102985846949805,0.29074722498477495,0.07799701498941908,0.02676246700971938,0.02995137211035457,0.013637303241783354,0.031458319092054834,0.035477753608015375,0.03264748755084068,0.03648816111678884,0.061718845759419105,0.016167720291393677,0.030466438995409614,0.024734281686975144,0.06325656835004671,0.040967421328214924,0.04948716494805001,0.03428677257944665,0.06688936271308356,0.030204247988856774,0.039667045691449236
Deoxyadenosine,Deoxyadenosine,8.327959496462049e-4,7.884195105629684e-4,0.0010015512297386322,0.004055090509341304,0.004091456600424205,0.003939307946601578,0.003248375533253921,0.0038830292798205726,0.002129053127134561,0.001374646714073573,0.0015108451577472196,0.0026033024686716913,0.020883504682503724,0.07978847728087385,0.06543370299271858,0.0672123069309042,0.016912110473897464,0.05265025812408357,0.06095190821111028,0.06863007019190338,5.118644876090645e-4,0.0013328342222965214,0.0019477892354545856,0.003730830846261032,0.0031459913228483556,0.002413277514173858,0.002970071582715796,0.017118140583264378,0.004825366944436507,0.012274027915714185,0.0035525146930218444,7.920101307434785e-4,0.0010335450250748268,9.951680756449097e-4,0.0010290264331330782,6.958115574846014e-4,5.53445966168074e-4,0.017563191981807818,0.020868733630753138,0.004212835435858583,0.001293799237402219,0.009134567217760308,0.015697684386032463,0.01002563039589386,0.012398740580207988,0.018677667171952718,0.005184842325125697,0.009866051343541843,0.006644308508976878,0.004137709754695422,0.020461475124440874,0.024513616789113242,0.030498115185256948,0.010199829335964338,0.018884920421530754,0.027268667463749223,0.009973379280184616,0.012048986390795675
Dexpanthenol,Dexpanthenol,0.0019269466416752257,4.6433414188230495e-4,5.730256139034986e-4,0.0019864420422930516,0.0018842616636270749,0.001544746723452267,0.0017212906316562862,0.0020086297457025163,0.0017195994403010927,0.001323423393263848,0.001741076562626408,0.001849694900277559,0.0011900743920524603,0.001031756075321165,0.0019530646952362002,0.0016081298721067798,0.001410054201777658,0.004060959248601101,6.769620579957728e-4,0.0013543525231883558,NA,NA,NA,4.897830850059176e-4,0.0011344630578379957,NA,0.0019601867992959676,0.0012722554505336392,0.0013793122100184503,NA,8.9505879118922e-4,0.004202300761249342,0.13046717243030295,2.3665838974748108e-4,1.8591001710437669e-4,0.0017505834130991766,9.410374576537426e-4,9.775648946662003e-4,6.461744204124424e-4,3.9145269846334595e-4,0.0037973325908195383,0.0010832970554434905,0.0011759999295286937,0.001990461437749564,0.0017066984993891199,7.04450062623738e-4,0.001299624044357969,NA,3.7986949253640155e-4,5.980724755873017e-4,9.370518558141302e-4,0.0017057711858520022,4.7553490279364865e-4,9.459464052336117e-4,0.0013860196837362218,3.3647159524142107e-4,8.511197836703454e-4,0.001713366497119059
DHPS,"(R)-2,3-Dihydroxypropane-1-sulfonate",0.05653969408925117,0.04398048385761702,0.053028120341907806,0.32122548970306664,0.33515652522494077,0.31624205063150496,0.0510534261512539,0.05404204092129008,0.04730409665674253,0.029962990745964837,0.04946867511365717,0.05706431888344467,0.09782046474827066,0.2847148892805741,0.3081085405726255,0.05983302326331204,0.05386633190650764,0.08817884673141217,0.06799881273754022,0.10647989131595417,0.06715930534536056,0.08685056091971083,0.04617385999980205,0.07696043077054529,0.06415178481288336,0.0702390882642579,0.22062008331098015,0.21652540489586475,0.1773395746361971,0.114155163520919,0.14345705339912407,0.03732565534790498,0.023892531192953273,0.004709288722316756,0.002033294155200595,0.05184799486248654,0.004910974248239462,7.023255162120974,6.267603365494802,0.5322370662615451,0.0816526237628234,0.1951920978904392,0.126264852807816,0.11700008123135887,0.3212465123189294,0.18911993413576228,0.24421628690004904,0.45428746330795655,0.285483715712494,0.273358502732978,0.26376408204568136,0.19535943247072154,0.18561677994067605,0.22528148787289884,0.23665927797056774,0.3001516704253028,0.12333896154571358,0.07795719403331325
DMS-Ac,Dimethylsulfonioacetate,0.00475036789047969,0.004049227375768854,0.005082680468655728,0.02866065626776189,0.0344061599792821,0.0324005556227458,0.03136337867502964,0.0298641139163832,0.030483676538714238,0.018968315522893728,0.025927121788072768,0.037063902200541045,0.12150265888096305,0.422540601732608,0.37922963284432376,0.09431645354822574,0.11111328543513997,0.11053713566647767,0.11675886178798722,0.1471047353571435,0.05434828436505197,0.22374543569643632,0.06969049417634364,0.1938840586613793,0.11985253662301767,0.160126349717482,0.11749049557045353,0.13935889385585598,0.15024569791654258,0.1649957446075837,0.15979936322830096,0.004419699212095129,0.015484583760164613,0.006204509733970473,0.015181456211263818,0.013606031595955538,0.004846967516488303,2.17718256181166,0.6980433013355146,0.0780181378576377,0.016554995035747314,0.2681954482420301,0.17080530272793354,0.1265252952721219,0.44643211972251573,0.2441505776007569,0.27263261043846526,0.5112092757997375,0.15030796856245068,0.14880702888840738,0.27256270187667964,0.3039068490957603,0.2136983757565184,0.19905312846420287,0.1725387469503173,0.2922294090751738,0.24476464067549822,0.12596343681145186
DMSP,Dimethylsulfoniopropionate,0.026969922756521277,0.019269169984268402,0.024323551084905384,0.11087506872967659,0.12851747184193363,0.1153363358785956,0.10495323847631932,0.10464145727158886,0.09979600745503017,0.08312565651090026,0.07272048704950801,0.08691574611229297,0.8496074524678214,0.674613928921033,0.3549189950377722,0.5262026865151475,0.24665834923955238,0.5493989624653857,0.31725236278435676,0.7868072415050391,0.7305040397639577,0.8319504679969683,0.29522908381787427,0.5788210979655616,0.1646290491190983,0.15353891648206494,0.3094040998069449,0.533419331917196,0.4532668815599923,0.44437433025004835,0.3316048451078651,0.12179798682697915,0.20557326888213098,0.13412059021675823,0.1401477537909571,0.21483067890319135,0.07794417316908042,8.434580286399742,4.739681309152621,0.9592062102525059,0.34667713338824774,1.6562294048495434,1.2096469287716065,0.7299004728530698,2.5789715316458395,1.5013622790282266,0.8852018784005872,1.0805088716815647,1.5595792240138389,1.2967260386867188,0.8329452218098573,0.7168626478065286,0.8016489685003116,0.7334321456228617,0.6896231356106706,0.40340132203022,0.6438057838944401,0.13745170149160663
Ectoine,Ectoine,0.003916880204546521,0.002847666317670242,0.00395336598702585,0.002777695466279061,0.0031674987051837616,0.002154644206036238,0.002838832470561647,0.003194453033202608,0.002732211019678299,0.0026178745074036903,0.002604134804452926,0.0031482363568572876,0.027187493404977652,0.0203372133414381,0.047216683204581264,0.028465992048747606,0.02926830629224981,0.12421603162498471,0.03938800552094452,0.14240593106443555,0.005519680241553105,0.01998504034457463,0.006459626779247987,0.02497537641571164,0.008102872254954565,0.011469478287337052,0.02484360812337434,0.021317781393553777,0.01973977030226246,0.020616808395111284,0.021785770137309552,0.020054961882569094,0.02629199146141712,0.014749298001154645,0.021307803116894928,0.012652227229264502,0.008981519177754506,0.40172091180858954,0.286763426818276,0.03191332333797345,0.027933852000861667,0.025726200306613392,0.015845198131305846,0.03200687775958161,0.014482515905797876,0.02255460421221497,0.021026476858174853,0.03505121867470227,0.008924566624874758,0.016936255159737696,0.014686090440639989,0.036037249292438976,0.02403584610286062,0.03131056643030563,0.029634944737409928,0.03670927207738794,0.027596883513753837,0.02123374831152833
Gluconic acid,D-Gluconic acid,NA,NA,NA,NA,0.011826390260827135,0.00789884545397678,NA,0.0041763435870271854,NA,NA,NA,0.0017910958276760578,NA,0.012883438026460069,0.00678994867576947,0.0032219549489234064,0.0021771943597960488,NA,NA,0.002138111954939718,NA,NA,NA,0.0025264908505248603,0.003478288140852043,0.00970081487528917,NA,0.0026981782274670867,NA,0.009332732371367114,0.002196170939592423,NA,NA,NA,NA,2.4798495948229134e-4,NA,0.039272811202166594,0.029208633601643594,NA,NA,0.001352433702025725,0.003682701440053973,NA,0.005973191695701796,0.002571523664855852,0.017470659123664165,0.03751815979304788,0.007786269818562706,0.0038143868822966293,0.016126890647868306,0.010517472683844998,0.004836123460154723,0.00486450337753392,0.01362676082158975,0.016059781673177235,0.012757408950574034,0.0075563812471481934
Glucosylglycerol,2-O-alpha-D-Glucosylglycerol,0.06548404255053068,0.04409370683560422,0.05073967175707649,0.7654882532285453,0.7929663641138635,0.6342727287367027,0.0694136840482844,0.08742892098645386,0.13177066651434274,0.03152506014180345,0.04570361224724266,0.0539810525236251,0.33204765537798736,1.0200116057705564,1.8024316456023965,0.5951725377319188,0.09053207210159137,0.19493135993702412,0.23935073985098632,0.5444218498634846,0.012893006049780645,0.15737321063873821,0.13060109780744067,0.2782457102599864,0.3351641517553959,0.20455384078867989,0.15547858970306638,0.24248971075329395,0.07581290700304448,0.3442595576855549,0.48779974918163593,NA,NA,NA,NA,NA,NA,0.997938361659923,0.7967650314216203,0.2063033296811386,0.012254910200901544,0.5191660704843725,0.022790533998504628,0.14174656821552883,0.7541167165292619,0.4450605001229868,0.6320167823173853,2.481780448224563,0.4113032816455957,0.5322018114390709,0.7084421474158227,1.1733153192946817,0.5811067825657648,0.6894148154748538,0.41463146857155997,1.3913003890418494,0.7454544792781184,0.6423456977527183
Glutamic acid,L-Glutamic acid,0.9491093193067304,0.7320878681631042,0.8986919385019994,2.47834724328668,3.390953364614095,2.840998082883547,1.5871702822657532,2.4756121123284736,2.132139889092527,1.124476650640783,1.807242840655584,3.132714734275494,3.2480170666857107,5.368148004826287,4.560161769528326,2.6613292535665782,2.960112856212028,4.796322497949044,3.2301619562172856,2.7693099382873436,1.9861336691346834,1.9855076425283906,1.511216403270283,1.7881232036287025,2.0352752100333107,3.599539476340973,4.869002555581282,5.5498012324243184,4.735176572519137,4.772883476163359,2.998473743176811,1.1832995867297829,0.7315834816242964,0.5994672819194753,0.5197500666239925,0.9400319129429787,0.4302266102186638,7.866416722144147,7.305386081837661,1.6181975901866128,0.7901257707242135,3.5778169083405293,4.427377638561752,2.92485250868348,4.8474534275547665,3.7185110933496732,5.941442873611896,7.79182025154327,7.0027255709613225,4.677979164777872,7.941346386174686,6.192766269809154,3.4660627736495218,4.9703742098742945,7.49576610087587,6.043798169271694,7.989101896134648,5.440146593901561
Glutamine,L-Glutamine,0.10613191378381527,0.07997523226229875,0.12591018670719986,0.37882752787531443,0.3889669983517702,0.3234260930608917,0.39731964026849415,0.5570909378800099,0.4812328243514399,0.2030744506540479,0.2643853439750928,0.45264711145251685,0.16671649045930315,0.43215718604863185,0.2656431271178038,0.45751349791914747,0.6754235030553442,1.2646885305952478,0.6980940701565379,0.5369101289437639,0.2594679180251783,0.8737653124063167,0.2990164437203167,0.544768688665117,0.13436192583083675,0.47207815630937655,0.20716376618883897,0.29167808783910953,0.1853322019995214,0.6467296567409647,0.25160571819271954,0.08458142280142986,0.15063858802944383,0.05522948394263887,0.09795156907033004,0.11874878435448397,0.0361499104699438,1.5218783435030259,1.4462831565175336,0.3559756854083138,0.08194758600304011,0.29286761832433256,0.27777960781922795,0.24066063589205347,0.34071621117503853,0.17857221371339765,0.22759209947169773,0.20052155268020352,0.26491873125762283,0.17734499804990406,0.45063873386625686,0.38496001341515307,0.20544775497068934,0.24983376229565074,0.5568358862682617,0.3637070722307747,0.380142594812604,0.2505143465733203
GSSG,Glutathione disulfide,0.0011171784375232118,8.906194554620526e-4,0.002208229314814025,0.007451122686356104,0.006360267941185716,0.006440128236595545,0.0038051104255746896,0.0036124589436224343,0.0027448775227902284,0.0033042769431614657,0.0034768897138514492,0.0025683560075022045,0.002683222453329948,0.011101668864945239,0.013270600319385283,9.493092314173293e-4,0.002576721991313691,0.004265017664114569,0.0035694169935104846,0.003019328270170858,0.002278387260816306,0.0013780357897245445,6.488070713450735e-4,0.0012403253632390027,0.0014704741075706458,0.0017538206846365297,0.01126358235406254,0.0036015221392649856,0.009336786675338188,0.00188651159675785,0.005314268054754434,NA,NA,NA,9.009026192780342e-4,NA,NA,0.0356225566624439,0.021435211375297174,NA,NA,0.0020131065657772937,0.007191294362567154,0.0029521152223602495,0.003467290817025491,0.006931100059852628,0.007038136148668633,0.012770354645466508,0.014593317476006114,0.012450942530551026,0.016334474885068388,0.008062118557580777,0.008408448044686687,0.008863463011071316,0.012421006943854089,0.006967254868835518,0.011829853499200566,0.009271699903611418
GPP,Glycerophosphocholine,0.00782794925533916,0.008531091787687503,0.01285363111602619,0.1513712339693625,0.16049423451503256,0.12486149161385464,0.02721867556825248,0.024681754897855214,0.030328029122144644,0.005999378430656613,0.01345402886865796,0.01857668100074999,0.013409723439861347,0.023378250971084626,0.040251325101951806,0.00305662972973067,0.007445908968078764,0.005081187010725958,0.005571779438226684,0.0024626109585148014,0.003933446984995122,0.011733347058199093,0.005482036480463772,0.005374647829849233,0.003121641347514886,0.010016997828871664,0.015699895485668178,0.018939210041812385,0.014415470179011555,0.010069016935033266,0.022498951329700572,0.01780547562915376,0.025237437717152082,0.013451823009656779,0.016672249415323644,0.02356535948453758,0.00832308708999126,1.5471175350694015,1.036751043358295,0.06409129019071463,0.02404453967496989,0.02340273687499089,0.015602740379484163,0.014295915020863522,0.019275846448540027,0.002550769346805444,0.043699641777777305,0.03944572520262,0.037552416241279876,0.022634805375825823,0.04504430462316677,0.050919257344229536,0.04617446687338121,0.03332523230349255,0.05589713249092372,0.05656606929444613,0.04127842278640036,0.04312873818540992
Gonyol,Gonyol,0.22454486949970404,0.2105498204839405,0.2615622497062263,2.271786176919524,2.551594408801414,2.5639035161088986,1.2525319376521038,1.2074010208974266,1.1828563407095078,0.5845633991445818,1.039715798094587,1.3423422415529325,0.057251927878204496,0.19752138246651255,0.2733490881677417,0.14371346642950703,0.23661497008571555,0.1729456343916871,0.19674722969337877,0.34214068127546954,0.20070189764391447,0.23160653961034564,0.18193961918971044,0.248737732793817,0.3617929508901305,0.45922511380366116,0.14566703127812283,0.07453340366969087,0.1242260041114788,0.21495151604772694,0.2788868617430865,0.036375708696549186,0.024131561748366184,0.02079918156600268,0.018648999457268816,0.0371332325761205,0.022330660653502626,1.624583346535133,0.7213651841450042,0.060912018316106105,0.0336781716142344,0.05436084791038513,0.06085474681815142,0.05548879720345054,0.06283497583400668,0.07845061372304234,0.161784078862236,0.5918141990115648,0.07657778001098584,0.10683049754434082,0.12552837186922222,0.12656251877939856,0.20378020663872964,0.09673301026399445,0.10179525877081541,0.26585858844844484,0.20097617970422887,0.11216224884408907
Guanine,Guanine,1.5791510197397216,2.1171323421275994,2.186588874997882,1.399506660133105,1.4759705233935252,2.035852683797015,2.2251010229559274,2.232544242820527,2.343972665834122,1.0806727317761509,2.3726118254662136,2.668700167844102,0.15952970160194874,0.5824315218227172,0.5541266917876242,0.7015194943996514,0.7225841327313015,0.5943064922313734,0.5297847246739344,0.5552183457564347,0.650006323849809,0.6570782020078509,0.5584425332739282,0.5340752681760692,0.4441454598481803,0.45353004969523936,0.7263104437386168,0.8315281478853892,0.5991815462783374,0.4872353103559498,0.6057651299389698,0.41256757799660354,0.32584436119996685,0.46275982654259357,0.31407046108158887,0.2706231894336567,0.21214620649919144,2.1170251563578724,1.7089936745901722,0.5249875534136081,0.30250909947295285,0.17252033138538148,0.09125722126431735,0.20965020972542403,0.21063384364602722,0.17876980396812547,0.353758147861696,0.2605991791738408,0.2475444112484117,0.24383635204498524,0.19391358083318305,0.2262027796555106,0.29894613850247065,0.4318223453663685,0.45528706829183263,0.3298304899072342,0.2808525008911361,0.3448291718391858
Guanosine,Guanosine,0.004367858287966241,0.0037616243187192796,0.006452941220540419,0.020530155043362686,0.021021563984568437,0.020389409985244293,0.015957931899560122,0.01574492943526354,0.012198790860723275,0.011492632606310444,0.007938578419327153,0.012613391829122224,0.04133152035940923,0.11137988792765882,0.07687218916219477,0.03814712215544598,0.021029444530752547,0.05796274745791248,0.05022944057106325,0.03914690790786256,0.0034883664315622587,0.009838187079943262,0.005112002205612927,0.008603967304545917,0.01021617213365858,0.014036316732344473,0.010680740908090881,0.026283247734555204,0.01191978056463153,0.03199349318706534,0.01370172663924643,0.0021350438796345437,0.0017763994557247185,6.003153289794749e-4,0.0036915203444892017,0.0034594304749896382,8.754659303328362e-4,0.031457288290394084,0.019747598508248244,0.005659500417170126,0.001198760229956435,0.03685405899613442,0.04607213015220662,0.027143657682639558,0.055618500151019094,0.03616486784880294,0.01711262995417118,0.04002122048436687,0.03549211695015024,0.01699486158677796,0.08246919243179279,0.10777599041297073,0.07978812705893018,0.023597418742424513,0.07051841017598828,0.07541861862890285,0.02789951189277544,0.01986939440699406
Histidine,L-Histidine,0.08332738991678276,0.075687892045299,0.16728723217859504,0.11848826446448689,0.13914364862489556,0.12490628824616096,0.09943665361593129,0.0986952517545083,0.08869435845389301,0.06949937881613749,0.07965646604556036,0.10481468819231363,0.09486184423228275,0.11178823947013464,0.08759811117055738,0.055351070586234376,0.14484848209195134,0.1359665285392335,0.13179480552938183,0.09439344698242874,0.08386253851190835,0.06764385356551698,0.03794158761912211,0.06479818300324015,0.08106796495144517,0.06375112151821188,0.10447118124243865,0.1106088332964946,0.08335143176218399,0.08322399234781797,0.07289481790134486,0.09156672098983067,0.10575359743047197,0.09238447370131192,0.19804548992723858,0.07751785574763052,0.05600219396353915,1.3189357842989509,0.9839086320898829,0.49490990254743167,0.14316069359419198,0.17558582657430544,0.08380884334029277,0.13658413491034457,0.1729639888906322,0.13634575987338146,0.06529545456283908,0.07938198820654896,0.08544426192133689,0.0739675970942946,0.30037216171067294,0.12067562726341424,0.30392212589582557,0.1157942339649864,0.1502559737598363,0.1143145844640464,0.12510524205782728,0.067931210423418
Homarine,Homarine,0.8879755250000231,0.8624320578006566,1.3601742725625394,1.716996105937294,1.7067285618056425,1.3405794812018537,0.8293856826788906,1.020368661573438,0.9277228418919063,0.9047599087613465,0.7943989880779114,1.3848989209136364,14.460981563871224,12.667674993868788,14.754276646310215,1.647334817127387,2.0004534483097745,1.2854987893899033,4.584934233458294,1.7982505173715695,1.1217394399416225,1.5328047994698522,1.5068647052882658,1.8244093287415215,1.5352535241210108,1.5580961994957976,15.00089480035223,15.804481563214328,14.874886160204353,12.141264392761197,13.274023182483251,1.749100708739189,1.6813586974860046,1.8080802730780958,2.351767849562008,1.747535973724639,0.5974218893312055,67.27695035752637,55.021850272833,11.987676167082357,3.320141869962344,19.178910227284724,14.657483946898811,16.063059072183997,21.674040073511108,15.918521529059872,10.667819012469089,13.535402353021924,7.503724600440227,8.932824659033848,12.879653643301568,22.959632563175187,22.892050567709454,12.481080105825265,12.379174500541883,16.73425372879012,11.006352387343975,6.163590090695241
Homoserine,L-Homoserine,0.0037577830304402317,0.0017388777560368035,0.008141895236372062,0.008273201171579987,0.012430591936526158,0.007811151551173149,0.006346231405101918,0.00876581489371551,0.0071486275609390386,0.0034669843560166526,0.004757721421894394,0.00919817833594025,0.012765058963760928,0.028927647312229507,0.008396703537444507,NA,0.009790077902325814,0.019530581396860966,0.010605468632489729,NA,NA,0.009601186739392847,NA,NA,NA,0.011057655727080081,0.004120952026368651,0.0074210314505287235,0.00477097410325353,0.022682859496866027,NA,NA,NA,NA,NA,NA,NA,0.1040937697539167,0.020639359103315016,NA,NA,0.011270823499835447,0.016693682003109722,0.008751221727383265,0.06521851262127462,0.034978209950443775,0.015590038398218181,0.013584237402777023,0.03284457818764146,0.015341270903331582,0.035004232827486846,0.024392774427961814,0.009759704117633522,0.0068770329698711954,0.03132728912102473,0.011941029280073377,0.011398348062853572,0.007233064299455588
Inosine,Inosine,0.0031990387782863403,0.0033048698182571727,0.00993071257997625,0.008002894685424543,0.008333114793704712,0.006875638662030493,0.00453672798285041,0.005111975051908967,0.004824743750657142,0.005808776013884767,0.004111127416241108,0.005894494442064242,0.016990459436628323,0.017904232764191782,0.02584508970967819,0.0052087679844092785,0.0039362543341195325,0.005560789835113722,0.026749452693354225,0.006011949393764312,0.0029470575432415146,0.0031372485023930846,0.003888985372480689,0.003948207793895117,0.004237785757004414,0.004161833604006549,0.0055178806825101345,0.008760798040590238,0.007137947205671725,0.006145728516530685,0.009178416531406483,NA,0.0053212545837125,NA,0.018393320515158237,0.007778539240540723,NA,0.1693554651945163,0.03374976163744751,0.013588616795979749,NA,0.031663370610683,0.01289384208333057,0.01988101593598567,0.022345271149073122,0.010908958472401963,0.006422951148969449,0.01859654036615741,0.004679797389085452,0.005370525505969543,0.025539239269064984,0.09371473649713405,0.06228881865856281,0.010691991766057651,0.014481853916358905,0.05820168500826465,0.013093621361022104,0.006381815848501281
Isethionic acid,Isethionic acid,0.07219888546730252,0.10276168599438162,0.13919179372976032,0.11484984056510794,0.16867657179830367,0.14329123259928092,0.077099041931661,0.12268608446540225,0.14908011955599318,0.057789092259363586,0.08668534678151305,0.2668920106728179,0.2728409015698378,0.7022387146596596,0.7347390743637019,0.2135789291603472,0.2271778732487773,0.2573085507660245,0.3035199298849054,0.26594468619770195,0.16351128239311313,0.29545214828736155,0.20451846484038394,0.28532468572022845,0.21214242031023822,0.2708619322456984,0.4289780030821496,0.4266903844056387,0.43725077609409324,0.3878535457258467,0.40507821900189805,0.1179535030534797,0.31822832295403347,0.0699578724879732,0.19587638318522782,0.20489376049287691,0.032774658760041195,11.685616457480439,13.195161520868298,1.3735437908584613,0.28130771602277127,0.7215735818265187,0.3130210924567519,0.22737288844047532,0.8065652324893023,0.4358392838336378,0.8146438269440475,1.2159367405177164,0.532039187912987,0.5626754722811736,0.6687806224638855,0.7860027451639762,0.8969594676420038,0.5053729083237064,0.5651344033541428,0.7804479417122039,0.3510594682466248,0.19287951220128874
Kynurenine,L-Kynurenine,9.39509541836366e-5,4.144938644271502e-5,5.5056633055203645e-5,9.89475289197795e-5,7.766431997812609e-5,8.935799961584585e-5,NA,4.617826156994538e-5,5.018349622034392e-5,4.329202155819531e-5,2.9397025432348058e-5,1.0549588742309937e-4,4.126445299855079e-5,8.508057680171551e-5,1.1560561743776216e-4,1.1017653061943458e-5,2.6079975803540942e-5,4.5288763602636076e-5,9.990198381574972e-5,5.447749304265547e-5,8.06683722315313e-5,1.1914780152765464e-4,3.8626182358003195e-5,NA,NA,4.776578446349803e-5,4.2991581242631244e-5,2.518355953683299e-5,1.2647304519967574e-5,4.1849210891274806e-5,4.0637361155040983e-5,NA,NA,NA,2.73407096760945e-5,NA,NA,NA,3.8549184669205714e-4,4.445320654657514e-4,NA,4.579176203315553e-5,3.552216098143766e-5,5.415514101281725e-5,5.8715573940212396e-5,1.1743793423894769e-5,3.05473699447349e-5,7.071159368920862e-5,2.5019041754459433e-5,3.1480220598146124e-5,1.3983631054381024e-4,1.4578067586998444e-4,1.6139317839183209e-4,2.2540889833843668e-5,3.7660896622885884e-5,1.776125752615856e-4,5.681539355379775e-5,4.134928248008716e-5
