Protein Name,Replicate Name,Precursor Ion Name,Retention Time,Area,Background,Height,Mass Error PPM
molecules1,170425_Blk_FilterBlk_A,I260.1131R1.01_CyanoAq,#N/A,#N/A,#N/A,#N/A,#N/A
molecules1,170425_Blk_FilterBlk_B,I260.1131R1.01_CyanoAq,#N/A,#N/A,#N/A,#N/A,#N/A
molecules1,170413_Poo_April11AqExtractsFull_1,I260.1131R1.01_CyanoAq,1.03,1991702,0,1128314,0.2
molecules1,170413_Poo_April11AqExtractsFull_2,I260.1131R1.01_CyanoAq,1.03,1592250,0,866103,0.9
molecules1,170413_Poo_April11AqExtractsFull_3,I260.1131R1.01_CyanoAq,1.03,1392351,0,816832,-0.1
molecules1,170413_Poo_April11AqExtractsHalf_1,I260.1131R1.01_CyanoAq,1.03,1085145,0,616419,0.5
molecules1,170413_Poo_April11AqExtractsHalf_2,I260.1131R1.01_CyanoAq,1.03,816363,0,445722,0.4
molecules1,170413_Poo_April11AqExtractsHalf_3,I260.1131R1.01_CyanoAq,1.02,740001,0,426974,0.7
molecules1,170413_Smp_KM1513-15m_A,I260.1131R1.01_CyanoAq,1.03,15888698,58586,8356813,0
molecules1,170413_Smp_KM1513-15m_B,I260.1131R1.01_CyanoAq,1.02,14035930,161838,7642144,0.1
molecules1,170413_Smp_KM1513-15m_C,I260.1131R1.01_CyanoAq,1.03,11778559,0,6634100,0.5
molecules1,170413_Smp_KM1513-45m_A,I260.1131R1.01_CyanoAq,1.03,101951,0,50222,-2.1
molecules1,170413_Smp_KM1513-45m_B,I260.1131R1.01_CyanoAq,1.07,43781,0,44547,-8.3
molecules1,170413_Smp_KM1513-45m_C,I260.1131R1.01_CyanoAq,1.08,76031,0,44307,-6.4
molecules1,170413_Smp_KM1513-75m_A,I260.1131R1.01_CyanoAq,1.07,28461,0,17678,-6.1
molecules1,170413_Smp_KM1513-75m_B,I260.1131R1.01_CyanoAq,1.07,67319,0,39134,-7.1
molecules1,170413_Smp_KM1513-75m_C,I260.1131R1.01_CyanoAq,1.07,55853,0,43339,-6.8
molecules1,170413_Smp_KM1513-125m_A,I260.1131R1.01_CyanoAq,1.07,42633,0,42558,-8.6
molecules1,170413_Smp_KM1513-125m_B,I260.1131R1.01_CyanoAq,1.07,68580,0,46152,-8.2
molecules1,170413_Smp_KM1513-125m_C,I260.1131R1.01_CyanoAq,1.07,57987,0,51455,-7.3
molecules1,170425_Poo_TruePoo_Full1,I260.1131R1.01_CyanoAq,1,1085901,0,586110,-0.1
molecules1,170425_Poo_TruePoo_Full2,I260.1131R1.01_CyanoAq,1,774263,0,468789,0.1
molecules1,170425_Poo_TruePoo_Full3,I260.1131R1.01_CyanoAq,1,557320,0,329726,-0.1
molecules1,170425_Poo_TruePoo_Full4,I260.1131R1.01_CyanoAq,1,443794,0,241361,0.3
molecules1,170425_Poo_TruePoo_Half1,I260.1131R1.01_CyanoAq,1,841018,0,495887,-0.1
molecules1,170425_Poo_TruePoo_Half2,I260.1131R1.01_CyanoAq,1,706403,0,397200,0.3
molecules1,170425_Poo_TruePoo_Half3,I260.1131R1.01_CyanoAq,1,574945,0,312376,-0.3
molecules1,170425_Poo_TruePoo_Half4,I260.1131R1.01_CyanoAq,1,416535,0,220580,0.3
molecules1,170425_Smp_S11C1_A,I260.1131R1.01_CyanoAq,1,116889,0,62630,-0.1
molecules1,170425_Smp_S12C1_A,I260.1131R1.01_CyanoAq,1,2751355,0,1366079,0.4
molecules1,170425_Smp_S12C1_B,I260.1131R1.01_CyanoAq,1.01,3450313,0,1809415,0.2
molecules1,170425_Smp_S13C1_A,I260.1131R1.01_CyanoAq,1.01,1936000,0,1015898,-0.2
molecules1,170425_Smp_S13C1_B,I260.1131R1.01_CyanoAq,1,1084403,0,620929,-0.1
molecules1,170425_Smp_S14C1_A,I260.1131R1.01_CyanoAq,1,601506,0,354616,-0.3
molecules1,170425_Smp_S14C1_B,I260.1131R1.01_CyanoAq,1,859471,0,470871,0.2
molecules1,170425_Smp_S14C1_C,I260.1131R1.01_CyanoAq,1.01,1504507,11785,876693,-0.4
molecules1,170425_Smp_S2C1_B,I260.1131R1.01_CyanoAq,1,304259,0,194659,-0.2
molecules1,170425_Smp_S2C1_C,I260.1131R1.01_CyanoAq,1,577576,0,373619,0.4
molecules1,170425_Smp_S2C3_A,I260.1131R1.01_CyanoAq,1,6264056,0,3539546,-0.2
molecules1,170425_Smp_S4C1_A,I260.1131R1.01_CyanoAq,1,2336870,0,1340542,0.4
molecules1,170425_Smp_S4C1_B,I260.1131R1.01_CyanoAq,1.01,586285,0,314680,-0.3
molecules1,170425_Smp_S4C1_C,I260.1131R1.01_CyanoAq,1,1072730,0,642123,0.3
molecules1,170425_Smp_S4C2_A,I260.1131R1.01_CyanoAq,1.01,6657529,18525,3413507,0.1
molecules1,170425_Smp_S4C2_B,I260.1131R1.01_CyanoAq,1.01,1865209,0,948519,-0.2
molecules1,170425_Smp_S6C1_A,I260.1131R1.01_CyanoAq,1.01,1818386,0,1014557,0.3
molecules1,170425_Smp_S6C1_B,I260.1131R1.01_CyanoAq,1,829224,0,502133,0.1
molecules1,170425_Smp_S6C1_C,I260.1131R1.01_CyanoAq,1,846307,0,441432,0
molecules1,170425_Smp_S6C2_A,I260.1131R1.01_CyanoAq,1,998995,0,533203,-0.4
molecules1,170425_Smp_S6C2_B,I260.1131R1.01_CyanoAq,1,1895560,0,1154960,0.2
molecules1,170425_Smp_S8C1_A,I260.1131R1.01_CyanoAq,1.01,55529,0,36941,0.1
molecules1,170425_Smp_S9C1_A,I260.1131R1.01_CyanoAq,#N/A,#N/A,#N/A,#N/A,#N/A
molecules1,170425_Smp_S9C1_B,I260.1131R1.01_CyanoAq,1.01,62970,0,42213,-0.2
molecules1,170425_Smp_S9C2_A,I260.1131R1.01_CyanoAq,1.01,216045,0,121279,0.3
molecules1,170425_Smp_S9C2_B,I260.1131R1.01_CyanoAq,1.01,305545,0,174038,0.8
molecules1,170425_Smp_U3_A,I260.1131R1.01_CyanoAq,1,675382,0,338754,0.2
molecules1,170425_Smp_U3_B,I260.1131R1.01_CyanoAq,1.01,1523452,0,826908,0
molecules1,170425_Smp_U4_A,I260.1131R1.01_CyanoAq,1.01,298228,0,161505,-0.4
molecules1,170425_Smp_U4_B,I260.1131R1.01_CyanoAq,1,426277,0,263765,0.4
molecules1,170425_Smp_U6_A,I260.1131R1.01_CyanoAq,1,1226229,0,650997,0.1
molecules1,170425_Smp_U6_B,I260.1131R1.01_CyanoAq,1,372446,0,225824,0.6
molecules1,170425_Smp_U7_A,I260.1131R1.01_CyanoAq,1,227516,0,128980,0.4
molecules1,170425_Smp_U7_B,I260.1131R1.01_CyanoAq,1,602768,0,338273,0.6
molecules1,170425_Smp_U8_A,I260.1131R1.01_CyanoAq,1,274534,0,161931,0.3
molecules1,170425_Smp_U8_B,I260.1131R1.01_CyanoAq,1,541639,0,293679,0.4
molecules1,170425_Smp_U9_A,I260.1131R1.01_CyanoAq,1.01,778049,0,423495,0
molecules1,170425_Smp_U9_B,I260.1131R1.01_CyanoAq,1,624510,0,328382,0
molecules1,180716_Poo_TruePoo10_Full1,I260.1131R1.01_CyanoAq,1.02,618372,0,343084,-0.6
molecules1,180716_Poo_TruePoo10_Full2,I260.1131R1.01_CyanoAq,1.02,560695,0,329286,0.6
molecules1,180716_Poo_TruePoo10_Full3,I260.1131R1.01_CyanoAq,1.02,450583,0,248816,-0.2
molecules1,180716_Poo_TruePoo10_Half1,I260.1131R1.01_CyanoAq,1.02,334410,0,191219,-0.6
molecules1,180716_Poo_TruePoo10_Half2,I260.1131R1.01_CyanoAq,1.02,356457,0,178730,0.6
molecules1,180716_Poo_TruePoo10_Half3,I260.1131R1.01_CyanoAq,1.02,246510,0,147247,0.3
molecules1,180716_Smp_S7E41D30_1,I260.1131R1.01_CyanoAq,1.03,4815986,0,2588471,0.1
molecules1,180716_Smp_S7E41D40_1,I260.1131R1.01_CyanoAq,1.02,934658,0,508132,-0.3
molecules1,180716_Smp_S7E41D60_1,I260.1131R1.01_CyanoAq,1.03,60766,0,36109,0.5
molecules1,180716_Smp_S7E41D80_1,I260.1131R1.01_CyanoAq,#N/A,#N/A,#N/A,#N/A,#N/A
molecules1,180716_Smp_S7E41D100_1,I260.1131R1.01_CyanoAq,#N/A,#N/A,#N/A,#N/A,#N/A
molecules1,180716_Smp_S7E41D120_1,I260.1131R1.01_CyanoAq,#N/A,#N/A,#N/A,#N/A,#N/A
molecules1,180716_Smp_S7E41D140_1,I260.1131R1.01_CyanoAq,#N/A,#N/A,#N/A,#N/A,#N/A
molecules1,180716_Smp_S7E41D160_1,I260.1131R1.01_CyanoAq,#N/A,#N/A,#N/A,#N/A,#N/A
molecules1,180716_Smp_S7E41D180_1,I260.1131R1.01_CyanoAq,#N/A,#N/A,#N/A,#N/A,#N/A
molecules1,180716_Smp_S7E41D250_1,I260.1131R1.01_CyanoAq,#N/A,#N/A,#N/A,#N/A,#N/A
molecules1,180716_Std_250nMStdsInH2O_3,I260.1131R1.01_CyanoAq,#N/A,#N/A,#N/A,#N/A,#N/A
molecules1,180716_Std_250nMStdsInMatrix_3,I260.1131R1.01_CyanoAq,1.02,3489825,0,1474429,-0.7
molecules1,170413_Std_250nMStdsInH2O_1,I260.1131R1.01_CyanoAq,0.07,20636,0,35426,1.8
molecules1,170425_Std_250nMStdsInH2O_1,I260.1131R1.01_CyanoAq,6.93,110718,44026,33368,1.4
molecules1,170425_Std_250nMStdsInH2O_2,I260.1131R1.01_CyanoAq,8.47,92377,58746,72594,1.8
molecules1,180716_Blk_Blk0p2_1,I268.1042R1.29_CyanoAq,#N/A,#N/A,#N/A,#N/A,#N/A
molecules1,180716_Blk_Blk0p2_2,I268.1042R1.29_CyanoAq,1.34,25204,0,12907,-0.6
molecules1,180716_Blk_BlkMQ_2,I268.1042R1.29_CyanoAq,1.33,36909,0,12551,-0.9
molecules1,180716_Blk_BlkMQBlk_1,I268.1042R1.29_CyanoAq,#N/A,#N/A,#N/A,#N/A,#N/A
molecules1,180716_Blk_BlkMQBlk_3,I268.1042R1.29_CyanoAq,#N/A,#N/A,#N/A,#N/A,#N/A
molecules1,180716_Blk_FilterBlk_1,I268.1042R1.29_CyanoAq,#N/A,#N/A,#N/A,#N/A,#N/A
molecules1,170413_Blk_FilterBlk_A,I268.1042R1.29_CyanoAq,#N/A,#N/A,#N/A,#N/A,#N/A
molecules1,170413_Blk_FilterBlk_B,I268.1042R1.29_CyanoAq,#N/A,#N/A,#N/A,#N/A,#N/A
molecules1,170425_Blk_FilterBlk_A,I268.1042R1.29_CyanoAq,#N/A,#N/A,#N/A,#N/A,#N/A
molecules1,170425_Blk_FilterBlk_B,I268.1042R1.29_CyanoAq,#N/A,#N/A,#N/A,#N/A,#N/A
molecules1,170413_Poo_April11AqExtractsFull_1,I268.1042R1.29_CyanoAq,1.33,1096561,13959,470036,0.1
molecules1,170413_Poo_April11AqExtractsFull_2,I268.1042R1.29_CyanoAq,1.32,601404,35457,251365,0.5
molecules1,170413_Poo_April11AqExtractsFull_3,I268.1042R1.29_CyanoAq,1.33,373891,15295,117699,0
molecules1,170413_Poo_April11AqExtractsHalf_1,I268.1042R1.29_CyanoAq,1.33,660110,0,275029,0
molecules1,170413_Poo_April11AqExtractsHalf_2,I268.1042R1.29_CyanoAq,1.32,270024,0,95490,0.2
molecules1,170413_Poo_April11AqExtractsHalf_3,I268.1042R1.29_CyanoAq,1.32,230723,3248,77692,0.3
molecules1,170413_Smp_KM1513-15m_A,I268.1042R1.29_CyanoAq,1.34,1362017,88047,589371,0.3
molecules1,170413_Smp_KM1513-15m_B,I268.1042R1.29_CyanoAq,1.33,1508912,14915,699175,0.1
molecules1,170413_Smp_KM1513-15m_C,I268.1042R1.29_CyanoAq,1.32,706088,65364,274732,0.5
molecules1,170413_Smp_KM1513-45m_A,I268.1042R1.29_CyanoAq,1.32,739985,1717,334422,0.2
molecules1,170413_Smp_KM1513-45m_B,I268.1042R1.29_CyanoAq,1.33,651110,0,292801,0.7
molecules1,170413_Smp_KM1513-45m_C,I268.1042R1.29_CyanoAq,1.32,683306,8008,289240,0.6
molecules1,170413_Smp_KM1513-75m_A,I268.1042R1.29_CyanoAq,1.31,841028,0,353722,0
molecules1,170413_Smp_KM1513-75m_B,I268.1042R1.29_CyanoAq,1.32,468356,0,183576,0.4
molecules1,170413_Smp_KM1513-75m_C,I268.1042R1.29_CyanoAq,1.33,1265335,18495,527513,0.3
molecules1,170413_Smp_KM1513-125m_A,I268.1042R1.29_CyanoAq,1.33,677501,7325,310551,0.3
molecules1,170413_Smp_KM1513-125m_B,I268.1042R1.29_CyanoAq,1.32,287843,5004,123444,0.3
molecules1,170413_Smp_KM1513-125m_C,I268.1042R1.29_CyanoAq,1.33,316158,1441,117796,0.4
molecules1,170425_Poo_TruePoo_Full1,I268.1042R1.29_CyanoAq,1.29,1629471,124349,646446,-0.1
molecules1,170425_Poo_TruePoo_Full2,I268.1042R1.29_CyanoAq,1.3,1099194,132567,492404,0.2
molecules1,170425_Poo_TruePoo_Full3,I268.1042R1.29_CyanoAq,1.29,723917,32215,288710,-0.1
molecules1,170425_Poo_TruePoo_Full4,I268.1042R1.29_CyanoAq,1.28,392813,76534,164439,0.2
molecules1,170425_Poo_TruePoo_Half1,I268.1042R1.29_CyanoAq,1.28,1220316,176101,536591,0.2
molecules1,170425_Poo_TruePoo_Half2,I268.1042R1.29_CyanoAq,1.28,1111469,90671,455197,0.1
molecules1,170425_Poo_TruePoo_Half3,I268.1042R1.29_CyanoAq,1.29,688075,90169,307130,-0.2
molecules1,170425_Poo_TruePoo_Half4,I268.1042R1.29_CyanoAq,1.29,430973,67273,195453,0.4
molecules1,170425_Smp_S11C1_A,I268.1042R1.29_CyanoAq,1.29,895146,70308,412341,-0.3
molecules1,170425_Smp_S12C1_A,I268.1042R1.29_CyanoAq,1.29,9414293,256333,4124456,0.2
molecules1,170425_Smp_S12C1_B,I268.1042R1.29_CyanoAq,1.3,4409646,766093,2032239,0.2
molecules1,170425_Smp_S13C1_A,I268.1042R1.29_CyanoAq,1.3,1785303,137868,858397,0.3
molecules1,170425_Smp_S13C1_B,I268.1042R1.29_CyanoAq,1.29,1183997,133818,529481,0.2
molecules1,170425_Smp_S14C1_A,I268.1042R1.29_CyanoAq,1.29,2794713,159131,1302877,-0.3
molecules1,170425_Smp_S14C1_B,I268.1042R1.29_CyanoAq,1.29,3013158,201662,1451283,0.3
molecules1,170425_Smp_S14C1_C,I268.1042R1.29_CyanoAq,1.3,1468963,130991,600386,0.2
molecules1,170425_Smp_S2C1_B,I268.1042R1.29_CyanoAq,1.29,221595,0,106971,0.2
molecules1,170425_Smp_S2C1_C,I268.1042R1.29_CyanoAq,1.29,173573,0,67234,0.2
molecules1,170425_Smp_S2C3_A,I268.1042R1.29_CyanoAq,1.28,111500,0,47597,-0.4
molecules1,170425_Smp_S4C1_A,I268.1042R1.29_CyanoAq,1.29,304813,0,130868,0.4
molecules1,170425_Smp_S4C1_B,I268.1042R1.29_CyanoAq,1.28,291905,0,117542,-0.1
molecules1,170425_Smp_S4C1_C,I268.1042R1.29_CyanoAq,1.3,199656,0,79668,0.2
molecules1,170425_Smp_S4C2_A,I268.1042R1.29_CyanoAq,1.29,198342,1097,75429,0.2
molecules1,170425_Smp_S4C2_B,I268.1042R1.29_CyanoAq,1.3,382953,34871,165754,0
molecules1,170425_Smp_S6C1_A,I268.1042R1.29_CyanoAq,1.3,261039,0,94578,0
molecules1,170425_Smp_S6C1_B,I268.1042R1.29_CyanoAq,1.29,427798,185020,184412,0
molecules1,170425_Smp_S6C1_C,I268.1042R1.29_CyanoAq,1.29,165261,0,64565,-0.1
molecules1,170425_Smp_S6C2_A,I268.1042R1.29_CyanoAq,1.29,1164341,0,456889,-0.1
molecules1,170425_Smp_S6C2_B,I268.1042R1.29_CyanoAq,1.29,508765,89958,243670,0.1
molecules1,170425_Smp_S8C1_A,I268.1042R1.29_CyanoAq,1.29,555980,69026,248381,0.3
molecules1,170425_Smp_S9C1_A,I268.1042R1.29_CyanoAq,1.3,1297647,47910,499779,0
molecules1,170425_Smp_S9C1_B,I268.1042R1.29_CyanoAq,1.28,685775,59695,288853,0.1
molecules1,170425_Smp_S9C2_A,I268.1042R1.29_CyanoAq,1.3,744691,61076,296772,-0.1
molecules1,170425_Smp_S9C2_B,I268.1042R1.29_CyanoAq,1.3,467153,70579,211946,0.8
molecules1,170425_Smp_U3_A,I268.1042R1.29_CyanoAq,1.29,556416,39934,249612,0.1
molecules1,170425_Smp_U3_B,I268.1042R1.29_CyanoAq,1.3,712786,196627,293029,0.2
molecules1,170425_Smp_U4_A,I268.1042R1.29_CyanoAq,1.29,479983,238592,224705,-0.4
molecules1,170425_Smp_U4_B,I268.1042R1.29_CyanoAq,1.29,350414,37268,150809,0.4
molecules1,170425_Smp_U6_A,I268.1042R1.29_CyanoAq,1.29,2084207,105581,944635,0.2
molecules1,170425_Smp_U6_B,I268.1042R1.29_CyanoAq,1.29,1830900,192804,843479,0.8
molecules1,170425_Smp_U7_A,I268.1042R1.29_CyanoAq,1.29,1694074,269993,818091,0.2
molecules1,170425_Smp_U7_B,I268.1042R1.29_CyanoAq,1.3,184765,4318,84941,0.3
molecules1,170425_Smp_U8_A,I268.1042R1.29_CyanoAq,1.28,1373684,11256,500390,0.2
molecules1,170425_Smp_U8_B,I268.1042R1.29_CyanoAq,1.29,2140159,203349,966197,0.5
molecules1,170425_Smp_U9_A,I268.1042R1.29_CyanoAq,1.29,511960,39390,219370,0.1
molecules1,170425_Smp_U9_B,I268.1042R1.29_CyanoAq,1.28,576402,46706,259404,0
molecules1,180716_Poo_TruePoo10_Full1,I268.1042R1.29_CyanoAq,1.34,691443,0,285122,-0.1
molecules1,180716_Poo_TruePoo10_Full2,I268.1042R1.29_CyanoAq,1.34,734677,0,341987,0.8
molecules1,180716_Poo_TruePoo10_Full3,I268.1042R1.29_CyanoAq,1.34,736322,0,284919,0.1
molecules1,180716_Poo_TruePoo10_Half1,I268.1042R1.29_CyanoAq,1.34,478971,0,193513,-0.5
molecules1,180716_Poo_TruePoo10_Half2,I268.1042R1.29_CyanoAq,1.34,464647,0,210162,0.3
molecules1,180716_Poo_TruePoo10_Half3,I268.1042R1.29_CyanoAq,1.34,470316,0,211387,0.3
molecules1,180716_Smp_S7E41D30_1,I268.1042R1.29_CyanoAq,1.35,2497028,114963,1124134,0.2
molecules1,180716_Smp_S7E41D40_1,I268.1042R1.29_CyanoAq,1.34,2029954,149917,937766,0.2
molecules1,180716_Smp_S7E41D60_1,I268.1042R1.29_CyanoAq,1.34,752094,0,329656,0.5
molecules1,180716_Smp_S7E41D80_1,I268.1042R1.29_CyanoAq,1.34,218796,0,90366,0.2
molecules1,180716_Smp_S7E41D100_1,I268.1042R1.29_CyanoAq,1.34,141967,0,63977,0.4
molecules1,180716_Smp_S7E41D120_1,I268.1042R1.29_CyanoAq,1.34,300876,0,142562,0.3
molecules1,180716_Smp_S7E41D140_1,I268.1042R1.29_CyanoAq,1.33,189032,0,94614,0
molecules1,180716_Smp_S7E41D160_1,I268.1042R1.29_CyanoAq,1.34,465503,0,234091,-0.1
molecules1,180716_Smp_S7E41D180_1,I268.1042R1.29_CyanoAq,1.34,243682,0,111378,-0.3
molecules1,180716_Smp_S7E41D250_1,I268.1042R1.29_CyanoAq,1.34,136557,0,53100,0.6
molecules1,180716_Std_250nMStdsInH2O_3,I268.1042R1.29_CyanoAq,#N/A,#N/A,#N/A,#N/A,#N/A
molecules1,180716_Std_250nMStdsInMatrix_3,I268.1042R1.29_CyanoAq,1.05,45414436,334331,20843748,-0.7
molecules1,170413_Std_250nMStdsInH2O_1,I268.1042R1.29_CyanoAq,1.02,134764,0,56668,-1
molecules1,170425_Std_250nMStdsInH2O_1,I268.1042R1.29_CyanoAq,1.03,1077396,0,502045,0
molecules1,170425_Std_250nMStdsInH2O_2,I268.1042R1.29_CyanoAq,1.03,884679,5258,436022,0.3
molecules1,180716_Blk_Blk0p2_1,I297.1885R5.9_CyanoAq,#N/A,#N/A,#N/A,#N/A,#N/A
molecules1,180716_Blk_Blk0p2_2,I297.1885R5.9_CyanoAq,#N/A,#N/A,#N/A,#N/A,#N/A
molecules1,180716_Blk_BlkMQ_2,I297.1885R5.9_CyanoAq,#N/A,#N/A,#N/A,#N/A,#N/A
molecules1,180716_Blk_BlkMQBlk_1,I297.1885R5.9_CyanoAq,#N/A,#N/A,#N/A,#N/A,#N/A
molecules1,180716_Blk_BlkMQBlk_3,I297.1885R5.9_CyanoAq,#N/A,#N/A,#N/A,#N/A,#N/A
molecules1,180716_Blk_FilterBlk_1,I297.1885R5.9_CyanoAq,#N/A,#N/A,#N/A,#N/A,#N/A
molecules1,170413_Blk_FilterBlk_A,I297.1885R5.9_CyanoAq,#N/A,#N/A,#N/A,#N/A,#N/A
molecules1,170413_Blk_FilterBlk_B,I297.1885R5.9_CyanoAq,#N/A,#N/A,#N/A,#N/A,#N/A
molecules1,170425_Blk_FilterBlk_A,I297.1885R5.9_CyanoAq,#N/A,#N/A,#N/A,#N/A,#N/A
molecules1,170425_Blk_FilterBlk_B,I297.1885R5.9_CyanoAq,#N/A,#N/A,#N/A,#N/A,#N/A
molecules1,170413_Poo_April11AqExtractsFull_1,I297.1885R5.9_CyanoAq,5.9,221467,0,71598,0
molecules1,170413_Poo_April11AqExtractsFull_2,I297.1885R5.9_CyanoAq,5.89,208221,0,57647,0.9
molecules1,170413_Poo_April11AqExtractsFull_3,I297.1885R5.9_CyanoAq,5.9,175056,0,51454,0.5
molecules1,170413_Poo_April11AqExtractsHalf_1,I297.1885R5.9_CyanoAq,5.9,140226,0,40108,0.2
molecules1,170413_Poo_April11AqExtractsHalf_2,I297.1885R5.9_CyanoAq,5.89,95772,0,26830,0.4
molecules1,170413_Poo_April11AqExtractsHalf_3,I297.1885R5.9_CyanoAq,5.91,75532,0,21085,0.6
molecules1,170413_Smp_KM1513-15m_A,I297.1885R5.9_CyanoAq,5.9,641116,0,186947,0.2
molecules1,170413_Smp_KM1513-15m_B,I297.1885R5.9_CyanoAq,5.89,841358,2214,232248,-0.1
molecules1,170413_Smp_KM1513-15m_C,I297.1885R5.9_CyanoAq,5.9,686035,0,208820,0.6
molecules1,170413_Smp_KM1513-45m_A,I297.1885R5.9_CyanoAq,5.91,116075,0,41868,0.3
molecules1,170413_Smp_KM1513-45m_B,I297.1885R5.9_CyanoAq,5.9,118110,0,30035,0.2
molecules1,170413_Smp_KM1513-45m_C,I297.1885R5.9_CyanoAq,5.89,127297,0,36102,0.5
molecules1,170413_Smp_KM1513-75m_A,I297.1885R5.9_CyanoAq,5.9,28779,0,13834,-0.5
molecules1,170413_Smp_KM1513-75m_B,I297.1885R5.9_CyanoAq,5.89,45298,0,15671,0.4
molecules1,170413_Smp_KM1513-75m_C,I297.1885R5.9_CyanoAq,5.9,110724,0,37019,0.4
molecules1,170413_Smp_KM1513-125m_A,I297.1885R5.9_CyanoAq,#N/A,#N/A,#N/A,#N/A,#N/A
molecules1,170413_Smp_KM1513-125m_B,I297.1885R5.9_CyanoAq,#N/A,#N/A,#N/A,#N/A,#N/A
molecules1,170413_Smp_KM1513-125m_C,I297.1885R5.9_CyanoAq,#N/A,#N/A,#N/A,#N/A,#N/A
molecules1,170425_Poo_TruePoo_Full1,I297.1885R5.9_CyanoAq,5.89,888191,0,246183,0
molecules1,170425_Poo_TruePoo_Full2,I297.1885R5.9_CyanoAq,5.9,796198,0,246590,0.2
molecules1,170425_Poo_TruePoo_Full3,I297.1885R5.9_CyanoAq,5.88,647170,0,206136,0
molecules1,170425_Poo_TruePoo_Full4,I297.1885R5.9_CyanoAq,5.88,636871,0,168158,0.1
molecules1,170425_Poo_TruePoo_Half1,I297.1885R5.9_CyanoAq,5.9,594461,0,167620,0.1
molecules1,170425_Poo_TruePoo_Half2,I297.1885R5.9_CyanoAq,5.89,449264,0,129217,0.2
molecules1,170425_Poo_TruePoo_Half3,I297.1885R5.9_CyanoAq,5.89,417759,0,122907,-0.5
molecules1,170425_Poo_TruePoo_Half4,I297.1885R5.9_CyanoAq,5.89,353869,0,95490,0
molecules1,170425_Smp_S11C1_A,I297.1885R5.9_CyanoAq,#N/A,#N/A,#N/A,#N/A,#N/A
molecules1,170425_Smp_S12C1_A,I297.1885R5.9_CyanoAq,#N/A,#N/A,#N/A,#N/A,#N/A
molecules1,170425_Smp_S12C1_B,I297.1885R5.9_CyanoAq,#N/A,#N/A,#N/A,#N/A,#N/A
molecules1,170425_Smp_S13C1_A,I297.1885R5.9_CyanoAq,5.89,1640341,0,463777,0.3
molecules1,170425_Smp_S13C1_B,I297.1885R5.9_CyanoAq,5.89,2156841,0,613766,0
molecules1,170425_Smp_S14C1_A,I297.1885R5.9_CyanoAq,5.89,11239409,0,2961704,-0.4
molecules1,170425_Smp_S14C1_B,I297.1885R5.9_CyanoAq,5.9,6341592,98196,1759101,-0.2
molecules1,170425_Smp_S14C1_C,I297.1885R5.9_CyanoAq,5.89,6807698,0,1727287,-0.2
molecules1,170425_Smp_S2C1_B,I297.1885R5.9_CyanoAq,5.9,393860,0,116173,-0.1
molecules1,170425_Smp_S2C1_C,I297.1885R5.9_CyanoAq,5.9,276937,0,86791,-0.2
molecules1,170425_Smp_S2C3_A,I297.1885R5.9_CyanoAq,5.89,455867,0,126737,-0.2
molecules1,170425_Smp_S4C1_A,I297.1885R5.9_CyanoAq,5.89,2887110,0,741982,0.5
molecules1,170425_Smp_S4C1_B,I297.1885R5.9_CyanoAq,5.9,855773,0,234844,-0.1
molecules1,170425_Smp_S4C1_C,I297.1885R5.9_CyanoAq,5.89,1975393,0,621330,0.1
molecules1,170425_Smp_S4C2_A,I297.1885R5.9_CyanoAq,5.89,3683098,59331,1056515,0
molecules1,170425_Smp_S4C2_B,I297.1885R5.9_CyanoAq,5.89,5877484,63616,1754183,-0.2
molecules1,170425_Smp_S6C1_A,I297.1885R5.9_CyanoAq,#N/A,#N/A,#N/A,#N/A,#N/A
molecules1,170425_Smp_S6C1_B,I297.1885R5.9_CyanoAq,5.92,2876,0,4554,1.3
molecules1,170425_Smp_S6C1_C,I297.1885R5.9_CyanoAq,#N/A,#N/A,#N/A,#N/A,#N/A
molecules1,170425_Smp_S6C2_A,I297.1885R5.9_CyanoAq,5.89,61695,0,27819,0.2
molecules1,170425_Smp_S6C2_B,I297.1885R5.9_CyanoAq,5.9,52109,0,22623,-0.2
molecules1,170425_Smp_S8C1_A,I297.1885R5.9_CyanoAq,#N/A,#N/A,#N/A,#N/A,#N/A
molecules1,170425_Smp_S9C1_A,I297.1885R5.9_CyanoAq,#N/A,#N/A,#N/A,#N/A,#N/A
molecules1,170425_Smp_S9C1_B,I297.1885R5.9_CyanoAq,#N/A,#N/A,#N/A,#N/A,#N/A
molecules1,170425_Smp_S9C2_A,I297.1885R5.9_CyanoAq,#N/A,#N/A,#N/A,#N/A,#N/A
molecules1,170425_Smp_S9C2_B,I297.1885R5.9_CyanoAq,#N/A,#N/A,#N/A,#N/A,#N/A
molecules1,170425_Smp_U3_A,I297.1885R5.9_CyanoAq,#N/A,#N/A,#N/A,#N/A,#N/A
molecules1,170425_Smp_U3_B,I297.1885R5.9_CyanoAq,#N/A,#N/A,#N/A,#N/A,#N/A
molecules1,170425_Smp_U4_A,I297.1885R5.9_CyanoAq,#N/A,#N/A,#N/A,#N/A,#N/A
molecules1,170425_Smp_U4_B,I297.1885R5.9_CyanoAq,#N/A,#N/A,#N/A,#N/A,#N/A
molecules1,170425_Smp_U6_A,I297.1885R5.9_CyanoAq,#N/A,#N/A,#N/A,#N/A,#N/A
