"#Sample 170410_Smp_KM1513-15m_C, mz 138.0549 extracted",,
RT,intensity,Column
3.447622061,86732.53906,HILIC
3.462922096,81820.4375,HILIC
3.478222132,81866.82813,HILIC
3.493522167,73984.20313,HILIC
3.508821964,70414.88281,HILIC
3.524122,71366.89063,HILIC
3.539422035,63375.36719,HILIC
3.554722071,73471.6875,HILIC
3.570022106,79049.85156,HILIC
3.585322142,76776.40625,HILIC
3.600622177,76484.17969,HILIC
3.615921974,68130.83594,HILIC
3.63122201,67603.10156,HILIC
3.646522045,62754.77734,HILIC
3.661822081,63034.75,HILIC
3.677122116,75660.74219,HILIC
3.692422152,68245.15625,HILIC
3.707721949,55773.45703,HILIC
3.723021984,47455.78906,HILIC
3.73832202,56443.38281,HILIC
3.753622055,64625.625,HILIC
3.768922091,40930.10156,HILIC
3.784222126,62418.03906,HILIC
3.799522161,52093.85156,HILIC
3.814821959,53705.82031,HILIC
3.830121994,66007.89063,HILIC
3.845422029,59701.26563,HILIC
3.860722065,61709.03125,HILIC
3.8760221,56645.83594,HILIC
3.891322136,64429.46094,HILIC
3.906622171,69545.4375,HILIC
3.921921968,70100.28906,HILIC
3.937222004,55800.91016,HILIC
3.952522039,62869.90234,HILIC
3.967822075,71160.89063,HILIC
3.98312211,66589.14844,HILIC
3.998422146,66297.97656,HILIC
4.013721943,52488.00781,HILIC
4.029022217,45629.82813,HILIC
4.044322014,52409.00391,HILIC
4.059622288,57794.71094,HILIC
4.074922085,46080.19531,HILIC
4.090221882,42449.16797,HILIC
4.105522156,49128.72266,HILIC
4.120821953,40852.30859,HILIC
4.136122227,49291.1875,HILIC
4.151422024,59338.97656,HILIC
4.166722298,80427.60938,HILIC
4.182022095,42537.40234,HILIC
4.197321892,51436.49609,HILIC
4.212622166,54695.42188,HILIC
4.227921963,71219.89844,HILIC
4.243222237,61797.56641,HILIC
4.258522034,49156.08203,HILIC
4.273821831,49904.125,HILIC
4.289122105,62663.99219,HILIC
4.304421902,78925.42188,HILIC
4.319722176,56923.40625,HILIC
4.335021973,68050.42188,HILIC
4.350322247,50392.20703,HILIC
4.365622044,57838.13672,HILIC
4.380921841,51595.14453,HILIC
4.396222115,55719.9375,HILIC
4.411521912,51839.07813,HILIC
4.426822186,49075.12109,HILIC
4.442121983,55272.10547,HILIC
4.457422256,59665.86719,HILIC
4.472722054,62201.72266,HILIC
4.488021851,58794.48828,HILIC
4.503322124,70891.88281,HILIC
4.518621922,71816.63281,HILIC
4.533922195,56860.27734,HILIC
4.549221992,48591.09375,HILIC
4.564522266,74973.17969,HILIC
4.579822063,55561.01172,HILIC
4.595121861,49579.05078,HILIC
4.610422134,65108.83594,HILIC
4.625721931,70182.01563,HILIC
4.641022205,57785.8125,HILIC
4.656322002,70561.28125,HILIC
4.671622276,44582.26563,HILIC
4.686922073,51149.55078,HILIC
4.70222187,65147.92188,HILIC
4.717522144,62842.9375,HILIC
4.732821941,67917.53906,HILIC
4.748122215,88982.24219,HILIC
4.763422012,80363.53125,HILIC
4.778722286,64684.08594,HILIC
4.794022083,57277.5625,HILIC
4.80932188,55792.89453,HILIC
4.824622154,71061.57813,HILIC
4.839921951,79881.71094,HILIC
4.855222225,79034.60938,HILIC
4.870522022,84555.24219,HILIC
4.885822296,76366.85156,HILIC
4.901122093,58100.66406,HILIC
4.91642189,54600.24219,HILIC
4.931722164,72309.3125,HILIC
4.947021961,53891.90625,HILIC
4.962322235,53889.27344,HILIC
4.977622032,58882.6875,HILIC
4.992921829,71719.25781,HILIC
5.008222103,57546.72656,HILIC
5.0235219,61704.49609,HILIC
5.038822174,61198.57813,HILIC
5.054121971,43126.11719,HILIC
5.069422245,36902.35156,HILIC
5.084722042,36019.02734,HILIC
5.100021839,43092.00391,HILIC
5.115322113,60233.00391,HILIC
5.13062191,54296.67969,HILIC
5.145922184,33045.73047,HILIC
5.161221981,49446.43359,HILIC
5.176522255,48317.39063,HILIC
5.191822052,43652.02344,HILIC
5.207121849,50520.35156,HILIC
5.222422123,41879.93359,HILIC
5.23772192,46168.35547,HILIC
5.253022194,47935.73438,HILIC
5.268321991,49668.79297,HILIC
5.283622265,46146.89453,HILIC
5.298922062,41627.23438,HILIC
5.314221859,35707.39063,HILIC
5.329522133,37337.03516,HILIC
5.34482193,36544.47656,HILIC
5.360122204,46735.53125,HILIC
5.375422001,57454.14844,HILIC
5.390722275,44988.44141,HILIC
5.406022072,38561.23438,HILIC
5.421321869,42464.05469,HILIC
5.436622143,41144.79297,HILIC
5.45192194,38915.07422,HILIC
5.467222214,42873.57422,HILIC
5.482522011,53305.92969,HILIC
5.497822285,50989.02734,HILIC
5.513122082,42705.17188,HILIC
5.528421879,39310.48438,HILIC
5.543722153,35149.42578,HILIC
5.55902195,48068.67578,HILIC
5.574322224,34906.63672,HILIC
5.589622021,40809.31641,HILIC
5.604922295,39284.30078,HILIC
5.620222092,35324.00781,HILIC
5.635521889,43246.30469,HILIC
5.650822163,56149.46484,HILIC
5.66612196,56464.58594,HILIC
5.681422234,66267.19531,HILIC
5.696722031,27143.25586,HILIC
5.712022305,34326.53906,HILIC
5.727322102,52612.89844,HILIC
5.742621899,48312.25,HILIC
5.757922173,43547.14063,HILIC
5.77322197,44302.97656,HILIC
5.788522243,52971.71094,HILIC
5.803822041,65130.94531,HILIC
5.819121838,75938.27344,HILIC
5.834422112,113229.4453,HILIC
5.849721909,195393.9063,HILIC
5.865022182,360154.5625,HILIC
5.88032198,646763.25,HILIC
5.895622253,1121923,HILIC
5.91092205,1922584.625,HILIC
5.926221848,3252850.75,HILIC
5.941522121,5198452,HILIC
5.956821918,8335536.5,HILIC
5.972122192,13014197,HILIC
5.987421989,18823002,HILIC
6.002722263,25695556,HILIC
6.01802206,33387412,HILIC
6.033321857,44580664,HILIC
6.048622131,56686952,HILIC
6.063921928,67819016,HILIC
6.079222202,77074448,HILIC
6.094521999,94716840,HILIC
6.109822273,112216768,HILIC
6.12512207,120707320,HILIC
6.140421867,126910736,HILIC
6.155722141,146870144,HILIC
6.171021938,148018064,HILIC
6.186322212,158411728,HILIC
6.201622009,173859856,HILIC
6.216922283,173320672,HILIC
6.23222208,183561776,HILIC
6.247521877,186606912,HILIC
6.262822151,183353536,HILIC
6.278121948,198159616,HILIC
6.293422222,212906432,HILIC
6.308722019,196933680,HILIC
6.324022293,193257344,HILIC
6.33932209,192087984,HILIC
6.354621887,193510096,HILIC
6.369922161,188692672,HILIC
6.385221958,183090528,HILIC
6.400522232,180999248,HILIC
6.415822029,165556640,HILIC
6.431122303,150158656,HILIC
6.4464221,138046928,HILIC
6.461721897,121489272,HILIC
6.477022171,106147064,HILIC
6.492321968,96415656,HILIC
6.507622242,73602920,HILIC
6.522922039,57577328,HILIC
6.538221836,53719068,HILIC
6.55352211,44864308,HILIC
6.568821907,38053412,HILIC
6.584122181,33011772,HILIC
6.599421978,24832340,HILIC
6.614722252,17114050,HILIC
6.630022049,14881296,HILIC
6.645321846,10899581,HILIC
6.66062212,11787914,HILIC
6.675921917,11849020,HILIC
6.691222191,7399096.5,HILIC
6.706521988,7435333.5,HILIC
6.721822262,6127991.5,HILIC
6.737122059,5232525.5,HILIC
6.752421856,4318105.5,HILIC
6.76772213,3989358,HILIC
6.783021927,3782205.25,HILIC
6.798322201,3121198.75,HILIC
6.813621998,3016057.25,HILIC
6.828922272,2796715.25,HILIC
6.844222069,2330208.5,HILIC
6.859521866,2078154.375,HILIC
6.87482214,2048560,HILIC
6.890121937,2139723,HILIC
6.905422211,1950228,HILIC
6.920722008,1733933.25,HILIC
6.936022282,1717727.5,HILIC
6.951322079,1731048.625,HILIC
6.966621876,1352493.125,HILIC
6.98192215,1291622.125,HILIC
6.997221947,1298255.75,HILIC
7.012522221,1022361.188,HILIC
7.027822018,1034850.563,HILIC
7.043122292,1108629,HILIC
7.058422089,1129678.125,HILIC
7.073721886,968012.5625,HILIC
7.08902216,810931.875,HILIC
7.104321957,773052.9375,HILIC
7.119622231,801609.1875,HILIC
7.134922028,784522.75,HILIC
7.150222301,763632.4375,HILIC
7.165522099,644503.5,HILIC
7.180821896,555899.25,HILIC
7.196122169,592748.875,HILIC
7.211421967,588342.375,HILIC
7.22672224,492432.4375,HILIC
7.242022038,312153.2188,HILIC
7.257321835,385109.2188,HILIC
7.272622108,464704.6563,HILIC
7.287921906,480891.8438,HILIC
7.303222179,285736.3438,HILIC
7.318521976,242613.5313,HILIC
7.33382225,199996.375,HILIC
7.349122047,142663.1406,HILIC
7.364421844,153797.3438,HILIC
7.379722118,140116.9688,HILIC
7.395021915,126220.8906,HILIC
7.410322189,104864.4141,HILIC
7.425621986,67252.73438,HILIC
7.44092226,59570.64063,HILIC
7.456222057,31426.23047,HILIC
7.471521854,24908.30273,HILIC
7.486822128,43392.78125,HILIC
7.502121925,12646.87207,HILIC
7.517422199,13474.80762,HILIC
7.532721996,36886.44922,HILIC
7.54802227,41204.875,HILIC
7.563322067,45475.71484,HILIC
7.578621864,32912.52344,HILIC
7.593922138,42137.58203,HILIC
7.609221935,48148.56641,HILIC
7.624522209,42302.01953,HILIC
7.639822006,46485.15625,HILIC
7.65512228,36757.99219,HILIC
7.670422077,24424.0293,HILIC
7.685721874,39003.91016,HILIC
7.701022148,51542.92969,HILIC
7.716321945,54606.8125,HILIC
7.731622219,66134.64063,HILIC
7.746922016,55794.85938,HILIC
7.76222229,72417.48438,HILIC
7.777522087,53962.82031,HILIC
7.792821884,114149.3438,HILIC
7.808122158,91879.42188,HILIC
7.823421955,48764.32813,HILIC
7.838722229,0,HILIC
7.854022026,0,HILIC
7.8693223,0,HILIC
7.884622097,0,HILIC
7.899921894,0,HILIC
7.915222168,0,HILIC
7.930521965,0,HILIC
7.945822239,0,HILIC
7.961122036,0,HILIC
7.976421833,0,HILIC
7.991722107,0,HILIC
8.007021904,0,HILIC
8.022321701,0,HILIC
8.037622452,0,HILIC
8.052922249,0,HILIC
8.068222046,0,HILIC
8.083521843,0,HILIC
8.09882164,0,HILIC
8.114122391,0,HILIC
8.129422188,0,HILIC
8.144721985,0,HILIC
8.160021782,0,HILIC
8.175322533,0,HILIC
8.19062233,0,HILIC
8.205922127,16620.78125,HILIC
8.221221924,50367.82422,HILIC
8.236521721,68295.50781,HILIC
8.251822472,67575.96094,HILIC
8.267122269,89263.60156,HILIC
8.282422066,160522.9219,HILIC
8.297721863,289459.5625,HILIC
8.31302166,556962.0625,HILIC
8.328322411,988674.5,HILIC
8.343622208,1876567.875,HILIC
8.358922005,3172400.5,HILIC
8.374221802,5087034,HILIC
8.389521599,7899946.5,HILIC
8.40482235,11610928,HILIC
8.420122147,15436407,HILIC
8.435421944,20400714,HILIC
8.450721741,27015136,HILIC
8.466022491,28798938,HILIC
8.481322289,34953948,HILIC
8.496622086,38665516,HILIC
8.511921883,41191820,HILIC
8.52722168,42166916,HILIC
8.54252243,46716972,HILIC
8.557822227,48537608,HILIC
8.573122025,51733384,HILIC
8.588421822,51717220,HILIC
8.603721619,50508368,HILIC
8.619022369,48800104,HILIC
8.634322166,45961168,HILIC
8.649621964,41276744,HILIC
8.664921761,38185672,HILIC
8.680222511,36816760,HILIC
8.695522308,32959944,HILIC
8.710822105,28528938,HILIC
8.726121902,24759934,HILIC
8.7414217,20722292,HILIC
8.75672245,19518306,HILIC
8.772022247,19087266,HILIC
8.787322044,15912113,HILIC
8.802621841,15566904,HILIC
8.817921638,14107639,HILIC
8.833222389,11840959,HILIC
8.848522186,10644776,HILIC
8.863821983,8632590,HILIC
8.87912178,7412426,HILIC
8.894422531,5704740.5,HILIC
8.909722328,4530570.5,HILIC
8.925022125,3089353.25,HILIC
8.940321922,2379244,HILIC
8.955621719,2026602.875,HILIC
8.97092247,1498689.125,HILIC
8.986222267,1389761.5,HILIC
9.001522064,1029374.75,HILIC
9.016821861,728322.5,HILIC
9.032121658,815617.9375,HILIC
9.047422409,564385.9375,HILIC
9.062722206,507928.7813,HILIC
9.078022003,470082.4688,HILIC
9.0933218,454495.6875,HILIC
9.108621597,289181.4375,HILIC
9.123922348,349138.1875,HILIC
9.139222145,320336.0313,HILIC
9.154521942,220788.4063,HILIC
9.169821739,255180.1094,HILIC
9.18512249,192085.7969,HILIC
9.200422287,190591.8281,HILIC
9.215722084,167516.25,HILIC
9.231021881,142224.5469,HILIC
9.246321678,164747.7188,HILIC
9.261622429,148104.4063,HILIC
9.276922226,200492.4219,HILIC
9.292222023,173328.3906,HILIC
9.30752182,157206.1094,HILIC
9.322821617,145890.8281,HILIC
9.338122368,124139.375,HILIC
9.353422165,129910.1016,HILIC
9.368721962,121267.7813,HILIC
9.384021759,135260.2031,HILIC
9.39932251,130759.0234,HILIC
9.414622307,123928.8281,HILIC
9.429922104,87435.10938,HILIC
9.445221901,68762.57813,HILIC
9.460521698,99299.55469,HILIC
9.475822449,92804.17969,HILIC
9.491122246,86034.42969,HILIC
9.506422043,87464.30469,HILIC
9.52172184,76944.57813,HILIC
9.537021637,88155.82813,HILIC
9.552322388,82189.50781,HILIC
9.567622185,60031.36719,HILIC
9.582921982,57391.30078,HILIC
9.598221779,51878.05859,HILIC
9.61352253,62275.70313,HILIC
9.628822327,65398.87109,HILIC
9.644122124,61694.11719,HILIC
9.659421921,52633.20313,HILIC
9.674721718,44337.78516,HILIC
9.690022469,47629.66016,HILIC
9.705322266,50258.36328,HILIC
9.720622063,48072.16797,HILIC
9.73592186,44801.54688,HILIC
9.751221657,48336.15234,HILIC
9.766522408,36762.30078,HILIC
9.781822205,27826.75781,HILIC
9.797122002,39000.23047,HILIC
9.812421799,56503.42188,HILIC
9.827721596,42475.25781,HILIC
9.843022346,16845.94922,HILIC
9.858322144,17718.21484,HILIC
9.873621941,33105.23047,HILIC
9.888921738,54226.83594,HILIC
9.904222488,43373.79297,HILIC
9.919522285,30167.84961,HILIC
9.934822083,28681.88281,HILIC
9.95012188,21028.76953,HILIC
9.965421677,21748.77734,HILIC
9.980722427,19825.69922,HILIC
9.996022224,17789.80469,HILIC
10.01132202,9544.671875,HILIC
10.02662182,8884.238281,HILIC
10.04192162,13219.93848,HILIC
10.05722237,8365.1875,HILIC
10.07252216,12226.78125,HILIC
10.08782196,0,HILIC
10.10312176,0,HILIC
10.11842251,0,HILIC
10.13372231,0,HILIC
10.1490221,0,HILIC
10.1643219,7263.847168,HILIC
10.1796217,10720.68457,HILIC
10.19492245,0,HILIC
10.21022224,0,HILIC
10.22552204,0,HILIC
10.24082184,0,HILIC
10.25612164,0,HILIC
10.27142239,0,HILIC
10.28672218,0,HILIC
10.30202198,9712.236328,HILIC
10.31732178,13589.0498,HILIC
10.33262253,0,HILIC
10.34792233,0,HILIC
10.36322212,0,HILIC
10.37852192,0,HILIC
10.39382172,0,HILIC
10.40912247,0,HILIC
10.42442226,0,HILIC
10.43972206,0,HILIC
10.45502186,0,HILIC
10.47032166,0,HILIC
10.48562241,0,HILIC
10.5009222,0,HILIC
10.516222,0,HILIC
10.5315218,35564.48828,HILIC
10.54682159,71385.75781,HILIC
10.56212234,78870.8125,HILIC
10.57742214,68415.23438,HILIC
10.59272194,43666.39063,HILIC
10.60802174,66988.1875,HILIC
10.62332249,67490.01563,HILIC
10.63862228,36199.84375,HILIC
10.65392208,29888.2793,HILIC
10.66922188,27281.70117,HILIC
10.68452168,24331.76953,HILIC
10.69982243,10716.77344,HILIC
10.71512222,0,HILIC
10.73042202,0,HILIC
10.74572182,0,HILIC
10.76102161,0,HILIC
10.77632236,7369.60791,HILIC
10.79162216,6335.087402,HILIC
10.80692196,0,HILIC
10.82222176,0,HILIC
10.83752251,0,HILIC
10.8528223,0,HILIC
10.8681221,0,HILIC
10.8834219,9287.854492,HILIC
10.89872169,7783.012207,HILIC
10.91402245,0,HILIC
10.92932224,0,HILIC
10.94462204,0,HILIC
10.95992184,0,HILIC
10.97522163,0,HILIC
10.99052238,0,HILIC
11.00582218,0,HILIC
11.02112198,0,HILIC
11.03642178,0,HILIC
11.05172253,0,HILIC
11.06702232,0,HILIC
11.08232212,0,HILIC
11.09762192,0,HILIC
11.11292171,0,HILIC
11.12822247,10007.87207,HILIC
11.14352226,28100.25391,HILIC
11.15882206,16522.39844,HILIC
11.17412186,10064.48438,HILIC
11.18942165,28855.26172,HILIC
11.2047224,18985.21289,HILIC
11.2200222,15194.87891,HILIC
11.235322,35776.96875,HILIC
11.2506218,17660.24414,HILIC
11.26592159,0,HILIC
11.28122234,0,HILIC
11.29652214,0,HILIC
11.31182194,0,HILIC
11.32712173,0,HILIC
11.34242249,0,HILIC
11.35772228,0,HILIC
11.37302208,14521.91797,HILIC
11.38832188,49089.95313,HILIC
11.40362167,0,HILIC
11.41892242,0,HILIC
11.43422222,0,HILIC
11.44952202,0,HILIC
11.46482182,0,HILIC
11.48012161,0,HILIC
11.49542236,0,HILIC
11.51072216,0,HILIC
11.52602196,0,HILIC
11.54132175,10085.00586,HILIC
11.55662251,35554.43359,HILIC
11.5719223,0,HILIC
11.5872221,8634.69043,HILIC
11.6025219,26466.31055,HILIC
11.61782169,0,HILIC
11.63312244,0,HILIC
11.64842224,0,HILIC
11.66372204,0,HILIC
11.67902184,0,HILIC
11.69432163,0,HILIC
11.70962238,0,HILIC
11.72492218,6976.063477,HILIC
11.74022198,24365.41211,HILIC
11.75552177,0,HILIC
11.77082253,0,HILIC
11.78612232,0,HILIC
11.80142212,0,HILIC
11.81672192,0,HILIC
11.83202171,0,HILIC
11.84732246,4414.327148,HILIC
11.86262226,19411.82813,HILIC
11.87792206,23457.57617,HILIC
11.89322186,15799.37207,HILIC
11.90852165,17539.7832,HILIC
11.9238224,18002.86328,HILIC
11.9391222,16351.9502,HILIC
11.954422,18240.0293,HILIC
11.96972179,14167.45605,HILIC
11.98502159,0,HILIC
12.00032234,0,HILIC
12.01562214,3660.927246,HILIC
12.03092194,20052.07031,HILIC
12.04622173,20719.30664,HILIC
12.06152248,2963.208252,HILIC
12.07682228,18917.12695,HILIC
12.09212208,1704.295898,HILIC
12.10742188,14392.00781,HILIC
12.12272167,395.914978,HILIC
12.13802242,16901.71289,HILIC
12.15332222,24975.31055,HILIC
12.16862202,16493.37305,HILIC
12.18392181,19853.94922,HILIC
12.19922161,19296.60156,HILIC
12.21452236,1186.33667,HILIC
12.22982216,0,HILIC
12.24512196,0,HILIC
12.26042175,40648.11719,HILIC
12.2757225,23403.48242,HILIC
12.2910223,4268.293457,HILIC
12.3063221,0,HILIC
12.32162189,12647.81543,HILIC
12.33692169,15210.90918,HILIC
12.35222244,14496.71582,HILIC
12.36752224,16996.25586,HILIC
12.38282204,16162.56836,HILIC
12.39812183,16563.34766,HILIC
12.41342163,19042.42969,HILIC
12.42872238,19510.66016,HILIC
12.44402218,20959.4375,HILIC
12.45932198,6555.163086,HILIC
12.47462177,21168.02734,HILIC
12.48992252,8957.78418,HILIC
12.50522232,0,HILIC
12.52052212,11650.33203,HILIC
12.53582191,5419.94043,HILIC
12.55112171,0,HILIC
12.56642246,13600.96094,HILIC
12.58172226,18660.64648,HILIC
12.59702206,5706.975586,HILIC
12.61232185,0,HILIC
12.62762165,27695.52148,HILIC
12.6429224,29979.66016,HILIC
12.6582222,8176.763184,HILIC
12.673522,0,HILIC
12.68882179,11147.46777,HILIC
12.70412159,21297.04883,HILIC
12.71942234,22208.6582,HILIC
12.73472214,24867.11133,HILIC
12.75002193,39696.91406,HILIC
12.76532173,29906.64063,HILIC
12.78062248,7430.058105,HILIC
12.79592228,0,HILIC
12.81122208,0,HILIC
12.82652187,11684.64063,HILIC
12.84182167,38431.05078,HILIC
12.85712242,22506.47852,HILIC
12.87242222,0,HILIC
12.88772202,11385.46582,HILIC
12.90302181,17855.62695,HILIC
12.91832161,7007.050781,HILIC
12.93362236,0,HILIC
12.94892216,10396.7832,HILIC
12.96422195,17797.05273,HILIC
12.97952175,7533.882324,HILIC
12.9948225,0,HILIC
13.0101223,11746.04004,HILIC
13.0254221,21109.04492,HILIC
13.04072189,9621.413086,HILIC
13.05602169,0,HILIC
13.07132244,9522.067383,HILIC
13.08662224,21535.24219,HILIC
