MF_Frac,Column,AvePoo,AveBlank,AveSmp,mz,rt,BestMatch,Confidence,Manual_Annote,Manual_Confidence,MS2dat1,MS2dat2,MS2dat3,MS2dat4,RT,Adduct,IsotopeMatch,MassFeature,pcgroup,IonType,Charge,MassOfM,IsoGroup,mzOfI,TargetMatches,ppmMatches,RTdiffMatches,KeggMatches,Keggppm,KeggNames,MS2,MassBankMatch,MassBankppm,MassBankCosine1
I271.1291R0.87_CyanoAq,CyanoAq,1557688.513,29023.83652,2535895.004,271.1290685,52.41806518,Bacilysin Bacilysin Bacilysin,3,,,"271.12885, 100; 225.12338, 24.5; 256.10547, 9.1; 224.9323, 9; 225.08714, 9; 272.13232, 8; 238.09479, 7.7; 206.92183, 4.9; 80.94728, 4.7; 164.92065, 4; 235.10765, 3.9; 84.96032, 3.4; 253.11823, 3.1; 96.92222, 2.9; 210.10004, 2.9; 170.08138, 2.5; 177.10234, 2.3; 82.94558, 2.3; 203.08138, 2.2; 211.10779, 2.1; 124.07593, 2; 223.10831, 1.6; 138.05525, 1.6; 226.12683, 1.3; 217.09726, 1.3; 219.81325, 1.2; 239.1017, 1.2; 120.04453, 1.1; 225.93332, 1.1; 183.07654, 1.1; 207.11285, 1; 152.07056, 0.9; 212.11545, 0.9; 242.95085, 0.8; 184.06076, 0.7; 110.06041, 0.7; 175.08678, 0.7; 205.09752, 0.7; 206.87173, 0.7","271.12885, 100; 225.1234, 23.8; 256.10544, 8.8; 224.93228, 8.6; 225.08711, 7.8; 238.09502, 7.7; 272.13223, 7.1; 80.9473, 6.1; 206.92192, 5.5; 164.92062, 4.3; 82.94552, 3.6; 84.96037, 3.3; 96.92236, 3.3; 235.10739, 3.3; 253.1183, 2.8; 210.10033, 2.6; 203.08179, 2.3; 170.08112, 2.3; 177.10222, 2.3; 211.10808, 2; 223.10771, 2; 124.07598, 1.9; 217.09718, 1.9; 221.38528, 1.6; 138.05489, 1.5; 226.12666, 1.4; 110.06046, 1.2; 183.07697, 1.1; 239.1006, 1.1; 152.07074, 1; 175.08652, 1; 159.09155, 0.9; 207.11256, 0.8; 205.09698, 0.8; 120.04473, 0.8","271.12888, 100; 225.12338, 22.7; 225.08704, 8.9; 238.09485, 8.4; 256.10544, 8.3; 272.13254, 7.7; 164.92065, 5.2; 224.9323, 4.6; 80.94852, 4.5; 235.10814, 3.6; 82.94556, 3.5; 96.92239, 3.4; 253.11841, 3.1; 210.1001, 2.9; 206.92216, 2.8; 177.10211, 2.5; 219.80624, 2.3; 203.08154, 2.1; 84.9603, 2; 170.08138, 1.9; 124.07597, 1.8; 211.1076, 1.7; 217.09755, 1.6; 183.07643, 1.6; 223.10783, 1.5; 110.06048, 1.4; 138.05502, 1.4; 226.12679, 0.7; 175.08691, 0.7; 152.07056, 0.6; 212.11551, 0.6","271.12894, 100; 225.12344, 28.2; 256.10544, 11; 238.09483, 10.8; 272.13266, 9.3; 225.08723, 8.7; 216.48347, 5.9; 164.92068, 5.8; 80.94856, 5.4; 224.93246, 5; 210.10001, 4.5; 253.11798, 4.3; 235.1077, 4.1; 206.92195, 3.6; 84.96035, 3.3; 82.9456, 3.2; 177.10239, 2.9; 170.08142, 2.8; 203.08168, 2.6; 211.10765, 2.5; 183.07637, 2.1; 242.95085, 2; 124.07587, 2; 226.12669, 1.9; 96.92232, 1.9; 223.10759, 1.8; 217.09718, 1.5; 138.05516, 1.5; 110.06022, 0.9; 152.07065, 0.8; 159.09196, 0.7; 175.08698, 0.7; 212.11549, 0.6; 207.11299, 0.6; 147.09149, 0.6; 221.09221, 0.6; 205.09816, 0.6",0.87363442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cpd:C08280; cpd:C20942,1.210596615,Bacilysin Bacilysin Bacilysin,NA,NA,NA,NA
I325.0188R11.15_HILICNeg,HILICNeg,1508181.364,0,898802.3835,325.0188103,669.2491176,NA,4,,,NA,NA,NA,NA,11.15415196,NA,NA,I325.0188R11.15,103; 103,M+Cl; I,-; -,290.049; NA,NA; 161,NA; 325.01881030497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I414.1638R9.08_HILICNeg,HILICNeg,1475256.902,0,2934409.654,414.1638193,545.0549765,NA,4,,,NA,NA,NA,NA,9.084249608,NA,NA,I414.1638R9.08,166,M-H,-,415.176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I152.0568R1.08_CyanoAq,CyanoAq,1343950.744,284212.1506,1769610.971,152.0567647,64.83684643,Guanine; Guanine; Guanine; Guanine; Guanine; Guanine;,3,,,"128.01949, 100; 100.02486, 33.8; 110.00911, 32.1; 129.02003, 28.2; 152.05679, 25.7; 130.02024, 19.1; 82.01444, 15.8; 86.99332, 12.2; 105.00375, 10.9; 146.02994, 9.9; 101.02547, 8.6; 111.00958, 8.4; 118.03526, 6.7; 68.98289, 5.8; 102.02238, 5.7; 112.00991, 5.5; 153.07391, 5.3; 83.01656, 5; 87.99253, 3.4; 106.00436, 2.9; 147.03062, 2.8; 111.9688, 2.7; 152.04765, 2.6; 84.01198, 2.4; 151.03528, 2; 148.03075, 2; 153.04065, 1.8; 107.00127, 1.8; 88.99091, 1.8; 119.0358, 1.6; 95.04971, 1.5; 99.04089, 1.4; 69.98373, 1.3; 152.01671, 1.1; 123.01412, 1.1; 152.07054, 1; 120.03271, 1; 74.93154, 0.8; 70.98037, 0.7; 105.04511, 0.7; 123.0406, 0.7; 152.03642, 0.7; 129.97937, 0.6; 153.06033, 0.6; 135.03047, 0.6; 125.07893, 0.6","128.01947, 100; 152.05675, 69.9; 110.0091, 42; 100.02485, 31.2; 129.01997, 28.4; 82.01443, 24.6; 130.02018, 19.4; 86.99332, 14.2; 111.00954, 12; 68.98289, 10.4; 101.02545, 8.8; 146.02989, 8.7; 112.00988, 8.6; 105.00372, 8.3; 83.01654, 8; 102.0224, 4.9; 118.03522, 4.7; 87.9941, 4.2; 84.01197, 4; 69.98368, 2.9; 153.04079, 2.9; 147.03058, 2.6; 152.07109, 2.6; 88.99088, 2.4; 106.0043, 2; 151.03548, 1.9; 135.03032, 1.8; 148.0276, 1.7; 153.0602, 1.6; 70.98045, 1.6; 119.03591, 1.3; 153.07381, 1.3; 99.04079, 1.3; 107.00124, 1.2; 120.0327, 1; 95.04976, 1; 111.96877, 0.7; 74.93166, 0.6; 110.03539, 0.6","128.01945, 100; 152.05673, 74.4; 100.02484, 32.8; 110.00908, 32.6; 129.01993, 29.3; 130.02015, 20.2; 82.01441, 17.7; 86.9933, 12.2; 105.00371, 10.6; 146.02994, 9.6; 111.00954, 9.6; 101.02545, 8.9; 68.98287, 7.4; 112.00992, 6.7; 118.03523, 6.6; 102.02236, 5.8; 83.01653, 5.5; 152.07053, 3.9; 153.04065, 3.7; 87.99408, 3.2; 147.03069, 3.2; 84.01195, 3; 153.0602, 2.3; 88.99081, 2.1; 148.03076, 2.1; 106.0043, 2; 69.98367, 2; 151.03537, 1.9; 135.03027, 1.8; 107.00118, 1.5; 153.07385, 1.4; 119.03549, 1.2; 120.03278, 1.1; 123.01407, 1.1; 70.98037, 1; 99.04082, 1; 110.03528, 0.9; 152.01672, 0.8; 95.04968, 0.7; 74.93163, 0.7; 153.05365, 0.7; 115.95789, 0.6; 111.96873, 0.6; 123.0407, 0.6; 128.04561, 0.6","128.01953, 100; 100.02489, 35.6; 110.00915, 30.5; 129.02003, 29.6; 152.05676, 19.9; 130.02015, 19.5; 82.01447, 16.6; 86.99335, 13; 105.00376, 11.2; 146.02998, 9.9; 101.02556, 9.7; 111.00958, 9.1; 68.98285, 7; 118.03526, 6.6; 102.02047, 6.1; 112.00669, 6; 153.07394, 5.3; 83.01653, 5.1; 152.04747, 3.8; 106.00444, 3.7; 147.03061, 3.3; 87.99416, 3.2; 84.01202, 2.8; 119.03593, 2.2; 88.99084, 1.9; 69.98368, 1.9; 153.04082, 1.8; 148.02771, 1.7; 107.00126, 1.7; 95.04961, 1.7; 152.07104, 1.6; 99.04082, 1.5; 151.03546, 1.5; 111.96887, 1.5; 120.03276, 1.3; 74.93161, 1.3; 123.01411, 1; 125.07913, 1; 70.98047, 0.9; 151.93771, 0.9; 138.03105, 0.8; 152.0163, 0.7; 135.03033, 0.7; 70.94248, 0.7",1.080614107,NA,NA,I152.0568R1.08,24,M+H+HCOOH,+,105.035,NA,NA,NA,NA,NA,cpd:C00242,3.091464649,Guanine; Guanine; Guanine; Guanine; Guanine; Guanine;,NA,NA,NA,NA
I239.002R2.89_HILICNeg,HILICNeg,1283061.218,0,298775.25,239.0020288,173.2638476,"1,2-Dihydroxynaphthalene-6-sulfonate",3,,,NA,NA,NA,NA,2.887730793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cpd:C16196,2.54950695,"1,2-Dihydroxynaphthalene-6-sulfonate",NA,NA,NA,NA
I533.0521R2.2_HILICNeg,HILICNeg,1269665.409,0,528676.5693,533.052121,132.0131845,NA,4,,,NA,NA,NA,NA,2.200219742,NA,NA,I533.0521R2.2,50,I+2,-,NA,224,531.034801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I304.079R2.8_HILICNeg,HILICNeg,1255792.088,556402.2639,1983689.251,304.0789513,167.9387041,NA,4,,,NA,NA,NA,NA,2.798978401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I214.0388R5.25_HILICNeg,HILICNeg,1083437.903,0,1512379.923,214.0388327,314.7142973,NA,4,,,NA,NA,NA,NA,5.245238288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I305.1573R1.6_CyanoAq,CyanoAq,1082708.015,363624.5609,2349860.153,305.157303,96.28830412,NA,4,,,"305.15695, 100; 306.1604, 6.3; 220.60042, 1.6","305.15689, 100; 306.16052, 6.5; 222.70515, 1.1; 222.68967, 0.7","305.15689, 100; 306.16058, 4.9; 222.69052, 0.9; 222.67799, 0.7; 222.70102, 0.6","305.15714, 100; 306.16064, 7.6; 222.68727, 1.8; 241.03116, 0.7; 240.60121, 0.6; 222.66956, 0.6; 80.47092, 0.6",1.604805069,NA,NA,I305.1573R1.6,83; 83,M+Na; I,+; +,282.167; NA,NA; 422,NA; 305.157302971329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I261.9827R12.12_HILICNeg,HILICNeg,987941.9522,11922.61309,927133.6131,261.9826976,727.39342,NA,4,,,NA,NA,NA,NA,12.12322367,NA,NA,I261.9827R12.12,67,M+Cl,-,227.011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I268.1042R1.29_CyanoAq,CyanoAq,964741.7829,12921.39867,1257746.904,268.1042443,77.65887735,Adenosine Deoxyguanosine; Zidovudine; Adenosine Deoxyguanosine; Zidovudine; Adenosine Deoxyguanosine; Zidovudine;,3,,,NA,NA,NA,NA,1.294314622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cpd:C00212; cpd:C00330; cpd:C07195; cpd:C07210,1.248431792,Adenosine Deoxyguanosine; Zidovudine; Adenosine Deoxyguanosine; Zidovudine; Adenosine Deoxyguanosine; Zidovudine;,NA,NA,NA,NA
I225.1607R2.2_HILICNeg,HILICNeg,929560.4082,28954.63623,1287422.936,225.1606781,131.9582175,"1,8-Diazacyclotetradecane-2,9-dione 1,8-Diazacyclotetradecane-2,9-dione 1,8-Diazacyclotetradecane-2,9-dione",3,,,"83.04906, 100; 225.16049, 65.5; 198.07785, 56.7; 185.07004, 43.7; 106.03991, 42.7; 65.01333, 42; 156.05586, 41.9; 57.03339, 41.2; 171.06699, 37.1; 183.06691, 32.9; 217.61768, 31.2; 66.00854, 29.3; 157.05119, 29; 225.08937, 26.8; 156.01163, 26.2; 132.05563, 21.6; 110.06007, 20.3; 141.00043, 18.5; 159.06674, 17.7; 89.0134, 16.5; 207.15027, 16.1; 90.00869, 13.3; 80.96409, 12.9; 112.0395, 12.9; 116.02448, 11.9; 144.05585, 11.5; 79.95638, 11.1; 130.04024, 11; 121.05117, 10.9; 145.05139, 10.5; 82.03992, 10.4; 166.05379, 9.4; 144.04341, 9.4; 226.10852, 9; 120.05561, 8.8; 125.89862, 5.8; 172.06197, 5.6; 182.11813, 5.5; 225.07767, 5.4; 184.06284, 5.3; 133.05128, 5.3; 146.07129, 5.2; 92.02431, 5.1; 91.02908, 5.1; 192.98085, 4.9; 180.10248, 4.9; 131.03546, 4.8; 197.08278, 4.8; 143.03535, 4.7; 143.08185, 4.6; 81.03341, 4.5; 85.02839, 4.3; 105.04479, 4.2; 97.06465, 4.2; 142.04047, 3.9; 112.0759, 3.8; 137.0965, 3.8; 225.11394, 3.8; 158.05933, 3.6; 210.06566, 3.6; 199.06242, 3.5; 199.08122, 3.5; 118.04006, 3.3; 147.06662, 3.2; 169.28752, 3.2; 160.06241, 3.1; 183.42558, 3.1; 77.14225, 2.9; 182.04652, 2.9; 152.67542, 2.9; 158.07155, 2.8; 97.30833, 2.7; 95.04919, 2.7; 198.088, 2.7; 57.83104, 2.7; 172.05165, 2.7; 233.74657, 2.7; 125.53735, 2.6; 160.22879, 2.5; 123.901, 2.5; 226.07376, 2.5; 226.16298, 2.4; 120.87383, 2.4; 93.08843, 2.4; 140.07068, 2.3; 65.74368, 2.2; 59.78609, 2.2; 55.42093, 2.1; 55.45527, 2; 54.19585, 2; 54.90461, 1.9; 58.12186, 1.9","83.0491, 100; 225.16052, 75.7; 198.07806, 61.4; 57.03338, 57.4; 185.07002, 43.5; 156.01169, 43.1; 171.06968, 38.3; 106.03995, 38; 156.05597, 36.9; 110.06012, 33.5; 166.05369, 32.9; 65.01335, 29; 157.05142, 28.9; 141.00077, 28.7; 225.08901, 26.9; 183.06711, 23.8; 112.03928, 21.8; 66.00915, 21.8; 182.11818, 17; 132.05568, 15.5; 159.06689, 15.1; 226.10851, 15; 130.04014, 12.5; 89.01341, 11.5; 82.03995, 11; 116.02416, 10.9; 80.96405, 10.6; 137.09637, 9.6; 145.05118, 9.6; 140.07068, 9.2; 105.04464, 8.4; 144.05611, 8.3; 180.10242, 8.2; 226.05386, 8.2; 79.95623, 8; 220.12274, 7.9; 197.08286, 7.9; 219.57826, 6.9; 131.0353, 6.7; 219.56517, 6.6; 184.06237, 6.1; 207.15004, 6; 125.89883, 5.6; 90.00859, 5.5; 172.06186, 5.2; 199.06213, 5.2; 97.06465, 4.8; 121.05103, 4.4; 125.07063, 4.2; 81.03346, 3.9; 133.0514, 3.6; 170.07153, 3.6; 143.08194, 3.6; 135.06668, 3.3; 114.93545, 3.3; 192.98091, 3.3; 71.04911, 3.2; 142.04082, 3.1; 144.04303, 3; 198.06799, 2.8; 225.14859, 2.8; 120.05554, 2.7; 92.0243, 2.6; 208.09702, 2.5; 225.07784, 2.5; 172.0507, 2.4; 160.06207, 2.3; 85.0284, 2.3; 59.01264, 2.3; 146.07153, 2.2; 120.04341, 2.1; 158.05901, 2.1; 69.03344, 2.1; 207.10217, 2; 224.0941, 2; 224.80347, 1.9; 186.05415, 1.9; 93.0332, 1.9; 226.164, 1.8; 159.03049, 1.8; 158.07178, 1.8; 143.03552, 1.8; 143.04836, 1.8; 170.04605, 1.7; 89.4992, 1.7; 74.54258, 1.7; 91.02917, 1.6; 164.86642, 1.6; 167.0575, 1.6; 158.04585, 1.6; 51.04541, 1.6; 109.32289, 1.6; 123.48041, 1.5; 107.61163, 1.5; 218.81366, 1.5; 136.02168, 1.5; 61.88593, 1.5; 169.09782, 1.5; 149.22552, 1.5; 173.35799, 1.5; 193.68102, 1.5; 60.22691, 1.5; 181.08588, 1.5; 64.6156, 1.5; 142.34824, 1.5; 122.05992, 1.5; 76.13605, 1.4; 111.04414, 1.4; 80.9156, 1.4; 65.256, 1.4; 50.61856, 1.4; 53.11976, 1.4; 51.77059, 1.4; 67.01762, 1.4; 67.63815, 1.4; 72.55968, 1.3; 50.55135, 1.3; 69.6674, 1.3; 60.24475, 1.2; 72.42814, 1.2","83.04903, 100; 225.16054, 85; 57.03334, 33.9; 220.53209, 21.7; 110.05993, 19; 207.1499, 15.7; 166.05341, 15.6; 156.01166, 14.1; 226.10825, 12.2; 112.03912, 12; 79.95619, 11.4; 141.00058, 11; 114.93504, 7.1; 182.11795, 6.5; 80.96392, 6; 112.07556, 5.6; 81.03332, 5.1; 226.05365, 4.3; 125.07138, 3.9; 125.89875, 3.8; 140.07074, 3.7; 130.0862, 3.7; 67.84791, 3.5; 164.10762, 3.5; 85.02802, 3.4; 81.28212, 3.3; 152.61455, 3.2; 148.68338, 3.1; 95.04903, 2.9; 84.05237, 2.9; 82.2204, 2.8; 225.07671, 2.7; 76.6308, 2.7","83.04902, 100; 225.16055, 81.9; 217.91046, 25.1; 57.03334, 20.5; 207.14978, 18.1; 166.05345, 17.4; 110.06004, 12.4; 156.01158, 11.3; 182.11804, 8.2; 141.00052, 4.9; 226.16505, 4.8; 112.0755, 4.1; 112.03921, 3.9; 164.10733, 3.8; 125.07108, 3.6; 167.05743, 3.1; 81.03336, 3; 226.05389, 2.9; 192.98064, 2.8; 111.0442, 2.8; 135.94456, 2.7; 97.06473, 2.7; 140.07137, 2.7; 114.93526, 2.6; 80.96396, 2.6; 226.1087, 2.4; 130.08633, 2.3; 53.50008, 2.3; 50.08272, 2.3; 143.08173, 2.3; 81.73013, 2.2; 88.30334, 2.2; 60.77644, 2.1; 186.38315, 2.1; 84.98286, 2.1; 54.54155, 2.1; 215.52879, 2.1; 50.13109, 2; 71.83251, 2; 200.53893, 2; 70.58866, 2; 56.29737, 2; 65.11349, 1.7",2.199303626,NA,NA,I225.1607R2.2,50; 50,M-H-C3H2O3; I,-; -,312.161; NA,NA; 93,NA; 225.160678122887,NA,NA,NA,cpd:C04277; cpd:C20514,1.666469987,"1,8-Diazacyclotetradecane-2,9-dione 1,8-Diazacyclotetradecane-2,9-dione 1,8-Diazacyclotetradecane-2,9-dione",NA,NA,NA,NA
I148.9235R3.57_HILICNeg,HILICNeg,878672.2119,0,1078671.595,148.9234908,214.0767263,NA,4,,,NA,NA,NA,NA,3.567945438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I217.93R10.87_HILICNeg,HILICNeg,878176.9312,0,1293625.656,217.929975,652.2021629,NA,4,,,NA,NA,NA,NA,10.87003605,NA,NA,I217.93R10.87,129,I,-,NA,89,217.929975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I241.0119R13.69_HILICNeg,HILICNeg,756649.8573,33212.01855,1451873.923,241.0119291,821.2617255,6-Deoxy-5-ketofructose 1-phosphate; 6-Deoxy-5-ketofructose 1-phosphate; 6-Deoxy-5-ketofructose 1-phosphate;,3,,,"78.95662, 100; 241.01196, 79.2; 96.96853, 44.1; 106.04, 39; 65.01336, 38.5; 171.06697, 23.3; 219.92134, 21.4; 214.07291, 20.6; 82.03992, 20.4; 157.05135, 19.9; 91.02753, 18.4; 121.05095, 17.9; 132.05597, 17.9; 240.87041, 17; 187.06197, 15.9; 144.05566, 14.5; 65.99728, 13.9; 172.06213, 13.7; 145.05112, 13; 105.04453, 12.4; 172.05106, 12.3; 130.04015, 11.8; 66.00858, 11.4; 133.05099, 11.4; 146.07147, 11.1; 156.05589, 10.9; 148.05061, 10.7; 173.08275, 10.3; 120.05569, 10.2; 81.04462, 10.2; 92.02433, 6.3; 122.03497, 6.1; 241.21754, 5.9; 61.98716, 5.9; 160.0508, 5.8; 158.03503, 5.5; 215.09308, 5.4; 131.03529, 5.4; 199.06215, 5.4; 119.02406, 5.3; 173.0464, 5.3; 183.06703, 5.2; 146.03505, 5.1; 175.06183, 4.6; 134.03494, 4.3; 158.04639, 4.3; 67.02893, 4.1; 201.065, 4.1; 74.99268, 3.9; 172.08769, 3.8; 188.08273, 3.7; 149.04601, 3.7; 186.07759, 3.6; 161.04579, 3.6; 200.05757, 3.6; 119.06032, 3.6; 147.06676, 3.5; 116.02415, 3.5; 108.05589, 3.5; 174.07863, 3.4; 199.09813, 3.3; 118.0399, 3.3; 131.06038, 3.2; 241.12105, 3.2; 83.02377, 3.2; 121.03943, 3.2; 197.08162, 3.1; 198.0779, 3.1; 95.02396, 3.1; 107.02406, 3.1; 167.36736, 3; 97.91864, 3; 174.06664, 2.9; 147.21797, 2.8; 199.07233, 2.8; 85.07787, 2.8; 185.08301, 2.7; 80.01327, 2.5; 213.07802, 2.5; 98.59504, 2.5; 55.5482, 2.4; 71.41344, 2.3",NA,"78.95912, 100; 241.01178, 75.6; 96.96851, 36.7; 240.87056, 27.6; 241.21761, 12.9; 74.99255, 5.5; 65.01331, 4.8; 172.05104, 3.8; 223.90356, 3.7; 85.40302, 2.9; 223.9249, 2.7; 199.06216, 2.7; 114.40694, 2.6; 240.95901, 2.5; 93.06544, 2.3; 191.96141, 2.3; 68.01902, 2.3; 100.16393, 2.2",NA,13.68769542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cpd:C04299; cpd:C16848,2.488534019,6-Deoxy-5-ketofructose 1-phosphate; 6-Deoxy-5-ketofructose 1-phosphate; 6-Deoxy-5-ketofructose 1-phosphate;,NA,NA,NA,NA
I429.1257R12.32_HILICNeg,HILICNeg,753676.1091,0,559167.8582,429.1256607,738.9774037,NA,4,,,NA,NA,NA,NA,12.31629006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I495.0783R2.22_HILICNeg,HILICNeg,716699.0577,0,240548.0521,495.0783251,133.2875885,NA,4,,,NA,NA,NA,NA,2.221459808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I221.022R10.39_HILICNeg,HILICNeg,695879.1994,6295.736056,857736.9684,221.0220122,623.3766186,NA,4,,,NA,NA,NA,NA,10.38961031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I137.0459R1.2_CyanoAq,CyanoAq,692507.1358,28160.81054,976920.7428,137.0459449,71.8348792,Allopurinol ID:FIO00455,2,,,"137.04593, 100; 136.0619, 53.3; 138.05218, 31.9; 136.02176, 16.2; 137.05965, 8.1; 137.09605, 7.6; 137.06526, 5.4; 136.11227, 3.1; 136.07581, 1.9; 137.0249, 1.6; 95.08594, 1.3; 137.10759, 1.2; 109.0653, 1.2; 123.41933, 1.2; 138.0437, 1.1; 128.95074, 1.1; 138.09167, 1; 81.07063, 1; 129.9194, 1; 67.05506, 0.9; 133.02165, 0.9; 121.61968, 0.8; 148.42348, 0.8; 69.77042, 0.8; 156.40828, 0.8; 68.1412, 0.7",NA,"137.04593, 100; 136.0619, 38.6; 138.05223, 22.4; 136.02161, 9.3; 137.09625, 4.9; 137.0654, 4; 136.07584, 2; 68.14438, 1.2; 95.08601, 1.1; 123.24595, 1.1; 137.99776, 1; 119.03547, 0.9; 105.91252, 0.9; 90.59141, 0.9; 62.98436, 0.9; 53.34967, 0.8; 80.81863, 0.8; 57.60593, 0.8; 96.19605, 0.8",NA,1.197247987,NA,NA,I137.0459R1.2,79,M+Na,+,114.053,NA,NA,NA,NA,NA,cpd:C00262,2.852204816,Hypoxanthine; Hypoxanthine; Hypoxanthine; Hypoxanthine; Hypoxanthine;,"137.04593, 100; 136.0619, 53.3; 138.05218, 31.9; 136.02176, 16.2; 137.05965, 8.1; 137.09605, 7.6; 137.06526, 5.4; 136.11227, 3.1; 136.07581, 1.9; 137.0249, 1.6; 95.08594, 1.3; 137.10759, 1.2; 109.0653, 1.2; 123.41933, 1.2; 138.0437, 1.1; 128.95074, 1.1; 138.09167, 1; 81.07063, 1; 129.9194, 1; 67.05506, 0.9; 133.02165, 0.9; 121.61968, 0.8; 148.42348, 0.8; 69.77042, 0.8; 156.40828, 0.8; 68.1412, 0.7",Allopurinol ID:FIO00455,1.149744205,1.0573986
I219.9271R10.87_HILICNeg,HILICNeg,681463.5729,0,1057076.162,219.9270866,651.9006032,NA,4,,,NA,NA,NA,"214.90703, 100; 219.84537, 12.5; 192.87328, 6.4; 201.96097, 6.1; 149.46335, 4.3; 108.55673, 4.2; 219.98431, 4.2; 219.92659, 4; 100.6245, 3.8; 111.05412, 3.8; 124.00633, 3.7; 213.15256, 3.6; 64.40733, 3.6; 140.31136, 3.5; 195.99802, 3.4; 154.50761, 3.4; 63.50486, 3.3; 80.68588, 3.3; 128.74121, 3.3; 127.58537, 3.2; 134.57904, 3.1; 75.16208, 3.1; 117.3745, 3.1; 52.81305, 2.9; 52.64243, 2.7",10.86501005,NA,NA,I219.9271R10.87,129,I+2,-,NA,89,217.9097666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
