MassFeature_Column,SampID,std_area,cluster,cluster_letters
I244.0828R9.94_HILICNeg_X_HILICNeg,1545_C,0,6,e
I244.0929R7.89_HILICPos_X_HILICPos,1545_C,0.5790589965274922,1,a
I245.1861R2.33_CyanoAq_X_RP,1545_C,0,3,b
I245.1862R2.58_CyanoAq_X_RP,1545_C,0,3,b
I252.083R12.11_HILICPos_X_HILICPos,1545_C,0,1,a
I252.1092R3.46_HILICPos_X_HILICPos,1545_C,0,1,a
I252.1441R10.53_HILICPos_X_HILICPos,1545_C,0.6829990885850474,7,f
I260.1131R1.01_CyanoAq_X_RP,1545_C,0,6,e
I263.1426R2.13_CyanoAq_X_RP,1545_C,0,5,d
I267.0726R11.17_HILICNeg_X_HILICNeg,1545_C,0,2,c
I268.1042R1.29_CyanoAq_X_RP,1545_C,0,4,g
I269.0882R1.02_CyanoAq_X_RP,1545_C,0,7,f
I271.1288R9.7_HILICPos_X_HILICPos,1545_C,0,6,e
I271.1291R0.87_CyanoAq_X_RP,1545_C,0,6,e
I275.9414R1.7_HILICNeg_X_HILICNeg,1545_C,0,4,g
I279.1706R4.12_CyanoAq_X_RP,1545_C,0,3,b
I283.0872R1.5_CyanoAq_X_RP,1545_C,0,4,g
I284.0991R8.89_HILICPos_X_HILICPos,1545_C,0.7685972045960071,1,a
I285.1445R6.57_HILICPos_X_HILICPos,1545_C,0,6,e
I285.1447R0.91_CyanoAq_X_RP,1545_C,0,4,g
I285.1447R1.14_CyanoAq_X_RP,1545_C,0,6,e
I285.6464R1_CyanoAq_X_RP,1545_C,0,4,g
I288.1918R7.18_HILICPos_X_HILICPos,1545_C,0,5,d
I288.2032R0.91_CyanoAq_X_RP,1545_C,0,3,b
I289.1393R10.28_HILICPos_X_HILICPos,1545_C,0,4,g
I291.0698R7.5_HILICPos_X_HILICPos,1545_C,0,6,e
I292.0629R12.12_HILICPos_X_HILICPos,1545_C,0,3,b
I292.0727R10.9_HILICNeg_X_HILICNeg,1545_C,0,5,d
I293.2112R9.77_CyanoAq_X_RP,1545_C,0,4,g
I293.2113R9.66_CyanoAq_X_RP,1545_C,0,4,g
I294.1814R1.08_CyanoAq_X_RP,1545_C,0,5,d
I295.1291R1.78_CyanoAq_X_RP,1545_C,0,3,b
I295.1654R2.4_CyanoAq_X_RP,1545_C,0,5,d
I295.1655R2.58_CyanoAq_X_RP,1545_C,0,3,b
I295.1655R2.81_CyanoAq_X_RP,1545_C,0,3,b
I296.6058R1.22_CyanoAq_X_RP,1545_C,0.8754476262460138,6,e
I297.0846R5.35_HILICPos_X_HILICPos,1545_C,0,5,d
I298.0971R2.1_CyanoAq_X_RP,1545_C,0.6192244610203059,1,a
I298.957R7.41_HILICNeg_X_HILICNeg,1545_C,0,4,g
I302.0009R7.07_HILICNeg_X_HILICNeg,1545_C,0,2,c
I303.1551R9.17_HILICPos_X_HILICPos,1545_C,0,6,e
I303.1553R0.89_CyanoAq_X_RP,1545_C,0,6,e
I304.079R2.8_HILICNeg_X_HILICNeg,1545_C,0,2,c
I308.1605R5.35_HILICPos_X_HILICPos,1545_C,0,5,d
I310.14R1.31_CyanoAq_X_RP,1545_C,0,7,f
I311.1239R1.4_CyanoAq_X_RP,1545_C,0,2,c
I313.1548R4.98_CyanoAq_X_RP,1545_C,0,3,b
I316.0457R12.61_HILICNeg_X_HILICNeg,1545_C,0,4,g
I317.0553R12.1_HILICNeg_X_HILICNeg,1545_C,0,1,a
I321.2427R9.33_CyanoAq_X_RP,1545_C,0,5,d
I322.1877R1.19_CyanoAq_X_RP,1545_C,0,3,b
I325.0188R11.15_HILICNeg_X_HILICNeg,1545_C,0,4,g
I326.0563R6.58_HILICPos_X_HILICPos,1545_C,0,4,g
I327.1204R10.42_HILICNeg_X_HILICNeg,1545_C,0,6,e
I329.0856R4.34_HILICNeg_X_HILICNeg,1545_C,0,7,f
I329.1346R2.89_CyanoAq_X_RP,1545_C,0,6,e
I329.1347R0.88_CyanoAq_X_RP,1545_C,0,6,e
I329.1742R7.17_HILICPos_X_HILICPos,1545_C,0,5,d
I331.1154R11.28_HILICNeg_X_HILICNeg,1545_C,0,6,e
I333.1293R11.28_HILICPos_X_HILICPos,1545_C,0,6,e
I338.006R9.9_HILICNeg_X_HILICNeg,1545_C,0,4,g
I340.0028R9.93_HILICNeg_X_HILICNeg,1545_C,0,4,g
I340.2597R6.93_CyanoAq_X_RP,1545_C,0,4,g
I345.0462R0.88_CyanoAq_X_RP,1545_C,0,2,c
I346.0564R12.06_HILICNeg_X_HILICNeg,1545_C,0.6816601806346346,1,a
I347.1452R0.87_CyanoAq_X_RP,1545_C,0,6,e
I376.9346R7.43_HILICNeg_X_HILICNeg,1545_C,0,4,g
I377.1459R4.24_CyanoAq_X_RP,1545_C,0,3,b
I379.083R11.37_HILICNeg_X_HILICNeg,1545_C,0.7172122707657929,1,a
I386.0341R16.12_HILICNeg_X_HILICNeg,1545_C,0.8032143511967513,1,a
I387.2256R2.2_HILICNeg_X_HILICNeg,1545_C,0,4,g
I401.241R2.14_HILICNeg_X_HILICNeg,1545_C,0,4,g
I414.1624R0.94_CyanoAq_X_RP,1545_C,0,2,c
I414.1638R9.08_HILICNeg_X_HILICNeg,1545_C,0,2,c
I416.1778R9.11_HILICPos_X_HILICPos,1545_C,0,2,c
I416.178R0.93_CyanoAq_X_RP,1545_C,0,2,c
I429.1257R12.32_HILICNeg_X_HILICNeg,1545_C,0,2,c
I455.1888R6.34_HILICPos_X_HILICPos,1545_C,0,4,g
I479.1923R4.35_HILICPos_X_HILICPos,1545_C,0,7,f
I479.7914R1.79_HILICNeg_X_HILICNeg,1545_C,0,4,g
I511.2407R3.6_CyanoAq_X_RP,1545_C,0,4,g
I548.2723R4.91_CyanoAq_X_RP,1545_C,0.889556555531299,4,g
I606.0756R12.98_HILICNeg_X_HILICNeg,1545_C,0.616563799308041,1,a
I801.3309R6.22_CyanoAq_X_RP,1545_C,0,4,g
I802.3342R6.22_CyanoAq_X_RP,1545_C,0,4,g
I84.045R12.12_HILICPos_X_HILICPos,1545_C,0.7703175218988415,1,a
I87.0446R10.14_HILICPos_X_HILICPos,1545_C,0,6,e
I93.0578R5.36_HILICPos_X_HILICPos,1545_C,0,5,d
I96.0449R5.35_HILICPos_X_HILICPos,1545_C,0,4,g
Inosine_X_HILICNeg,1545_C,0.6782882380378207,7,f
Isethionic Acid_X_HILICNeg,1545_C,0.8284546358522904,5,d
Kynurenine_X_RP,1545_C,0,5,d
L-Pyroglutamic acid_X_HILICNeg,1545_C,0,3,b
Lysine_X_HILICPos,1545_C,0.8551588932674057,1,a
Malic Acid_X_HILICNeg,1545_C,0,5,d
Methionine Sulfoxide_X_HILICPos,1545_C,0,3,b
Methionine_X_HILICPos,1545_C,0.8171987998673567,1,a
N-acetyltaurine_X_HILICNeg,1545_C,0.6231164379813671,4,g
N(e)-Acetyl-Lysine_X_HILICPos,1545_C,0,5,d
NAD_X_HILICNeg,1545_C,0.8104919617903347,1,a
Ornithine_X_HILICPos,1545_C,0,3,b
Propionyl-L-carnitine_X_HILICPos,1545_C,0,5,d
Sarcosine_X_HILICPos,1545_C,0,5,d
Serine_X_HILICPos,1545_C,0.9018648195114756,1,a
Sucrose_X_HILICNeg,1545_C,0,2,c
Sulfolactic Acid_X_HILICNeg,1545_C,0,4,g
Sulfurol_X_RP,1545_C,0,4,g
Threonine_X_HILICPos,1545_C,0.7391725605246778,1,a
Trehalose_X_HILICNeg,1545_C,0,4,g
Tryptophan_X_RP,1545_C,0.6649391936562347,1,a
Tyrosine_X_HILICPos,1545_C,0,1,a
Uridine_X_HILICNeg,1545_C,0.7250796678487719,1,a
Vitamin B3_X_HILICPos,1545_C,0,6,e
Vitamin B5_X_RP,1545_C,0.8239201102949291,1,a
Adenine_X_HILICPos,1771_A,0.7177885519357176,1,a
Adenosine_X_HILICPos,1771_A,0.786509289992572,1,a
Adenosyl Homocysteine_X_HILICPos,1771_A,0,1,a
Adenosyl Methionine_X_HILICPos,1771_A,0.592967701801945,1,a
Agmatine_X_RP,1771_A,0,2,c
Alanine_X_HILICPos,1771_A,0.7582823620106988,3,b
Allopurinol_X_RP,1771_A,0,4,g
Amino Propanesulfonic Acid_X_HILICNeg,1771_A,0,4,g
Argininosuccinic Acid_X_HILICPos,1771_A,0,1,a
Asparagine_X_HILICPos,1771_A,0.7332058638759118,1,a
Aspartic acid_X_HILICPos,1771_A,0.7167034166320245,1,a
beta-Alanine_X_HILICPos,1771_A,0,4,g
beta-Glutamic acid_X_HILICPos,1771_A,0,4,g
Butyryl-L-carnitine_X_HILICPos,1771_A,0,5,d
Carnitine_X_HILICPos,1771_A,0.9123242882539336,3,b
Citrulline_X_HILICPos,1771_A,0.6309256797057624,1,a
Creatine_X_HILICPos,1771_A,0,4,g
Cystathionine_X_HILICPos,1771_A,0.8450872318905911,6,e
Cysteic Acid_X_HILICNeg,1771_A,0,1,a
Cytidine_X_HILICNeg,1771_A,0.9366078066128964,6,e
Cytosine_X_HILICPos,1771_A,0.7264137471444084,1,a
Dexpanthenol_X_HILICPos,1771_A,0,4,g
DHPS_X_HILICNeg,1771_A,0,5,d
DMSP_HILICPos_X_HILICPos,1771_A,0.9569029107306753,1,a
Gluconic Acid_X_HILICNeg,1771_A,0,4,g
Glucosylglycerol_X_HILICPos,1771_A,0,2,c
Glutamine_X_HILICPos,1771_A,0.6884033094753239,1,a
Glutathione Disulfide_X_RP,1771_A,0.6700043503768809,1,a
Glycerophosphocholine_X_HILICPos,1771_A,0.61045805182129,5,d
Gonyol_X_HILICPos,1771_A,0.962501726534259,7,f
Histidine_X_HILICPos,1771_A,0.8565139138968224,3,b
Homoserine_X_HILICPos,1771_A,0.6270961194730466,1,a
Hypotaurine_X_HILICPos,1771_A,0,4,g
I102.0549R12.14_HILICNeg_X_HILICNeg,1771_A,0.6669451877148386,1,a
I104.1074R10.68_HILICPos_X_HILICPos,1771_A,0.9220670642320046,7,f
I107.0734R9.09_HILICPos_X_HILICPos,1771_A,0.9269060847159403,6,e
I116.0709R8.8_HILICPos_X_HILICPos,1771_A,0.6416949893487438,1,a
I118.0864R7.19_HILICPos_X_HILICPos,1771_A,0,5,d
I120.0811R5.29_HILICPos_X_HILICPos,1771_A,0.7777284734143892,1,a
I121.032R8.27_HILICPos_X_HILICPos,1771_A,0,5,d
I121.0684R10.7_HILICPos_X_HILICPos,1771_A,0.7166280934399043,1,a
I124.0064R10.88_HILICNeg_X_HILICNeg,1771_A,0.7566605137649572,7,f
I126.904R4.8_HILICNeg_X_HILICNeg,1771_A,0,4,g
I130.05R11.1_HILICPos_X_HILICPos,1771_A,0.7038360332500212,1,a
I131.0704R10.12_HILICPos_X_HILICPos,1771_A,0.9255106148751103,7,f
I132.102R6.53_HILICPos_X_HILICPos,1771_A,0,4,g
I132.102R9.3_HILICPos_X_HILICPos,1771_A,0.9786278706852755,6,e
I134.0813R10.18_HILICPos_X_HILICPos,1771_A,0,5,d
I137.0459R1.05_CyanoAq_X_RP,1771_A,0.7161821006321427,1,a
I137.0459R6.2_HILICPos_X_HILICPos,1771_A,0.7414341008912972,1,a
I137.0459R7.49_HILICPos_X_HILICPos,1771_A,0.7593723745714306,1,a
I138.0549R5.35_HILICPos_X_HILICPos,1771_A,0,3,b
I138.055R7.72_HILICPos_X_HILICPos,1771_A,0.9765151439574321,6,e
I141.0659R7.2_HILICPos_X_HILICPos,1771_A,0,5,d
I143.0816R7.97_HILICPos_X_HILICPos,1771_A,0,4,g
I144.1019R6.44_HILICPos_X_HILICPos,1771_A,0,7,f
I145.0608R10.18_HILICPos_X_HILICPos,1771_A,0,4,g
I146.0601R1.92_CyanoAq_X_RP,1771_A,0.8928475232076933,3,b
I148.0605R12.12_HILICPos_X_HILICPos,1771_A,0.7315957410796435,1,a
I148.0968R8.21_HILICPos_X_HILICPos,1771_A,0.8983698063792469,6,e
I148.9235R3.57_HILICNeg_X_HILICNeg,1771_A,0,4,g
I149.0631R10.15_HILICPos_X_HILICPos,1771_A,0,1,a
I150.0775R6.27_HILICPos_X_HILICPos,1771_A,0.9618697877323785,5,d
I152.0567R7.37_HILICPos_X_HILICPos,1771_A,0,4,g
I152.0567R8.12_HILICPos_X_HILICPos,1771_A,0.9044841600471899,1,a
I152.0568R1.08_CyanoAq_X_RP,1771_A,0,4,g
I152.0707R9.08_HILICPos_X_HILICPos,1771_A,0,7,f
I154.0532R5.23_HILICPos_X_HILICPos,1771_A,0,4,g
I154.0723R8.97_HILICPos_X_HILICPos,1771_A,0,2,c
I155.0815R8.72_HILICPos_X_HILICPos,1771_A,0,4,g
I157.0973R7.33_HILICPos_X_HILICPos,1771_A,0,4,g
I158.0813R7.81_HILICPos_X_HILICPos,1771_A,0.9584266025205643,6,e
I158.1176R5.48_HILICPos_X_HILICPos,1771_A,0,4,g
I160.037R5.34_HILICPos_X_HILICPos,1771_A,0.8170964510067275,3,b
I160.0969R6.82_HILICPos_X_HILICPos,1771_A,0,4,g
I160.0969R7.56_HILICPos_X_HILICPos,1771_A,0,4,g
I160.0969R8.37_HILICPos_X_HILICPos,1771_A,0,4,g
I161.0631R9.25_HILICPos_X_HILICPos,1771_A,0.7665541960503489,6,e
I162.0776R1.13_CyanoAq_X_RP,1771_A,0,4,g
I162.1125R8.11_HILICPos_X_HILICPos,1771_A,0,4,g
I165.0581R8.33_HILICPos_X_HILICPos,1771_A,0,5,d
I166.0864R1.12_CyanoAq_X_RP,1771_A,0.7430152093912614,1,a
I167.0204R10.56_HILICNeg_X_HILICNeg,1771_A,0.8251552848187619,6,e
I168.0517R1.05_CyanoAq_X_RP,1771_A,0,4,g
I170.0684R16.91_HILICPos_X_HILICPos,1771_A,0.908033715005839,7,f
I170.1176R8.07_HILICPos_X_HILICPos,1771_A,0,4,g
I172.0067R5.44_HILICNeg_X_HILICNeg,1771_A,0,6,e
I173.0921R8.33_HILICPos_X_HILICPos,1771_A,0,5,d
I174.022R5.45_HILICPos_X_HILICPos,1771_A,0,6,e
I174.1126R6.89_HILICPos_X_HILICPos,1771_A,0,4,g
I174.1126R8.06_HILICPos_X_HILICPos,1771_A,0,4,g
I175.0789R1_CyanoAq_X_RP,1771_A,0.7922471800512288,6,e
I175.119R17.83_HILICPos_X_HILICPos,1771_A,0.7620768688631208,1,a
I176.0918R10.77_HILICPos_X_HILICPos,1771_A,0.8196159106170312,4,g
I176.1281R10.33_HILICPos_X_HILICPos,1771_A,0.9094651583991825,6,e
I176.1282R7.85_HILICPos_X_HILICPos,1771_A,0,4,g
I177.0581R9.17_HILICPos_X_HILICPos,1771_A,0,4,g
I177.0582R7.98_HILICPos_X_HILICPos,1771_A,0,4,g
I180.1019R8.38_HILICPos_X_HILICPos,1771_A,0.9694186618053613,7,f
I182.0674R1.17_CyanoAq_X_RP,1771_A,0,2,c
I185.0922R8.02_HILICPos_X_HILICPos,1771_A,0,4,g
I186.0253R12.12_HILICNeg_X_HILICNeg,1771_A,0.7857409720502063,1,a
I188.0707R7.54_HILICPos_X_HILICPos,1771_A,0.8857804091780829,1,a
I189.1235R6.93_HILICPos_X_HILICPos,1771_A,0,4,g
I190.1439R0.83_CyanoAq_X_RP,1771_A,0,4,g
I192.9808R2.93_HILICNeg_X_HILICNeg,1771_A,0,4,g
I193.0531R10.87_HILICPos_X_HILICPos,1771_A,0.8959145441860362,7,f
I193.0894R10.12_HILICPos_X_HILICPos,1771_A,0.92970426234114,7,f
I194.9965R12.04_HILICNeg_X_HILICNeg,1771_A,0,3,b
I195.0765R10.08_HILICPos_X_HILICPos,1771_A,0.964522969066091,4,g
I196.0831R1.52_CyanoAq_X_RP,1771_A,0,2,c
I196.083R5.03_HILICPos_X_HILICPos,1771_A,0,2,c
I203.1392R1.16_CyanoAq_X_RP,1771_A,0.9130571728967912,1,a
I204.1232R7.22_HILICPos_X_HILICPos,1771_A,0,5,d
I204.1233R3.65_HILICPos_X_HILICPos,1771_A,0,4,g
I206.0675R2.59_CyanoAq_X_RP,1771_A,0,4,g
I207.0686R8.88_HILICPos_X_HILICPos,1771_A,0,4,g
I209.0478R11.07_HILICPos_X_HILICPos,1771_A,0.9656407766490116,6,e
I211.0565R12.12_HILICPos_X_HILICPos,1771_A,0.7380631286458533,1,a
I214.0484R11.68_HILICNeg_X_HILICNeg,1771_A,0,5,d
I217.93R10.87_HILICNeg_X_HILICNeg,1771_A,0.8989170180047406,6,e
I219.9271R10.87_HILICNeg_X_HILICNeg,1771_A,0.8972374865719974,6,e
I221.022R10.39_HILICNeg_X_HILICNeg,1771_A,0,4,g
I221.0843R5.58_HILICPos_X_HILICPos,1771_A,0,4,g
I221.0843R8.12_HILICPos_X_HILICPos,1771_A,0,4,g
I221.0844R0.89_CyanoAq_X_RP,1771_A,0,4,g
I225.1607R2.2_HILICNeg_X_HILICNeg,1771_A,0,4,g
I227.1754R2.2_HILICPos_X_HILICPos,1771_A,0,4,g
I228.0979R6.34_HILICPos_X_HILICPos,1771_A,0.7228259596018483,1,a
I229.1549R0.89_CyanoAq_X_RP,1771_A,0.6486058139197215,4,g
I229.1557R2_HILICNeg_X_HILICNeg,1771_A,0.9001181390355294,3,b
I232.0231R10.77_HILICNeg_X_HILICNeg,1771_A,0,2,c
I232.118R6.16_HILICPos_X_HILICPos,1771_A,0,4,g
I235.1653R7.18_HILICPos_X_HILICPos,1771_A,0,5,d
I236.1492R9.91_HILICPos_X_HILICPos,1771_A,0,4,g
I236.1493R8.23_HILICPos_X_HILICPos,1771_A,0,4,g
I237.1235R1.65_CyanoAq_X_RP,1771_A,0.6970650194476061,3,b
I238.0524R11.67_HILICPos_X_HILICPos,1771_A,0,4,g
I240.1092R0.94_CyanoAq_X_RP,1771_A,0,2,c
I241.0119R13.69_HILICNeg_X_HILICNeg,1771_A,0.8120700610639392,5,d
I243.1715R1.84_HILICNeg_X_HILICNeg,1771_A,0.8766439479438163,3,b
I244.0828R9.94_HILICNeg_X_HILICNeg,1771_A,0.8396434874281418,6,e
I244.0929R7.89_HILICPos_X_HILICPos,1771_A,0.7853518137647516,1,a
I245.1861R2.33_CyanoAq_X_RP,1771_A,0.5974662849730411,3,b
I245.1862R2.58_CyanoAq_X_RP,1771_A,0.6568404028991103,3,b
I252.083R12.11_HILICPos_X_HILICPos,1771_A,0.7688539282188035,1,a
I252.1092R3.46_HILICPos_X_HILICPos,1771_A,0,1,a
I252.1441R10.53_HILICPos_X_HILICPos,1771_A,0.97006032348012,7,f
I260.1131R1.01_CyanoAq_X_RP,1771_A,0,6,e
I263.1426R2.13_CyanoAq_X_RP,1771_A,0,5,d
I267.0726R11.17_HILICNeg_X_HILICNeg,1771_A,0,2,c
I268.1042R1.29_CyanoAq_X_RP,1771_A,0,4,g
I269.0882R1.02_CyanoAq_X_RP,1771_A,0,7,f
I271.1288R9.7_HILICPos_X_HILICPos,1771_A,0,6,e
I271.1291R0.87_CyanoAq_X_RP,1771_A,0,6,e
I275.9414R1.7_HILICNeg_X_HILICNeg,1771_A,0,4,g
I279.1706R4.12_CyanoAq_X_RP,1771_A,0.671018321676106,3,b
I283.0872R1.5_CyanoAq_X_RP,1771_A,0,4,g
I284.0991R8.89_HILICPos_X_HILICPos,1771_A,0.6525138642580792,1,a
I285.1445R6.57_HILICPos_X_HILICPos,1771_A,0.9203907331532233,6,e
I285.1447R0.91_CyanoAq_X_RP,1771_A,0,4,g
I285.1447R1.14_CyanoAq_X_RP,1771_A,0.9254316382782876,6,e
I285.6464R1_CyanoAq_X_RP,1771_A,0,4,g
I288.1918R7.18_HILICPos_X_HILICPos,1771_A,0,5,d
I288.2032R0.91_CyanoAq_X_RP,1771_A,0.8187713426075559,3,b
I289.1393R10.28_HILICPos_X_HILICPos,1771_A,0,4,g
I291.0698R7.5_HILICPos_X_HILICPos,1771_A,0,6,e
I292.0629R12.12_HILICPos_X_HILICPos,1771_A,0.7386424396488576,3,b
I292.0727R10.9_HILICNeg_X_HILICNeg,1771_A,0,5,d
I293.2112R9.77_CyanoAq_X_RP,1771_A,0,4,g
I293.2113R9.66_CyanoAq_X_RP,1771_A,0,4,g
I294.1814R1.08_CyanoAq_X_RP,1771_A,0.9572976745724094,5,d
I295.1291R1.78_CyanoAq_X_RP,1771_A,0.6109438542599003,3,b
I295.1654R2.4_CyanoAq_X_RP,1771_A,0,5,d
I295.1655R2.58_CyanoAq_X_RP,1771_A,0,3,b
I295.1655R2.81_CyanoAq_X_RP,1771_A,0,3,b
I296.6058R1.22_CyanoAq_X_RP,1771_A,0.796914069946023,6,e
I297.0846R5.35_HILICPos_X_HILICPos,1771_A,0,5,d
I298.0971R2.1_CyanoAq_X_RP,1771_A,0.6115298487229881,1,a
I298.957R7.41_HILICNeg_X_HILICNeg,1771_A,0,4,g
I302.0009R7.07_HILICNeg_X_HILICNeg,1771_A,0,2,c
I303.1551R9.17_HILICPos_X_HILICPos,1771_A,0.9708026298449159,6,e
I303.1553R0.89_CyanoAq_X_RP,1771_A,0.9176124936600185,6,e
I304.079R2.8_HILICNeg_X_HILICNeg,1771_A,0,2,c
I308.1605R5.35_HILICPos_X_HILICPos,1771_A,0,5,d
I310.14R1.31_CyanoAq_X_RP,1771_A,0.9055064129351766,7,f
I311.1239R1.4_CyanoAq_X_RP,1771_A,0,2,c
I313.1548R4.98_CyanoAq_X_RP,1771_A,0.9519398409463474,3,b
I316.0457R12.61_HILICNeg_X_HILICNeg,1771_A,0,4,g
I317.0553R12.1_HILICNeg_X_HILICNeg,1771_A,0.8034498916521033,1,a
I321.2427R9.33_CyanoAq_X_RP,1771_A,0,5,d
I322.1877R1.19_CyanoAq_X_RP,1771_A,0.9631875194413501,3,b
I325.0188R11.15_HILICNeg_X_HILICNeg,1771_A,0,4,g
I326.0563R6.58_HILICPos_X_HILICPos,1771_A,0,4,g
I327.1204R10.42_HILICNeg_X_HILICNeg,1771_A,0,6,e
I329.0856R4.34_HILICNeg_X_HILICNeg,1771_A,0.7189184304074628,7,f
I329.1346R2.89_CyanoAq_X_RP,1771_A,0,6,e
I329.1347R0.88_CyanoAq_X_RP,1771_A,0,6,e
I329.1742R7.17_HILICPos_X_HILICPos,1771_A,0,5,d
I331.1154R11.28_HILICNeg_X_HILICNeg,1771_A,0,6,e
I333.1293R11.28_HILICPos_X_HILICPos,1771_A,0.7291499655580522,6,e
I338.006R9.9_HILICNeg_X_HILICNeg,1771_A,0,4,g
I340.0028R9.93_HILICNeg_X_HILICNeg,1771_A,0,4,g
I340.2597R6.93_CyanoAq_X_RP,1771_A,0,4,g
I345.0462R0.88_CyanoAq_X_RP,1771_A,0,2,c
I346.0564R12.06_HILICNeg_X_HILICNeg,1771_A,0.7316042551354377,1,a
I347.1452R0.87_CyanoAq_X_RP,1771_A,0,6,e
I376.9346R7.43_HILICNeg_X_HILICNeg,1771_A,0,4,g
I377.1459R4.24_CyanoAq_X_RP,1771_A,0,3,b
I379.083R11.37_HILICNeg_X_HILICNeg,1771_A,0,1,a
I386.0341R16.12_HILICNeg_X_HILICNeg,1771_A,0.7665703233209284,1,a
I387.2256R2.2_HILICNeg_X_HILICNeg,1771_A,0,4,g
I401.241R2.14_HILICNeg_X_HILICNeg,1771_A,0,4,g
I414.1624R0.94_CyanoAq_X_RP,1771_A,0,2,c
I414.1638R9.08_HILICNeg_X_HILICNeg,1771_A,0,2,c
I416.1778R9.11_HILICPos_X_HILICPos,1771_A,0,2,c
I416.178R0.93_CyanoAq_X_RP,1771_A,0,2,c
I429.1257R12.32_HILICNeg_X_HILICNeg,1771_A,0,2,c
I455.1888R6.34_HILICPos_X_HILICPos,1771_A,0,4,g
I479.1923R4.35_HILICPos_X_HILICPos,1771_A,0.7956134803054418,7,f
I479.7914R1.79_HILICNeg_X_HILICNeg,1771_A,0,4,g
I511.2407R3.6_CyanoAq_X_RP,1771_A,0,4,g
I548.2723R4.91_CyanoAq_X_RP,1771_A,0,4,g
I606.0756R12.98_HILICNeg_X_HILICNeg,1771_A,0,1,a
I801.3309R6.22_CyanoAq_X_RP,1771_A,0,4,g
I802.3342R6.22_CyanoAq_X_RP,1771_A,0,4,g
I84.045R12.12_HILICPos_X_HILICPos,1771_A,0.7043044307535193,1,a
I87.0446R10.14_HILICPos_X_HILICPos,1771_A,0.9106606878477083,6,e
I93.0578R5.36_HILICPos_X_HILICPos,1771_A,0.7959169108064367,5,d
I96.0449R5.35_HILICPos_X_HILICPos,1771_A,0,4,g
Inosine_X_HILICNeg,1771_A,0,7,f
Isethionic Acid_X_HILICNeg,1771_A,0,5,d
Kynurenine_X_RP,1771_A,0,5,d
L-Pyroglutamic acid_X_HILICNeg,1771_A,0,3,b
Lysine_X_HILICPos,1771_A,0,1,a
Malic Acid_X_HILICNeg,1771_A,0,5,d
Methionine Sulfoxide_X_HILICPos,1771_A,0,3,b
Methionine_X_HILICPos,1771_A,0.7707097406681139,1,a
N-acetyltaurine_X_HILICNeg,1771_A,0,4,g
N(e)-Acetyl-Lysine_X_HILICPos,1771_A,0,5,d
NAD_X_HILICNeg,1771_A,0.6834440766719876,1,a
Ornithine_X_HILICPos,1771_A,0.720829265133295,3,b
Propionyl-L-carnitine_X_HILICPos,1771_A,0,5,d
Sarcosine_X_HILICPos,1771_A,0,5,d
Serine_X_HILICPos,1771_A,0.7661419370328781,1,a
Sucrose_X_HILICNeg,1771_A,0,2,c
Sulfolactic Acid_X_HILICNeg,1771_A,0,4,g
Sulfurol_X_RP,1771_A,0,4,g
Threonine_X_HILICPos,1771_A,0.7000999201313662,1,a
Trehalose_X_HILICNeg,1771_A,0,4,g
Tryptophan_X_RP,1771_A,0.7783569684996314,1,a
Tyrosine_X_HILICPos,1771_A,0.6634316554470182,1,a
Uridine_X_HILICNeg,1771_A,0.9454625018976878,1,a
Vitamin B3_X_HILICPos,1771_A,0.874781215072593,6,e
Vitamin B5_X_RP,1771_A,0,1,a
Adenine_X_HILICPos,1771_B,0.7132853267617474,1,a
Adenosine_X_HILICPos,1771_B,0.79048758437856,1,a
Adenosyl Homocysteine_X_HILICPos,1771_B,0,1,a
Adenosyl Methionine_X_HILICPos,1771_B,0.6074227282101848,1,a
Agmatine_X_RP,1771_B,0,2,c
Alanine_X_HILICPos,1771_B,0.7592834208483705,3,b
Allopurinol_X_RP,1771_B,0,4,g
Amino Propanesulfonic Acid_X_HILICNeg,1771_B,0,4,g
Argininosuccinic Acid_X_HILICPos,1771_B,0,1,a
Asparagine_X_HILICPos,1771_B,0.7449404435095682,1,a
Aspartic acid_X_HILICPos,1771_B,0.7226425985344966,1,a
beta-Alanine_X_HILICPos,1771_B,0,4,g
beta-Glutamic acid_X_HILICPos,1771_B,0,4,g
Butyryl-L-carnitine_X_HILICPos,1771_B,0,5,d
Carnitine_X_HILICPos,1771_B,0.9244071023490382,3,b
Citrulline_X_HILICPos,1771_B,0.6378150662775849,1,a
Creatine_X_HILICPos,1771_B,0,4,g
Cystathionine_X_HILICPos,1771_B,0.855421935080309,6,e
Cysteic Acid_X_HILICNeg,1771_B,0,1,a
Cytidine_X_HILICNeg,1771_B,1,6,e
Cytosine_X_HILICPos,1771_B,0.7365894131308792,1,a
Dexpanthenol_X_HILICPos,1771_B,0,4,g
DHPS_X_HILICNeg,1771_B,0,5,d
DMSP_HILICPos_X_HILICPos,1771_B,0.9547534398410222,1,a
Gluconic Acid_X_HILICNeg,1771_B,0,4,g
Glucosylglycerol_X_HILICPos,1771_B,0,2,c
Glutamine_X_HILICPos,1771_B,0.6933787687689884,1,a
Glutathione Disulfide_X_RP,1771_B,0,1,a
Glycerophosphocholine_X_HILICPos,1771_B,0,5,d
Gonyol_X_HILICPos,1771_B,0.9692441438818787,7,f
Histidine_X_HILICPos,1771_B,0.903417364705795,3,b
Homoserine_X_HILICPos,1771_B,0.6398424239860602,1,a
