MassFeature_Column,KM1513-125m_A,KM1513-125m_B,KM1513-125m_C,KM1513-15m_A,KM1513-15m_B,KM1513-15m_C,KM1513-45m_A,KM1513-45m_B,KM1513-45m_C,KM1513-75m_A,KM1513-75m_B,KM1513-75m_C,S11C1_A,S12C1_A,S12C1_B,S13C1_A,S13C1_B,S14C1_A,S14C1_B,S14C1_C,S2C1_B,S2C1_C,S2C3_A,S4C1_A,S4C1_B,S4C1_C,S4C2_A,S4C2_B,S6C1_A,S6C1_B,S6C1_C,S6C2_A,S6C2_B,S7E41D100_1,S7E41D120_1,S7E41D140_1,S7E41D160_1,S7E41D180_1,S7E41D250_1,S7E41D30_1,S7E41D40_1,S7E41D60_1,S7E41D80_1,S8C1_A,S9C1_A,S9C1_B,S9C2_A,S9C2_B,U3_A,U3_B,U4_A,U4_B,U6_A,U6_B,U7_A,U7_B,U8_A,U8_B,U9_A,U9_B
Sucrose_X_HILICNeg,29675384,16993240,19326130,78596744,86403128,63530928,61394992,74216920,66808820,93187224,88204872,91069840,3309960,7373786,6767992,10364180,11155271,9036075,7793084,10009234,12790301,15997948,11578248,16456061,10927938,12300220,7158374,11024123,10717760,5816418,6807448,26125986,22315796,562959,17311620,186198,0,823256,0,517395,345039,59977,500097,821512,3400629,2024989,1890785,1749118,10639830,23160270,19159862,13674753,41121736,32583748,17643796,26359360,34444044,32435676,65038508,21347164
Sulfolactic Acid_X_HILICNeg,427408,247554,188433,2274562,2551297,1771901,1044336,1283207,1259659,908333,1255494,1652072,2324050,1585613,1514201,799265,819846,802821,877377,853806,472643,801607,581900,717682,532887,607301,693559,1026510,2057200,1606017,2223123,1641624,717974,0,0,0,0,0,0,954778,568109,153216,135353,2373037,2284852,1770774,2767800,1708639,2199409,3979370,1227830,1120418,2226058,2302279,1451054,2310218,1278866,1757500,1834649,803589
Sulfurol_X_RP,188460,138145,126521,55789,23440,24412,262198,218308,207142,126123,131664,285838,0,7904,0,0,0,0,2367,10662,1996,1660,0,0,1525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71166,0,0,895,1769,2025,2842,0,68406,14386,0,11891,28113,17219,0,0
Threonine_X_HILICPos,3652142,1825949,2101440,8328066,8464928,4260848,3081547,3792670,3302995,3838974,2766332,3903130,698446,3071453,3443474,418842,684620,0,714980,771835,0,2507781,0,0,0,0,0,825998,984803,590329,926182,1230685,1428244,0,0,0,0,0,0,14619029,8221955,0,0,0,608429,731739,0,1173257,1337769,6454492,0,721913,3122099,3452431,3125083,967787,694731,3419029,1507192,522461
Thymidine_X_HILICNeg,0,0,0,5538337,7208093,4392949,1956120,4210902,1647645,0,0,4650995,3924081,42889472,9307540,6753596,0,36042168,15669734,7661543,0,954890,792025,0,553511,1016208,879750,0,1169574,2596315,1478071,0,2296449,0,0,0,0,0,0,1077687,1594226,0,0,3851429,0,3700457,4614895,2974715,2015655,2862449,0,1329236,0,6991072,5044580,1922899,0,6628381,2166677,1913945
Trehalose_X_HILICNeg,1569933,921996,842634,19426508,21008170,15373369,2809936,3377789,2916732,2922591,2829115,3238587,1385545,745778,800702,1127898,1481775,1067185,965378,1289845,0,749644,1215127,1358180,982031,1168541,2390676,4762127,768352,529808,567171,4063254,2673472,0,0,0,0,0,0,362834,0,0,42872,645286,1099208,879434,2098511,1148488,496519,1156212,0,469373,3264733,2456828,1979669,1118259,1826572,1788085,1290615,593612
Tryptophan_X_RP,9586428,4683868,5598963,16576774,17676684,10234514,8534554,9122231,7696404,11429457,6414800,18257650,2830334,9063704,6206971,2210041,3824620,4298176,10974534,4362189,5585702,4238358,1972609,2108799,979514,2271174,1835525,3893095,2402098,2671625,2092730,4735319,3681913,1281931,2245681,1373078,4586931,1934374,705414,51297460,31263132,15532238,3995865,5748718,6485331,4351292,5108945,3476919,6418780,7948808,4700463,3407251,13787103,11163137,14445455,3225900,6468247,10033566,5031119,2877814
Tyrosine_X_HILICPos,15609025,12003558,17219464,40335728,41978592,28867064,20034934,25037110,23253108,24289438,21812800,33088816,21204250,24899102,20581224,15333454,15273112,14583790,22168652,14856484,22724760,26477278,9641663,14727393,8616177,11221214,9885887,14141325,16320754,16517767,14141799,21520344,15744427,5888356,4267791,2829745,4843814,4788178,1641971,102461416,81995568,26790324,8417640,27781616,30598802,24734560,30845118,22302836,26028630,36554484,21006090,14443315,39334252,38852860,40945616,22478630,28071884,36046424,27257650,13690150
Uracil_X_HILICNeg,0,0,0,0,0,0,0,0,0,0,0,0,2733576,0,3397438,0,0,0,12811371,1014725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1551478,0,0,5057405,4834122,2577361,0,3797361,0,2444845,3895519,0,2494551,5041757,0,2774398,0,5829972,3318723,2076042,0,5336535,1745881,0
Uridine_X_HILICNeg,8901873,8975128,19384864,39840880,37466716,33120792,11318455,13917335,11796095,10507261,11997254,20380444,18188344,44214576,40481540,16536761,10476873,40728716,54722256,36297352,8792422,7271656,3561406,7982596,5225360,7876515,7605452,8340313,7100382,12360652,6588153,13332110,11155373,0,0,0,2124837,430884,0,18248030,11330009,2549539,0,19867994,15618905,13499752,20901796,15991958,13318986,25931364,22000338,13138989,22996442,42416668,30042118,8749863,21700486,34053312,12602602,10225589
Vitamin B3_X_HILICPos,18687954,15857494,19849506,119776216,115091976,106882568,35763568,37393216,31725844,30080410,35237364,63820124,3290091,4971498,22599938,3138959,2055643,3105564,16061791,11971390,5164744,11481961,1837548,1750304,5956820,5115016,1233269,4306216,9134599,7288484,3773522,5640146,10179778,1075281,2128899,1932924,3313311,3457501,908785,166519296,84845128,12606340,1870720,14963666,5080240,10655193,9331046,2106876,17113542,42823708,8844780,14160340,7730637,18784920,10047139,4997014,2121742,30334636,9674744,4686185
Vitamin B3_X_RP,3869134,3275250,3928949,16964754,18497050,16645316,6579290,5591879,5645388,6560093,6676199,10736338,2505066,17229840,17454598,2291171,8313552,9377454,15351876,7541370,9580663,9409753,1732268,6549719,6049751,3740012,1543510,7887718,6236464,2737734,3157585,9016564,12765544,161777,301545,193907,247182,378553,111194,22784416,14409780,2058737,233468,7420933,9514703,7656762,4871515,2055540,13142816,18107526,15890616,11188366,12722036,12105070,8329247,3202784,8797783,21801674,7314825,5550649
Vitamin B5_X_RP,0,0,0,0,0,0,0,0,0,0,0,0,94023,109918,97563,15067,71550,89494,114203,60895,119674,70910,11341,66950,36452,21099,21967,37326,55042,49991,55073,77889,99976,17144,52313,10688,104946,85318,0,613256,543075,155383,11205,124143,216263,173109,129214,72139,69459,119572,52805,44900,134146,144867,183119,62402,129541,195188,62938,65219
