MassFeature_Column,Identification,nmolEnviromed,nmolEnviromin,nmolEnviromax,nmolCmed,nmolCmin,nmolCmax,molFractionmed,molFractionmin,molFractionmax
I148.0605R12.12_HILICPos_X_HILICPos,Glutamic acid,3.1814383452463897,0.4302266102186638,7.989101896134648,15.90719172623195,2.151133051093319,39.94550948067324,0.18310351838303304,0.07647806699748329,0.3366129480610935
I132.102R6.53_HILICPos_X_HILICPos,Leucine,2.1868910910919617,0.09951116042045201,5.777678595065527,13.12134654655177,0.5970669625227121,34.666071570393164,0.1362261363484458,0.047212862520957605,0.29416781615013143
I118.0864R7.19_HILICPos_X_HILICPos,Betaine,1.15060911253406,0.3904380757381264,8.431085207748541,5.7530455626703,1.952190378690632,42.155426038742704,0.0702497337743254,0.025629272062343524,0.34180009703606096
I148.0968R8.21_HILICPos_X_HILICPos,4-Hydroxyisoleucine,1.1844509986989178,0.06655256369065092,3.1756982784767738,7.106705992193506,0.3993153821439055,19.054189670860644,0.06563578344723656,0.02475385289462762,0.20324803531610316
I152.0567R8.12_HILICPos_X_HILICPos,Guanine,0.5273861390437713,0.09125722126431735,2.668700167844102,2.6369306952188563,0.4562861063215867,13.34350083922051,0.03332342514330023,0.005203232442461801,0.3106271515570106
Glucosylglycerol_X_HILICPos,Glucosylglycerol,0.33971185472047544,0.012254910200901546,2.481780448224563,3.057406692484279,0.11029419180811392,22.336024034021065,0.031955665742594286,0.0019050047085183263,0.1376666234770695
DMSP_HILICPos_X_HILICPos,DMSP,0.4238878261401342,0.019269169984268402,8.434580286399742,2.119439130700671,0.09634584992134201,42.17290143199871,0.026715187316673286,0.0026947599877558937,0.10202858984570516
I138.0549R5.35_HILICPos_X_HILICPos,Homarine,0.15810152206841277,0.02389687557324822,2.6910780143010546,1.1067106544788894,0.16727812901273756,18.83754610010738,0.020657305354671387,0.003093757380202007,0.058794835830630394
Sucrose_X_HILICNeg,Sucrose,0.12956371280247977,0.0017076192818829357,0.8002489247281362,1.5547645536297572,0.020491431382595227,9.602987096737635,0.02019757828822772,1.9369019848456504e-4,0.15146458639435503
I132.102R9.3_HILICPos_X_HILICPos,Trimethylammonium Propionate (TMAP),0.24121834097783756,0.025193507051844657,2.1192626718480376,1.4473100458670256,0.15116104231106794,12.715576031088226,0.01793829593014551,0.004183735513536898,0.06296553107482614
Aspartic acid_X_HILICPos,Aspartic acid,0.39876031183077437,0.03829779982066739,1.678103902252708,1.5950412473230975,0.15319119928266955,6.712415609010832,0.017565092103596434,0.005327884656439277,0.03058766086469466
I175.119R17.83_HILICPos_X_HILICPos,Arginine,0.2278885141611617,0.029935040358284763,5.24785543864767,1.3673310849669702,0.17961024214970858,31.48713263188602,0.016356468162877558,0.00755294339068993,0.09802246010346442
Glutamine_X_HILICPos,Glutamine,0.28472884782916874,0.0361499104699438,1.5218783435030259,1.4236442391458437,0.180749552349719,7.6093917175151295,0.01566398061809924,0.005618963147270769,0.061345891708890536
I116.0709R8.8_HILICPos_X_HILICPos,Proline,0.22326776604048307,0.04553575459370438,2.3113005724158824,1.1163388302024155,0.2276787729685219,11.556502862079412,0.014581489060818256,0.005777505015935995,0.038353246919790814
Gonyol_X_HILICPos,Gonyol,0.19713430607994564,0.018648999457268816,2.5639035161088986,1.3799401425596196,0.13054299620088172,17.94732461276229,0.01257385720456403,0.0034802049802146796,0.14929098190607182
Alanine_X_HILICPos,Alanine,0.33116652916265366,0,3.9916255776768446,0.9934995874879611,0,11.974876733030534,0.012231729542978331,0,0.03250333150841757
I124.0064R10.88_HILICNeg_X_HILICNeg,Taurine,0.4803810784909641,0.15099733065356108,16.095271449052735,0.9607621569819282,0.30199466130712216,32.19054289810547,0.012184051744660643,0.005623699459262807,0.07967791673191754
Tyrosine_X_HILICPos,Tyrosine,0.09769458220366938,0.01685355375201868,1.0432408636616517,0.8792512398330243,0.15168198376816813,9.389167772954865,0.010877344671169353,0.0038055472085279287,0.03662674899152506
I346.0564R12.06_HILICNeg_X_HILICNeg,AMP,0.08145875875729139,0,1.393588502554693,0.8145875875729138,0,13.93588502554693,0.010270739892402712,0,0.04768594489939877
Lysine_X_HILICPos,Lysine,0.14567114378007975,0.022464500040582275,1.3903219636384596,0.8740268626804786,0.13478700024349366,8.341931781830757,0.009809827802947695,0.005107757481709077,0.03579237644021748
Isethionic Acid_X_HILICNeg,Isethionic Acid,0.2833162008714999,0.032774658760041195,13.195161520868298,0.5666324017429998,0.06554931752008239,26.390323041736597,0.0086746305665784465,0.0020542375516517356,0.06682925200916112
I138.055R7.72_HILICPos_X_HILICPos,Trigonelline,0.07938479747586924,0.011715364765934676,1.455298778238085,0.5556935823310847,0.08200755336154272,10.187091447666596,0.0077429241804144395,9.211298652786818e-4,0.023647375941502007
Adenosine_X_HILICPos,Adenosine,0.08080071441978606,0.005465703652631905,0.26752439016925716,0.8080071441978606,0.05465703652631905,2.6752439016925718,0.007686826897548679,0.0016846702870034697,0.021540204949023842
Histidine_X_HILICPos,Histidine,0.0990659526852198,0.03794158761912211,1.3189357842989509,0.5943957161113187,0.22764952571473263,7.913614705793705,0.007647614304868487,0.002669305879559253,0.0381038242204869
I121.032R8.27_HILICPos_X_HILICPos,Dimethylsulfonioacetate (DMS-Ac),0.12373304784620745,0.004049227375768854,2.17718256181166,0.4949321913848298,0.016196909503075417,8.70873024724664,0.005833443190386367,4.504804059134808e-4,0.016944072590576596
I166.0864R1.12_CyanoAq_X_RP,Phenylalanine,0.044324183139861056,0.01068791592415503,1.0346075236988537,0.39891764825874954,0.09619124331739526,9.311467713289684,0.005069970350465534,0.0021707499483638194,0.0263339787729913
DHPS_X_HILICNeg,DHPS,0.11031752741843659,0.002033294155200595,7.023255162120974,0.33095258225530977,0.0060998824656017855,21.069765486362922,0.004042389108097261,1.956022404417578e-4,0.04761509483726529
beta-Alanine_X_HILICPos,beta-Alanine,0.11766921468899766,0.020855936770935023,0.7930185386678649,0.3530076440669929,0.06256781031280506,2.3790556160035945,0.004024659811225914,0.0010464020045528387,0.030894051007983328
L-Pyroglutamic acid_X_HILICNeg,L-Pyroglutamic acid,0.05525961138658114,0.013617574317850092,0.20857668929405157,0.2762980569329057,0.06808787158925046,1.0428834464702579,0.003642814397451703,6.935861842713666e-4,0.014787583589470025
Malic Acid_X_HILICNeg,Malic Acid,0.07649023822660411,0.008947955722681597,0.40374066044796836,0.30596095290641645,0.03579182289072639,1.6149626417918734,0.0035919568796520833,8.330690771788489e-4,0.008742732407305581
beta-Glutamic acid_X_HILICPos,beta-Glutamic acid,0.0643997994556248,0.018006241320028316,0.4004497101633102,0.321998997278124,0.09003120660014158,2.0022485508165513,0.003287734071368952,0.001384363636311142,0.12380921768049867
Tryptophan_X_RP,Tryptophan,0.021573746743369874,0.0040153399233523075,0.44248821806002003,0.23731121417706863,0.044168739156875386,4.867370398660221,0.0031919116407461276,0.0010631623662164216,0.0177767039760071
I104.1074R10.68_HILICPos_X_HILICPos,Choline,0.04350712983360502,0.001855574213704337,0.546824354773676,0.2175356491680251,0.009277871068521685,2.73412177386838,0.0030147646030253246,1.3818889080261223e-4,0.016169337957156173
Serine_X_HILICPos,Serine,0.07735559740269914,0.004284351809093628,1.5071444607298714,0.2320667922080974,0.012853055427280883,4.521433382189614,0.0026585675293058315,1.9619658902132514e-4,0.011522687440490438
I606.0756R12.98_HILICNeg_X_HILICNeg,UDP-glucosamine,0.013999118598561264,0.003839706087745348,0.10796886778993971,0.2379850161755415,0.06527500349167091,1.835470752428975,0.00262202685839535,0.0011606731549370626,0.005758991694763393
Uridine_X_HILICNeg,Uridine,0.024803682859033765,0.004131363704601752,0.174964140748981,0.22323314573130387,0.037182273341415766,1.574677266740829,0.002537069859562224,9.437812858123711e-4,0.010559834264896564
Asparagine_X_HILICPos,Asparagine,0.04701351781643716,0.0019501954699884154,0.41082194271454303,0.18805407126574863,0.007800781879953662,1.6432877708581721,0.0024415480188822248,3.44574694857518e-4,0.0038587971003758905
Glycerophosphocholine_X_HILICPos,Glycerophosphocholine,0.019107528245176204,0.0024626109585148014,1.5471175350694015,0.15286022596140963,0.01970088766811841,12.376940280555212,0.0022075423543627005,2.0177267689347955e-4,0.02408109662476489
Citrulline_X_HILICPos,Citrulline,0.02864401417872737,0.0029430959768443916,0.13150302371512457,0.17186408507236423,0.01765857586106635,0.7890181422907474,0.0020672167411406265,4.4380458858772945e-4,0.0071964989380664994
I284.0991R8.89_HILICPos_X_HILICPos,Guanosine,0.01980849645762115,6.003153289794749e-4,0.11137988792765882,0.1980849645762115,0.006003153289794749,1.1137988792765883,0.0019199194387085545,2.651701771497575e-4,0.009317419731354276
Trehalose_X_HILICNeg,Trehalose,0.013360910342972302,0,0.07555905276105165,0.16033092411566763,0,0.9067086331326198,0.0018700354681813478,0,0.010185734150833146
Adenine_X_HILICPos,Adenine,0.029863350161203804,0.005075757651158722,0.12653039474378439,0.14931675080601903,0.025378788255793608,0.6326519737189219,0.001844728279359925,8.438531497810315e-4,0.006145369363489731
Adenosyl Methionine_X_HILICPos,Adenosyl Methionine,0.01117087536623814,7.260391899503049e-5,0.19350184150687977,0.1675631304935721,0.0010890587849254573,2.9025276226031966,0.0017703914575152827,3.601730466413434e-5,0.020612859266102238
Carnitine_X_HILICPos,Carnitine,0.021946105373542715,0.002711495463415846,0.20956102712616717,0.153622737614799,0.018980468243910923,1.4669271898831702,0.0017410497911516053,4.7138512442564145e-4,0.00786789029204406
Cytidine_X_HILICNeg,Cytidine,0.016034320842048706,7.212712541616846e-4,0.07810771618627174,0.14430888757843835,0.006491441287455162,0.7029694456764457,0.001473466375125038,1.6638546818228622e-4,0.004320493157394889
Threonine_X_HILICPos,Threonine,0.028321057132524738,0.01067075776534999,0.3283938046536768,0.11328422853009895,0.04268303106139996,1.3135752186147072,0.0014239007668886772,7.379118561532204e-4,0.003996406959187326
Cytosine_X_HILICPos,Cytosine,0.02885613003453702,0.006863582840305426,0.2907472249847749,0.11542452013814808,0.027454331361221704,1.1629888999390996,0.0014230417571384885,4.0967138736064065e-4,0.005820730952115916
I143.0816R7.97_HILICPos_X_HILICPos,Ectoine,0.02082164262664307,0.002154644206036238,0.4017209118085896,0.1249298557598584,0.012927865236217428,2.4103254708515376,0.0013877569707138433,1.0753768245166992e-4,0.008750963834856613
Methionine_X_HILICPos,Methionine,0.018467830537148247,0,0.7373171918435822,0.09233915268574124,0,3.6865859592179113,0.0012471363013563095,0,0.007172777010074227
I144.1019R6.44_HILICPos_X_HILICPos,Stachydrine hydrochloride,0.016144963994093417,0.0027573695740242543,0.06961152440427724,0.11301474795865393,0.01930158701816978,0.4872806708299407,0.0012376950971117575,4.2767722702324195e-4,0.0028143963882273763
Ornithine_X_HILICPos,Ornithine,0.023366702989254376,0.002464555826532955,0.1453482968330377,0.11683351494627187,0.012322779132664776,0.7267414841651886,0.001211411835732602,2.5044426485399724e-4,0.00828735483132604
Glutathione Disulfide_X_RP,Glutathione Disulfide,0.0038051104255746896,6.488070713450735e-4,0.0356225566624439,0.0761022085114938,0.012976141426901469,0.712451133248878,0.001013838891970346,2.5408035777130185e-4,0.0029383015694778455
Inosine_X_HILICNeg,Inosine,0.007458243223106224,0.0029470575432415146,0.1693554651945163,0.07458243223106224,0.029470575432415144,1.693554651945163,9.182429118766558e-4,4.0096681446885623e-4,0.006122989764802102
"NAD_X_HILICNeg","NAD",0.0038280271093753013,3.771970065477568e-4,0.02065857523400738,0.08038856929688132,0.007921137137502893,0.433830079914155,9.114777958095007e-4,1.1380906748627977e-4,0.0044020517837103255
I160.0969R8.37_HILICPos_X_HILICPos,Betonicine,0.011644395636202575,0.001785535301931444,0.08192726972702635,0.08151076945341804,0.012498747113520108,0.5734908880891845,9.002875443983695e-4,4.8391087329894693e-4,0.0034536785043451936
Vitamin B3_X_HILICPos,Vitamin B3,0.012135104095312967,6.522942178372694e-4,0.1195217504020563,0.07281062457187779,0.003913765307023616,0.7171305024123378,8.811965273250076e-4,1.710716989656061e-4,0.0033516321182443603
Sarcosine_X_HILICPos,Sarcosine,0.022064688529411892,0.0027310977981714986,0.5655007384138485,0.06619406558823568,0.008193293394514495,1.6965022152415457,8.748126236291588e-4,1.2010823230469112e-4,0.005041709115186412
Thymidine_X_HILICNeg,Thymidine,0.008195139103522136,0.0013459478555366312,0.1632781381901548,0.08195139103522137,0.013459478555366312,1.632781381901548,8.493382042896249e-4,3.239759916654758e-4,0.015402811133501036
