MassFeature_Column,KM1513-125m_A,KM1513-125m_B,KM1513-125m_C,KM1513-15m_A,KM1513-15m_B,KM1513-15m_C,KM1513-45m_A,KM1513-45m_B,KM1513-45m_C,KM1513-75m_A,KM1513-75m_B,KM1513-75m_C,S11C1_A,S12C1_A,S12C1_B,S13C1_A,S13C1_B,S14C1_A,S14C1_B,S14C1_C,S2C3_A,S4C1_A,S4C1_B,S4C1_C,S4C2_A,S4C2_B,S6C1_A,S6C1_B,S6C1_C,S6C2_A,S6C2_B,S7E41D100_1,S7E41D120_1,S7E41D140_1,S7E41D160_1,S7E41D180_1,S7E41D250_1,S7E41D30_1,S7E41D40_1,S7E41D60_1,S7E41D80_1,S8C1_A,S9C1_A,S9C1_B,S9C2_A,S9C2_B,U3_A,U3_B,U4_A,U4_B,U6_A,U6_B,U7_A,U7_B,U8_A,U8_B,U9_A,U9_B
I157.0973R7.33_HILICPos_X_HILICPos,0.7916666666666666,0.8321678321678322,0.8071428571428572,0.5374149659863945,0.5306122448979591,0.5442176870748299,0.6758620689655173,0.6458333333333333,0.6666666666666667,0.7222222222222222,0.7638888888888888,0.7430555555555556,0.7959183673469388,0.7364864864864865,0.7414965986394557,0.726027397260274,0.722972972972973,0.6413793103448275,0.6351351351351351,0.6643835616438356,0.7412587412587412,0.7671232876712328,0.7338129496402878,0.75,0.7112676056338028,0.6891891891891893,0.7785234899328859,0.7567567567567568,0.7905405405405406,0.777027027027027,0.7862068965517242,0.675,0.7642276422764227,0.7899159663865546,0.773109243697479,0.6495726495726496,0.5855855855855856,0.5755395683453237,0.6811594202898551,0.7142857142857143,0.7777777777777778,0.8095238095238095,0.7972972972972973,0.7837837837837838,0.7945205479452055,0.8040540540540541,0.7755102040816326,0.7346938775510203,0.8503401360544218,0.8571428571428572,0.7891156462585034,0.7702702702702703,0.777027027027027,0.8108108108108107,0.8175675675675675,0.8108108108108107,0.8108108108108107,0.7931034482758621
I158.0813R7.81_HILICPos_X_HILICPos,0.36111111111111116,0.29370629370629375,0.33571428571428574,0.36734693877551017,0.3605442176870748,0.34693877551020413,0.4758620689655172,0.47916666666666663,0.48611111111111116,0.3819444444444444,0.3819444444444444,0.35416666666666663,0.7891156462585034,0.5067567567567568,0.5782312925170068,0.4794520547945206,0.44594594594594594,0.3931034482758621,0.41891891891891897,0.5273972602739726,0.5944055944055944,0.4178082191780822,0.5755395683453237,0.5138888888888888,0.6549295774647887,0.472972972972973,0.7181208053691275,0.7162162162162162,0.7635135135135135,0.5743243243243243,0.6206896551724138,0.5166666666666666,0.6016260162601625,0.6134453781512605,0.5042016806722689,0.5213675213675213,0.5315315315315315,0.36690647482014394,0.48550724637681164,0.6766917293233083,0.6190476190476191,0.7210884353741497,0.6959459459459459,0.777027027027027,0.7191780821917808,0.7905405405405406,0.6122448979591837,0.5986394557823129,0.7142857142857143,0.8027210884353742,0.6326530612244898,0.6621621621621622,0.6959459459459459,0.75,0.5405405405405406,0.6351351351351351,0.6081081081081081,0.6344827586206896
I158.1176R5.48_HILICPos_X_HILICPos,0.7361111111111112,0.7412587412587412,0.75,0.727891156462585,0.7346938775510203,0.7482993197278911,0.6551724137931034,0.6527777777777778,0.6736111111111112,0.6875,0.7152777777777778,0.7569444444444444,0.727891156462585,0.5945945945945945,0.6190476190476191,0.595890410958904,0.6418918918918919,0.6,0.5810810810810811,0.6095890410958904,0.6503496503496504,0.6027397260273972,0.6402877697841727,0.6111111111111112,0.5985915492957746,0.6081081081081081,0.7986577181208054,0.6756756756756757,0.7297297297297297,0.6621621621621622,0.6896551724137931,0.29166666666666663,0.4227642276422764,0.40336134453781514,0.45378151260504207,0.3504273504273504,0.5045045045045045,0.3597122302158273,0.4057971014492754,0.40601503759398494,0.4126984126984127,0.5986394557823129,0.6891891891891893,0.7162162162162162,0.6712328767123288,0.722972972972973,0.5714285714285714,0.5782312925170068,0.6938775510204082,0.7142857142857143,0.6938775510204082,0.722972972972973,0.7162162162162162,0.7432432432432432,0.7094594594594594,0.6418918918918919,0.6486486486486487,0.6413793103448275
I160.037R5.34_HILICPos_X_HILICPos,0.6458333333333333,0.7272727272727273,0.7214285714285714,0.5850340136054422,0.564625850340136,0.5714285714285714,0.6068965517241379,0.6180555555555556,0.6388888888888888,0.6944444444444444,0.6111111111111112,0.6319444444444444,0.8027210884353742,0.7702702702702703,0.7142857142857143,0.3013698630136986,0.46621621621621623,0.4758620689655172,0.7094594594594594,0.29452054794520544,0.36363636363636365,0.595890410958904,0.5971223021582734,0.3472222222222222,0.38732394366197187,0.5743243243243243,0.7046979865771812,0.6959459459459459,0.7567567567567568,0.722972972972973,0.8482758620689655,0.09166666666666667,0.024390243902439046,0.04201680672268904,0.03361344537815125,0.042735042735042694,0,0.20143884892086328,0.18840579710144922,0.1578947368421053,0.05555555555555558,0.7482993197278911,0.8175675675675675,0.8108108108108107,0.773972602739726,0.7364864864864865,0.6394557823129252,0.6326530612244898,0.7891156462585034,0.7210884353741497,0.8231292517006803,0.6756756756756757,0.75,0.6891891891891893,0.6891891891891893,0.6081081081081081,0.6283783783783784,0.5862068965517242
I160.0969R6.82_HILICPos_X_HILICPos,0.3472222222222222,0.3076923076923077,0.27142857142857146,0.44217687074829937,0.41496598639455784,0.44217687074829937,0.4,0.38888888888888884,0.375,0.35416666666666663,0.36111111111111116,0.3125,0.6394557823129252,0.45945945945945943,0.5306122448979591,0.5616438356164384,0.5675675675675675,0.5517241379310345,0.45945945945945943,0.5547945205479452,0.5874125874125874,0.5684931506849316,0.5899280575539568,0.5555555555555556,0.5422535211267605,0.4864864864864865,0.6308724832214765,0.5608108108108107,0.6081081081081081,0.44594594594594594,0.5517241379310345,0.5666666666666667,0.6097560975609756,0.5210084033613445,0.4201680672268907,0.4871794871794872,0.5135135135135135,0.24460431654676262,0.28985507246376807,0.5639097744360902,0.6428571428571428,0.47619047619047616,0.5405405405405406,0.5743243243243243,0.547945205479452,0.5945945945945945,0.5238095238095238,0.5170068027210885,0.5918367346938775,0.653061224489796,0.5850340136054422,0.5540540540540541,0.5675675675675675,0.6081081081081081,0.5472972972972974,0.4864864864864865,0.5337837837837838,0.5931034482758621
I160.0969R7.56_HILICPos_X_HILICPos,0.875,0.8741258741258742,0.8571428571428572,0.8231292517006803,0.8163265306122449,0.8367346938775511,0.806896551724138,0.8125,0.8125,0.875,0.8472222222222222,0.8263888888888888,0.5102040816326531,0.42567567567567566,0.4693877551020408,0.815068493150685,0.8040540540540541,0.806896551724138,0.8040540540540541,0.821917808219178,0.8741258741258742,0.8082191780821918,0.7985611510791367,0.8194444444444444,0.7676056338028169,0.7364864864864865,0.6040268456375839,0.5540540540540541,0.6013513513513513,0.6283783783783784,0.6689655172413793,0.5083333333333333,0.49593495934959353,0.5798319327731092,0.5126050420168067,0.49572649572649574,0.45945945945945943,0.3381294964028777,0.3695652173913043,0.4887218045112782,0.5476190476190477,0.44897959183673475,0.46621621621621623,0.527027027027027,0.5,0.5472972972972974,0.5102040816326531,0.5306122448979591,0.4897959183673469,0.5578231292517006,0.44217687074829937,0.4932432432432432,0.41216216216216217,0.5675675675675675,0.4054054054054054,0.41216216216216217,0.4932432432432432,0.5586206896551724
I160.0969R8.37_HILICPos_X_HILICPos,0.8819444444444444,0.8811188811188811,0.8714285714285714,0.8503401360544218,0.8367346938775511,0.8435374149659864,0.8689655172413793,0.8611111111111112,0.8819444444444444,0.8819444444444444,0.8888888888888888,0.8611111111111112,0.8435374149659864,0.7567567567567568,0.7891156462585034,0.904109589041096,0.9121621621621622,0.8758620689655172,0.8581081081081081,0.8767123287671232,0.916083916083916,0.9178082191780822,0.9136690647482014,0.9097222222222222,0.9084507042253521,0.9121621621621622,0.8322147651006712,0.8445945945945946,0.8648648648648649,0.8986486486486487,0.9103448275862069,0.8083333333333333,0.8536585365853658,0.8151260504201681,0.7983193277310925,0.811965811965812,0.7747747747747747,0.7769784172661871,0.8478260869565217,0.8721804511278195,0.873015873015873,0.8639455782312925,0.8581081081081081,0.8513513513513513,0.8493150684931507,0.8648648648648649,0.7619047619047619,0.7619047619047619,0.8299319727891157,0.8163265306122449,0.8027210884353742,0.7905405405405406,0.7837837837837838,0.8310810810810811,0.777027027027027,0.8243243243243243,0.8310810810810811,0.7793103448275862
I161.0631R9.25_HILICPos_X_HILICPos,0.4027777777777778,0.4195804195804196,0.4285714285714286,0.38095238095238093,0.4013605442176871,0.40816326530612246,0.4620689655172414,0.45833333333333337,0.4652777777777778,0.5069444444444444,0.5347222222222222,0.5138888888888888,0.30612244897959184,0.9256756756756757,0.8979591836734694,0.6917808219178082,0.6891891891891893,0.5655172413793104,0.5337837837837838,0.5753424657534247,0.6153846153846154,0.7602739726027398,0.7122302158273381,0.7638888888888888,0.7183098591549295,0.7702702702702703,0.8657718120805369,0.8581081081081081,0.8581081081081081,0.8108108108108107,0.7931034482758621,0.09999999999999998,0.16260162601626016,0.0672268907563025,0.025210084033613467,0.03418803418803418,0.036036036036036,0.5683453237410072,0.3913043478260869,0.13533834586466165,0.09523809523809523,0.34693877551020413,0.43243243243243246,0.3783783783783784,0.36986301369863017,0.3918918918918919,0.9115646258503401,0.9251700680272109,0.8027210884353742,0.7687074829931972,0.7959183673469388,0.8040540540540541,0.8040540540540541,0.8378378378378378,0.8783783783783784,0.8783783783783784,0.9121621621621622,0.896551724137931
I162.0776R1.13_CyanoAq_X_RP,0.6307692307692307,0.5797101449275363,0.6,0.36363636363636365,0.5,0.35064935064935066,0.725,0.8076923076923077,0.7012987012987013,0.6027397260273972,0.6582278481012658,0.7529411764705882,0.8192771084337349,0.7444444444444445,0.7865168539325843,0.7926829268292683,0.7763157894736842,0.7466666666666666,0.7297297297297297,0.5662650602409638,0.4918032786885246,0.5205479452054795,0.7916666666666666,0.6582278481012658,0.6081081081081081,0.647887323943662,0.8433734939759037,0.8666666666666667,0.8764044943820225,0.7582417582417582,0.752808988764045,0.8666666666666667,0.7708333333333334,0.8409090909090909,0.6666666666666667,0.6170212765957447,0.725,0.7530864197530864,0.8227848101265822,0.7796610169491526,0.8113207547169812,0.8705882352941177,0.7738095238095238,0.9047619047619048,0.8588235294117648,0.8809523809523809,0.8461538461538461,0.8351648351648352,0.8111111111111111,0.8777777777777778,0.5862068965517242,0.8333333333333334,0.6976744186046512,0.898876404494382,0.8222222222222222,0.8333333333333334,0.797752808988764,0.898876404494382
I162.1125R6.83_HILICPos_X_HILICPos,0.7430555555555556,0.7482517482517482,0.7142857142857143,0.7482993197278911,0.7482993197278911,0.7755102040816326,0.7724137931034483,0.7708333333333334,0.7638888888888888,0.7708333333333334,0.7986111111111112,0.7847222222222222,0.7074829931972789,0.41891891891891897,0.45578231292517,0.8013698630136986,0.8175675675675675,0.8344827586206897,0.9324324324324325,0.7808219178082192,0.8671328671328671,0.8767123287671232,0.7841726618705036,0.7847222222222222,0.823943661971831,0.7837837837837838,0.738255033557047,0.5945945945945945,0.6216216216216216,0.6486486486486487,0.7241379310344828,0.44166666666666665,0.5772357723577235,0.6386554621848739,0.6218487394957983,0.5555555555555556,0.6486486486486487,0.4460431654676259,0.4130434782608695,0.6616541353383458,0.5396825396825398,0.6802721088435374,0.5878378378378378,0.5878378378378378,0.595890410958904,0.6621621621621622,0.5374149659863945,0.5374149659863945,0.6054421768707483,0.6394557823129252,0.41496598639455784,0.3783783783783784,0.4054054054054054,0.5135135135135135,0.43918918918918914,0.3918918918918919,0.3716216216216216,0.4275862068965517
I162.1125R8.11_HILICPos_X_HILICPos,0.8888888888888888,0.8881118881118881,0.8785714285714286,0.9863945578231292,0.9863945578231292,0.9863945578231292,0.9241379310344827,0.9166666666666666,0.9305555555555556,0.9097222222222222,0.9097222222222222,0.8958333333333334,0.9183673469387755,0.9324324324324325,0.9523809523809523,0.9383561643835616,0.9324324324324325,0.9310344827586207,0.9527027027027027,0.9246575342465754,0.951048951048951,0.9452054794520548,0.9424460431654677,0.9444444444444444,0.9436619718309859,0.9459459459459459,0.9530201342281879,0.9391891891891891,0.9459459459459459,0.9459459459459459,0.9448275862068966,0.8583333333333334,0.9186991869918699,0.8823529411764706,0.8487394957983193,0.8461538461538461,0.8468468468468469,0.8776978417266187,0.8985507246376812,0.8947368421052632,0.8888888888888888,0.9251700680272109,0.9391891891891891,0.9121621621621622,0.9383561643835616,0.9324324324324325,0.9727891156462585,0.9727891156462585,0.9591836734693877,0.9659863945578231,0.9523809523809523,0.9527027027027027,0.9527027027027027,0.9594594594594594,0.9594594594594594,0.9594594594594594,0.9662162162162162,0.9724137931034482
I165.0581R8.33_HILICPos_X_HILICPos,0.7083333333333333,0.7062937062937062,0.6857142857142857,0.8843537414965986,0.9047619047619048,0.9115646258503401,0.8620689655172413,0.8472222222222222,0.8472222222222222,0.8402777777777778,0.8680555555555556,0.8472222222222222,0.7142857142857143,0.8783783783783784,0.8775510204081632,0.8835616438356164,0.9189189189189189,0.8620689655172413,0.8513513513513513,0.863013698630137,0.9230769230769231,0.9315068493150684,0.8992805755395683,0.9166666666666666,0.9366197183098591,0.9391891891891891,0.8993288590604027,0.9189189189189189,0.9256756756756757,0.8513513513513513,0.8689655172413793,0.6833333333333333,0.5365853658536586,0.33613445378151263,0.4789915966386554,0.23076923076923073,0.21621621621621623,0.6834532374100719,0.644927536231884,0.4135338345864662,0.6904761904761905,0.7891156462585034,0.722972972972973,0.7094594594594594,0.7534246575342466,0.7432432432432432,0.8843537414965986,0.8843537414965986,0.7551020408163265,0.7619047619047619,0.7482993197278911,0.75,0.7027027027027026,0.777027027027027,0.7432432432432432,0.7972972972972973,0.8648648648648649,0.8620689655172413
I166.0864R1.12_CyanoAq_X_RP,0.9846153846153847,0.9855072463768116,0.9857142857142858,0.974025974025974,0.9743589743589743,0.974025974025974,0.9875,0.9871794871794872,0.987012987012987,0.9863013698630136,0.9873417721518988,0.9882352941176471,0.9879518072289156,0.9888888888888889,0.9887640449438202,0.9878048780487805,0.9868421052631579,0.9866666666666667,0.9864864864864865,0.9879518072289156,0.9508196721311475,0.9726027397260274,0.9861111111111112,0.9873417721518988,0.9594594594594594,0.9577464788732395,0.963855421686747,0.9888888888888889,0.9887640449438202,0.989010989010989,0.9887640449438202,0.9777777777777777,0.9791666666666666,0.9772727272727273,0.9761904761904762,0.9787234042553191,0.975,0.9876543209876543,0.9873417721518988,0.9830508474576272,0.9811320754716981,0.9882352941176471,0.9880952380952381,0.9880952380952381,0.9882352941176471,0.9880952380952381,0.978021978021978,0.967032967032967,0.9777777777777777,0.9666666666666667,0.9885057471264368,0.9888888888888889,0.9767441860465116,0.9887640449438202,0.9888888888888889,0.9888888888888889,0.9887640449438202,0.9887640449438202
I167.0204R10.56_HILICNeg_X_HILICNeg,0.45999999999999996,0.25,0.3846153846153846,0.7424242424242424,0.782608695652174,0.7246376811594203,0.6896551724137931,0.6229508196721312,0.6290322580645161,0.7090909090909091,0.5964912280701755,0.5254237288135593,0.5692307692307692,0.8095238095238095,0.8405797101449275,0.6301369863013699,0.6527777777777778,0.8142857142857143,0.8904109589041096,0.9459459459459459,0.8,0.4918032786885246,0.8309859154929577,0.875,0.7297297297297297,0.359375,0.9253731343283582,0.9090909090909091,0.9264705882352942,0.8405797101449275,0.863013698630137,0,0,0,0,0,0,0.15909090909090906,0.16279069767441856,0.030303030303030276,0.16000000000000003,0.4411764705882353,0.55,0.2727272727272727,0.13043478260869568,0.6417910447761195,0.8714285714285714,0.9154929577464789,0.8333333333333334,0.9,0.8870967741935484,0.8805970149253731,0.9090909090909091,0.8923076923076922,0.78125,0.8695652173913043,0.9104477611940298,0.8923076923076922
I168.0517R1.05_CyanoAq_X_RP,0.3846153846153846,0.42028985507246375,0.4285714285714286,0.8181818181818181,0.8717948717948718,0.8441558441558441,0.7375,0.6666666666666667,0.7142857142857143,0.6849315068493151,0.6962025316455696,0.5647058823529412,0,0,0.1797752808988764,0.5365853658536586,0.6052631578947368,0.8933333333333333,0.8648648648648649,0.891566265060241,0.819672131147541,0.4246575342465754,0.8888888888888888,0.8607594936708861,0.6756756756756757,0.6056338028169015,0.6144578313253012,0.5888888888888889,0.5842696629213483,0.8901098901098901,0.8876404494382022,0,0,0,0,0,0,0.2592592592592593,0.36708860759493667,0,0,0.388235294117647,0.38095238095238093,0.6785714285714286,0,0,0.4505494505494505,0.5714285714285714,0.23333333333333328,0.3111111111111111,0.6206896551724138,0.3222222222222222,0.13953488372093026,0.2134831460674157,0.16666666666666663,0.1333333333333333,0.2471910112359551,0.2921348314606742
I170.0684R16.91_HILICPos_X_HILICPos,0.3819444444444444,0.28671328671328666,0.2928571428571428,0.6054421768707483,0.6054421768707483,0.6190476190476191,0.5931034482758621,0.5972222222222222,0.5902777777777778,0.5138888888888888,0.5555555555555556,0.5763888888888888,0.5578231292517006,0.5,0.4965986394557823,0.636986301369863,0.6013513513513513,0.6482758620689655,0.6013513513513513,0.6164383561643836,0.6713286713286714,0.6643835616438356,0.697841726618705,0.6388888888888888,0.7253521126760563,0.7027027027027026,0.5369127516778524,0.5202702702702703,0.46621621621621623,0.6689189189189189,0.6965517241379311,0.3583333333333333,0.36585365853658536,0.4285714285714286,0.32773109243697474,0.27350427350427353,0.3063063063063063,0.60431654676259,0.47101449275362317,0.5864661654135339,0.45238095238095233,0.6258503401360545,0.5135135135135135,0.5067567567567568,0.7328767123287672,0.5743243243243243,0.5918367346938775,0.5442176870748299,0.6190476190476191,0.6326530612244898,0.4897959183673469,0.43918918918918914,0.472972972972973,0.4864864864864865,0.4797297297297297,0.5135135135135135,0.44594594594594594,0.4137931034482759
I170.1176R8.07_HILICPos_X_HILICPos,0.7569444444444444,0.7622377622377623,0.7857142857142857,0.6462585034013606,0.6258503401360545,0.6598639455782314,0.6896551724137931,0.7222222222222222,0.6944444444444444,0.7430555555555556,0.75,0.7152777777777778,0.5782312925170068,0.41216216216216217,0.4285714285714286,0.6986301369863014,0.6959459459459459,0.7172413793103448,0.6959459459459459,0.7191780821917808,0.7762237762237763,0.6712328767123288,0.7050359712230216,0.6875,0.6830985915492958,0.6756756756756757,0.5704697986577181,0.527027027027027,0.5743243243243243,0.5540540540540541,0.5931034482758621,0.5,0.6178861788617886,0.7058823529411764,0.6638655462184874,0.6324786324786325,0.7027027027027026,0.13669064748201443,0.23188405797101452,0.368421052631579,0.4920634920634921,0.5170068027210885,0.5945945945945945,0.6283783783783784,0.5547945205479452,0.6148648648648649,0.4625850340136054,0.4693877551020408,0.5510204081632653,0.6054421768707483,0.4965986394557823,0.42567567567567566,0.5,0.5878378378378378,0.5,0.45270270270270274,0.5202702702702703,0.5379310344827586
I172.0067R5.44_HILICNeg_X_HILICNeg,0.6799999999999999,0.7291666666666667,0.75,0.7575757575757576,0.7681159420289855,0.8115942028985508,0.7241379310344828,0.7377049180327868,0.7096774193548387,0.6727272727272727,0.7017543859649122,0.6949152542372881,0.7692307692307692,0.7777777777777778,0.8115942028985508,0.904109589041096,0.875,0.8285714285714285,0.821917808219178,0.8108108108108107,0.8461538461538461,0.8688524590163934,0.9014084507042254,0.9027777777777778,0.9054054054054054,0.859375,0.8507462686567164,0.8484848484848485,0.8382352941176471,0.7971014492753623,0.8356164383561644,0,0,0,0,0,0,0.7954545454545454,0.6511627906976745,0.4545454545454546,0,0.8235294117647058,0.7666666666666666,0.803030303030303,0.8695652173913043,0.8208955223880597,0.8285714285714285,0.8169014084507042,0.7333333333333334,0.7857142857142857,0.7258064516129032,0.7611940298507462,0.803030303030303,0.7692307692307692,0.75,0.782608695652174,0.7761194029850746,0.7230769230769231
I173.0921R8.33_HILICPos_X_HILICPos,0.6805555555555556,0.6853146853146853,0.65,0.5986394557823129,0.6122448979591837,0.6258503401360545,0.5517241379310345,0.5347222222222222,0.5555555555555556,0.5833333333333333,0.5763888888888888,0.5555555555555556,0.6122448979591837,0.44594594594594594,0.435374149659864,0.6506849315068493,0.6351351351351351,0.42068965517241375,0.42567567567567566,0.5205479452054795,0.5314685314685315,0.6506849315068493,0.6474820143884892,0.6458333333333333,0.6126760563380282,0.6148648648648649,0.43624161073825507,0.3851351351351351,0.41216216216216217,0.42567567567567566,0.496551724137931,0.55,0.5121951219512195,0.4873949579831933,0.4957983193277311,0.4358974358974359,0.4144144144144144,0.17985611510791366,0.3840579710144928,0.5112781954887218,0.6587301587301587,0.4217687074829932,0.5337837837837838,0.5337837837837838,0.5684931506849316,0.6216216216216216,0.38095238095238093,0.45578231292517,0.4693877551020408,0.44897959183673475,0.326530612244898,0.28378378378378377,0.3581081081081081,0.6013513513513513,0.42567567567567566,0.4054054054054054,0.3445945945945946,0.3931034482758621
I174.022R5.45_HILICPos_X_HILICPos,0.4930555555555556,0.5174825174825175,0.5928571428571429,0.5714285714285714,0.5578231292517006,0.5850340136054422,0.48275862068965514,0.4444444444444444,0.45138888888888884,0.4027777777777778,0.47916666666666663,0.48611111111111116,0.6666666666666667,0.6081081081081081,0.6394557823129252,0.7191780821917808,0.7094594594594594,0.6620689655172414,0.6689189189189189,0.678082191780822,0.6923076923076923,0.6917808219178082,0.7266187050359711,0.7083333333333333,0.7394366197183099,0.7297297297297297,0.6711409395973154,0.6283783783783784,0.6621621621621622,0.6891891891891893,0.703448275862069,0.275,0.5691056910569106,0.22689075630252098,0.3697478991596639,0.32478632478632474,0.23423423423423428,0.6258992805755396,0.5797101449275363,0.43609022556390975,0.2777777777777778,0.6938775510204082,0.6486486486486487,0.6554054054054055,0.6849315068493151,0.6554054054054055,0.6462585034013606,0.6462585034013606,0.6394557823129252,0.6598639455782314,0.6122448979591837,0.6418918918918919,0.6824324324324325,0.6621621621621622,0.6283783783783784,0.6283783783783784,0.5810810810810811,0.5655172413793104
I174.1126R6.89_HILICPos_X_HILICPos,0.39583333333333337,0.42657342657342656,0.3285714285714286,0.2925170068027211,0.2925170068027211,0.3197278911564626,0.3517241379310345,0.36111111111111116,0.3680555555555556,0.4444444444444444,0.42361111111111116,0.38888888888888884,0.29931972789115646,0.18918918918918914,0.19047619047619047,0.4178082191780822,0.42567567567567566,0.38620689655172413,0.33108108108108103,0.36986301369863017,0.4405594405594405,0.4383561643835616,0.4388489208633094,0.42361111111111116,0.352112676056338,0.3918918918918919,0.25503355704697983,0.17567567567567566,0.2364864864864865,0.20270270270270274,0.2068965517241379,0.2666666666666667,0.4065040650406504,0.5126050420168067,0.4117647058823529,0.3846153846153846,0.5225225225225225,0.02877697841726623,0.07971014492753625,0.26315789473684215,0.4365079365079365,0.20408163265306123,0.2702702702702703,0.2702702702702703,0.23972602739726023,0.28378378378378377,0.1768707482993197,0.17006802721088432,0.2517006802721088,0.26530612244897955,0.19047619047619047,0.16216216216216217,0.17567567567567566,0.25,0.17567567567567566,0.17567567567567566,0.18918918918918914,0.24137931034482762
I174.1126R8.06_HILICPos_X_HILICPos,0.5138888888888888,0.5104895104895104,0.5214285714285714,0.435374149659864,0.40816326530612246,0.4217687074829932,0.42068965517241375,0.4375,0.4305555555555556,0.4652777777777778,0.48611111111111116,0.4652777777777778,0.5986394557823129,0.43243243243243246,0.47619047619047616,0.4657534246575342,0.4797297297297297,0.40689655172413797,0.3648648648648649,0.4246575342465754,0.5104895104895104,0.4726027397260274,0.48920863309352514,0.4722222222222222,0.4084507042253521,0.43918918918918914,0.563758389261745,0.4797297297297297,0.5337837837837838,0.46621621621621623,0.5103448275862069,0.5416666666666667,0.5934959349593496,0.5714285714285714,0.5882352941176471,0.41025641025641024,0.3153153153153153,0.2302158273381295,0.3623188405797102,0.5338345864661654,0.5873015873015873,0.4693877551020408,0.5540540540540541,0.5810810810810811,0.5410958904109588,0.6689189189189189,0.44897959183673475,0.3945578231292517,0.5306122448979591,0.5442176870748299,0.5306122448979591,0.46621621621621623,0.5202702702702703,0.5743243243243243,0.472972972972973,0.5,0.5608108108108107,0.5103448275862069
I175.0789R1_CyanoAq_X_RP,0.2153846153846154,0.24637681159420288,0.17142857142857137,0.37662337662337664,0.5769230769230769,0.5844155844155844,0.6125,0.5897435897435898,0.6363636363636364,0.547945205479452,0.620253164556962,0.5764705882352941,0.4337349397590361,0.16666666666666663,0.3258426966292135,0.6951219512195121,0.6710526315789473,0.6799999999999999,0.6081081081081081,0.6746987951807228,0.2295081967213115,0.7671232876712328,0.8611111111111112,0.7848101265822784,0.7297297297297297,0.8028169014084507,0.4457831325301205,0.47777777777777775,0.3932584269662921,0.6373626373626373,0.7078651685393258,0.4222222222222223,0.39583333333333337,0.38636363636363635,0.30952380952380953,0.23404255319148937,0.475,0.2716049382716049,0.16455696202531644,0.47457627118644063,0.37735849056603776,0.49411764705882355,0.3214285714285714,0.7142857142857143,0.6470588235294117,0.27380952380952384,0.6263736263736264,0.46153846153846156,0.3555555555555555,0.5555555555555556,0.16091954022988508,0.3111111111111111,0.16279069767441856,0.1460674157303371,0.4222222222222223,0.5,0.3370786516853933,0.4719101123595506
I175.119R17.83_HILICPos_X_HILICPos,0.7777777777777778,0.7552447552447552,0.85,0.6870748299319728,0.6666666666666667,0.5918367346938775,0.703448275862069,0.7083333333333333,0.7222222222222222,0.7777777777777778,0.6597222222222222,0.6527777777777778,0.7346938775510203,0.5608108108108107,0.5374149659863945,0.5068493150684932,0.5608108108108107,0.5241379310344827,0.5945945945945945,0.5342465753424658,0.5384615384615384,0.4657534246575342,0.5539568345323741,0.5069444444444444,0.46478873239436624,0.5472972972972974,0.5503355704697986,0.5675675675675675,0.5810810810810811,0.6216216216216216,0.5724137931034483,0.7666666666666666,0.6991869918699187,0.6722689075630253,0.7899159663865546,0.8717948717948718,0.7297297297297297,0.8920863309352518,0.8913043478260869,0.7894736842105263,0.6825396825396826,0.7755102040816326,0.7905405405405406,0.7702702702702703,0.678082191780822,0.6891891891891893,0.564625850340136,0.5714285714285714,0.6326530612244898,0.5374149659863945,0.7210884353741497,0.7094594594594594,0.7635135135135135,0.6756756756756757,0.6621621621621622,0.6013513513513513,0.6216216216216216,0.5241379310344827
I176.0918R10.77_HILICPos_X_HILICPos,0.5,0.4475524475524476,0.37857142857142856,0.5578231292517006,0.5850340136054422,0.5374149659863945,0.7103448275862069,0.7430555555555556,0.7291666666666667,0.4930555555555556,0.4722222222222222,0.4444444444444444,0.4625850340136054,0.22972972972972971,0.217687074829932,0.15753424657534243,0.14864864864864868,0.2551724137931034,0.11486486486486491,0.2465753424657534,0.5594405594405594,0.21232876712328763,0.19424460431654678,0.1527777777777778,0.49295774647887325,0.5945945945945945,0.32885906040268453,0.31756756756756754,0.31081081081081086,0.28378378378378377,0.4,0.6333333333333333,0.30081300813008127,0.3445378151260504,0.31932773109243695,0.5384615384615384,0.46846846846846846,0.539568345323741,0.6086956521739131,0.17293233082706772,0.2063492063492064,0.25850340136054417,0.33783783783783783,0.29054054054054057,0.32191780821917804,0.41216216216216217,0.26530612244897955,0.2925170068027211,0.653061224489796,0.37414965986394555,0.29931972789115646,0.19594594594594594,0.3716216216216216,0.2364864864864865,0.33783783783783783,0.19594594594594594,0.16216216216216217,0.13793103448275867
