MassFeature_Column,SampID,std_area,cluster,latitude,cluster_letters
I136.0508R7.09_HILICPos_X_HILICPos,S4C2_A,0.03895073137884593,2,28.140122,b
I137.0459R1.05_CyanoAq_X_RP,S4C2_A,0.006408248383159552,1,28.140122,a
I137.0459R6.2_HILICPos_X_HILICPos,S4C2_A,0.007583894385651603,1,28.140122,a
I137.0459R7.49_HILICPos_X_HILICPos,S4C2_A,0.006706342314526422,3,28.140122,d
I138.0549R5.35_HILICPos_X_HILICPos,S4C2_A,0.004050782726429433,1,28.140122,a
I138.055R7.72_HILICPos_X_HILICPos,S4C2_A,0.013842822563157352,1,28.140122,a
I139.0157R7.24_HILICNeg_X_HILICNeg,S4C2_A,0.01757468859401502,3,28.140122,d
I141.0659R7.2_HILICPos_X_HILICPos,S4C2_A,0.0226002298125905,1,28.140122,a
I143.0816R7.97_HILICPos_X_HILICPos,S4C2_A,0.007665190029107297,1,28.140122,a
I144.1019R6.44_HILICPos_X_HILICPos,S4C2_A,0.027480662682109188,2,28.140122,b
I145.0608R10.18_HILICPos_X_HILICPos,S4C2_A,0.002885437067156042,1,28.140122,a
I146.0601R1.92_CyanoAq_X_RP,S4C2_A,0.010309380327246124,3,28.140122,d
I148.0605R12.12_HILICPos_X_HILICPos,S4C2_A,0.012730492272827772,1,28.140122,a
I148.0968R8.21_HILICPos_X_HILICPos,S4C2_A,0.022087926640195866,2,28.140122,b
I148.9235R3.57_HILICNeg_X_HILICNeg,S4C2_A,0.01839287235772985,2,28.140122,b
I149.0631R10.15_HILICPos_X_HILICPos,S4C2_A,0.014512508210774898,4,28.140122,c
I150.0775R6.27_HILICPos_X_HILICPos,S4C2_A,0.009755333972117055,1,28.140122,a
I151.1441R6.61_HILICPos_X_HILICPos,S4C2_A,0.0021037808957177066,6,28.140122,f
I152.0567R7.37_HILICPos_X_HILICPos,S4C2_A,0.00991207773208575,5,28.140122,e
I152.0567R8.12_HILICPos_X_HILICPos,S4C2_A,0.028697030184174386,2,28.140122,b
I152.0568R1.08_CyanoAq_X_RP,S4C2_A,0.007595892323791367,5,28.140122,e
I152.0707R9.08_HILICPos_X_HILICPos,S4C2_A,0.0036615489748756938,4,28.140122,c
I152.1282R1.07_CyanoAq_X_RP,S4C2_A,0.005666367815112505,1,28.140122,a
I154.0532R5.23_HILICPos_X_HILICPos,S4C2_A,0.01861965710411799,1,28.140122,a
I154.0723R8.97_HILICPos_X_HILICPos,S4C2_A,0.028380316017678035,2,28.140122,b
I155.0815R8.72_HILICPos_X_HILICPos,S4C2_A,0.02040099178896821,2,28.140122,b
I157.0973R7.33_HILICPos_X_HILICPos,S4C2_A,0.012825904575686812,1,28.140122,a
I158.0813R7.81_HILICPos_X_HILICPos,S4C2_A,0.01933454764070618,1,28.140122,a
I158.1176R5.48_HILICPos_X_HILICPos,S4C2_A,0.012421076476969148,1,28.140122,a
I160.037R5.34_HILICPos_X_HILICPos,S4C2_A,0.0033617119772759527,1,28.140122,a
I160.0969R6.82_HILICPos_X_HILICPos,S4C2_A,0.01306457734364933,1,28.140122,a
I160.0969R7.56_HILICPos_X_HILICPos,S4C2_A,0.04402111052734638,7,28.140122,g
I160.0969R8.37_HILICPos_X_HILICPos,S4C2_A,0.04032960423960855,2,28.140122,b
I161.0631R9.25_HILICPos_X_HILICPos,S4C2_A,0.007421775613937865,4,28.140122,c
I162.0776R1.13_CyanoAq_X_RP,S4C2_A,0.005516503736455141,1,28.140122,a
I162.1125R6.83_HILICPos_X_HILICPos,S4C2_A,0.03913683432391994,7,28.140122,g
I162.1125R8.11_HILICPos_X_HILICPos,S4C2_A,0.011249020421221105,4,28.140122,c
I165.0581R8.33_HILICPos_X_HILICPos,S4C2_A,0.04648354847666855,2,28.140122,b
I166.0864R1.12_CyanoAq_X_RP,S4C2_A,0.01262126028880227,3,28.140122,d
I167.0204R10.56_HILICNeg_X_HILICNeg,S4C2_A,0.005970883270561087,4,28.140122,c
I168.0517R1.05_CyanoAq_X_RP,S4C2_A,0.01711725353641408,7,28.140122,g
I170.0684R16.91_HILICPos_X_HILICPos,S4C2_A,0.0468632332083382,2,28.140122,b
I170.1176R8.07_HILICPos_X_HILICPos,S4C2_A,0.03420916909359235,2,28.140122,b
I172.0067R5.44_HILICNeg_X_HILICNeg,S4C2_A,0.041382923332470574,2,28.140122,b
I173.0921R8.33_HILICPos_X_HILICPos,S4C2_A,0.03032633591802185,2,28.140122,b
I174.022R5.45_HILICPos_X_HILICPos,S4C2_A,0.03955028231845089,2,28.140122,b
I174.1126R6.89_HILICPos_X_HILICPos,S4C2_A,0.027819649476700146,2,28.140122,b
I174.1126R8.06_HILICPos_X_HILICPos,S4C2_A,0.011684669253170004,1,28.140122,a
I175.0789R1_CyanoAq_X_RP,S4C2_A,0.03651930195734334,7,28.140122,g
I175.119R17.83_HILICPos_X_HILICPos,S4C2_A,0.008041229758453734,1,28.140122,a
I176.0918R10.77_HILICPos_X_HILICPos,S4C2_A,0.08172670410005742,2,28.140122,b
I176.0918R7.43_HILICPos_X_HILICPos,S4C2_A,0.02752123506190542,2,28.140122,b
I176.1281R10.33_HILICPos_X_HILICPos,S4C2_A,0.035732778397087314,2,28.140122,b
I176.1282R7.85_HILICPos_X_HILICPos,S4C2_A,4.77108288448523e-4,4,28.140122,c
I177.0581R9.17_HILICPos_X_HILICPos,S4C2_A,0.028264433478127036,2,28.140122,b
I177.0582R7.98_HILICPos_X_HILICPos,S4C2_A,0.1161788899363129,7,28.140122,g
I179.0048R7.02_HILICPos_X_HILICPos,S4C2_A,0.03292582061755236,2,28.140122,b
I179.024R6.59_HILICPos_X_HILICPos,S4C2_A,0.006787313433004205,1,28.140122,a
I180.1019R8.38_HILICPos_X_HILICPos,S4C2_A,0.023978166083383812,1,28.140122,a
I182.0674R1.17_CyanoAq_X_RP,S4C2_A,0.005855128305667297,4,28.140122,c
I185.0922R8.02_HILICPos_X_HILICPos,S4C2_A,0.03389582412734286,7,28.140122,g
I186.0253R12.12_HILICNeg_X_HILICNeg,S4C2_A,0.023023150003167164,1,28.140122,a
I188.0707R7.54_HILICPos_X_HILICPos,S4C2_A,0.01443714695473874,1,28.140122,a
I189.1235R6.93_HILICPos_X_HILICPos,S4C2_A,0.016351348950587298,1,28.140122,a
I190.1439R0.83_CyanoAq_X_RP,S4C2_A,0.025835645172266972,2,28.140122,b
I192.9131R3.72_HILICNeg_X_HILICNeg,S4C2_A,0.06609728769880903,7,28.140122,g
I192.9808R2.93_HILICNeg_X_HILICNeg,S4C2_A,0.04474199431079042,1,28.140122,a
I193.0531R10.87_HILICPos_X_HILICPos,S4C2_A,0.01293523824462476,2,28.140122,b
I193.0894R10.12_HILICPos_X_HILICPos,S4C2_A,0.026291897057347646,2,28.140122,b
I194.9965R12.04_HILICNeg_X_HILICNeg,S4C2_A,0.024116807603340173,1,28.140122,a
I195.0765R10.08_HILICPos_X_HILICPos,S4C2_A,0.0027537713347999676,3,28.140122,d
I196.0831R1.52_CyanoAq_X_RP,S4C2_A,0.007347801109299382,3,28.140122,d
I196.083R5.03_HILICPos_X_HILICPos,S4C2_A,0.009925269132857129,1,28.140122,a
I203.1392R1.16_CyanoAq_X_RP,S4C2_A,0.00559608798879261,3,28.140122,d
I204.1232R7.22_HILICPos_X_HILICPos,S4C2_A,0.011609924431784203,1,28.140122,a
I204.1233R3.65_HILICPos_X_HILICPos,S4C2_A,0.0021118724093219304,4,28.140122,c
I204.1596R0.89_CyanoAq_X_RP,S4C2_A,0.025374728847575523,2,28.140122,b
I206.0351R6.59_HILICPos_X_HILICPos,S4C2_A,0.005174606830612842,1,28.140122,a
I206.0675R2.59_CyanoAq_X_RP,S4C2_A,0.02464487203472786,1,28.140122,a
I206.1389R6.76_HILICPos_X_HILICPos,S4C2_A,0.05055452373367126,7,28.140122,g
I207.0686R8.88_HILICPos_X_HILICPos,S4C2_A,0.08674187583678901,7,28.140122,g
I207.1704R6.56_HILICPos_X_HILICPos,S4C2_A,0.00591013861636027,1,28.140122,a
I209.0478R11.07_HILICPos_X_HILICPos,S4C2_A,0.012989476011764263,2,28.140122,b
I209.0843R7.18_HILICPos_X_HILICPos,S4C2_A,0.09958623299858486,7,28.140122,g
I209.0844R8.07_HILICPos_X_HILICPos,S4C2_A,0.06405288602221035,7,28.140122,g
I211.0565R12.12_HILICPos_X_HILICPos,S4C2_A,0.024667588979043916,1,28.140122,a
I214.0388R5.25_HILICNeg_X_HILICNeg,S4C2_A,0.012824215284227366,1,28.140122,a
I214.0484R11.68_HILICNeg_X_HILICNeg,S4C2_A,0.0026210838420382917,3,28.140122,d
I217.93R10.87_HILICNeg_X_HILICNeg,S4C2_A,0.007022133244300917,1,28.140122,a
I219.1703R6.51_HILICPos_X_HILICPos,S4C2_A,0.00855927179168541,1,28.140122,a
I219.9271R10.87_HILICNeg_X_HILICNeg,S4C2_A,0.00914302429335424,3,28.140122,d
I221.022R10.39_HILICNeg_X_HILICNeg,S4C2_A,0.033638864096711116,1,28.140122,a
I221.0843R5.26_HILICPos_X_HILICPos,S4C2_A,0.0023687686595226334,4,28.140122,c
I221.0843R5.58_HILICPos_X_HILICPos,S4C2_A,0.002387577691996902,4,28.140122,c
I221.0843R8.12_HILICPos_X_HILICPos,S4C2_A,0.01971319140440877,4,28.140122,c
I221.0844R0.89_CyanoAq_X_RP,S4C2_A,0.010925879117992518,4,28.140122,c
I225.1607R2.2_HILICNeg_X_HILICNeg,S4C2_A,0.022910414731918998,2,28.140122,b
I227.1754R2.2_HILICPos_X_HILICPos,S4C2_A,0.02391179072372356,2,28.140122,b
I228.0979R6.34_HILICPos_X_HILICPos,S4C2_A,0.012370925531607107,5,28.140122,e
I229.1549R0.89_CyanoAq_X_RP,S4C2_A,0.01016721253068085,1,28.140122,a
I229.1557R2_HILICNeg_X_HILICNeg,S4C2_A,0.012214874442338024,3,28.140122,d
I232.0231R10.77_HILICNeg_X_HILICNeg,S4C2_A,0.08300180440101207,1,28.140122,a
I232.118R6.16_HILICPos_X_HILICPos,S4C2_A,0.034124088654796575,1,28.140122,a
I235.1653R7.18_HILICPos_X_HILICPos,S4C2_A,0.0042381479819078765,1,28.140122,a
I236.1492R9.91_HILICPos_X_HILICPos,S4C2_A,0.009589572880374242,1,28.140122,a
I236.1493R8.23_HILICPos_X_HILICPos,S4C2_A,0.015143478256612,1,28.140122,a
I237.1235R1.65_CyanoAq_X_RP,S4C2_A,0.01036309723787848,3,28.140122,d
I238.0524R11.67_HILICPos_X_HILICPos,S4C2_A,0.01363314951166052,1,28.140122,a
I239.002R2.89_HILICNeg_X_HILICNeg,S4C2_A,0.27298360931238025,7,28.140122,g
I240.1092R0.94_CyanoAq_X_RP,S4C2_A,0.010145644169708161,3,28.140122,d
I241.0119R13.69_HILICNeg_X_HILICNeg,S4C2_A,0.009076489459851777,1,28.140122,a
I241.0297R0.89_CyanoAq_X_RP,S4C2_A,0.2487257175052799,7,28.140122,g
I243.1715R1.84_HILICNeg_X_HILICNeg,S4C2_A,0.011082979544226225,3,28.140122,d
I244.0495R6.68_HILICNeg_X_HILICNeg,S4C2_A,0.003343961022059093,4,28.140122,c
I244.0828R9.94_HILICNeg_X_HILICNeg,S4C2_A,0.04577676621082894,2,28.140122,b
I244.0929R7.89_HILICPos_X_HILICPos,S4C2_A,0.014001082203289437,1,28.140122,a
I245.1588R2.3_CyanoAq_X_RP,S4C2_A,0.008497782616324752,1,28.140122,a
I245.1861R2.33_CyanoAq_X_RP,S4C2_A,0.008760052600273578,3,28.140122,d
I245.1862R2.58_CyanoAq_X_RP,S4C2_A,0.011193918295160104,3,28.140122,d
I248.9764R0.9_CyanoAq_X_RP,S4C2_A,0.001064131948098487,1,28.140122,a
I249.1347R5.35_HILICPos_X_HILICPos,S4C2_A,0,1,28.140122,a
I252.083R12.11_HILICPos_X_HILICPos,S4C2_A,0.020705653107547777,1,28.140122,a
I252.1092R3.46_HILICPos_X_HILICPos,S4C2_A,0.004298382283422352,5,28.140122,e
I252.1441R10.53_HILICPos_X_HILICPos,S4C2_A,0.024899560129380154,2,28.140122,b
I253.9168R1.77_HILICNeg_X_HILICNeg,S4C2_A,0.10968059709791211,7,28.140122,g
I260.1131R1.01_CyanoAq_X_RP,S4C2_A,0.1787553355353292,2,28.140122,b
I261.1311R1.29_CyanoAq_X_RP,S4C2_A,0.02744075361227116,1,28.140122,a
I261.9827R12.12_HILICNeg_X_HILICNeg,S4C2_A,0.030197316600390087,1,28.140122,a
I263.1426R2.13_CyanoAq_X_RP,S4C2_A,0,3,28.140122,d
I267.0726R11.17_HILICNeg_X_HILICNeg,S4C2_A,0.036770956434713876,7,28.140122,g
I268.1042R1.29_CyanoAq_X_RP,S4C2_A,0.00783005873287955,5,28.140122,e
I269.0882R1.02_CyanoAq_X_RP,S4C2_A,0.004519330991008019,3,28.140122,d
I271.1288R9.7_HILICPos_X_HILICPos,S4C2_A,0.015729217004295686,4,28.140122,c
I271.1291R0.87_CyanoAq_X_RP,S4C2_A,0.008574153743927667,4,28.140122,c
I275.9414R1.7_HILICNeg_X_HILICNeg,S4C2_A,0.16546970425906812,7,28.140122,g
I276.9109R1.79_HILICNeg_X_HILICNeg,S4C2_A,0.051116401035030144,7,28.140122,g
I277.9097R1.79_HILICNeg_X_HILICNeg,S4C2_A,0.05711154043802897,7,28.140122,g
I279.1706R4.12_CyanoAq_X_RP,S4C2_A,0.012199324408882018,3,28.140122,d
I283.0872R1.5_CyanoAq_X_RP,S4C2_A,0.007456263936232525,5,28.140122,e
I284.0991R8.89_HILICPos_X_HILICPos,S4C2_A,0.0073988200662428,3,28.140122,d
I285.1445R6.57_HILICPos_X_HILICPos,S4C2_A,0.015785898560368727,6,28.140122,f
I285.1445R8.18_HILICPos_X_HILICPos,S4C2_A,0.04141405509959934,2,28.140122,b
I285.1447R0.91_CyanoAq_X_RP,S4C2_A,0.02929561910218217,1,28.140122,a
I285.1447R1.14_CyanoAq_X_RP,S4C2_A,0.01058119632310238,6,28.140122,f
I285.6464R1_CyanoAq_X_RP,S4C2_A,0.06648789834441511,2,28.140122,b
I288.1918R7.18_HILICPos_X_HILICPos,S4C2_A,0.013595253298504301,1,28.140122,a
I288.2032R0.91_CyanoAq_X_RP,S4C2_A,0.009264605023017507,3,28.140122,d
I289.1393R10.28_HILICPos_X_HILICPos,S4C2_A,0.03686754626927055,2,28.140122,b
I291.0698R7.5_HILICPos_X_HILICPos,S4C2_A,0.01452090911934409,3,28.140122,d
I292.0629R12.12_HILICPos_X_HILICPos,S4C2_A,0.024815831608386848,1,28.140122,a
I292.0727R10.9_HILICNeg_X_HILICNeg,S4C2_A,0.0057930953131402115,1,28.140122,a
I293.2112R9.77_CyanoAq_X_RP,S4C2_A,0,4,28.140122,c
I293.2113R9.66_CyanoAq_X_RP,S4C2_A,0,4,28.140122,c
I294.1814R1.08_CyanoAq_X_RP,S4C2_A,0.01692285078845174,1,28.140122,a
I295.1291R1.78_CyanoAq_X_RP,S4C2_A,0.01777834315860409,3,28.140122,d
I295.1654R2.4_CyanoAq_X_RP,S4C2_A,0.012569977548737545,3,28.140122,d
I295.1655R2.58_CyanoAq_X_RP,S4C2_A,0.016662696998602462,3,28.140122,d
I295.1655R2.81_CyanoAq_X_RP,S4C2_A,0.007059996815915656,3,28.140122,d
I296.6058R1.22_CyanoAq_X_RP,S4C2_A,0.007176053451057738,4,28.140122,c
I297.0846R5.35_HILICPos_X_HILICPos,S4C2_A,1.937728843083381e-4,1,28.140122,a
I297.1885R5.9_CyanoAq_X_RP,S4C2_A,0.08504087813550176,7,28.140122,g
I298.0971R2.1_CyanoAq_X_RP,S4C2_A,0.012724224003221676,2,28.140122,b
I298.957R7.41_HILICNeg_X_HILICNeg,S4C2_A,0.020020018262514386,1,28.140122,a
I299.1967R2.47_CyanoAq_X_RP,S4C2_A,0,4,28.140122,c
I300.8705R4.81_HILICNeg_X_HILICNeg,S4C2_A,0.022879695245622278,2,28.140122,b
I302.0009R7.07_HILICNeg_X_HILICNeg,S4C2_A,0.020754206590651275,1,28.140122,a
I303.1551R9.17_HILICPos_X_HILICPos,S4C2_A,0.03916602845228148,2,28.140122,b
I303.1553R0.89_CyanoAq_X_RP,S4C2_A,0.0802492285760103,2,28.140122,b
I304.079R2.8_HILICNeg_X_HILICNeg,S4C2_A,0.0021900349369933132,5,28.140122,e
I305.1573R1.6_CyanoAq_X_RP,S4C2_A,0.02776290869123159,1,28.140122,a
I306.4913R3.77_CyanoAq_X_RP,S4C2_A,2.2797337222206228e-4,6,28.140122,f
I308.1605R5.35_HILICPos_X_HILICPos,S4C2_A,0.004557268361458812,1,28.140122,a
I310.14R1.31_CyanoAq_X_RP,S4C2_A,0.01629607363642972,1,28.140122,a
I311.1239R1.4_CyanoAq_X_RP,S4C2_A,0.02035823570659968,3,28.140122,d
I313.1548R4.98_CyanoAq_X_RP,S4C2_A,0.011817968501114818,3,28.140122,d
I316.0457R12.61_HILICNeg_X_HILICNeg,S4C2_A,0.015451008109415488,1,28.140122,a
I317.0553R12.1_HILICNeg_X_HILICNeg,S4C2_A,0.0033020010530612673,4,28.140122,c
I321.2427R9.33_CyanoAq_X_RP,S4C2_A,0.0038405110479980105,3,28.140122,d
I322.1877R1.19_CyanoAq_X_RP,S4C2_A,0.014402749073758731,1,28.140122,a
I325.0188R11.15_HILICNeg_X_HILICNeg,S4C2_A,0.07913777703822077,7,28.140122,g
I325.1761R2.97_CyanoAq_X_RP,S4C2_A,0.0378407260279886,2,28.140122,b
I326.0563R6.58_HILICPos_X_HILICPos,S4C2_A,0.014087876517169362,1,28.140122,a
I327.1204R10.42_HILICNeg_X_HILICNeg,S4C2_A,0.053912186640120034,2,28.140122,b
I329.0856R4.34_HILICNeg_X_HILICNeg,S4C2_A,0.00775541805790536,3,28.140122,d
I329.1346R2.89_CyanoAq_X_RP,S4C2_A,0.028790502193428442,4,28.140122,c
I329.1347R0.88_CyanoAq_X_RP,S4C2_A,0.04011400572055663,2,28.140122,b
I329.1742R7.17_HILICPos_X_HILICPos,S4C2_A,0.014887387180280336,1,28.140122,a
I329.2073R2.82_CyanoAq_X_RP,S4C2_A,0,4,28.140122,c
I331.1154R11.28_HILICNeg_X_HILICNeg,S4C2_A,0.02794883925949256,2,28.140122,b
I333.1293R11.28_HILICPos_X_HILICPos,S4C2_A,0.015473952833090474,2,28.140122,b
I338.006R9.9_HILICNeg_X_HILICNeg,S4C2_A,0.06039545165882668,2,28.140122,b
I340.0028R9.93_HILICNeg_X_HILICNeg,S4C2_A,0.07307111000669007,2,28.140122,b
I340.2597R6.93_CyanoAq_X_RP,S4C2_A,0.0673361149278469,2,28.140122,b
I345.0462R0.88_CyanoAq_X_RP,S4C2_A,0.006218857213116973,3,28.140122,d
I345.6642R3.9_CyanoAq_X_RP,S4C2_A,3.3263162320666976e-4,3,28.140122,d
I346.0564R12.06_HILICNeg_X_HILICNeg,S4C2_A,0.014524906232732044,1,28.140122,a
I346.1457R4.95_CyanoAq_X_RP,S4C2_A,0,6,28.140122,f
I347.1452R0.87_CyanoAq_X_RP,S4C2_A,0.04482830981392829,2,28.140122,b
I370.6952R2.68_CyanoAq_X_RP,S4C2_A,3.214638139363992e-4,6,28.140122,f
I375.2136R4.1_CyanoAq_X_RP,S4C2_A,0,6,28.140122,f
I376.9346R7.43_HILICNeg_X_HILICNeg,S4C2_A,0.021103208324277624,1,28.140122,a
I377.1459R4.24_CyanoAq_X_RP,S4C2_A,0.011665097934915832,1,28.140122,a
I379.083R11.37_HILICNeg_X_HILICNeg,S4C2_A,0.014639558731221648,1,28.140122,a
I381.1828R4.47_CyanoAq_X_RP,S4C2_A,0,6,28.140122,f
I386.0341R16.12_HILICNeg_X_HILICNeg,S4C2_A,0.0236336767950134,1,28.140122,a
I387.2256R2.2_HILICNeg_X_HILICNeg,S4C2_A,0.010795260635278966,3,28.140122,d
I401.241R2.14_HILICNeg_X_HILICNeg,S4C2_A,0.005063839742466916,1,28.140122,a
I404.7398R5.8_CyanoAq_X_RP,S4C2_A,0,6,28.140122,f
I414.1624R0.94_CyanoAq_X_RP,S4C2_A,0.019482453518252136,2,28.140122,b
I414.1638R9.08_HILICNeg_X_HILICNeg,S4C2_A,0.01248734735429412,4,28.140122,c
I416.1778R9.11_HILICPos_X_HILICPos,S4C2_A,0.014321190609894369,2,28.140122,b
I416.178R0.93_CyanoAq_X_RP,S4C2_A,0.011081492858192363,4,28.140122,c
I419.6799R6.47_CyanoAq_X_RP,S4C2_A,0,5,28.140122,e
I424.2081R2.64_CyanoAq_X_RP,S4C2_A,6.161948926101337e-4,3,28.140122,d
I429.1257R12.32_HILICNeg_X_HILICNeg,S4C2_A,0.12484050581787996,7,28.140122,g
I455.1888R6.34_HILICPos_X_HILICPos,S4C2_A,0.01015666798199627,5,28.140122,e
I459.2336R3.77_CyanoAq_X_RP,S4C2_A,0,6,28.140122,f
I470.2256R5.55_CyanoAq_X_RP,S4C2_A,0,3,28.140122,d
I479.1923R4.35_HILICPos_X_HILICPos,S4C2_A,0.01012429946093132,1,28.140122,a
I479.7914R1.79_HILICNeg_X_HILICNeg,S4C2_A,0.08175399352049427,7,28.140122,g
I495.0783R2.22_HILICNeg_X_HILICNeg,S4C2_A,0.12950813839986072,7,28.140122,g
I511.2407R3.6_CyanoAq_X_RP,S4C2_A,3.1586648645282403e-4,6,28.140122,f
I533.0521R2.2_HILICNeg_X_HILICNeg,S4C2_A,0.11050190201990687,7,28.140122,g
I548.2723R4.91_CyanoAq_X_RP,S4C2_A,0,1,28.140122,a
I575.1679R5.3_CyanoAq_X_RP,S4C2_A,7.979830875511546e-4,1,28.140122,a
I577.1657R5.3_CyanoAq_X_RP,S4C2_A,8.159777447773697e-4,1,28.140122,a
I589.2805R5.44_CyanoAq_X_RP,S4C2_A,4.166242047167271e-4,3,28.140122,d
I605.3175R6.37_CyanoAq_X_RP,S4C2_A,0,6,28.140122,f
I606.0756R12.98_HILICNeg_X_HILICNeg,S4C2_A,0.014233993323302404,1,28.140122,a
I620.9939R2.17_HILICNeg_X_HILICNeg,S4C2_A,0.03799765816829005,7,28.140122,g
I622.9911R2.17_HILICNeg_X_HILICNeg,S4C2_A,0.04064536385265576,7,28.140122,g
I801.3309R6.22_CyanoAq_X_RP,S4C2_A,0,6,28.140122,f
I802.3342R6.22_CyanoAq_X_RP,S4C2_A,0,6,28.140122,f
I84.045R12.12_HILICPos_X_HILICPos,S4C2_A,0.015470700030429841,1,28.140122,a
I87.0446R10.14_HILICPos_X_HILICPos,S4C2_A,0.01770824141007437,4,28.140122,c
I93.0578R5.36_HILICPos_X_HILICPos,S4C2_A,0.004719717438893715,1,28.140122,a
I96.0449R5.35_HILICPos_X_HILICPos,S4C2_A,0.005639837757372087,1,28.140122,a
Inosine_X_HILICNeg,S4C2_A,0.007251206454403748,3,28.140122,d
Isethionic Acid_X_HILICNeg,S4C2_A,0.01257414858271083,1,28.140122,a
Kynurenine_X_RP,S4C2_A,0,3,28.140122,d
L-Pyroglutamic acid_X_HILICNeg,S4C2_A,0.013686028533260921,1,28.140122,a
Lysine_X_HILICPos,S4C2_A,0.011341368626154208,1,28.140122,a
Malic Acid_X_HILICNeg,S4C2_A,0.02781806922605511,1,28.140122,a
Methionine Sulfoxide_X_HILICPos,S4C2_A,0.03189861149068945,1,28.140122,a
Methionine_X_HILICPos,S4C2_A,0.004947467428337165,3,28.140122,d
N-acetyltaurine_X_HILICNeg,S4C2_A,0.01641905402296576,1,28.140122,a
N(e)-Acetyl-Lysine_X_HILICPos,S4C2_A,0.018576503990094063,1,28.140122,a
NAD_X_HILICNeg,S4C2_A,0.016439733988844445,1,28.140122,a
Ornithine_X_HILICPos,S4C2_A,0.0058260097409963095,2,28.140122,b
Propionyl-L-carnitine_X_HILICPos,S4C2_A,0.013188719541268826,1,28.140122,a
Sarcosine_X_HILICPos,S4C2_A,0.0170842039518272,1,28.140122,a
Serine_X_HILICPos,S4C2_A,0.01010149294260647,1,28.140122,a
Sucrose_X_HILICNeg,S4C2_A,0.013645971850148283,1,28.140122,a
Sulfolactic Acid_X_HILICNeg,S4C2_A,0.014088068601456385,1,28.140122,a
Sulfurol_X_RP,S4C2_A,0,3,28.140122,d
Threonine_X_HILICPos,S4C2_A,0,3,28.140122,d
Thymidine_X_HILICNeg,S4C2_A,0.004952358985317455,5,28.140122,e
Trehalose_X_HILICNeg,S4C2_A,0.048044800447497114,2,28.140122,b
Tryptophan_X_RP,S4C2_A,0.015307179242078278,1,28.140122,a
Tyrosine_X_HILICPos,S4C2_A,0.012842142687879516,1,28.140122,a
Uracil_X_HILICNeg,S4C2_A,0,3,28.140122,d
Uridine_X_HILICNeg,S4C2_A,0.011484416091808272,3,28.140122,d
Vitamin B3_X_HILICPos,S4C2_A,0.004050633693484279,3,28.140122,d
Vitamin B5_X_RP,S4C2_A,0.011976186662323404,1,28.140122,a
Adenine_X_HILICPos,S4C2_B,0.013588187335792066,1,28.140122,a
Adenosine_X_HILICPos,S4C2_B,0.008585097773060707,1,28.140122,a
Adenosyl Homocysteine_X_HILICPos,S4C2_B,0.02796932678924242,2,28.140122,b
Adenosyl Methionine_X_HILICPos,S4C2_B,0.01940806518457802,2,28.140122,b
Agmatine_X_RP,S4C2_B,0.028223824463155946,1,28.140122,a
Alanine_X_HILICPos,S4C2_B,0.014071327156570425,1,28.140122,a
Allopurinol_X_RP,S4C2_B,0.016377195942474967,3,28.140122,d
Amino Propanesulfonic Acid_X_HILICNeg,S4C2_B,0.010464917036271653,1,28.140122,a
Argininosuccinic Acid_X_HILICPos,S4C2_B,0.004002658529079005,4,28.140122,c
Asparagine_X_HILICPos,S4C2_B,0.022535580842114485,1,28.140122,a
Aspartic acid_X_HILICPos,S4C2_B,0.022774410700228648,2,28.140122,b
beta-Alanine_X_HILICPos,S4C2_B,0.009466911741223067,1,28.140122,a
beta-Glutamic acid_X_HILICPos,S4C2_B,0.007563316941051609,1,28.140122,a
Butyryl-L-carnitine_X_HILICPos,S4C2_B,0.0173193145297991,1,28.140122,a
Carnitine_X_HILICPos,S4C2_B,0.02693575004432548,2,28.140122,b
Citrulline_X_HILICPos,S4C2_B,0.0142995972475903,1,28.140122,a
Creatine_X_HILICPos,S4C2_B,0.006841117986823028,1,28.140122,a
Cystathionine_X_HILICPos,S4C2_B,0.006604775174590345,1,28.140122,a
Cysteic Acid_X_HILICNeg,S4C2_B,0.013794518532615171,1,28.140122,a
Cytidine_X_HILICNeg,S4C2_B,0.0286566781364011,1,28.140122,a
Cytosine_X_HILICPos,S4C2_B,0.014222685919784471,1,28.140122,a
Dexpanthenol_X_HILICPos,S4C2_B,0,1,28.140122,a
DHPS_X_HILICNeg,S4C2_B,0.011393328361370032,1,28.140122,a
DMSP_HILICPos_X_HILICPos,S4C2_B,0.005774419162948587,1,28.140122,a
Gluconic Acid_X_HILICNeg,S4C2_B,0.04337343656131703,4,28.140122,c
Glucosylglycerol_X_HILICPos,S4C2_B,0.010473953105747431,4,28.140122,c
Glutamine_X_HILICPos,S4C2_B,0.034442752192935716,2,28.140122,b
Glutathione Disulfide_X_RP,S4C2_B,0.007521517433616003,1,28.140122,a
Glycerophosphocholine_X_HILICPos,S4C2_B,0.012325028250067887,1,28.140122,a
Gonyol_X_HILICPos,S4C2_B,0.06931756361269346,2,28.140122,b
Histidine_X_HILICPos,S4C2_B,0.01586651177996469,1,28.140122,a
Homoserine_X_HILICPos,S4C2_B,0.022032634122889024,1,28.140122,a
Hypotaurine_X_HILICPos,S4C2_B,0.019125228676430305,1,28.140122,a
I102.0549R12.14_HILICNeg_X_HILICNeg,S4C2_B,0.0189974860135307,1,28.140122,a
I104.1074R10.68_HILICPos_X_HILICPos,S4C2_B,0.018145090420820485,3,28.140122,d
