MassFeature,FinalBMIS,Orig_RSD,FinalRSD,Area,runDate,type,SampID,replicate,Adjusted_Area,Run.Cmpd,Column,Rank,RankPercent
Adenosyl Homocysteine,"Pyridoxal, D3",0.3428358540972951,0.22164843969051762,84888,170413,Smp,KM1513-15m_A,A,242098.9572782274,170413_Smp_KM1513-15m_A Adenosyl Homocysteine,RP,69,0.21590909090909094
Agmatine,"Indole 3 Acetic Acid, D5",0.3657756063826741,0.36459904666995757,1493456,170413,Smp,KM1513-15m_A,A,1200972.9196449914,170413_Smp_KM1513-15m_A Agmatine,RP,36,0.5909090909090908
Allopurinol,"L-Phenylalanine, D8",0.3641373137862282,0.2226406377978596,1641451,170413,Smp,KM1513-15m_A,A,1748356.6482881177,170413_Smp_KM1513-15m_A Allopurinol,RP,34,0.6136363636363636
Deoxyadenosine,"Riboflavin-dioxopyrimidine, 13C4, 15N2",0.255047550388743,0.1765051013425569,4314961,170413,Smp,KM1513-15m_A,A,3301646.35254602,170413_Smp_KM1513-15m_A Deoxyadenosine,RP,17,0.8068181818181819
Glutathione Disulfide,"Pyridoxal, D3",0.6672759216234156,0.5655414546622515,109070,170413,Smp,KM1513-15m_A,A,311065.56015380577,170413_Smp_KM1513-15m_A Glutathione Disulfide,RP,67,0.23863636363636365
I130.1592R4.02_CyanoAq,"Riboflavin-dioxopyrimidine, 13C4, 15N2",0.3900205316220178,0.26032986070712577,0,170413,Smp,KM1513-15m_A,A,NA,170413_Smp_KM1513-15m_A I130.1592R4.02_CyanoAq,RP,88,0
I132.1021R0.87_CyanoAq,"Riboflavin-dioxopyrimidine, 13C4, 15N2",0.35305394088682823,0.20923818229903596,190214656,170413,Smp,KM1513-15m_A,A,145545122.0030021,170413_Smp_KM1513-15m_A I132.1021R0.87_CyanoAq,RP,1,0.9886363636363636
I136.0619R0.89_CyanoAq,"Riboflavin-dioxopyrimidine, 13C4, 15N2",0.2679290265332057,0.16766520179298552,17822804,170413,Smp,KM1513-15m_A,A,13637341.29201692,170413_Smp_KM1513-15m_A I136.0619R0.89_CyanoAq,RP,6,0.9318181818181819
I137.0459R1.05_CyanoAq,"Riboflavin-dioxopyrimidine, 13C4, 15N2",0.2908416517549794,0.195761288740383,14114686,170413,Smp,KM1513-15m_A,A,10800028.447356157,170413_Smp_KM1513-15m_A I137.0459R1.05_CyanoAq,RP,10,0.8863636363636364
I137.0459R1.2_CyanoAq,"Riboflavin-dioxopyrimidine, 13C4, 15N2",0.2908416517549794,0.195761288740383,14114686,170413,Smp,KM1513-15m_A,A,10800028.447356157,170413_Smp_KM1513-15m_A I137.0459R1.2_CyanoAq,RP,10,0.8863636363636364
I146.0601R1.92_CyanoAq,Inj_vol,0.15135173708572083,0.15135173708572083,864362,170413,Smp,KM1513-15m_A,A,810339.375,170413_Smp_KM1513-15m_A I146.0601R1.92_CyanoAq,RP,43,0.5113636363636364
I152.0567R0.9_CyanoAq,"Pyridoxal, D3",0.3010495960654766,0.18339455527546245,83715096,170413,Smp,KM1513-15m_A,A,238753857.43623015,170413_Smp_KM1513-15m_A I152.0567R0.9_CyanoAq,RP,2,0.9772727272727273
I152.0568R1.08_CyanoAq,"Riboflavin-dioxopyrimidine, 13C4, 15N2",0.23173443445247618,0.17147501893673828,2756095,170413,Smp,KM1513-15m_A,A,2108860.5445148456,170413_Smp_KM1513-15m_A I152.0568R1.08_CyanoAq,RP,27,0.6931818181818181
I152.1282R1.07_CyanoAq,"Tryptamine Hydrochloride, D4",0.982980475880938,0.7589370336776444,4265,170413,Smp,KM1513-15m_A,A,9184.663905390888,170413_Smp_KM1513-15m_A I152.1282R1.07_CyanoAq,RP,86,0.022727272727272707
I162.0776R1.13_CyanoAq,"Riboflavin-dioxopyrimidine, 13C4, 15N2",0.22279236821899415,0.17880205619131181,548266,170413,Smp,KM1513-15m_A,A,419512.5840361005,170413_Smp_KM1513-15m_A I162.0776R1.13_CyanoAq,RP,56,0.36363636363636365
I166.0864R1.12_CyanoAq,"L-Phenylalanine, D8",0.31044537207448153,0.11909249659656053,53038320,170413,Smp,KM1513-15m_A,A,56492639.369699515,170413_Smp_KM1513-15m_A I166.0864R1.12_CyanoAq,RP,4,0.9545454545454546
I168.0517R1.05_CyanoAq,"Riboflavin-dioxopyrimidine, 13C4, 15N2",0.31381539968302763,0.2290251799589643,3552855,170413,Smp,KM1513-15m_A,A,2718511.4191935663,170413_Smp_KM1513-15m_A I168.0517R1.05_CyanoAq,RP,21,0.7613636363636364
I175.0789R1_CyanoAq,"Riboflavin-dioxopyrimidine, 13C4, 15N2",0.2339597806831826,0.1888794048781309,596793,170413,Smp,KM1513-15m_A,A,456643.62474539096,170413_Smp_KM1513-15m_A I175.0789R1_CyanoAq,RP,55,0.375
I182.0674R1.17_CyanoAq,"Thiamine Hydrochloride, 13C3",0.5234392526964777,0.3341619342927705,4894745,170413,Smp,KM1513-15m_A,A,2506802.037527129,170413_Smp_KM1513-15m_A I182.0674R1.17_CyanoAq,RP,15,0.8295454545454546
I190.1439R0.83_CyanoAq,"Riboflavin-dioxopyrimidine, 13C4, 15N2",0.3766280447632569,0.288309889505163,114632,170413,Smp,KM1513-15m_A,A,87712.1078695857,170413_Smp_KM1513-15m_A I190.1439R0.83_CyanoAq,RP,66,0.25
I196.0831R1.52_CyanoAq,"Riboflavin-dioxopyrimidine, 13C4, 15N2",0.29573926834867814,0.21894878758773256,2820607,170413,Smp,KM1513-15m_A,A,2158222.707810284,170413_Smp_KM1513-15m_A I196.0831R1.52_CyanoAq,RP,26,0.7045454545454546
I203.1392R1.16_CyanoAq,"Riboflavin-dioxopyrimidine, 13C4, 15N2",0.2788010558843748,0.15680956919609118,9887220,170413,Smp,KM1513-15m_A,A,7565329.987877077,170413_Smp_KM1513-15m_A I203.1392R1.16_CyanoAq,RP,13,0.8522727272727273
I204.1596R0.89_CyanoAq,"Riboflavin-dioxopyrimidine, 13C4, 15N2",0.26822699872429745,0.21131662678697005,275213,170413,Smp,KM1513-15m_A,A,210582.667519648,170413_Smp_KM1513-15m_A I204.1596R0.89_CyanoAq,RP,62,0.2954545454545454
I206.0675R2.59_CyanoAq,"Riboflavin-dioxopyrimidine, 13C4, 15N2",0.3457532338911127,0.2277192833629774,157936,170413,Smp,KM1513-15m_A,A,120846.7048336493,170413_Smp_KM1513-15m_A I206.0675R2.59_CyanoAq,RP,63,0.28409090909090906
I221.0844R0.89_CyanoAq,"Pyridoxal, D3",0.3447598639093561,0.21053012050699688,679715,170413,Smp,KM1513-15m_A,A,1938534.2185747141,170413_Smp_KM1513-15m_A I221.0844R0.89_CyanoAq,RP,52,0.40909090909090906
I229.1549R0.89_CyanoAq,"Riboflavin-dioxopyrimidine, 13C4, 15N2",0.2526661465116872,0.2068337002656277,71230,170413,Smp,KM1513-15m_A,A,54502.524980377115,170413_Smp_KM1513-15m_A I229.1549R0.89_CyanoAq,RP,71,0.19318181818181823
I237.1235R1.65_CyanoAq,"Riboflavin-dioxopyrimidine, 13C4, 15N2",0.19506056736138824,0.10471413025167531,3252584,170413,Smp,KM1513-15m_A,A,2488755.3097118475,170413_Smp_KM1513-15m_A I237.1235R1.65_CyanoAq,RP,23,0.7386363636363636
I240.1092R0.94_CyanoAq,"Riboflavin-dioxopyrimidine, 13C4, 15N2",0.35713348715032345,0.3383959308657165,741087,170413,Smp,KM1513-15m_A,A,567051.9827338584,170413_Smp_KM1513-15m_A I240.1092R0.94_CyanoAq,RP,49,0.44318181818181823
I241.0297R0.89_CyanoAq,"Pyridoxal, D3",0.3422374975895394,0.20778926856695878,0,170413,Smp,KM1513-15m_A,A,NA,170413_Smp_KM1513-15m_A I241.0297R0.89_CyanoAq,RP,88,0
I245.1588R2.3_CyanoAq,"Indole 3 Acetic Acid, D5",0.3034663408122623,0.23106081338557385,85906,170413,Smp,KM1513-15m_A,A,69081.90106372241,170413_Smp_KM1513-15m_A I245.1588R2.3_CyanoAq,RP,68,0.2272727272727273
I245.1861R2.33_CyanoAq,"Riboflavin-dioxopyrimidine, 13C4, 15N2",0.16755274020381689,0.1236741077148628,4487098,170413,Smp,KM1513-15m_A,A,3433359.130063178,170413_Smp_KM1513-15m_A I245.1861R2.33_CyanoAq,RP,16,0.8181818181818181
I245.1862R2.58_CyanoAq,"Riboflavin-dioxopyrimidine, 13C4, 15N2",0.15582473452598158,0.11820199678125423,3527630,170413,Smp,KM1513-15m_A,A,2699210.195093749,170413_Smp_KM1513-15m_A I245.1862R2.58_CyanoAq,RP,22,0.75
I248.9764R0.9_CyanoAq,"Tryptamine Hydrochloride, D4",0.6926524781996977,0.36734225322535163,156075,170413,Smp,KM1513-15m_A,A,336107.01501380606,170413_Smp_KM1513-15m_A I248.9764R0.9_CyanoAq,RP,64,0.2727272727272727
I252.1093R1.15_CyanoAq,"Riboflavin-dioxopyrimidine, 13C4, 15N2",0.255047550388743,0.1765051013425569,4314961,170413,Smp,KM1513-15m_A,A,3301646.35254602,170413_Smp_KM1513-15m_A I252.1093R1.15_CyanoAq,RP,17,0.8068181818181819
I260.1131R1.01_CyanoAq,"Riboflavin-dioxopyrimidine, 13C4, 15N2",0.2593164829477781,0.150437379818695,15888698,170413,Smp,KM1513-15m_A,A,12157435.906930618,170413_Smp_KM1513-15m_A I260.1131R1.01_CyanoAq,RP,9,0.8977272727272727
I261.1311R1.29_CyanoAq,Inj_vol,0.20744547036437327,0.20744547036437327,8523734,170413,Smp,KM1513-15m_A,A,7991000.625,170413_Smp_KM1513-15m_A I261.1311R1.29_CyanoAq,RP,14,0.8409090909090909
I263.1426R2.13_CyanoAq,"Riboflavin-dioxopyrimidine, 13C4, 15N2",0.28103436515413194,0.2658500969990943,985522,170413,Smp,KM1513-15m_A,A,754084.4787829736,170413_Smp_KM1513-15m_A I263.1426R2.13_CyanoAq,RP,41,0.5340909090909092
I268.1042R1.02_CyanoAq,"Riboflavin-dioxopyrimidine, 13C4, 15N2",0.26432730817571704,0.1892879321814195,32003674,170413,Smp,KM1513-15m_A,A,24488011.254370987,170413_Smp_KM1513-15m_A I268.1042R1.02_CyanoAq,RP,5,0.9431818181818182
I268.1042R1.29_CyanoAq,"L-Phenylalanine, D8",0.40260279500350127,0.1669002153714067,1362017,170413,Smp,KM1513-15m_A,A,1450723.4617612327,170413_Smp_KM1513-15m_A I268.1042R1.29_CyanoAq,RP,37,0.5795454545454546
I269.0882R1.02_CyanoAq,"Pyridoxal, D3",0.4566179957819502,0.19535891659168828,1059794,170413,Smp,KM1513-15m_A,A,3022512.2788818413,170413_Smp_KM1513-15m_A I269.0882R1.02_CyanoAq,RP,40,0.5454545454545454
I271.1291R0.87_CyanoAq,"Riboflavin-dioxopyrimidine, 13C4, 15N2",0.38837386532155327,0.3224432267442583,455759,170413,Smp,KM1513-15m_A,A,348729.6965117464,170413_Smp_KM1513-15m_A I271.1291R0.87_CyanoAq,RP,59,0.3295454545454546
I279.1706R4.12_CyanoAq,"Riboflavin-dioxopyrimidine, 13C4, 15N2",0.15327592651183794,0.11472453125242121,3711943,170413,Smp,KM1513-15m_A,A,2840239.59122892,170413_Smp_KM1513-15m_A I279.1706R4.12_CyanoAq,RP,19,0.7840909090909091
I283.0872R1.5_CyanoAq,"Riboflavin-dioxopyrimidine, 13C4, 15N2",0.2973575227255124,0.19520178177524392,135714,170413,Smp,KM1513-15m_A,A,103843.26372577423,170413_Smp_KM1513-15m_A I283.0872R1.5_CyanoAq,RP,65,0.26136363636363635
I284.0992R1.08_CyanoAq,"L-Phenylalanine, D8",0.3120820282411874,0.1584175917158228,3634106,170413,Smp,KM1513-15m_A,A,3870790.773336358,170413_Smp_KM1513-15m_A I284.0992R1.08_CyanoAq,RP,20,0.7727272727272727
I284.2193R6.29_CyanoAq,Inj_vol,0.1484172777576697,0.1484172777576697,2346,170413,Smp,KM1513-15m_A,A,2199.375,170413_Smp_KM1513-15m_A I284.2193R6.29_CyanoAq,RP,87,0.011363636363636354
I285.1447R0.91_CyanoAq,"Riboflavin-dioxopyrimidine, 13C4, 15N2",0.24888052214517817,0.17132920782449673,12181830,170413,Smp,KM1513-15m_A,A,9321079.515396705,170413_Smp_KM1513-15m_A I285.1447R0.91_CyanoAq,RP,12,0.8636363636363636
I285.1447R1.14_CyanoAq,"Riboflavin-dioxopyrimidine, 13C4, 15N2",0.25656731809778976,0.17331880657620624,64413224,170413,Smp,KM1513-15m_A,A,49286583.60419243,170413_Smp_KM1513-15m_A I285.1447R1.14_CyanoAq,RP,3,0.9659090909090909
I285.6464R1_CyanoAq,"Pyridoxal, D3",0.31947488635582116,0.19048295036301668,689698,170413,Smp,KM1513-15m_A,A,1967005.5442097695,170413_Smp_KM1513-15m_A I285.6464R1_CyanoAq,RP,51,0.4204545454545454
I288.2032R0.91_CyanoAq,"Riboflavin-dioxopyrimidine, 13C4, 15N2",0.246764348611301,0.2306719081059544,2487635,170413,Smp,KM1513-15m_A,A,1903445.0193676879,170413_Smp_KM1513-15m_A I288.2032R0.91_CyanoAq,RP,28,0.6818181818181819
I293.2112R9.77_CyanoAq,Inj_vol,0.18823297256237712,0.18823297256237712,1816984,170413,Smp,KM1513-15m_A,A,1703422.5,170413_Smp_KM1513-15m_A I293.2112R9.77_CyanoAq,RP,32,0.6363636363636364
I293.2113R9.66_CyanoAq,Inj_vol,0.15900509467392424,0.15900509467392424,1955537,170413,Smp,KM1513-15m_A,A,1833315.9375,170413_Smp_KM1513-15m_A I293.2113R9.66_CyanoAq,RP,31,0.6477272727272727
I294.1814R1.08_CyanoAq,"Riboflavin-dioxopyrimidine, 13C4, 15N2",0.2623188046519035,0.1732830258796025,938791,170413,Smp,KM1513-15m_A,A,718327.6699263401,170413_Smp_KM1513-15m_A I294.1814R1.08_CyanoAq,RP,42,0.5227272727272727
I295.1291R1.78_CyanoAq,"Riboflavin-dioxopyrimidine, 13C4, 15N2",0.1911806772513858,0.11092837348620183,1686714,170413,Smp,KM1513-15m_A,A,1290610.3035203116,170413_Smp_KM1513-15m_A I295.1291R1.78_CyanoAq,RP,33,0.625
I295.1654R2.4_CyanoAq,"Riboflavin-dioxopyrimidine, 13C4, 15N2",0.20949974744474462,0.15143041518623404,1080711,170413,Smp,KM1513-15m_A,A,826919.5321362955,170413_Smp_KM1513-15m_A I295.1654R2.4_CyanoAq,RP,39,0.5568181818181819
I295.1655R2.58_CyanoAq,Inj_vol,0.14640825606842123,0.14640825606842123,1102877,170413,Smp,KM1513-15m_A,A,1033947.1875,170413_Smp_KM1513-15m_A I295.1655R2.58_CyanoAq,RP,38,0.5681818181818181
I295.1655R2.81_CyanoAq,"Riboflavin-dioxopyrimidine, 13C4, 15N2",0.15513413920450425,0.14885306136441862,812352,170413,Smp,KM1513-15m_A,A,621581.2884017873,170413_Smp_KM1513-15m_A I295.1655R2.81_CyanoAq,RP,45,0.48863636363636365
I296.6058R1.22_CyanoAq,"Pyridoxal, D3",0.3283398394045402,0.16085436683327292,780655,170413,Smp,KM1513-15m_A,A,2226413.1737587717,170413_Smp_KM1513-15m_A I296.6058R1.22_CyanoAq,RP,47,0.46590909090909094
I297.1885R5.9_CyanoAq,"Riboflavin-dioxopyrimidine, 13C4, 15N2",0.21737522947061463,0.18550026026323468,641116,170413,Smp,KM1513-15m_A,A,490557.9222984621,170413_Smp_KM1513-15m_A I297.1885R5.9_CyanoAq,RP,54,0.38636363636363635
I298.0971R2.1_CyanoAq,"Riboflavin-dioxopyrimidine, 13C4, 15N2",0.2140066585848667,0.20373257612591714,2365423,170413,Smp,KM1513-15m_A,A,1809932.9797368885,170413_Smp_KM1513-15m_A I298.0971R2.1_CyanoAq,RP,29,0.6704545454545454
I299.1967R2.47_CyanoAq,Inj_vol,0.23874598956256698,0.23874598956256698,0,170413,Smp,KM1513-15m_A,A,NA,170413_Smp_KM1513-15m_A I299.1967R2.47_CyanoAq,RP,88,0
I303.1553R0.89_CyanoAq,"Riboflavin-dioxopyrimidine, 13C4, 15N2",0.23920746722886999,0.20320165517613845,13454282,170413,Smp,KM1513-15m_A,A,10294712.07072916,170413_Smp_KM1513-15m_A I303.1553R0.89_CyanoAq,RP,11,0.875
I305.1573R1.6_CyanoAq,Inj_vol,0.24963366735789846,0.24963366735789846,3156448,170413,Smp,KM1513-15m_A,A,2959170,170413_Smp_KM1513-15m_A I305.1573R1.6_CyanoAq,RP,24,0.7272727272727273
I306.4913R3.77_CyanoAq,"L-Tryptophan, D3",0.5248786422137514,0.4451564559977767,0,170413,Smp,KM1513-15m_A,A,NA,170413_Smp_KM1513-15m_A I306.4913R3.77_CyanoAq,RP,88,0
I310.14R1.31_CyanoAq,"Riboflavin-dioxopyrimidine, 13C4, 15N2",0.22085317616464875,0.11940595871301676,384256,170413,Smp,KM1513-15m_A,A,294018.2821684654,170413_Smp_KM1513-15m_A I310.14R1.31_CyanoAq,RP,60,0.31818181818181823
I311.1239R1.4_CyanoAq,"Riboflavin-dioxopyrimidine, 13C4, 15N2",0.2620651481570707,0.19739232709973095,691188,170413,Smp,KM1513-15m_A,A,528871.1390725382,170413_Smp_KM1513-15m_A I311.1239R1.4_CyanoAq,RP,50,0.43181818181818177
I313.1548R4.98_CyanoAq,"Riboflavin-dioxopyrimidine, 13C4, 15N2",0.15955405303979858,0.14139432550172298,786000,170413,Smp,KM1513-15m_A,A,601417.7261628023,170413_Smp_KM1513-15m_A I313.1548R4.98_CyanoAq,RP,46,0.4772727272727273
I321.2427R9.33_CyanoAq,Inj_vol,0.10480728411412424,0.10480728411412424,1997942,170413,Smp,KM1513-15m_A,A,1873070.625,170413_Smp_KM1513-15m_A I321.2427R9.33_CyanoAq,RP,30,0.6590909090909092
I322.1877R1.19_CyanoAq,"Riboflavin-dioxopyrimidine, 13C4, 15N2",0.2614323288308559,0.21201139918174053,852941,170413,Smp,KM1513-15m_A,A,652638.4691743343,170413_Smp_KM1513-15m_A I322.1877R1.19_CyanoAq,RP,44,0.5
I325.1761R2.97_CyanoAq,"Indole 3 Acetic Acid, D5",0.2557747727787715,0.2512617242513918,659570,170413,Smp,KM1513-15m_A,A,530397.7543431122,170413_Smp_KM1513-15m_A I325.1761R2.97_CyanoAq,RP,53,0.3977272727272727
I329.1346R2.89_CyanoAq,"Indole 3 Acetic Acid, D5",0.21675213253076706,0.2123152615343063,522600,170413,Smp,KM1513-15m_A,A,420252.3862815326,170413_Smp_KM1513-15m_A I329.1346R2.89_CyanoAq,RP,57,0.3522727272727273
I329.1347R0.88_CyanoAq,"Pyridoxal, D3",0.414847170389428,0.3270205497128277,1573063,170413,Smp,KM1513-15m_A,A,4486345.679400625,170413_Smp_KM1513-15m_A I329.1347R0.88_CyanoAq,RP,35,0.6022727272727273
I329.2073R2.82_CyanoAq,"Riboflavin-dioxopyrimidine, 13C4, 15N2",0.2574208455373912,0.225716434571418,0,170413,Smp,KM1513-15m_A,A,NA,170413_Smp_KM1513-15m_A I329.2073R2.82_CyanoAq,RP,88,0
I340.2597R6.69_CyanoAq,Inj_vol,0.1767566076042363,0.1767566076042363,74299,170413,Smp,KM1513-15m_A,A,69655.3125,170413_Smp_KM1513-15m_A I340.2597R6.69_CyanoAq,RP,70,0.20454545454545459
I340.2597R6.93_CyanoAq,Inj_vol,0.28432195801805954,0.28432195801805954,14208,170413,Smp,KM1513-15m_A,A,13320,170413_Smp_KM1513-15m_A I340.2597R6.93_CyanoAq,RP,83,0.05681818181818177
I340.7615R6.69_CyanoAq,Inj_vol,0.20406703392299982,0.20406703392299982,22932,170413,Smp,KM1513-15m_A,A,21498.75,170413_Smp_KM1513-15m_A I340.7615R6.69_CyanoAq,RP,78,0.11363636363636365
I345.0462R0.88_CyanoAq,"Riboflavin-dioxopyrimidine, 13C4, 15N2",0.35315553060141947,0.24866497392537795,498896,170413,Smp,KM1513-15m_A,A,381736.5113380629,170413_Smp_KM1513-15m_A I345.0462R0.88_CyanoAq,RP,58,0.34090909090909094
I345.6642R3.9_CyanoAq,Inj_vol,0.27917416759720504,0.27917416759720504,0,170413,Smp,KM1513-15m_A,A,NA,170413_Smp_KM1513-15m_A I345.6642R3.9_CyanoAq,RP,88,0
I346.1457R4.95_CyanoAq,"Riboflavin-dioxopyrimidine, 13C4, 15N2",0.20017346978672595,0.19195763201970684,0,170413,Smp,KM1513-15m_A,A,NA,170413_Smp_KM1513-15m_A I346.1457R4.95_CyanoAq,RP,88,0
I347.1452R0.87_CyanoAq,"Riboflavin-dioxopyrimidine, 13C4, 15N2",0.33907521655287776,0.29928664299336355,3864398,170413,Smp,KM1513-15m_A,A,2956892.4403919606,170413_Smp_KM1513-15m_A I347.1452R0.87_CyanoAq,RP,18,0.7954545454545454
I370.6952R2.68_CyanoAq,"Riboflavin-dioxopyrimidine, 13C4, 15N2",0.22804037560639281,0.1238510192622748,34093,170413,Smp,KM1513-15m_A,A,26086.685162936923,170413_Smp_KM1513-15m_A I370.6952R2.68_CyanoAq,RP,76,0.13636363636363635
I375.2136R4.1_CyanoAq,"Riboflavin-dioxopyrimidine, 13C4, 15N2",0.22816998472186828,0.1339393432704319,34284,170413,Smp,KM1513-15m_A,A,26232.831200719484,170413_Smp_KM1513-15m_A I375.2136R4.1_CyanoAq,RP,75,0.1477272727272727
I377.1459R4.24_CyanoAq,"Riboflavin-dioxopyrimidine, 13C4, 15N2",0.21041510941845154,0.15732482230974626,344163,170413,Smp,KM1513-15m_A,A,263340.6219966521,170413_Smp_KM1513-15m_A I377.1459R4.24_CyanoAq,RP,61,0.30681818181818177
I381.1828R4.47_CyanoAq,"Riboflavin-dioxopyrimidine, 13C4, 15N2",0.1956079893594293,0.1648958201195751,0,170413,Smp,KM1513-15m_A,A,NA,170413_Smp_KM1513-15m_A I381.1828R4.47_CyanoAq,RP,88,0
I404.7398R5.8_CyanoAq,"Riboflavin-dioxopyrimidine, 13C4, 15N2",0.19694638456307556,0.13764339056470434,0,170413,Smp,KM1513-15m_A,A,NA,170413_Smp_KM1513-15m_A I404.7398R5.8_CyanoAq,RP,88,0
I414.1624R0.94_CyanoAq,"L-Phenylalanine, D8",0.4754705916601771,0.23989768602694878,759439,170413,Smp,KM1513-15m_A,A,808900.3111389129,170413_Smp_KM1513-15m_A I414.1624R0.94_CyanoAq,RP,48,0.4545454545454546
I416.178R0.93_CyanoAq,"L-Phenylalanine, D8",0.4078349932325803,0.26321102622543485,2898047,170413,Smp,KM1513-15m_A,A,3086793.172322192,170413_Smp_KM1513-15m_A I416.178R0.93_CyanoAq,RP,25,0.7159090909090908
I419.6799R6.47_CyanoAq,"Riboflavin-dioxopyrimidine, 13C4, 15N2",0.27749340012787427,0.21238659593519452,19714,170413,Smp,KM1513-15m_A,A,15084.41355416474,170413_Smp_KM1513-15m_A I419.6799R6.47_CyanoAq,RP,80,0.09090909090909094
I424.2081R2.64_CyanoAq,Inj_vol,0.30202976700990564,0.30202976700990564,41306,170413,Smp,KM1513-15m_A,A,38724.375,170413_Smp_KM1513-15m_A I424.2081R2.64_CyanoAq,RP,74,0.15909090909090906
I459.2336R3.77_CyanoAq,"Riboflavin-dioxopyrimidine, 13C4, 15N2",0.48939254312852776,0.3656806780754012,0,170413,Smp,KM1513-15m_A,A,NA,170413_Smp_KM1513-15m_A I459.2336R3.77_CyanoAq,RP,88,0
I470.2256R5.55_CyanoAq,"L-Phenylalanine, D8",0.41258824232491165,0.35827792615027676,6399,170413,Smp,KM1513-15m_A,A,6815.758857495999,170413_Smp_KM1513-15m_A I470.2256R5.55_CyanoAq,RP,85,0.03409090909090906
I511.2407R3.6_CyanoAq,"Riboflavin-dioxopyrimidine, 13C4, 15N2",0.15932152545695985,0.15747141387957456,24404,170413,Smp,KM1513-15m_A,A,18673.02568610309,170413_Smp_KM1513-15m_A I511.2407R3.6_CyanoAq,RP,77,0.125
I548.2723R4.91_CyanoAq,"Riboflavin-dioxopyrimidine, 13C4, 15N2",0.15605175027949936,0.13987870408258257,0,170413,Smp,KM1513-15m_A,A,NA,170413_Smp_KM1513-15m_A I548.2723R4.91_CyanoAq,RP,88,0
I567.4317R6.29_CyanoAq,"Thiamine Hydrochloride, 13C3",0.23108342606841437,0.2157411046146459,0,170413,Smp,KM1513-15m_A,A,NA,170413_Smp_KM1513-15m_A I567.4317R6.29_CyanoAq,RP,88,0
I575.1679R5.3_CyanoAq,Inj_vol,0.43668285964281506,0.43668285964281506,19086,170413,Smp,KM1513-15m_A,A,17893.125,170413_Smp_KM1513-15m_A I575.1679R5.3_CyanoAq,RP,81,0.07954545454545459
I577.1657R5.3_CyanoAq,Inj_vol,0.30888539155542055,0.30888539155542055,19976,170413,Smp,KM1513-15m_A,A,18727.5,170413_Smp_KM1513-15m_A I577.1657R5.3_CyanoAq,RP,79,0.10227272727272729
I589.2805R5.44_CyanoAq,"Thiamine Hydrochloride, 13C3",0.4613861713568326,0.3210743504702451,0,170413,Smp,KM1513-15m_A,A,NA,170413_Smp_KM1513-15m_A I589.2805R5.44_CyanoAq,RP,88,0
I605.3175R6.37_CyanoAq,"Riboflavin-dioxopyrimidine, 13C4, 15N2",0.2694143696076648,0.1734460121544688,10537,170413,Smp,KM1513-15m_A,A,8062.517278088357,170413_Smp_KM1513-15m_A I605.3175R6.37_CyanoAq,RP,84,0.045454545454545414
I679.5123R6.69_CyanoAq,"Riboflavin-dioxopyrimidine, 13C4, 15N2",0.2257990228935848,0.21976056249335885,14650,170413,Smp,KM1513-15m_A,A,11209.630646673098,170413_Smp_KM1513-15m_A I679.5123R6.69_CyanoAq,RP,82,0.06818181818181823
I801.3309R6.22_CyanoAq,Inj_vol,0.18826118894657973,0.18826118894657973,0,170413,Smp,KM1513-15m_A,A,NA,170413_Smp_KM1513-15m_A I801.3309R6.22_CyanoAq,RP,88,0
I802.3342R6.22_CyanoAq,Inj_vol,0.31131767573055236,0.31131767573055236,0,170413,Smp,KM1513-15m_A,A,NA,170413_Smp_KM1513-15m_A I802.3342R6.22_CyanoAq,RP,88,0
Kynurenine,"Pyridoxal, D3",0.40750597963803464,0.3340043154803617,52809,170413,Smp,KM1513-15m_A,A,150610.2609898444,170413_Smp_KM1513-15m_A Kynurenine,RP,73,0.17045454545454541
Sulfurol,"Indole 3 Acetic Acid, D5",0.31160503163173314,0.304398243478846,55789,170413,Smp,KM1513-15m_A,A,44863.108263031805,170413_Smp_KM1513-15m_A Sulfurol,RP,72,0.18181818181818177
Tryptophan,"L-Tryptophan, D3",0.2930434519155543,0.1135898520853911,16576774,170413,Smp,KM1513-15m_A,A,16732496.050237736,170413_Smp_KM1513-15m_A Tryptophan,RP,8,0.9090909090909091
Vitamin B3,"Riboflavin-dioxopyrimidine, 13C4, 15N2",0.2515774280112314,0.16720059535888077,16964754,170413,Smp,KM1513-15m_A,A,12980793.607622525,170413_Smp_KM1513-15m_A Vitamin B3,RP,7,0.9204545454545454
Vitamin B5,"Tryptamine Hydrochloride, D4",0.36776495175029,0.2630001357704216,0,170413,Smp,KM1513-15m_A,A,NA,170413_Smp_KM1513-15m_A Vitamin B5,RP,88,0
Adenosyl Homocysteine,"Pyridoxal, D3",0.3428358540972951,0.22164843969051762,109272,170413,Smp,KM1513-15m_B,B,300051.9415062782,170413_Smp_KM1513-15m_B Adenosyl Homocysteine,RP,69,0.23333333333333328
Agmatine,"Indole 3 Acetic Acid, D5",0.3657756063826741,0.36459904666995757,1490818,170413,Smp,KM1513-15m_B,B,1176443.3621482183,170413_Smp_KM1513-15m_B Agmatine,RP,35,0.6111111111111112
Allopurinol,"L-Phenylalanine, D8",0.3641373137862282,0.2226406377978596,1458616,170413,Smp,KM1513-15m_B,B,1559239.9473492706,170413_Smp_KM1513-15m_B Allopurinol,RP,37,0.5888888888888889
