MassFeature,FinalBMIS,Orig_RSD,FinalRSD,Area,runDate,type,SampID,replicate,Adjusted_Area,Run.Cmpd,Column,Rank,RankPercent
Uracil,"Succinic Acid, D4",0.1904099444537059,0.14796669168086607,0,170410,Smp,KM1513-15m_C,C,NA,170410_Smp_KM1513-15m_C Uracil,HILICNeg,77,0
Uridine,"L-Cysteic Acid, D3",0.22687448170090405,0.20067699500362537,33120792,170410,Smp,KM1513-15m_C,C,31867059.80161853,170410_Smp_KM1513-15m_C Uridine,HILICNeg,18,0.7662337662337663
Amino Propanesulfonic Acid,"L-Methionine, D3",0.42395552600551445,0.3171655502545556,6960326,170410,Smp,KM1513-45m_A,A,6075661.880450073,170410_Smp_KM1513-45m_A Amino Propanesulfonic Acid,HILICNeg,22,0.6666666666666667
Cysteic Acid,"L-Cysteic Acid, D3",0.377323694312607,0.24326222201956468,874244,170410,Smp,KM1513-45m_A,A,715123.1231571265,170410_Smp_KM1513-45m_A Cysteic Acid,HILICNeg,47,0.28787878787878785
Cytidine,Inj_vol,0.24088584482145642,0.24088584482145642,0,170410,Smp,KM1513-45m_A,A,NA,170410_Smp_KM1513-45m_A Cytidine,HILICNeg,66,0
DHPS,"Sulfolactic Acid, 13C3",0.2927140955944975,0.17146864081248647,41149944,170410,Smp,KM1513-45m_A,A,49718606.92237326,170410_Smp_KM1513-45m_A DHPS,HILICNeg,8,0.8787878787878788
Gluconic Acid,"Succinic Acid, D4",0.3428558933203373,0.23109151635993533,0,170410,Smp,KM1513-45m_A,A,NA,170410_Smp_KM1513-45m_A Gluconic Acid,HILICNeg,66,0
Guanosine,"Sulfolactic Acid, 13C3",0.24165183632923856,0.1624269312515363,3496176,170410,Smp,KM1513-45m_A,A,4224185.585172005,170410_Smp_KM1513-45m_A Guanosine,HILICNeg,29,0.5606060606060606
I102.0549R12.14_HILICNeg,"L-Cysteic Acid, D3",0.26604525317653455,0.14445067846611784,28309658,170410,Smp,KM1513-45m_A,A,23157026.007007346,170410_Smp_KM1513-45m_A I102.0549R12.14_HILICNeg,HILICNeg,10,0.8484848484848485
I116.0706R7.18_HILICNeg,"Sulfoacetic Acid, 13C2",0.18690680628825232,0.15325775858931914,11543733,170410,Smp,KM1513-45m_A,A,7355908.80984893,170410_Smp_KM1513-45m_A I116.0706R7.18_HILICNeg,HILICNeg,16,0.7575757575757576
I124.0064R10.88_HILICNeg,"Taurine, D4",0.3784558412802312,0.10612214401822523,65296300,170410,Smp,KM1513-45m_A,A,37294697.39514357,170410_Smp_KM1513-45m_A I124.0064R10.88_HILICNeg,HILICNeg,6,0.9090909090909091
I126.904R4.8_HILICNeg,"Isethionic Acid, 13C2",0.19808247336329465,0.17726913372482522,153490320,170410,Smp,KM1513-45m_A,A,400393178.5880913,170410_Smp_KM1513-45m_A I126.904R4.8_HILICNeg,HILICNeg,4,0.9393939393939394
I128.0343R12.12_HILICNeg,"L-Cysteic Acid, D3",0.28778882646214066,0.15404871535551842,27566466,170410,Smp,KM1513-45m_A,A,22549102.15034331,170410_Smp_KM1513-45m_A I128.0343R12.12_HILICNeg,HILICNeg,11,0.8333333333333334
I130.0864R6.66_HILICNeg,"L-Isoleucine, 15N",0.1757766359077615,0.15386924714629335,22032406,170410,Smp,KM1513-45m_A,A,39937814.64882968,170410_Smp_KM1513-45m_A I130.0864R6.66_HILICNeg,HILICNeg,14,0.7878787878787878
I136.0395R7.72_HILICNeg,"L-Methionine, D3",0.18255038271497998,0.16072014836944562,674545,170410,Smp,KM1513-45m_A,A,588809.6826424788,170410_Smp_KM1513-45m_A I136.0395R7.72_HILICNeg,HILICNeg,50,0.24242424242424243
I139.0157R7.24_HILICNeg,"Isethionic Acid, 13C2",0.2669586612951173,0.16547682925379822,2149551,170410,Smp,KM1513-45m_A,A,5607295.348835094,170410_Smp_KM1513-45m_A I139.0157R7.24_HILICNeg,HILICNeg,36,0.4545454545454546
I146.045R12.11_HILICNeg,"L-Cysteic Acid, D3",0.2862051615242178,0.11128744947983432,245200208,170410,Smp,KM1513-45m_A,A,200571394.87801695,170410_Smp_KM1513-45m_A I146.045R12.11_HILICNeg,HILICNeg,2,0.9696969696969697
I148.9235R3.57_HILICNeg,"L-Cysteic Acid, D3",0.3109753332324484,0.27023871608186895,2841218,170410,Smp,KM1513-45m_A,A,2324088.8009871896,170410_Smp_KM1513-45m_A I148.9235R3.57_HILICNeg,HILICNeg,32,0.5151515151515151
I150.0413R8.14_HILICNeg,"L-Methionine, D3",0.23050224122748678,0.14809689450605343,180413568,170410,Smp,KM1513-45m_A,A,157482830.23145568,170410_Smp_KM1513-45m_A I150.0413R8.14_HILICNeg,HILICNeg,3,0.9545454545454546
I167.0204R10.56_HILICNeg,"L-Methionine, D3",0.34576697817436947,0.32860465899301083,6929558,170410,Smp,KM1513-45m_A,A,6048804.522800778,170410_Smp_KM1513-45m_A I167.0204R10.56_HILICNeg,HILICNeg,23,0.6515151515151515
I172.0067R5.44_HILICNeg,"L-Isoleucine, 15N",0.17999774360933551,0.1495509548698941,7256465,170410,Smp,KM1513-45m_A,A,13153686.173707942,170410_Smp_KM1513-45m_A I172.0067R5.44_HILICNeg,HILICNeg,21,0.6818181818181819
I186.0253R12.12_HILICNeg,"Isethionic Acid, 13C2",0.2866782549224705,0.23656253975488603,10512127,170410,Smp,KM1513-45m_A,A,27421820.1072986,170410_Smp_KM1513-45m_A I186.0253R12.12_HILICNeg,HILICNeg,20,0.696969696969697
I192.9131R3.72_HILICNeg,"L-Isoleucine, 15N",0.26479573198165796,0.177532782829228,5649379,170410,Smp,KM1513-45m_A,A,10240545.285112793,170410_Smp_KM1513-45m_A I192.9131R3.72_HILICNeg,HILICNeg,26,0.6060606060606061
I192.9808R2.93_HILICNeg,"DL-Valine, D8",0.31045348100464226,0.24820073288539132,719440,170410,Smp,KM1513-45m_A,A,2058994.3749392163,170410_Smp_KM1513-45m_A I192.9808R2.93_HILICNeg,HILICNeg,48,0.2727272727272727
I194.9965R12.04_HILICNeg,"L-Cysteic Acid, D3",0.2852787336534205,0.1507791297919569,5019538,170410,Smp,KM1513-45m_A,A,4105933.459498579,170410_Smp_KM1513-45m_A I194.9965R12.04_HILICNeg,HILICNeg,28,0.5757575757575757
I206.9967R1.94_HILICNeg,"L-Isoleucine, 15N",0.295017166238509,0.251665227943627,140772,170410,Smp,KM1513-45m_A,A,255175.31057411758,170410_Smp_KM1513-45m_A I206.9967R1.94_HILICNeg,HILICNeg,60,0.09090909090909094
I214.0388R5.25_HILICNeg,"DL-Valine, D8",0.2936286233966195,0.2755579374510007,1241560,170410,Smp,KM1513-45m_A,A,3553270.67740122,170410_Smp_KM1513-45m_A I214.0388R5.25_HILICNeg,HILICNeg,44,0.33333333333333337
I214.0484R11.68_HILICNeg,"L-Cysteic Acid, D3",0.28809921069762756,0.16452297455423412,6671857,170410,Smp,KM1513-45m_A,A,5457514.3954064725,170410_Smp_KM1513-45m_A I214.0484R11.68_HILICNeg,HILICNeg,24,0.6363636363636364
I217.93R10.87_HILICNeg,"Sulfoacetic Acid, 13C2",0.44470952283871074,0.4213366112634378,616572,170410,Smp,KM1513-45m_A,A,392892.61166263756,170410_Smp_KM1513-45m_A I217.93R10.87_HILICNeg,HILICNeg,51,0.2272727272727273
I219.9271R10.87_HILICNeg,"L-Isoleucine, 15N",0.5152449891579586,0.48985470004455683,369409,170410,Smp,KM1513-45m_A,A,669622.1997547396,170410_Smp_KM1513-45m_A I219.9271R10.87_HILICNeg,HILICNeg,56,0.1515151515151515
I221.022R10.39_HILICNeg,"L-Methionine, D3",0.7124041741281532,0.6353729387045828,0,170410,Smp,KM1513-45m_A,A,NA,170410_Smp_KM1513-45m_A I221.022R10.39_HILICNeg,HILICNeg,66,0
I225.1607R2.2_HILICNeg,"L-Isoleucine, 15N",0.29942013267432577,0.2378174523628629,165393,170410,Smp,KM1513-45m_A,A,299805.43106430984,170410_Smp_KM1513-45m_A I225.1607R2.2_HILICNeg,HILICNeg,59,0.10606060606060608
I229.1557R2_HILICNeg,"L-Isoleucine, 15N",0.3119228270616889,0.2721753808176269,2349233,170410,Smp,KM1513-45m_A,A,4258419.716889481,170410_Smp_KM1513-45m_A I229.1557R2_HILICNeg,HILICNeg,34,0.48484848484848486
I232.0231R10.77_HILICNeg,"Sulfolactic Acid, 13C3",0.7925739238936522,0.6294558216635346,462616,170410,Smp,KM1513-45m_A,A,558946.6430379741,170410_Smp_KM1513-45m_A I232.0231R10.77_HILICNeg,HILICNeg,55,0.16666666666666663
I239.002R2.89_HILICNeg,"Sulfolactic Acid, 13C3",0.29682929840511474,0.21509324583355655,35195,170410,Smp,KM1513-45m_A,A,42523.66347407245,170410_Smp_KM1513-45m_A I239.002R2.89_HILICNeg,HILICNeg,64,0.030303030303030276
I241.0119R13.69_HILICNeg,"L-Cysteic Acid, D3",0.38712986261401344,0.2986059477625565,681014,170410,Smp,KM1513-45m_A,A,557062.8549852527,170410_Smp_KM1513-45m_A I241.0119R13.69_HILICNeg,HILICNeg,49,0.25757575757575757
I243.1715R1.84_HILICNeg,"L-Isoleucine, 15N",0.28152754954802317,0.25614277034177946,2294857,170410,Smp,KM1513-45m_A,A,4159853.150471598,170410_Smp_KM1513-45m_A I243.1715R1.84_HILICNeg,HILICNeg,35,0.4696969696969697
I244.0495R6.68_HILICNeg,"DL-Proline, D7",0.2360818612845884,0.12827879527701586,0,170410,Smp,KM1513-45m_A,A,NA,170410_Smp_KM1513-45m_A I244.0495R6.68_HILICNeg,HILICNeg,66,0
I244.0828R9.94_HILICNeg,"Sulfolactic Acid, 13C3",0.3277991982871865,0.1904230460151296,0,170410,Smp,KM1513-45m_A,A,NA,170410_Smp_KM1513-45m_A I244.0828R9.94_HILICNeg,HILICNeg,66,0
I253.9168R1.77_HILICNeg,"Isethionic Acid, 13C2",0.3657829261059727,0.26696426354651537,0,170410,Smp,KM1513-45m_A,A,NA,170410_Smp_KM1513-45m_A I253.9168R1.77_HILICNeg,HILICNeg,66,0
I261.9827R12.12_HILICNeg,"L-Isoleucine, 15N",0.6656105145622756,0.6380931674866227,277764,170410,Smp,KM1513-45m_A,A,503498.6713715028,170410_Smp_KM1513-45m_A I261.9827R12.12_HILICNeg,HILICNeg,58,0.12121212121212122
I267.0726R11.17_HILICNeg,"L-Cysteic Acid, D3",0.2625596098476849,0.1402307722658249,275801632,170410,Smp,KM1513-45m_A,A,225603063.2725789,170410_Smp_KM1513-45m_A I267.0726R11.17_HILICNeg,HILICNeg,1,0.9848484848484849
I275.9414R1.7_HILICNeg,"Isethionic Acid, 13C2",0.4297168851804776,0.3141003025100769,0,170410,Smp,KM1513-45m_A,A,NA,170410_Smp_KM1513-45m_A I275.9414R1.7_HILICNeg,HILICNeg,66,0
I276.9109R1.79_HILICNeg,"Succinic Acid, D4",0.30307757855865614,0.25172285172669767,0,170410,Smp,KM1513-45m_A,A,NA,170410_Smp_KM1513-45m_A I276.9109R1.79_HILICNeg,HILICNeg,66,0
I277.9097R1.79_HILICNeg,"Isethionic Acid, 13C2",0.27148095568739944,0.24286905806619088,13504,170410,Smp,KM1513-45m_A,A,35226.387459831894,170410_Smp_KM1513-45m_A I277.9097R1.79_HILICNeg,HILICNeg,65,0.015151515151515138
I292.0727R10.9_HILICNeg,"L-Cysteic Acid, D3",0.35947447494219276,0.25272963047247043,6001369,170410,Smp,KM1513-45m_A,A,4909061.706455361,170410_Smp_KM1513-45m_A I292.0727R10.9_HILICNeg,HILICNeg,25,0.6212121212121212
I298.957R7.41_HILICNeg,"DL-Proline, D7",0.20929295819388455,0.161434047642213,0,170410,Smp,KM1513-45m_A,A,NA,170410_Smp_KM1513-45m_A I298.957R7.41_HILICNeg,HILICNeg,66,0
I300.8705R4.81_HILICNeg,"L-Isoleucine, 15N",0.29117138158234934,0.22605718969743657,0,170410,Smp,KM1513-45m_A,A,NA,170410_Smp_KM1513-45m_A I300.8705R4.81_HILICNeg,HILICNeg,66,0
I302.0009R7.07_HILICNeg,"DL-Valine, D8",0.2645830366643384,0.22023765689923885,0,170410,Smp,KM1513-45m_A,A,NA,170410_Smp_KM1513-45m_A I302.0009R7.07_HILICNeg,HILICNeg,66,0
I304.079R2.8_HILICNeg,"DL-Valine, D8",0.2697372203687753,0.217159082261971,1959838,170410,Smp,KM1513-45m_A,A,5608939.477638335,170410_Smp_KM1513-45m_A I304.079R2.8_HILICNeg,HILICNeg,38,0.4242424242424242
I316.0457R12.61_HILICNeg,"Sulfolactic Acid, 13C3",0.3646212409369585,0.2235483355000427,1470245,170410,Smp,KM1513-45m_A,A,1776394.476614225,170410_Smp_KM1513-45m_A I316.0457R12.61_HILICNeg,HILICNeg,42,0.36363636363636365
I317.0553R12.1_HILICNeg,"L-Cysteic Acid, D3",0.2574003754156442,0.17036787751376975,37893140,170410,Smp,KM1513-45m_A,A,30996221.447365075,170410_Smp_KM1513-45m_A I317.0553R12.1_HILICNeg,HILICNeg,9,0.8636363636363636
I325.0188R11.15_HILICNeg,"Sulfoacetic Acid, 13C2",0.5540401128020546,0.548687601302364,3484483,170410,Smp,KM1513-45m_A,A,2220385.65838874,170410_Smp_KM1513-45m_A I325.0188R11.15_HILICNeg,HILICNeg,30,0.5454545454545454
I327.1204R10.42_HILICNeg,"Sulfoacetic Acid, 13C2",0.15859886512250151,0.1138554936234745,0,170410,Smp,KM1513-45m_A,A,NA,170410_Smp_KM1513-45m_A I327.1204R10.42_HILICNeg,HILICNeg,66,0
I329.0856R4.34_HILICNeg,"L-Cysteic Acid, D3",0.22919599332326715,0.1596210331126875,3408692,170410,Smp,KM1513-45m_A,A,2788277.0358397793,170410_Smp_KM1513-45m_A I329.0856R4.34_HILICNeg,HILICNeg,31,0.5303030303030303
I331.1154R11.28_HILICNeg,"L-Cysteic Acid, D3",0.22906077204217348,0.13352374458585806,1351341,170410,Smp,KM1513-45m_A,A,1105383.8474959787,170410_Smp_KM1513-45m_A I331.1154R11.28_HILICNeg,HILICNeg,43,0.3484848484848485
I338.006R9.9_HILICNeg,"L-Isoleucine, 15N",0.3205796081399152,0.24623909811411457,0,170410,Smp,KM1513-45m_A,A,NA,170410_Smp_KM1513-45m_A I338.006R9.9_HILICNeg,HILICNeg,66,0
I340.0028R9.93_HILICNeg,"DL-Valine, D8",0.363528933370342,0.3086008513574829,0,170410,Smp,KM1513-45m_A,A,NA,170410_Smp_KM1513-45m_A I340.0028R9.93_HILICNeg,HILICNeg,66,0
I346.0564R12.06_HILICNeg,"L-Cysteic Acid, D3",0.30862200284225083,0.1717925419933698,11154056,170410,Smp,KM1513-45m_A,A,9123909.758133296,170410_Smp_KM1513-45m_A I346.0564R12.06_HILICNeg,HILICNeg,18,0.7272727272727273
I376.9346R7.43_HILICNeg,"Isethionic Acid, 13C2",0.3603871603473754,0.23933211063475784,0,170410,Smp,KM1513-45m_A,A,NA,170410_Smp_KM1513-45m_A I376.9346R7.43_HILICNeg,HILICNeg,66,0
I379.083R11.37_HILICNeg,"L-Cysteic Acid, D3",0.5181293355642494,0.39307804327506346,12832857,170410,Smp,KM1513-45m_A,A,10497152.713508805,170410_Smp_KM1513-45m_A I379.083R11.37_HILICNeg,HILICNeg,15,0.7727272727272727
I386.0341R16.12_HILICNeg,"L-Isoleucine, 15N",0.3491063211622151,0.2667097985349668,1915741,170410,Smp,KM1513-45m_A,A,3472635.216197615,170410_Smp_KM1513-45m_A I386.0341R16.12_HILICNeg,HILICNeg,40,0.3939393939393939
I387.2256R2.2_HILICNeg,"L-Isoleucine, 15N",0.4629132915364098,0.3810060859463432,122509,170410,Smp,KM1513-45m_A,A,222070.24211579413,170410_Smp_KM1513-45m_A I387.2256R2.2_HILICNeg,HILICNeg,61,0.0757575757575758
I401.241R2.14_HILICNeg,"Sulfolactic Acid, 13C3",0.34956665337068593,0.29466277798774043,580032,170410,Smp,KM1513-45m_A,A,700812.2054892227,170410_Smp_KM1513-45m_A I401.241R2.14_HILICNeg,HILICNeg,52,0.21212121212121215
I414.1638R9.08_HILICNeg,"Sulfolactic Acid, 13C3",0.245394569730372,0.17590764749339055,1093199,170410,Smp,KM1513-45m_A,A,1320836.0956440554,170410_Smp_KM1513-45m_A I414.1638R9.08_HILICNeg,HILICNeg,45,0.31818181818181823
I429.1257R12.32_HILICNeg,"L-Methionine, D3",0.3621370735614393,0.26582449724105045,5516805,170410,Smp,KM1513-45m_A,A,4815613.785960077,170410_Smp_KM1513-45m_A I429.1257R12.32_HILICNeg,HILICNeg,27,0.5909090909090908
I479.7914R1.79_HILICNeg,"L-Isoleucine, 15N",0.3377165455538152,0.2662108926913001,2142231,170410,Smp,KM1513-45m_A,A,3883190.2704124576,170410_Smp_KM1513-45m_A I479.7914R1.79_HILICNeg,HILICNeg,37,0.43939393939393945
I495.0783R2.22_HILICNeg,"L-Isoleucine, 15N",0.3960030605997702,0.29917523508372185,0,170410,Smp,KM1513-45m_A,A,NA,170410_Smp_KM1513-45m_A I495.0783R2.22_HILICNeg,HILICNeg,66,0
I533.0521R2.2_HILICNeg,"L-Isoleucine, 15N",0.2768750836037403,0.15187374117329014,45431,170410,Smp,KM1513-45m_A,A,82352.09796474254,170410_Smp_KM1513-45m_A I533.0521R2.2_HILICNeg,HILICNeg,63,0.045454545454545414
I606.0756R12.98_HILICNeg,"Sulfolactic Acid, 13C3",0.38124189894432226,0.25455751345024547,1735034,170410,Smp,KM1513-45m_A,A,2096320.5549672914,170410_Smp_KM1513-45m_A I606.0756R12.98_HILICNeg,HILICNeg,41,0.3787878787878788
I620.9939R2.17_HILICNeg,"L-Isoleucine, 15N",0.22004822106529745,0.1395567482726036,522841,170410,Smp,KM1513-45m_A,A,947746.1040255323,170410_Smp_KM1513-45m_A I620.9939R2.17_HILICNeg,HILICNeg,53,0.19696969696969702
I622.9911R2.17_HILICNeg,"L-Methionine, D3",0.21936062010738522,0.15988278710026094,463371,170410,Smp,KM1513-45m_A,A,404476.10086165945,170410_Smp_KM1513-45m_A I622.9911R2.17_HILICNeg,HILICNeg,54,0.18181818181818177
Inosine,"L-Cysteic Acid, D3",0.36853527182279455,0.33317920871435386,10860852,170410,Smp,KM1513-45m_A,A,8884071.726414276,170410_Smp_KM1513-45m_A Inosine,HILICNeg,19,0.7121212121212122
Isethionic Acid,"Isethionic Acid, 13C2",0.1839387051789856,0.09071542842932978,94763656,170410,Smp,KM1513-45m_A,A,247199441.89619547,170410_Smp_KM1513-45m_A Isethionic Acid,HILICNeg,5,0.9242424242424242
L-Pyroglutamic acid,"Sulfoacetic Acid, 13C2",0.2585570587858308,0.20591007669626393,27099066,170410,Smp,KM1513-45m_A,A,17268093.28733414,170410_Smp_KM1513-45m_A L-Pyroglutamic acid,HILICNeg,12,0.8181818181818181
Malic Acid,"DL-Histidine, 15N",0.4261695062984473,0.2378957425671352,26777932,170410,Smp,KM1513-45m_A,A,15045529.899363475,170410_Smp_KM1513-45m_A Malic Acid,HILICNeg,13,0.803030303030303
N-acetyltaurine,"L-Isoleucine, 15N",0.394612850056869,0.3308833109788206,86217,170410,Smp,KM1513-45m_A,A,156284.27351865923,170410_Smp_KM1513-45m_A N-acetyltaurine,HILICNeg,62,0.06060606060606055
NAD,"Sulfolactic Acid, 13C3",0.5706684407356405,0.42943785430573056,326740,170410,Smp,KM1513-45m_A,A,394777.15026334516,170410_Smp_KM1513-45m_A NAD,HILICNeg,57,0.13636363636363635
Sucrose,"L-Cysteic Acid, D3",0.20285277800648907,0.17025234622101557,61394992,170410,Smp,KM1513-45m_A,A,50220508.71981598,170410_Smp_KM1513-45m_A Sucrose,HILICNeg,7,0.8939393939393939
Sulfolactic Acid,"Sulfolactic Acid, 13C3",0.5431784565599082,0.3430578463512258,1044336,170410,Smp,KM1513-45m_A,A,1261798.341180819,170410_Smp_KM1513-45m_A Sulfolactic Acid,HILICNeg,46,0.303030303030303
Thymidine,"DL-Valine, D8",0.23318619092208692,0.1845359649406616,1956120,170410,Smp,KM1513-45m_A,A,5598298.783367758,170410_Smp_KM1513-45m_A Thymidine,HILICNeg,39,0.40909090909090906
Trehalose,"L-Cysteic Acid, D3",0.6177796987133317,0.5449366909147167,2809936,170410,Smp,KM1513-45m_A,A,2298500.4280173993,170410_Smp_KM1513-45m_A Trehalose,HILICNeg,33,0.5
Uracil,"Succinic Acid, D4",0.1904099444537059,0.14796669168086607,0,170410,Smp,KM1513-45m_A,A,NA,170410_Smp_KM1513-45m_A Uracil,HILICNeg,66,0
Uridine,"L-Cysteic Acid, D3",0.22687448170090405,0.20067699500362537,11318455,170410,Smp,KM1513-45m_A,A,9258386.547592428,170410_Smp_KM1513-45m_A Uridine,HILICNeg,17,0.7424242424242424
Amino Propanesulfonic Acid,"L-Methionine, D3",0.42395552600551445,0.3171655502545556,7403876,170410,Smp,KM1513-45m_B,B,5327945.752020686,170410_Smp_KM1513-45m_B Amino Propanesulfonic Acid,HILICNeg,22,0.6811594202898551
Cysteic Acid,"L-Cysteic Acid, D3",0.377323694312607,0.24326222201956468,1233587,170410,Smp,KM1513-45m_B,B,971083.2024677848,170410_Smp_KM1513-45m_B Cysteic Acid,HILICNeg,47,0.3188405797101449
Cytidine,Inj_vol,0.24088584482145642,0.24088584482145642,0,170410,Smp,KM1513-45m_B,B,NA,170410_Smp_KM1513-45m_B Cytidine,HILICNeg,69,0
DHPS,"Sulfolactic Acid, 13C3",0.2927140955944975,0.17146864081248647,46361468,170410,Smp,KM1513-45m_B,B,52629082.755152956,170410_Smp_KM1513-45m_B DHPS,HILICNeg,8,0.8840579710144928
Gluconic Acid,"Succinic Acid, D4",0.3428558933203373,0.23109151635993533,1140331,170410,Smp,KM1513-45m_B,B,8778303.758707637,170410_Smp_KM1513-45m_B Gluconic Acid,HILICNeg,50,0.2753623188405797
Guanosine,"Sulfolactic Acid, 13C3",0.24165183632923856,0.1624269312515363,4353168,170410,Smp,KM1513-45m_B,B,4941673.523346665,170410_Smp_KM1513-45m_B Guanosine,HILICNeg,30,0.5652173913043479
I102.0549R12.14_HILICNeg,"L-Cysteic Acid, D3",0.26604525317653455,0.14445067846611784,38469312,170410,Smp,KM1513-45m_B,B,30283152.054692846,170410_Smp_KM1513-45m_B I102.0549R12.14_HILICNeg,HILICNeg,10,0.855072463768116
I116.0706R7.18_HILICNeg,"Sulfoacetic Acid, 13C2",0.18690680628825232,0.15325775858931914,16016881,170410,Smp,KM1513-45m_B,B,9058742.046613045,170410_Smp_KM1513-45m_B I116.0706R7.18_HILICNeg,HILICNeg,16,0.7681159420289855
I124.0064R10.88_HILICNeg,"Taurine, D4",0.3784558412802312,0.10612214401822523,55730876,170410,Smp,KM1513-45m_B,B,41896403.53676563,170410_Smp_KM1513-45m_B I124.0064R10.88_HILICNeg,HILICNeg,7,0.8985507246376812
I126.904R4.8_HILICNeg,"Isethionic Acid, 13C2",0.19808247336329465,0.17726913372482522,168560624,170410,Smp,KM1513-45m_B,B,639879315.1495106,170410_Smp_KM1513-45m_B I126.904R4.8_HILICNeg,HILICNeg,4,0.9420289855072463
I128.0343R12.12_HILICNeg,"L-Cysteic Acid, D3",0.28778882646214066,0.15404871535551842,34511328,170410,Smp,KM1513-45m_B,B,27167415.768532034,170410_Smp_KM1513-45m_B I128.0343R12.12_HILICNeg,HILICNeg,11,0.8405797101449275
I130.0864R6.66_HILICNeg,"L-Isoleucine, 15N",0.1757766359077615,0.15386924714629335,25871260,170410,Smp,KM1513-45m_B,B,36781008.2272647,170410_Smp_KM1513-45m_B I130.0864R6.66_HILICNeg,HILICNeg,13,0.8115942028985508
I136.0395R7.72_HILICNeg,"L-Methionine, D3",0.18255038271497998,0.16072014836944562,1344815,170410,Smp,KM1513-45m_B,B,967750.0496366632,170410_Smp_KM1513-45m_B I136.0395R7.72_HILICNeg,HILICNeg,43,0.37681159420289856
I139.0157R7.24_HILICNeg,"Isethionic Acid, 13C2",0.2669586612951173,0.16547682925379822,1297557,170410,Smp,KM1513-45m_B,B,4925704.858137294,170410_Smp_KM1513-45m_B I139.0157R7.24_HILICNeg,HILICNeg,44,0.3623188405797102
I146.045R12.11_HILICNeg,"L-Cysteic Acid, D3",0.2862051615242178,0.11128744947983432,332049856,170410,Smp,KM1513-45m_B,B,261390593.07811025,170410_Smp_KM1513-45m_B I146.045R12.11_HILICNeg,HILICNeg,2,0.9710144927536232
I148.9235R3.57_HILICNeg,"L-Cysteic Acid, D3",0.3109753332324484,0.27023871608186895,3513251,170410,Smp,KM1513-45m_B,B,2765641.200947438,170410_Smp_KM1513-45m_B I148.9235R3.57_HILICNeg,HILICNeg,33,0.5217391304347826
I150.0413R8.14_HILICNeg,"L-Methionine, D3",0.23050224122748678,0.14809689450605343,190926528,170410,Smp,KM1513-45m_B,B,137393735.9034185,170410_Smp_KM1513-45m_B I150.0413R8.14_HILICNeg,HILICNeg,3,0.9565217391304348
I167.0204R10.56_HILICNeg,"L-Methionine, D3",0.34576697817436947,0.32860465899301083,5792895,170410,Smp,KM1513-45m_B,B,4168658.457698626,170410_Smp_KM1513-45m_B I167.0204R10.56_HILICNeg,HILICNeg,28,0.5942028985507246
I172.0067R5.44_HILICNeg,"L-Isoleucine, 15N",0.17999774360933551,0.1495509548698941,7569917,170410,Smp,KM1513-45m_B,B,10762103.564214148,170410_Smp_KM1513-45m_B I172.0067R5.44_HILICNeg,HILICNeg,21,0.6956521739130435
I186.0253R12.12_HILICNeg,"Isethionic Acid, 13C2",0.2866782549224705,0.23656253975488603,12882102,170410,Smp,KM1513-45m_B,B,48902231.1963329,170410_Smp_KM1513-45m_B I186.0253R12.12_HILICNeg,HILICNeg,18,0.7391304347826086
I192.9131R3.72_HILICNeg,"L-Isoleucine, 15N",0.26479573198165796,0.177532782829228,5886714,170410,Smp,KM1513-45m_B,B,8369104.406416785,170410_Smp_KM1513-45m_B I192.9131R3.72_HILICNeg,HILICNeg,27,0.6086956521739131
I192.9808R2.93_HILICNeg,"DL-Valine, D8",0.31045348100464226,0.24820073288539132,749441,170410,Smp,KM1513-45m_B,B,1112375.6994101899,170410_Smp_KM1513-45m_B I192.9808R2.93_HILICNeg,HILICNeg,52,0.24637681159420288
I194.9965R12.04_HILICNeg,"L-Cysteic Acid, D3",0.2852787336534205,0.1507791297919569,6235109,170410,Smp,KM1513-45m_B,B,4908295.576603602,170410_Smp_KM1513-45m_B I194.9965R12.04_HILICNeg,HILICNeg,26,0.6231884057971014
I206.9967R1.94_HILICNeg,"L-Isoleucine, 15N",0.295017166238509,0.251665227943627,126217,170410,Smp,KM1513-45m_B,B,179441.91799783503,170410_Smp_KM1513-45m_B I206.9967R1.94_HILICNeg,HILICNeg,61,0.1159420289855072
I214.0388R5.25_HILICNeg,"DL-Valine, D8",0.2936286233966195,0.2755579374510007,1508759,170410,Smp,KM1513-45m_B,B,2239411.5719134915,170410_Smp_KM1513-45m_B I214.0388R5.25_HILICNeg,HILICNeg,40,0.42028985507246375
I214.0484R11.68_HILICNeg,"L-Cysteic Acid, D3",0.28809921069762756,0.16452297455423412,7001230,170410,Smp,KM1513-45m_B,B,5511388.211462611,170410_Smp_KM1513-45m_B I214.0484R11.68_HILICNeg,HILICNeg,23,0.6666666666666667
I217.93R10.87_HILICNeg,"Sulfoacetic Acid, 13C2",0.44470952283871074,0.4213366112634378,1242271,170410,Smp,KM1513-45m_B,B,702597.0000643717,170410_Smp_KM1513-45m_B I217.93R10.87_HILICNeg,HILICNeg,46,0.33333333333333337
I219.9271R10.87_HILICNeg,"L-Isoleucine, 15N",0.5152449891579586,0.48985470004455683,1023365,170410,Smp,KM1513-45m_B,B,1454911.6078805106,170410_Smp_KM1513-45m_B I219.9271R10.87_HILICNeg,HILICNeg,51,0.26086956521739135
