Quantified metabolites in all environmental samples, all values in nmol L-1
"","Identification","KM1513-125m_A","KM1513-125m_B","KM1513-125m_C","KM1513-15m_A","KM1513-15m_B","KM1513-15m_C","KM1513-45m_A","KM1513-45m_B","KM1513-45m_C","KM1513-75m_A","KM1513-75m_B","KM1513-75m_C","S11C1_A","S12C1_A","S12C1_B","S13C1_A","S13C1_B","S14C1_A","S14C1_B","S14C1_C","S2C3_A","S4C1_A","S4C1_B","S4C1_C","S4C2_A","S4C2_B","S6C1_A","S6C1_B","S6C1_C","S6C2_A","S6C2_B","S7E41D100_1","S7E41D120_1","S7E41D140_1","S7E41D160_1","S7E41D180_1","S7E41D250_1","S7E41D30_1","S7E41D40_1","S7E41D60_1","S7E41D80_1","S8C1_A","S9C1_A","S9C1_B","S9C2_A","S9C2_B","U3_A","U3_B","U4_A","U4_B","U6_A","U6_B","U7_A","U7_B","U8_A","U8_B","U9_A","U9_B"
"25","Cytidine",NA,NA,NA,0.00212406118331736,0.00278123079608781,0.00348934094240778,NA,NA,0.0024502962301799,NA,NA,0.00197182139516518,0.0218770774207329,0.0388396340405934,0.0417001196545337,0.026487789935904,0.0242988073348143,0.0411435415947512,0.0556515034284826,0.0420689181557233,0.0094167727027821,0.01296792926244,0.0064893707245083,0.0100766843454092,0.0145801265804813,0.024836648830264,0.0111152704942477,0.0162708033670956,0.0111854905918248,0.020909390835569,0.0144735682346381,0.00199970604966752,0.000881766618569177,NA,0.0062316663383992,0.00316165456892138,NA,0.0879555304966591,0.074809081093376,0.0119563256758737,0.000812209073435076,0.0299672391811836,0.0190295827473443,0.0172916438396602,0.0369673242116437,0.022503894141565,0.0196126333490745,0.0302921918354454,0.0215630026056394,0.0180559266699429,0.0274007104068322,0.0446240706989668,0.0274294471639694,0.0153618579878587,0.0229992955251682,0.0412835332562727,0.0166369156836437,0.0112879990903713
"26","Cytosine",0.00825430487420285,0.00695096058166449,0.00809253875161953,0.0110673943585718,0.0125494360084949,0.0140263939173439,0.011881906784209,0.0115160943915408,0.0109259601428271,0.00688298781745858,0.010505957139723,0.0135240118192583,0.0280376342905005,0.0895611845720255,0.0798488679590308,0.0603477119020112,0.0327407082826192,0.0700859704391857,0.0689370225687748,0.0630319903135001,0.017876098224549,0.0215020786717009,0.0173568605499236,0.0301171367688566,0.0229123375185835,0.0214607114149082,0.0677674944842863,0.0393331368060563,0.0428175497674236,0.0275609939471171,0.028388977990063,0.0207328740076112,0.0287340106690453,0.0303687978317292,0.0468040482086303,0.0218079258534406,0.0134093085398925,0.166082798026764,0.299870552597767,0.0804444753929404,0.0276022437411202,0.0319112927289358,0.0145296841219293,0.0335168494320759,0.0377993027023641,0.0347838332167425,0.03887582800041,0.0657575267892308,0.0172256834537425,0.0324600639198987,0.0263528128342457,0.0673958729573001,0.0436481964678459,0.0527254444692504,0.0365303877392287,0.0712663855974478,0.0321807159845128,0.0422627284682659
"27","Deoxyadenosine",0.00127526680299127,0.00120731282264127,0.00153368305324175,0.00620959109117286,0.00626527876440456,0.00603229236789022,0.00497426228233657,0.00594611241529449,0.00326023532654416,0.00210500702007952,0.00231356873788071,0.00398645696806356,0.0326486324325799,0.124738864797965,0.10229704976204,0.105077664754772,0.0264398762044985,0.0823118030765116,0.0952903488903427,0.107294152470244,0.0008002332829336,0.00208371225418786,0.00304511411141496,0.00583266682578222,0.00491834660404555,0.0037728442479333,0.00464331906338401,0.0267619773754001,0.00754383108182112,0.0191888398034603,0.00555389280617165,0.000714510011867652,0.000932410128944614,0.000897788457417668,0.000928333692221648,0.000627724703128825,0.000499289931409897,0.0158445909013503,0.0188266772549678,0.00380059923532306,0.00116719783319291,0.0142807029786149,0.0245412796057935,0.0156737638953231,0.0193838117683986,0.0292000935411019,0.00810582389629904,0.0154242828861061,0.0103875086857424,0.00646876886555016,0.0319888443306133,0.0383238386615921,0.0476798203993104,0.0159461011898037,0.029524106931996,0.0426310006143788,0.015592076099289,0.0188370167670095
"28","Dexpanthenol",0.00343976809618919,0.000828877008150875,0.00102290078115027,0.00354597258389482,0.00336357168135286,0.00275750785263283,0.00307265415190389,0.00358557957283003,0.00306963522758998,0.00236242637312563,0.00310797376721262,0.00330186698897237,0.00205104110828956,0.00177818642123838,0.00336602148893385,0.0027715414239533,0.00243016667871878,0.00699888545925655,0.00116671446673766,0.00233416727452157,NA,NA,NA,0.000844119702264575,0.00195519740866673,NA,0.00337829612344548,0.0021926765643529,0.00237718420193421,NA,0.00154259463721334,0.00490148966042348,0.152174614103941,0.00027603418134567,0.000216842172509172,0.0020418496881845,0.00109760953125824,0.00114021449101964,0.000753686473297573,0.000456583539130724,0.00442914191262159,0.00186701504380046,0.00202678438836843,0.00343047313727051,0.00294142013732943,0.00121408883917464,0.00223984513749812,NA,0.000654688438118168,0.00103075172557111,0.00161496784546313,0.00293982195304986,0.000819563584066482,0.00163029721194719,0.00238874423920565,0.00057989406227094,0.00146686768158729,0.00295291213946428
"29","DHPS",0.0314656653075995,0.0244761703688303,0.0295113921899834,0.178769516002528,0.186522463877124,0.175996115324784,0.0284124285770942,0.0300756627633079,0.0263258388121058,0.0166751068185646,0.0275304774709178,0.0317576313051534,0.0605074941181957,0.176112273979067,0.190582571391776,0.0370101114577124,0.0333193751367799,0.0545436076559279,0.0420611144339686,0.0658638395767805,0.0415418315955032,0.0537219876999644,0.0285611458659708,0.047604382417994,0.0396815099194866,0.043446851647596,0.136466008699176,0.133933218339244,0.109694564392393,0.0706114298585541,0.0887363072451017,0.0230880304773965,0.0147788828681882,0.00291296162208741,0.00125770752012847,0.0320709194364935,0.00303771553533958,4.34428083638945,3.8768674300289,0.329218750280733,0.0505067693634284,0.120737360483996,0.0781019580950093,0.0723711724857658,0.198709150530509,0.116981383515207,0.151061596172119,0.281002508880047,0.176587836643045,0.169087706124059,0.16315301388151,0.120840866393095,0.114814484365833,0.139349351257798,0.146387158419974,0.185660796844115,0.0762921287429639,0.0482209369131538
"30","Dimethylsulfonioacetate (DMS-Ac)",0.00415675544221426,0.00354323040215954,0.00444754178754508,0.0250791815844859,0.0301067193187712,0.0283517380170769,0.0274441681148386,0.0261322535245364,0.0266743947568667,0.0165980089536736,0.0226872333002909,0.032432346448485,0.108827320252843,0.378460535827732,0.339667831823748,0.0844772204159009,0.0995217817434126,0.0990057367780983,0.104578403149246,0.131758549918695,0.0486785902651121,0.200403978068524,0.0624202778618873,0.173657784431982,0.107349341210444,0.143421730043748,0.105233711804098,0.124820766157813,0.134571842578313,0.147783142394912,0.143128855272906,0.00423110273716216,0.0148238288597,0.00593975219994829,0.014533636305792,0.0130254378782199,0.00464013873836181,2.0842782855841,0.668256544439893,0.0746889642929486,0.0158485637705313,0.2402168989963,0.15298663874564,0.113325987723073,0.399859655020354,0.218680425129669,0.24419116981319,0.457879161543176,0.134627617057547,0.133283257649352,0.244128554216858,0.272202833239879,0.191405042409411,0.178287609161927,0.15453924748085,0.26174360118226,0.219230428228414,0.112822743175182
"31","DMSP",0.0283122940285173,0.0202282524575704,0.0255342047639712,0.116393642452967,0.134914159133463,0.121076959806162,0.110177065533795,0.109849766074298,0.104763144167913,0.0872630615110335,0.0763399965891566,0.0912417948636572,0.912932345647383,0.724895803052766,0.381372632400394,0.565422833204753,0.265042855604312,0.590348027248219,0.34089854423666,0.845451365184144,0.784951643949778,0.893959310272972,0.317233775681114,0.621963120898952,0.176899559364081,0.164982831500573,0.332465316504942,0.573177366189911,0.487050809388364,0.477495458028632,0.356320778723191,0.150005631569891,0.253182740009956,0.165182072102483,0.172605088706256,0.264584107742604,0.0959955515523431,10.3879758266094,5.83736157502696,1.18135231232588,0.426965368636326,1.77967529722996,1.29980711077913,0.784303090604217,2.77119335865575,1.61326525924236,0.951179777051598,1.16104383954238,1.67582136322634,1.39337660083101,0.895028207360804,0.770293500449015,0.861399309849526,0.788097994116915,0.741023710393593,0.433468555494165,0.691791394631587,0.147696567269352
"32","Ectoine",0.00394752130874835,0.00286994313897064,0.00398429251345262,0.00279942491721412,0.00319227752220554,0.00217149963029925,0.00286104018614127,0.00321944270946194,0.00275358465333147,0.00263835370548474,0.00262450651911661,0.00317286448772289,0.0278660298217829,0.0208447827470817,0.0483951014779333,0.0291764368094267,0.0299987749449379,0.127316174023296,0.0403710382607849,0.145960050922303,0.00565743858496583,0.0204838203337086,0.00662084399568647,0.0255987035525332,0.00830510104536968,0.0117557297112469,0.0254636466309869,0.0218498234904678,0.0202324289232666,0.0211313558411005,0.0223294921416193,0.0219914473043476,0.0288307177114436,0.0161734742587783,0.0233652615328023,0.0138739126019899,0.00984876495239059,0.440510648428186,0.314452993060508,0.0349948393122423,0.0306311145282366,0.0263682662563514,0.0162406573155503,0.0328056947679982,0.0148439657203382,0.0231175145216227,0.0215512486733938,0.0359260153310147,0.00914730299004748,0.0173589445823707,0.0150526210007042,0.0369366549729175,0.0246357247546576,0.0320920051321858,0.0303745638304544,0.0376254498789928,0.0282856373527152,0.0217636931387337
"33","Gluconic Acid",NA,NA,NA,NA,0.0342413782887121,0.0228698148182687,NA,0.0120919196367728,NA,NA,NA,0.00518582495877322,NA,0.0296902663966544,0.0156476388204118,0.00742509107856821,0.0050174092045056,NA,NA,0.00492734263925934,NA,NA,NA,0.00582237336390587,0.00801581854890922,0.0223558166166847,NA,0.00621803203419934,NA,0.0215075595307307,0.00506114129746825,NA,NA,NA,NA,0.000572538204658919,NA,0.0906715667939644,0.0674357778703083,NA,NA,0.00311672372036786,0.00848689508110968,NA,0.0137653980497626,0.00592615282489541,0.040261653949932,0.0864617159394921,0.0179436905486382,0.00879036810226411,0.037164899501324,0.0242378288436332,0.0111449904570664,0.0112103928213711,0.0314032759024075,0.0370102448717064,0.0293998286401258,0.0174139054933738
"34","Glucosylglycerol",0.0663852343087424,0.0447005246746004,0.0514379514023284,0.776022906831904,0.803879171632231,0.643001593561364,0.0703689555546694,0.0886321182838953,0.133584095160645,0.0319589081950143,0.0463325856134782,0.0547239400690351,0.324995395471311,0.998347887219279,1.76415034403941,0.582531847886892,0.0886092887540517,0.190791271633516,0.234267241747791,0.532859038556354,0.0126191753867154,0.154030808529291,0.127827300519859,0.272336133622749,0.328045701523037,0.200209383519411,0.152176426875681,0.237339544994767,0.0742027395592855,0.336947932872568,0.477439517576554,NA,NA,NA,NA,NA,NA,0.941484284808186,0.751691471726176,0.194632604838759,0.0115616412888396,0.508139659050701,0.0223064927274213,0.138736055646791,0.738100259256345,0.435607994525591,0.618593568684964,2.42907066253954,0.402567735420065,0.520898537838781,0.693395758527056,1.14839562945458,0.56876483104823,0.67477254234479,0.405825235988695,1.36175098011555,0.729621996647031,0.628703111403688
"35","Glutamic acid",1.1495694068864,0.886711150415973,1.08850343970067,3.00179559147589,4.10715200961913,3.44104142133113,1.92239435742208,2.99848277723055,2.58246625319546,1.36197583359412,2.18894814134759,3.79437114963311,3.77174963327355,6.23374503669777,5.29547355471172,3.09046025007578,3.43742177169612,5.56971446001687,3.7510154422337,3.21585248159252,2.30639149499145,2.30566452355804,1.7548953092934,2.07645246286112,2.36345695525765,4.17995392915109,5.65411394902584,6.44468927760194,5.49870894585812,5.54249596947037,3.48196823138856,1.3741029343959,0.849549023872919,0.696129501267198,0.603558134989516,1.09160911107097,0.499599301974292,9.13485175039417,8.48335667866708,1.87912687711905,0.917531073508181,4.1547286651801,5.14127839902285,3.39647580370107,5.62909009168069,4.31810934632087,6.899481905287,9.04822683283502,8.13189310952117,5.43228863548319,9.22186358777866,7.19133041099924,4.02495452671853,5.77183146468353,8.70443487876493,7.01834167139727,9.27731952396377,6.31735317248197
"36","Glutamine",0.0860541520709528,0.0648457240960366,0.10209082233506,0.307161913228561,0.31538322483213,0.262241178960257,0.322155735494287,0.451701911107785,0.390194439842355,0.164657349851479,0.214369606507871,0.367016498381022,0.125105338298536,0.324294080386458,0.199340648265783,0.343321652079123,0.506842998024529,0.949032012529194,0.523855166159791,0.402901495421155,0.194706723808348,0.655680219161056,0.224384242047052,0.40879861915361,0.100826223843843,0.35425108389533,0.155457285484186,0.218877483282252,0.139074711595027,0.485310914783351,0.188806868508488,0.0630688241245463,0.11232488530139,0.0411823127809676,0.0730383821625138,0.0885459944678303,0.026955474027666,1.13480093389639,1.07843276941371,0.265436157870499,0.0611048823473977,0.219770116118753,0.20844795684529,0.180593594463684,0.255676068668526,0.134001964327497,0.170786864095074,0.150472917316648,0.198797056033843,0.133081052243014,0.338162776192341,0.288876958584178,0.15416957745135,0.18747717915777,0.41785393716263,0.272928587853811,0.28526193056663,0.187987894840807
"37","Glutathione Disulfide",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","Glycerophosphocholine",0.0045372758870654,0.00494483494923206,0.00745028724914138,0.0877385669581433,0.0930264870817082,0.0723728548362971,0.0157766276077293,0.014306164704902,0.0175788869791494,0.00347739033594682,0.00779829285786532,0.0107675106234138,0.00787479166549212,0.0137287585927114,0.0236373852793746,0.00179499021200003,0.00437257204794717,0.00298390114474168,0.00327199904449047,0.00144615571964864,0.00230989667109905,0.00689034818925304,0.00321929795046737,0.0031562345133562,0.00183316795281499,0.00588243086218837,0.00921968351354123,0.0111219544576835,0.00846541130612639,0.00591297881684865,0.0132123943650303,0.0129253876603363,0.0183204129359888,0.00976497515479785,0.0121027537455968,0.0171066144503384,0.00604191257843922,1.12308675788102,0.752600459643039,0.0465252818076764,0.0174544619243115,0.0137431378148384,0.00916262967317912,0.0083952031495471,0.0113196424698106,0.00149792628333459,0.0256623916518438,0.0231643008491528,0.0220524648224199,0.0132921739604074,0.0264520380465109,0.0299020740543724,0.0271157200611741,0.0195700726246182,0.0328253058341214,0.0332181355586674,0.0242405431536899,0.0253271314303235
"39","Gonyol",0.257026898147245,0.24100736474194,0.29939910835725,2.60041636938039,2.92070087232585,2.93479058044189,1.43371968142653,1.38206025331383,1.353965008792,0.669124694709355,1.19011815827433,1.53652169104146,0.0670796021548997,0.231427241736317,0.320271277549017,0.168382838965723,0.277231503732221,0.202632903019456,0.230520200489787,0.400871405235282,0.235153713501628,0.271363342848224,0.213170765138651,0.291435219303296,0.423897117661887,0.538054159486484,0.170671746216282,0.0873275582273755,0.145550224104563,0.251849373697043,0.326759646797443,0.0461091325110757,0.0305886927904769,0.0263646332487735,0.0236391047208865,0.04706935487361,0.0283059060023178,2.05928988011116,0.914388311773948,0.0772108757380952,0.0426897875900022,0.0636922490783031,0.0713008689328833,0.0650138183709685,0.0736210174323669,0.0919171834448002,0.189555392233476,0.69340304319131,0.0897228653674371,0.125168663115229,0.14707615195165,0.148287817058403,0.238760434713206,0.113337874971802,0.119269092110362,0.31149498372393,0.235475077902199,0.131415644993933
"40","Guanine",1.70550183044354,2.28652803921501,2.3615419184867,1.51148379144152,1.59406567064325,2.19874504422097,2.40313549504506,2.41117426077727,2.53151827920082,1.16713936736616,2.56244891127105,2.8822278327207,0.166132409069531,0.60653753418203,0.577061207486662,0.730554388578068,0.752490862332323,0.618903992727423,0.551711760973065,0.578198043460701,0.67690916116074,0.684273734298181,0.581555675514132,0.55617988396878,0.462528008771574,0.472301013445723,0.756371400052705,0.865943915334429,0.623980818328132,0.507401286909858,0.630836887153364,0.469556595643424,0.370854078494559,0.526682028207438,0.357453819356705,0.308005064648292,0.241450506087144,2.40945527066859,1.94506135385974,0.597505430584498,0.344295457218034,0.179660702544542,0.095034227867239,0.218327333743296,0.219351678872957,0.186168831909541,0.36839969449,0.271385008578011,0.257789922374524,0.253928391874236,0.201939388161699,0.235564991001871,0.311319094016549,0.449694858107184,0.474130752543213,0.343481704802506,0.292476586477092,0.359101160848629
"41","Guanosine",0.0044744135278972,0.00385339029540299,0.00661036269685284,0.0210309944599006,0.0215343914726467,0.0208868158830075,0.0163472305329531,0.0161290318083402,0.0124963840978054,0.011772998896622,0.00813224246985569,0.0129210993837373,0.0432263057444494,0.116485942144818,0.0803962864921255,0.0398959232862282,0.0219935098205336,0.0606199680441624,0.0525321385861661,0.0409415428094661,0.00364828568144014,0.0102892049213454,0.00534635475260999,0.00899840407726207,0.01068451816791,0.0146797919196342,0.0111703844440186,0.0274881662385388,0.0124662261299132,0.0334601898577924,0.0143298630145867,0.00207616491215356,0.00172741097038981,0.000583760190665704,0.00358971779682644,0.00336402836340656,0.000851322852743441,0.030589777944608,0.0192030110075015,0.00550342608811313,0.00116570153487744,0.0385435814661054,0.0481842421217388,0.0283880204698384,0.058168252018543,0.037822795320523,0.0178971343918209,0.0418559370156204,0.0371192031036837,0.0177739670993599,0.0862498764999571,0.112716829020333,0.0834459014581381,0.0246792091960302,0.0737512274499678,0.0788760790633442,0.0291785257525245,0.0207802788313896
"42","Histidine",0.0833273899167828,0.075687892045299,0.167287232178595,0.118488264464487,0.139143648624896,0.124906288246161,0.0994366536159313,0.0986952517545083,0.088694358453893,0.0694993788161375,0.0796564660455604,0.104814688192314,0.0948618442322827,0.111788239470135,0.0875981111705574,0.0553510705862344,0.144848482091951,0.135966528539233,0.131794805529382,0.0943934469824287,0.0838625385119084,0.067643853565517,0.0379415876191221,0.0647981830032402,0.0810679649514451,0.0637511215182119,0.104471181242439,0.110608833296495,0.083351431762184,0.083223992347818,0.0728948179013448,0.0915667209898307,0.105753597430472,0.0923844737013119,0.198045489927239,0.0775178557476305,0.0560021939635391,1.31893578429895,0.983908632089883,0.494909902547432,0.143160693594192,0.175585826574305,0.0838088433402928,0.136584134910345,0.172963988890632,0.136345759873381,0.0652954545628391,0.079381988206549,0.0854442619213369,0.0739675970942946,0.300372161710673,0.120675627263414,0.303922125895826,0.115794233964986,0.150255973759836,0.114314584464046,0.125105242057827,0.067931210423418
"43","Homarine",0.708091008055607,0.687722091425349,1.08463256550915,1.36917006071835,1.36098249758204,1.06900725244973,0.661370192736976,0.813664176342999,0.739786383539608,0.721475240934263,0.633471041069997,1.10434853817039,12.1016034069761,10.6008833623899,12.3470459969702,1.37856427984011,1.67406992109338,1.0757635268833,3.83688033176131,1.50485736334725,0.938722296835778,1.28272038115565,1.26101253713838,1.52674823979978,1.28476958469348,1.30388536856466,12.5534272222,13.2259049695991,12.447977493066,10.1603591631372,11.1083029502471,1.46033540119798,1.40377716147679,1.50957781778441,1.96350606283286,1.45902899389747,0.49879136751927,56.1699573963096,45.9380957262045,10.0085877259216,2.77200774402559,16.0497794927322,12.266045488409,13.4422943239243,18.1378169965887,13.3213387707635,8.92731342862877,11.3270368616854,6.27945612050064,7.47539168418285,10.7782766835038,19.2136589360993,19.1571032657275,10.4447323208511,10.3594531014122,14.0039803690419,9.21061346774896,5.15797095178608
"44","Homoserine",0.00314757910390165,0.00145651179027748,0.00681978153197387,0.00692976548116168,0.0104120624079657,0.00654274533700294,0.0053157048178173,0.007342386605247,0.00598780465772425,0.00290400148815231,0.00398514347646774,0.00770454113226825,0.010169158188496,0.0230449246160326,0.0066891509687958,NA,0.00779916889918681,0.0155588448358769,0.00844874187366425,NA,NA,0.00764869061924094,NA,NA,NA,0.00880897225792962,0.00328291574385325,0.00591189143398959,0.00380074941345265,0.018070076060432,NA,NA,NA,NA,NA,NA,NA,0.0820102659447896,0.0162607169765719,NA,NA,0.00897879025939696,0.0132988569437877,0.00697157438449809,0.0519556841489717,0.0278650456019271,0.0124196501627046,0.0108217486038328,0.0261653089243659,0.0122214719940929,0.0278857764699883,0.0194322629075549,0.00777497192350529,0.00547852041550759,0.0249565755703011,0.00951270307699008,0.00908038144341982,0.00576214925896869
"45","Inosine",0.00591669332216332,0.00611243018278632,0.0183670736363326,0.0148015315927469,0.0154122810224715,0.0127166465231271,0.00839077923743751,0.00945471147708232,0.00892347080142433,0.0107434603433301,0.00760362153011047,0.0109019984814228,0.03276197752976,0.0345239676240591,0.0498359830398524,0.0100438449177579,0.00759011117544189,0.010722633623018,0.0515798275698047,0.0115925853378599,0.00568268523701255,0.00604942234340617,0.00749896445484595,0.00761316052157825,0.0081715413444092,0.00802508605053477,0.0106398937360442,0.0168930728223757,0.0137637988444671,0.0118505459086361,0.0176983487281372,NA,0.00477569774744314,NA,0.0165075618860837,0.00698105150675412,NA,0.151992448570721,0.0302895977054063,0.0121954560907614,NA,0.0610551256917346,0.0248626451910814,0.0383357142161436,0.0430874323330015,0.0210352788680588,0.0123851024748417,0.0358589148150916,0.00902385350301468,0.0103557550404001,0.0492462246933986,0.180706125268604,0.120108869619367,0.0206169112315349,0.0279247406090845,0.112227824300279,0.0252478710427456,0.0123057830312066
"46","Isethionic Acid",0.0721988854673025,0.102761685994382,0.13919179372976,0.114849840565108,0.168676571798304,0.143291232599281,0.077099041931661,0.122686084465402,0.149080119555993,0.0577890922593636,0.0866853467815131,0.266892010672818,0.272840901569838,0.70223871465966,0.734739074363702,0.213578929160347,0.227177873248777,0.257308550766025,0.303519929884905,0.265944686197702,0.163511282393113,0.295452148287362,0.204518464840384,0.285324685720229,0.212142420310238,0.270861932245698,0.42897800308215,0.426690384405639,0.437250776094093,0.387853545725847,0.405078219001898,0.11795350305348,0.318228322954034,0.0699578724879732,0.195876383185228,0.204893760492877,0.0327746587600412,11.6856164574804,13.1951615208683,1.37354379085846,0.281307716022771,0.721573581826519,0.313021092456752,0.227372888440475,0.806565232489302,0.435839283833638,0.814643826944048,1.21593674051772,0.532039187912987,0.562675472281174,0.668780622463885,0.786002745163976,0.896959467642004,0.505372908323706,0.565134403354143,0.780447941712204,0.351059468246625,0.192879512201289
"47","Kynurenine",9.75540549141253e-05,4.30390064297366e-05,5.71681027736666e-05,0.000102742252633112,8.06428141347595e-05,9.27849565476674e-05,NA,4.79492380271951e-05,5.21080769067367e-05,4.4952308203031e-05,3.05244269018686e-05,0.000109541746375152,5.51237550405766e-05,0.000113656198823075,0.000154433544464472,1.4718101522634e-05,3.48393373276763e-05,6.04996923383419e-05,0.000133455603643175,7.27745980738802e-05,0.000107762087396849,0.000159165425633155,5.15993805741224e-05,NA,NA,6.38086588032396e-05,5.74309659044573e-05,3.36418458523347e-05,1.68950965206483e-05,5.5904912877267e-05,5.42860447437555e-05,NA,NA,NA,3.07031899059973e-05,NA,NA,NA,0.000432901322475493,0.00049920256595365,NA,6.11716305382914e-05,4.745282581406e-05,7.23439791503661e-05,7.84361037103969e-05,1.56881273082342e-05,4.08071745922956e-05,9.44611714394859e-05,3.3422072239058e-05,4.20533375042307e-05,0.00018680248902041,0.000194743360988911,0.000215599562926567,3.0111594830569e-05,5.03098887587665e-05,0.000237266494025486,7.58977184770508e-05,5.52370758099224e-05
"48","L-Pyroglutamic acid",0.0105147870715715,0.0102682903017997,0.0123318819417537,0.0286480474899562,0.0127838874503602,0.0117506346774524,0.0118050114343959,0.00959543141654015,0.0167565016538177,0.0310834830115004,0.0252438501152486,0.0335096694677197,0.0795272480232597,0.0776656149846261,0.101397078287153,0.0299939520992561,0.0387479306156606,0.0523456788932536,0.0737887200650537,0.0721922623759033,0.0347434919902586,0.0605771771734441,0.0437778811582767,0.0324622562387034,0.0353191618737032,0.0524757201342372,0.083245227987451,0.0442274759030241,0.0464029925230054,0.0376900806655897,0.100034614974056,0.0348191357042793,0.0293858435225405,0.0344248422821445,0.0295516058902615,0.0566070728951741,0.0395368871196782,0.220484632823633,0.19318166577269,0.0577399350492084,0.0367908899942843,0.0979476222113488,0.10347419201231,0.131563646242356,0.0990816587280679,0.0439245794458961,0.0343210820158868,0.101849182005388,0.0239408537968598,0.0402700895171205,0.0807598880150171,0.154010871824484,0.136909446627239,0.0528353428945893,0.0624613348890419,0.151750370013039,0.0863776679536932,0.0825804276079475
"49","Leucine",0.894628077260984,0.924870798180278,0.870427203643868,4.43172138119375,4.95714022877269,5.77767859506553,3.68020676318049,3.02449708424543,1.9763550970336,2.21938564359593,1.5833721174452,1.82997536843439,1.570789993184,2.4270526674415,2.36122041918018,2.16143673930636,2.57782499357851,3.4791392313234,2.66434850421741,3.13816317576957,2.60037403455972,2.49894699171346,1.12648923196542,2.23318239196884,1.67885153917591,2.54769885920949,1.69394736474858,1.82519952171982,2.26481030243359,1.56494055080388,1.54424273796016,0.489562580639687,0.484139212359261,0.28313798719476,0.630493424845699,0.415187954663868,0.099511160420452,5.20196721247139,3.74570230797573,2.15614250075218,0.515763316280392,1.49629083556352,1.857801406943,1.52249690196462,2.21234544287756,1.86777902774895,2.46929093628582,4.65790375795527,2.36132814793564,1.84807683433816,2.81556677253395,3.34650590240109,1.93044379563497,3.16786201332616,3.04283811296412,2.71248260419537,3.4725903703327,2.12930946226168
"50","Lysine",0.0320920663421268,0.0343616551834132,0.0426111114892784,0.0784853965178244,0.0779435679781447,0.0738642694632759,0.0494326934765759,0.05848648479107,0.0545264904689135,0.0320444990759654,0.0533513510433687,0.0695240478095941,0.136376691415337,0.165818050897006,0.162921684063308,0.0753038713447018,0.0833490251811463,0.111591721877982,0.1521180736023,0.117312043117372,0.0650317467313303,0.0875536699403269,0.0569521556420138,0.0577446357162424,0.0550995967522064,0.11456832127757,0.103240263780419,0.107682165534191,0.101253579659052,0.0997458063727387,0.0928495724768179,0.0366334152200621,NA,NA,0.130576083338164,0.024928210128616,0.0157678859211134,0.975870287639011,0.666571154013431,0.218437127519452,0.0587232769951513,0.208023609444673,0.165100966518984,0.153575652831989,0.225045622584854,0.125385858174423,0.118346487452558,0.130237993769998,0.132584398856086,0.0971327543108253,0.271484597930164,0.221999371943485,0.240276924517082,0.132099759956232,0.208562746299034,0.242808518643088,0.153370115323663,0.0857365648273345
"51","Malic Acid",0.017561672976058,0.0119162732890334,0.012983917275231,0.0383685221007077,0.0574167220683221,0.0466847500283685,0.036767357963857,0.0287955274155242,0.0296727107959662,0.0172699869551006,0.0193840284861335,0.0218209825508426,0.12857598421755,0.109830668488167,0.185817539931985,0.0909809018078602,0.135502237510019,0.102846113025367,0.0955665584249403,0.0921521129990615,0.0666761993266639,0.0706083174690388,0.0799979463843087,0.0793120233756892,0.134934331621429,0.0943656259306646,0.112984676977669,0.0897059713216246,0.109464173227248,0.102965947161538,0.127320370471829,0.0450905060354749,0.110696720441458,0.0303429046450034,0.0349839105666708,0.0424247709375106,0.0324343904990872,0.523643701927513,0.196347888943924,0.107252106597455,0.0546662795486388,0.184963180247602,0.117649036285621,0.184065263521012,0.321681588488379,0.202589009378833,0.147534549951428,0.251753127793473,0.0629236400834407,0.0947360553392355,0.172505926747998,0.159903627825033,0.152233887533164,0.150043419096435,0.150460317971043,0.217932405095032,0.158748671852878,0.111268774061231
"52","Methionine",0.00625659514515527,0.00142860229608572,0.016268652305184,0.0210528963330051,0.0315659221770139,0.0233306112978852,0.00850240495397838,0.0116445605196146,0.00837793229827135,0.00915237742705743,0.00780654270262663,0.0169473844076519,0.0031093012196411,0.078874696608074,0.0485464958474262,0.0163556469473038,0.0226943442710638,0.0290060409119463,0.0537191984621139,0.0684366755976358,0.00162685719193757,0.00511391368398158,0,0.0143141469134794,0.00669288300878836,0.00993645075354814,0.00584709136019454,0.0104089129759333,0.0221730984136519,0.0233468961181627,4.36079861564376e-05,0.00762592359811042,0.0130014934580478,0.0076588150429155,0.0215833740439497,0.0184596655832951,0.00300318856660298,0.737317191843582,0.326363058404354,0.133376414293471,0.0175089498893867,0.0591132370196943,0.0315012316851206,0.0105475652561633,0.100587040671586,0.0640334312662189,0.0395810143628173,0.0429152330768059,0.013423307897334,0.0065669570700648,0.0649211967956819,0.0949593643293399,0.0742314057324574,0.0300057414907283,0.0304806686202485,0.0766739823101967,0.061422467269559,0.0184759954910014
