Kingdom,Phylum,Class,Order,Family,Genus,Species,Consensus,taxon.id
Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-III,Dino-Group-III_X,Dino-Group-III_XX,0.9090909,e393820f7c14b20c3ceb25daeff8d779
Eukaryota,Stramenopiles,Ochrophyta,NA,NA,NA,NA,0.6666667,05bd8e4acfa824488cb209f3a601f380
Eukaryota,Alveolata,Ciliophora,Spirotrichea,Strombidiida,Strombidiidae_H,Strombidiidae_H_X,1.0000000,3610d29c911cb45f0f802bc2d2d9d436
Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Dinophyceae_XXX,0.8181818,3ecf5abd90cc16f250fa199b64160902
Unassigned,NA,NA,NA,NA,NA,NA,1.0000000,82a35b28c81d7e28fc0c2dc2ea41a1d4
Eukaryota,Alveolata,Apicomplexa,Gregarinomorphea,Eugregarinorida,Porosporidae,Porosporidae_X,1.0000000,c815f6d7bc53c4ac56bb09173c36fcdb
Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-1,Dino-Group-II-Clade-1_X,1.0000000,1ee1fab1b5d09047812629af09cb4030
Eukaryota,Stramenopiles,Ochrophyta,Dictyochophyceae,Dictyochophyceae_X,NA,NA,0.6000000,57a2d3269ebe9cc7501c66919f765712
Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,0.7272727,c021e1e39f9ddb79774fe211453eac08
Eukaryota,Stramenopiles,Pseudofungi,MAST-1,MAST-1B,MAST-1B_X,MAST-1B_XX,0.6666667,7407203f7e1e0e04caa9c8ef4426dc56
Eukaryota,Hacrobia,Haptophyta,NA,NA,NA,NA,1.0000000,66b4a368b0d148b5cca3fec3b77bd84c
Eukaryota,Rhizaria,Radiolaria,Radiolaria_X,Radiolaria_XX,Radiolaria_XXX,Radiolaria_XXXX,1.0000000,8f52e7297cbb1b5905eefffe7b3e13b0
Eukaryota,Archaeplastida,Chlorophyta,NA,NA,NA,NA,0.5500000,c6dbfa7ad055cf74dbb8e2e1f676fb93
Eukaryota,Opisthokonta,Opisthokonta_X,Opisthokonta_XX,Opisthokonta_XXX,Opisthokonta_XXXX,Opisthokonta_XXXXX,1.0000000,ab95769b8a6844f2ef869d1dbe892a7a
Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-1,Dino-Group-II-Clade-1_X,1.0000000,7ddd784c4407bf9a1dcf08d469a86f87
Unassigned,NA,NA,NA,NA,NA,NA,1.0000000,d23c9975891a5a61520e7463a65798b3
Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-1,Dino-Group-II-Clade-1_X,0.9000000,583d88fab5860f4139deb348b0be3b29
Unassigned,NA,NA,NA,NA,NA,NA,1.0000000,decb1cdf1053047da88e293b599b9ba6
Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-I,Dino-Group-I-Clade-8,Dino-Group-I-Clade-8_X,1.0000000,50b8a2a39fe0f44a9fe1483f4da4622a
Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-II,NA,NA,0.7272727,60044f0573cad990dfc6b74aeda0e6b0
Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-II,NA,NA,1.0000000,28f824407c49ccd30eef8a8850a5d8f9
Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_X,Polar-centric-Mediophyceae,Chaetoceros,0.5333333,783ea27b6688a857add28f6019fc152a
Eukaryota,Alveolata,Apicomplexa,Gregarinomorphea,Eugregarinorida,Cephaloidophoridae,Cephaloidophora,1.0000000,360fdd4161a846b45aad2b98e425014f
Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-10-and-11,Dino-Group-II-Clade-10-and-11_X,0.8181818,865b6affc07de40a991490238a505420
Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Dinophyceae_XXX,0.7272727,3fb742d03db084e6b5462353fd858701
Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-I,Dino-Group-I-Clade-5,Dino-Group-I-Clade-5_X,1.0000000,f39788adaa889a7efbed4226cc384e17
Eukaryota,Alveolata,NA,NA,NA,NA,NA,0.7000000,fc155a82f0b1d832dba876ca2a646e12
Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-10-and-11,Dino-Group-II-Clade-10-and-11_X,0.9000000,05990bdb7fe0a55186116a6f00407841
Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gymnodinium,0.8000000,21e8f38c573f1d2057f0403a3852adc9
Eukaryota,Rhizaria,Radiolaria,Acantharea,Acantharea_X,Acantharea_XX,Acantharea_XXX,1.0000000,0550456ac44c0bae776ad4e8c13d6b8b
Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Peridiniales,Thoracosphaeraceae,Pfiesteria,0.7272727,39f9f147158fa98fcf894e4ba1ac8275
Unassigned,NA,NA,NA,NA,NA,NA,1.0000000,3c76a7061917b8ece39d738332e68b5e
Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-1,Dino-Group-II-Clade-1_X,0.9090909,6fd0c730a6bf9e20089f213bc4ff2025
Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-27,Dino-Group-II-Clade-27_X,1.0000000,74bbcc378520e80ae9b29117404325ea
Eukaryota,Stramenopiles,Pseudofungi,MAST-2,MAST-2D,MAST-2D_X,MAST-2D_XX,0.5333333,97dde3b4fc455e57fa04756f849edb97
Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Dinophyceae_XXX,0.8181818,44d3f5063d8d24adec9de3a066125417
Eukaryota,Hacrobia,Haptophyta,Prymnesiophyceae,Phaeocystales,Phaeocystaceae,Phaeocystis,0.9000000,ff00caeeb280d7416b5927df84965868
Eukaryota,Stramenopiles,Ochrophyta,MOCH-2,MOCH-2_X,MOCH-2_XX,MOCH-2_XXX,0.6153846,f6cc6f74a78b70093a68ca9151b9e33b
Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-II,NA,NA,0.9090909,bd61b7bb014a6742916b0c5315c18541
Eukaryota,Alveolata,Ciliophora,Nassophorea,Nassophorea_X,Discotrichidae,NASSO_1,1.0000000,cbeb275de9eab35f438f26610b45ee06
Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Peridiniales,Thoracosphaeraceae,NA,0.5454545,22e8a195d3ff2df85787d305ee00941b
Eukaryota,Rhizaria,Radiolaria,Polycystinea,Spumellarida,Pyloniidae-Spongodiscidae,Tetrapyle,0.8000000,44be8fc5377408830ebeccbb10c64e44
Unassigned,NA,NA,NA,NA,NA,NA,1.0000000,4dfb8d59c066a65e9f70287ec999551a
Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Dinophyceae_XXX,0.9000000,b66a2133391f920de635aa02f6cc9848
Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-6,Dino-Group-II-Clade-6_X,1.0000000,6e7bc9a36f0d32540f5c2e3331d40b2a
Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Peridiniales,NA,NA,0.5454545,f1ea242093d7f19c77d87f88790bf343
Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-14,Dino-Group-II-Clade-14_X,1.0000000,bbba462ad92de64aed511b9c6dcb9c4e
Eukaryota,Excavata,Discoba,Euglenozoa,Diplonemea,Diplonemea_X,Diplonemea_XX,1.0000000,e9ea9f8af5e068a268bb27a9c0db3883
Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Dinophyceae_XXX,0.6363636,7e5601d0c60de7872477799d9428a2f6
Eukaryota,Stramenopiles,Sagenista,MAST-9,NA,NA,NA,0.8000000,ccd677bc5a4639771acea158e1cb4bcd
Eukaryota,Stramenopiles,Ochrophyta,Chrysophyceae,Chrysophyceae_X,Chrysophyceae_Clade-H,Chrysophyceae_Clade-H_X,1.0000000,d6a7e900e400c96c799c786e75ebde6b
Unassigned,NA,NA,NA,NA,NA,NA,1.0000000,65baa9359b8625105e72c8db2eb55618
Eukaryota,Alveolata,Ciliophora,Ciliophora_X,Ciliophora_XX,Ciliophora_XXX,Mesodinium,1.0000000,d6cfd120329226bb841884dada82b785
Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Dinophyceae_XXX,0.6363636,b1dc9cccf0864150d9eb8343f0ade256
Unassigned,NA,NA,NA,NA,NA,NA,1.0000000,3711f8709c77badbad9f673dec9f9d3c
Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Dinophyceae_XXX,0.8181818,a2a119199b58492c39f120eea90b981d
Unassigned,NA,NA,NA,NA,NA,NA,1.0000000,bb51f50c8a4a516cc911a97020def26c
Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,NA,NA,NA,1.0000000,5d53c55dc255ed5fef9ddb6fe63e2b62
Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-I,Dino-Group-I-Clade-2,Dino-Group-I-Clade-2_X,1.0000000,23ae3370f0c2769127f61420ed821ce4
Eukaryota,Hacrobia,Haptophyta,Prymnesiophyceae,Coccolithales,Calcidiscaceae,NA,0.7000000,cfa0d31cdd2a6d2406359ac377158a46
Eukaryota,Stramenopiles,Opalozoa,MAST-3,MAST-3K,MAST-3K_X,MAST-3K_XX,0.6000000,a7152c3e8bc38b5c80456e6371723880
Unassigned,NA,NA,NA,NA,NA,NA,1.0000000,4c82afc136700e2cd2d6a8f18824aa8a
Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-5,Dino-Group-II-Clade-5_X,0.8181818,be45f1cc684e2dab15c6e9951efe6183
Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Dinophyceae_XXX,0.5454545,ee6e79c63a8ea29d5244d9ed8e6d4ebb
Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-III,Dino-Group-III_X,Dino-Group-III_XX,0.9090909,964dba5f4c471fb701b099196edf173f
Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Dinophyceae_XXX,1.0000000,5a5123b8547b8d6d043bf652591420a5
Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Dinophyceae_XXX,0.8181818,538ba4c229f6bdab1faa9a3bb68097cb
Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Dinophyceae_XXX,0.6363636,9f99b95cd6ae609f5c580482544a116f
Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-31,Dino-Group-II-Clade-31_X,0.5454545,3c2c5d587e576dc8103edc0bca977eba
Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-12,Dino-Group-II-Clade-12_X,0.9090909,2fbf280646a02e75db08cb75f0185390
Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Dinophyceae_XXX,1.0000000,03e5da12d9e16c04545bd16216bd5520
Eukaryota,Hacrobia,Picozoa,Picozoa_X,Picozoa_XX,Picozoa_XXX,Picozoa_XXXX,1.0000000,89e8e044d8f054fec0d62194ba66ba00
Unassigned,NA,NA,NA,NA,NA,NA,1.0000000,2caa54b0e3ea5a54b2cd2054cbfd989e
Eukaryota,Rhizaria,Radiolaria,Acantharea,Arthracanthida-Symphyacanthida,Arthracanthida-Symphyacanthida_X,Arthracanthida-Symphyacanthida_XX,0.8000000,554cc76967fb6a830cfcd57d54e8f365
Eukaryota,Alveolata,Ciliophora,Spirotrichea,Tintinnida,NA,NA,0.9000000,3db560c9a823a996736a590aa8c59890
Eukaryota,Alveolata,Apicomplexa,Gregarinomorphea,Eugregarinorida,Cephaloidophoridae,Cephaloidophora,1.0000000,7b224fa879d8135b4099de7694cd8248
Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Dinophyceae_XXX,1.0000000,b6b39a991745ae4a226456d2f26ba0fc
Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-I,Dino-Group-I-Clade-6,Dino-Group-I-Clade-6_X,1.0000000,6a3ad8cdf52b0c79ab1ae0da80431046
Unassigned,NA,NA,NA,NA,NA,NA,1.0000000,c56ce83333d0043f94c1727a3d06b80e
Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-I,Dino-Group-I-Clade-5,Dino-Group-I-Clade-5_X,1.0000000,9660bd122a3540a7947b7fb74d727d46
Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,0.7272727,47ad9b7adcb754d75f42379304ce2254
Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-I,Dino-Group-I-Clade-4,Dino-Group-I-Clade-4_X,1.0000000,2b55fa9409dc80b8a952f078c82a8a0c
Unassigned,NA,NA,NA,NA,NA,NA,1.0000000,8da2e3eb67b666a39f845edfd87b3244
Eukaryota,Stramenopiles,NA,NA,NA,NA,NA,1.0000000,1a69afb0553b946b1763b998bc5b71e8
Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-II,NA,NA,0.9000000,6ea9c879af2425d2e3e855791d6ab883
Eukaryota,Alveolata,Ciliophora,Spirotrichea,Strombidiida,Strombidiidae_J,Strombidiidae_J_X,0.9000000,3a1158fd05fcc88b686e7bcd63dcddc5
Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Dinophyceae_XXX,0.8181818,5fd1e179a065c3bdf5ceac2879ffd68f
Unassigned,NA,NA,NA,NA,NA,NA,1.0000000,26593e3820a13e948876dd1148213c4c
Eukaryota,Rhizaria,Radiolaria,Acantharea,Acantharea_X,Acantharea_XX,Acantharea_XXX,0.9000000,9b156a459a266df3d5907eb859c1fbc8
Eukaryota,Alveolata,Ciliophora,Spirotrichea,Strombidiida,Strombidiidae,Strombidiidae_X,0.7000000,0d500df98db6a25f61eed93e5dfb8c10
Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-I,Dino-Group-I-Clade-6,Dino-Group-I-Clade-6_X,1.0000000,fbe53c1c47fcbf62766ceb939efc4b1f
Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Dinophyceae_XXX,0.6363636,4f641a80c6842bbfb685feaa778303a0
Unassigned,NA,NA,NA,NA,NA,NA,1.0000000,1cada104410541dc30a5d5a7c26b6177
Eukaryota,Alveolata,Apicomplexa,Gregarinomorphea,Eugregarinorida,Porosporidae,Porosporidae_X,0.6666667,9c1a71bfed2afe5f8b76ad892de6d7d7
Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-5,Dino-Group-II-Clade-5_X,0.9090909,521a6b211a1d9405e4fe1c6910f8f9bb
Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,NA,NA,NA,1.0000000,3d8890a7014ae50217e64e66ca564c22
Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-7,Dino-Group-II-Clade-7_X,0.9090909,993b88e7d6034c5bcac023b53de9634c
Unassigned,NA,NA,NA,NA,NA,NA,1.0000000,09cd75ff400a1c25b6684a0d41570083
Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-I,Dino-Group-I-Clade-5,Dino-Group-I-Clade-5_X,1.0000000,41cc024d8a219f4a77743da8b2b8ce9a
Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-I,Dino-Group-I-Clade-5,Dino-Group-I-Clade-5_X,1.0000000,9292e26687833096f95724b02a28dfaf
Unassigned,NA,NA,NA,NA,NA,NA,1.0000000,9f3a7c8adb20ac3bdc5b815bd2d45a04
Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-35,Dino-Group-II-Clade-35_X,0.6000000,cf89594762dad05de6512be1ae1cb372
Unassigned,NA,NA,NA,NA,NA,NA,1.0000000,f2a59aa5a4c45aef05e3d117fcae18ad
Eukaryota,Alveolata,Apicomplexa,Gregarinomorphea,Eugregarinorida,Porosporidae,Porosporidae_X,1.0000000,0c8c160c1f86bcf8031fa8547398c824
Eukaryota,Alveolata,Ciliophora,Phyllopharyngea,Cyrtophoria_1,PHYLL_4,PHYLL_4_X,1.0000000,ba610a1cfdad68bf579a7f51fede2066
Eukaryota,Alveolata,Apicomplexa,Gregarinomorphea,Eugregarinorida,Porosporidae,Porosporidae_X,1.0000000,77a96f9b817823d63f52382d3402274b
Unassigned,NA,NA,NA,NA,NA,NA,1.0000000,8a0387421e79d9c89d7696a5a3ee7e63
Unassigned,NA,NA,NA,NA,NA,NA,1.0000000,6ee142ad699a63f0a8104bd937fa4425
Unassigned,NA,NA,NA,NA,NA,NA,1.0000000,c42949ee03d88f55cae417d54db84294
Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II_X,Dino-Group-II_XX,0.6000000,76cc5b095d77b53b7cc8a112389f98de
Eukaryota,Hacrobia,Haptophyta,NA,NA,NA,NA,1.0000000,a17606945757978c48d574a6ed203075
Unassigned,NA,NA,NA,NA,NA,NA,1.0000000,5d88ba29b23e0145eff864a52e9864b3
Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-10-and-11,Dino-Group-II-Clade-10-and-11_X,0.9090909,ea9a43184ce722d4294b8a6e179b563e
Eukaryota,Alveolata,Ciliophora,Nassophorea,Nassophorea_X,Discotrichidae,NASSO_1,1.0000000,2c4a4e2def41ec161942ad8aea87883e
Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-10-and-11,Dino-Group-II-Clade-10-and-11_X,0.9090909,77e9185a75a6fde88e5522b37de61206
Eukaryota,Stramenopiles,Opalozoa,MAST-3,MAST-3L,MAST-3L_X,MAST-3L_XX,1.0000000,05367784720d5518432d01cff89e290f
Unassigned,NA,NA,NA,NA,NA,NA,1.0000000,d9e2ab173e2bb9ef320becbf2c956f02
Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Dinophyceae_XXX,0.6363636,aab4289a6d088a9ef3ed66fdea0a2e6d
Eukaryota,Stramenopiles,Ochrophyta,Chrysophyceae,Chrysophyceae_X,Chrysophyceae_Clade-H,Chrysophyceae_Clade-H_X,0.9000000,e7d78e5326b02b91e64be1326073e479
Eukaryota,Rhizaria,Cercozoa,Filosa-Thecofilosea,Cryomonadida,Protaspa-lineage,Protaspa-lineage_X,0.7000000,7354619115141b7310e0bbb9ae9c4c40
Eukaryota,Rhizaria,Radiolaria,Polycystinea,Spumellarida,Spumellarida_X,Spumellarida_XX,0.7000000,19ceaf1635bcf184a8a4e3c10f73d163
Eukaryota,Stramenopiles,Opalozoa,MAST-3,NA,NA,NA,1.0000000,4dc6c54aa7f4fad3093db7301b4f5417
Eukaryota,Opisthokonta,Fungi,Microsporidiomycota,Microsporidiomycotina,Microsporidiomycotina_X,Nucleospora,0.8000000,2e1611a16e0aac02e5b1e93e6bd051d4
Unassigned,NA,NA,NA,NA,NA,NA,1.0000000,926e0cd8e5d4c7eb269a755c23703047
Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,NA,NA,NA,1.0000000,0a8d372bb8693552408b8246bca6f2ba
Unassigned,NA,NA,NA,NA,NA,NA,1.0000000,7ad400bfada1b5cf6d3d7c38f3eba257
Eukaryota,Stramenopiles,NA,NA,NA,NA,NA,1.0000000,814177ec00163f0db33b831c8222ef6a
Unassigned,NA,NA,NA,NA,NA,NA,1.0000000,65c793d1147fe57449c96f81f34dacd6
Eukaryota,Stramenopiles,Opalozoa,MAST-3,MAST-3K,MAST-3K_X,MAST-3K_XX,0.5833333,5d5155d1f833781e60b03a8ee53cf9b4
Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Dinophyceae_XXX,0.6363636,0e4b014b290319f81356ca26a9be1665
Eukaryota,Alveolata,Apicomplexa,Gregarinomorphea,Eugregarinorida,Porosporidae,Porosporidae_X,1.0000000,cd1949681833732c07eb16118eb4e3b7
Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,NA,NA,NA,0.5500000,9ec02bdcc730d1c5facf3baab04a8087
Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gymnodinium,0.6363636,8247d30aa7bf50eed2b3b2724ef11693
Eukaryota,Stramenopiles,Ochrophyta,Chrysophyceae,Chrysophyceae_X,Chrysophyceae_Clade-C,Chrysophyceae_Clade-C_X,0.9000000,9929f9dba2c87f8f35ebc933555f5b76
Unassigned,NA,NA,NA,NA,NA,NA,1.0000000,0b164b67160481cc6e928fb803535ed9
Unassigned,NA,NA,NA,NA,NA,NA,1.0000000,b479c9e6a82ee6a83b635d580c40a8a9
Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Peridiniales,Peridiniales_X,Sabulodinium,1.0000000,0e4b89bcccd657efe5b3f6d09da1f280
Eukaryota,Rhizaria,Radiolaria,Acantharea,Acantharea-Group-II,Acantharea-Group-II_X,Acantharea-Group-II_XX,1.0000000,c67bee70cf5ad999eb92b03cd0bb0fad
Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-I,Dino-Group-I-Clade-5,Dino-Group-I-Clade-5_X,0.9000000,3e16996fe0b7e9cd2d37eaeb26dd9e6c
Eukaryota,Archaeplastida,Chlorophyta,Pyramimonadales,Pyramimonadales_X,Pyramimonadales_XX,Halosphaera,0.5882353,dda52e466c6aaddb8ebe8f5466d272f2
Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gymnodinium,0.6363636,42470be8e35e5b6cea4dd4fa1c32a498
Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-16,Dino-Group-II-Clade-16_X,0.8181818,8e727daf2d4da0768f233fdca3a3c42f
Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-I,Dino-Group-I-Clade-2,Dino-Group-I-Clade-2_X,1.0000000,ef8ef472a3ce66194bd2b0123816c6c1
Eukaryota,Stramenopiles,Opalozoa,MAST-3,MAST-3J,MAST-3J_X,MAST-3J_XX,1.0000000,525b3afaddc3e6c538c6f972d4f798b5
Unassigned,NA,NA,NA,NA,NA,NA,1.0000000,d00087f640aa8b9da1aff50a66763707
Eukaryota,Hacrobia,Haptophyta,Prymnesiophyceae,Prymnesiales,NA,NA,1.0000000,b197fb3e5bbaaeb9906f22598fa1fc36
Unassigned,NA,NA,NA,NA,NA,NA,1.0000000,b673c90be95eedcd3ef7be11bf4dae97
Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Dinophyceae_XXX,0.6363636,cd079ed4137097fc5392bf3ae284db13
Eukaryota,Alveolata,Apicomplexa,Gregarinomorphea,Eugregarinorida,Cephaloidophoridae,Cephaloidophora,0.5555556,8e5c85493dccc5566bbe0bd7ba7fc922
Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-I,Dino-Group-I-Clade-4,Dino-Group-I-Clade-4_X,1.0000000,76c5e648df8aa0df978d0877d7115afb
Unassigned,NA,NA,NA,NA,NA,NA,1.0000000,2aa90cc38e6e19cfef382138986f622a
Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-6,Dino-Group-II-Clade-6_X,1.0000000,3f48f1289a8ace3091b255c6c54dcacc
Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-I,Dino-Group-I-Clade-1,Dino-Group-I-Clade-1_X,1.0000000,a259efddffabb79dc042adb2886ae57c
Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Dinophyceae_XXX,1.0000000,72dbbe4d86aa3f41c9824d3014745508
Eukaryota,Stramenopiles,Opalozoa,MAST-3,MAST-3F,MAST-3F_X,MAST-3F_XX,0.9000000,227f96726b07b7f3156aa0ebc1c91b3c
Eukaryota,Alveolata,Ciliophora,Ciliophora_X,Ciliophora_XX,Ciliophora_XXX,Mesodinium,1.0000000,265d07ae9093ff54cb6185059b0fbdd4
Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-9,Dino-Group-II-Clade-9_X,1.0000000,599ba62b7ff990056a35bc51a3040e86
Eukaryota,Alveolata,Ciliophora,Spirotrichea,Choreotrichida,Leegaardiellidae_B,Leegaardiella,0.8000000,58ef86c28a4b40a349e0dde37620f815
Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_X,Raphid-pennate,Raphid-pennate_X,1.0000000,897099a5f9ea8b5520dfa088f9cee346
Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Dinophyceae_XXX,0.6363636,deda6e966c18c3a2e744c15f20273353
Eukaryota,Archaeplastida,NA,NA,NA,NA,NA,1.0000000,9c4805e217f06d0ea26b41ec73bb00b1
Unassigned,NA,NA,NA,NA,NA,NA,1.0000000,bc6f4aecf8acbf4aefd8f20cb1b09e61
Eukaryota,Alveolata,Ciliophora,Spirotrichea,Choreotrichida,Strobilidiidae_G,Strobilidiidae_G_X,0.6000000,f209fb5ed4ce8762d2a4dcf9a5ce16c0
Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Dinophyceae_XXX,0.6363636,9089ede15efb1bf7689b66a251d4a10b
Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Dinophyceae_XXX,0.9090909,ff2b74156de5fcf0248b9be2655e1f4e
Eukaryota,Stramenopiles,Ochrophyta,Dictyochophyceae,Dictyochophyceae_X,Rhizochromulinales,NA,0.6250000,29d10160a9b1f6c902ad11f44601b86e
Eukaryota,Stramenopiles,Opalozoa,MAST-3,MAST-3A,MAST-3A_X,MAST-3A_XX,1.0000000,92a3d52d8c1693c189226b47005862d5
Eukaryota,Alveolata,Ciliophora,Spirotrichea,Strombidiida,Strombidiidae,NA,0.8000000,feb8699f4b58119d8959442109d0968c
Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_X,Radial-centric-basal-Coscinodiscophyceae,NA,0.8000000,79626e85bc6f2d5fa1eac109940d3e58
Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-I,Dino-Group-I-Clade-4,Dino-Group-I-Clade-4_X,0.9000000,d123dfd1983cc176aeb9f27e4cd3e2a3
Eukaryota,Hacrobia,Haptophyta,Prymnesiophyceae,NA,NA,NA,1.0000000,4e146cdc9518d38a68b3a809d3f0c9ad
Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Dinophyceae_XXX,0.9090909,e7188c962bd9222d2733dc49a2c79025
