Kingdom,Phylum,Class,Order,Family,Genus,Species,Consensus,taxon.id
Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Dinophyceae_XXX,0.6363636,9be45a84255503edcfd9b47fadb2b98c
Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-28,Dino-Group-II-Clade-28_X,1.0000000,7a4843ab258e61ea3e22ba9bead63cdc
Eukaryota,Archaeplastida,Chlorophyta,Prasino-Clade-9,Prasino-Clade-9_X,Prasino-Clade-9_XX,Prasino-Clade-9_XXX,0.6923077,0b25ac93894617f43a42860e8938c61b
Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-1,Dino-Group-II-Clade-1_X,1.0000000,b9dd654f9c927eef7da62ca6265c8794
Unassigned,NA,NA,NA,NA,NA,NA,1.0000000,77d3cfd31b9249aa4b8578c8942b736a
Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-6,Dino-Group-II-Clade-6_X,1.0000000,5447983bbc394217b2f6d170e557e41d
Eukaryota,Alveolata,Apicomplexa,Gregarinomorphea,Eugregarinorida,NA,NA,1.0000000,7c531d5c0402d5932cba66f5599e7836
Unassigned,NA,NA,NA,NA,NA,NA,1.0000000,76a9d76fbee2e29e17fc6c1080f33992
Eukaryota,Hacrobia,Telonemia,Telonemia_X,Telonemia_XX,Telonemia-Group-2,Telonemia-Group-2_X,1.0000000,deda41eb2ce101932a0a6860d3567fe0
Eukaryota,Stramenopiles,Sagenista,MAST-9,NA,NA,NA,0.6000000,f41972e5c26c00f6c8572e4426578903
Unassigned,NA,NA,NA,NA,NA,NA,1.0000000,5324ab918ca1e6d7f74a8f474849d88d
Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Dinophyceae_XXX,0.6363636,4ea0fc406050a7e03273e8fab58f8a9b
Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Peridiniales,Amphidomataceae,Azadinium,0.5454545,babbbd99322e8f7b223bf5aec4916866
Eukaryota,Alveolata,Ciliophora,Oligohymenophorea,OLIGO5,OLIGO5_X,OLIGO5_XX,1.0000000,afce957ab5d01bcb2918e68235bd7ad4
Unassigned,NA,NA,NA,NA,NA,NA,1.0000000,4986d80ddbf7cb2ccfdee22350bc3e32
Eukaryota,Rhizaria,Radiolaria,Polycystinea,Spumellarida,Spumellarida-Group-I,Spumellarida-Group-I_X,0.9000000,686facd7032ce10a2fa7ebc81761e839
Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-1,Dino-Group-II-Clade-1_X,0.9090909,ae8d336708b275c7f1cecda2105c7c16
Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Dinophyceae_XXX,0.6363636,23c2e58e3f7964823689ecc4335de299
Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,NA,NA,0.6363636,4c4aee6a23c9ebb207bcb8029994aebd
Unassigned,NA,NA,NA,NA,NA,NA,1.0000000,2c34012c302830b16eba2a26e4210c7b
Eukaryota,Alveolata,Apicomplexa,Gregarinomorphea,Eugregarinorida,Porosporidae,Porosporidae_X,1.0000000,a043d4337a688be9fd2b052eb4451194
Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-II,NA,NA,1.0000000,2bd01d6b45972526dcc98ae8f50e5aca
Eukaryota,Stramenopiles,Ochrophyta,Bolidophyceae,Parmales,Triparmaceae,Triparma,0.7142857,4321088f85e88666187a37523d7513f5
Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-4,Dino-Group-II-Clade-4_X,0.9090909,1d879a5b9bb4d22c2e9236f938d7355b
Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-II,NA,NA,0.8181818,10c617c1c9ac585c4750fcc591eaa444
Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Akashiwo,0.6363636,5181fea1151e76c3401ff75dda8dd063
Unassigned,NA,NA,NA,NA,NA,NA,1.0000000,0e64ac05de2851df9b953fcabe5d1f92
Unassigned,NA,NA,NA,NA,NA,NA,1.0000000,0b18c8f011f38a5e8725734353d710fd
Unassigned,NA,NA,NA,NA,NA,NA,1.0000000,8144fde123f636208fc36a01015b24e2
Eukaryota,Alveolata,Ciliophora,Spirotrichea,Tintinnida,Undellidae,Undellidae_X,0.9000000,e12e6f58f292f1097d9c601e79a97bf9
Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-I,Dino-Group-I-Clade-3,Dino-Group-I-Clade-3_X,1.0000000,2c7aaed498789652a7514e989025d227
Eukaryota,Opisthokonta,Choanoflagellida,Choanoflagellida_X,Choanoflagellida_XX,Choanoflagellida_XX_Clade-3,Choanoflagellida_XX_Clade-3_X,1.0000000,1cd5b720799cd1c4bde440e072c1a941
Unassigned,NA,NA,NA,NA,NA,NA,1.0000000,ede76e8364bca8426dd5b831a6208226
Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gyrodinium,0.5454545,62c38140cf1c7c707d345a90cd295022
Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-10-and-11,Dino-Group-II-Clade-10-and-11_X,1.0000000,c2d8c8f80906001452fb7f7569b03a8f
Unassigned,NA,NA,NA,NA,NA,NA,1.0000000,fd0b623c59f81a75721448305bed285a
Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-1,Dino-Group-II-Clade-1_X,1.0000000,d4e4267a4c48b1520bc305ef39d6eca8
Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Dinophyceae_XXX,0.5454545,6402fe434fc5839024e7bc630a85ad09
Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-II,NA,NA,1.0000000,94cc32493c9b9c62c7dbb043c10e21c7
Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,NA,0.5454545,454874b04feee6428a2800aae814f1a1
Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-10-and-11,Dino-Group-II-Clade-10-and-11_X,1.0000000,5ba49e0e992809c8288f9cbb6d122964
Eukaryota,Opisthokonta,Choanoflagellida,Choanoflagellatea,Acanthoecida,Stephanoecidae_Group_D,Stephanoecidae_Group_D_X,0.6000000,4826b37ec96bfaa35b96f30fc157c9e9
Eukaryota,Stramenopiles,Ochrophyta,Dictyochophyceae,Dictyochophyceae_X,Florenciellales,Florenciella,0.6000000,61f75cc419b5b18feea3d8a7c0869499
Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-I,Dino-Group-I-Clade-4,Dino-Group-I-Clade-4_X,1.0000000,c810153c515f2ffe4e56284043ac75b6
Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-III,Dino-Group-III_X,Dino-Group-III_XX,0.9090909,37f7da9e7daefecc41af97fa49597921
Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-23,Dino-Group-II-Clade-23_X,0.9000000,8bba70c4895bcfa0df00e4a041e1d284
Eukaryota,Opisthokonta,Choanoflagellida,Choanoflagellatea,Acanthoecida,Stephanoecidae_Group_D,Stephanoecidae_Group_D_X,0.6000000,9d43c91ff0e27e5d46d7871f16cd3f55
Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Dinophyceae_XXX,1.0000000,f752b33e652730afde9eb60f6575b97c
Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-10-and-11,Dino-Group-II-Clade-10-and-11_X,0.9090909,578f5ab0c99afe88f246252a3141b63d
Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-I,Dino-Group-I-Clade-1,Dino-Group-I-Clade-1_X,1.0000000,33ddfc514cfb11a0ef78ebd3fe612312
Unassigned,NA,NA,NA,NA,NA,NA,1.0000000,0688b51f8fba14b2740d8b0b40d6bde1
Eukaryota,Opisthokonta,Choanoflagellida,Choanoflagellatea,NA,NA,NA,0.6000000,55dec9f25f6e3f039de06ca9825b4ee4
Unassigned,NA,NA,NA,NA,NA,NA,1.0000000,64ba09f6a0186f99fbc9155fef8bc250
Eukaryota,Stramenopiles,Ochrophyta,NA,NA,NA,NA,0.6666667,36fd3fcf96e9c713b58c96189e2fc1e3
Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-12,Dino-Group-II-Clade-12_X,1.0000000,fcc8936356e4df66c6046f16aefaaa6a
Unassigned,NA,NA,NA,NA,NA,NA,1.0000000,336fd5ba57f0d38a5606f6d94cdd9025
Eukaryota,Opisthokonta,NA,NA,NA,NA,NA,1.0000000,10130040c7f26b90edeba70a558aee71
Eukaryota,Hacrobia,Haptophyta,Prymnesiophyceae,Coccolithales,Calcidiscaceae,NA,0.6000000,bdec5a7db971b23e970c46b8ed02f7c2
Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Dinophyceae_XXX,0.7272727,027c5aaf1a0860fd6af692737b5b54c8
Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,0.5454545,8080d515a42cc2fa776882a820065fe1
Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-1,Dino-Group-II-Clade-1_X,1.0000000,61e593e123a94e56a46ab91258dcf7a4
Eukaryota,Rhizaria,Cercozoa,Filosa-Sarcomonadea,Glissomonadida,Allapsidae,Allapsidae_X,0.8000000,dd3ccc51da2b7bf994cd83118075be77
Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-II,NA,NA,0.9090909,f9e0f1ba3532766c56c7810b8416e635
Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-12,Dino-Group-II-Clade-12_X,0.7272727,055e004deeeaee7bf1ab106cc0a4ed6e
Unassigned,NA,NA,NA,NA,NA,NA,1.0000000,c2a176b13183d711178a46554879a23e
Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Dinophyceae_XXX,0.6363636,f5ac9747b7aca928b008f957ae6da546
Eukaryota,Alveolata,Ciliophora,Spirotrichea,Strombidiida_F,Strombidiida_F_X,Strombidiida_F_XX,0.8000000,e0a224cba7929a4ac9a15d665e7f7283
Unassigned,NA,NA,NA,NA,NA,NA,1.0000000,44bfa71dba32ea8e17a9bc12851c6216
Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-10-and-11,Dino-Group-II-Clade-10-and-11_X,0.9000000,750fd8615ed79649dbe7848e96415c85
Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-6,Dino-Group-II-Clade-6_X,0.9000000,d8b048f98322dea2567ba04dab393be2
Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-23,Dino-Group-II-Clade-23_X,0.9000000,7d00d9e09e3f54ad219e34309aa85c72
Eukaryota,Alveolata,Ciliophora,Spirotrichea,Strombidiida,Strombidiidae_L,Strombidiidae_L_X,1.0000000,2e85b965112d6f9c1970c596aa17f63c
Unassigned,NA,NA,NA,NA,NA,NA,1.0000000,36cb64497f03420f39fae4d2f91cdebc
Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,NA,NA,NA,0.8000000,051d89dbb9f054db84fc3fc6f0d02e46
Unassigned,NA,NA,NA,NA,NA,NA,1.0000000,3cb5b659dcaf89ce47cdd20e699cf05d
Unassigned,NA,NA,NA,NA,NA,NA,1.0000000,94a11a505ae5305af4eae293d021f518
Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-II,NA,NA,0.9090909,7f5202e8cec95074ad7e5a380aed56f8
Eukaryota,Stramenopiles,Ochrophyta,Dictyochophyceae,Dictyochophyceae_X,Dictyochales,NA,0.6666667,84f07ffec6a1a58d9fa962084edf56e4
Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-20,Dino-Group-II-Clade-20_X,0.9090909,ddd1e745bf05a436a1259eb29d320a05
Unassigned,NA,NA,NA,NA,NA,NA,1.0000000,97d03b8f89873c5cd8cd067d242079b9
Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-1,Dino-Group-II-Clade-1_X,0.9000000,5708db93c1a1a2c497ca76fdd7f6b1cd
Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_X,Polar-centric-Mediophyceae,Chaetoceros,0.6250000,e0059ad2a712df6582634fdd9196e28a
Eukaryota,Opisthokonta,Fungi,Microsporidiomycota,Microsporidiomycotina,Microsporidiomycotina_X,Microsporidium,0.9000000,491b1f687049dd90929ca6277b6040a9
Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-I,Dino-Group-I-Clade-5,Dino-Group-I-Clade-5_X,1.0000000,2381b00f551a950cf5846b1c7c43c301
Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-16,Dino-Group-II-Clade-16_X,0.9090909,90f66a8541234c4311c58a21937a107a
Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Peridiniales,Thoracosphaeraceae,Pentapharsodinium,0.6363636,bf26691903c7d65cf1e0937d8d321e6c
Eukaryota,Hacrobia,Telonemia,Telonemia_X,Telonemia_XX,Telonemia-Group-2,Telonemia-Group-2_X,1.0000000,ce3103f7eb3f253ca27f4e14ad782e09
Unassigned,NA,NA,NA,NA,NA,NA,1.0000000,2065a0f110d8a60c710ccf4bcb57f679
Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_X,Raphid-pennate,Cylindrotheca,0.5333333,bad658eeb3879a6253600b637c697e01
Eukaryota,Hacrobia,Picozoa,Picozoa_X,Picozoa_XX,Picozoa_XXX,Picozoa_XXXX,1.0000000,16c3004e48be04396da9aa3f71bb0bf2
Unassigned,NA,NA,NA,NA,NA,NA,1.0000000,c4a73be103796a8a00ccff09c233f9ca
Eukaryota,Alveolata,Ciliophora,Phyllopharyngea,Cyrtophoria_1,PHYLL_4,PHYLL_4_X,1.0000000,980aa2ad35aa1307c34601552e1ddeec
Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-27,Dino-Group-II-Clade-27_X,0.8000000,c8225c5571788ac0f1c0672729ee8b44
Eukaryota,Rhizaria,Radiolaria,Acantharea,Acantharea_X,Acantharea_XX,Acantharea_XXX,1.0000000,dc4c25ce6158a2d59a0de5ee814bd4b9
Eukaryota,Stramenopiles,Ochrophyta,Bolidophyceae,Parmales,Triparmaceae,Triparma,1.0000000,5eb156f83b15dc42ae1866fde69173d4
Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-III,Dino-Group-III_X,Dino-Group-III_XX,0.9090909,591bc2e84978fd0542f31bc2fc7b0f80
Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-I,Dino-Group-I-Clade-5,Dino-Group-I-Clade-5_X,1.0000000,2869c564a875d1f4abe1f0b1f1ff5525
Eukaryota,Alveolata,Ciliophora,Oligohymenophorea,Apostomatia,NA,NA,1.0000000,77999916cb786baf47cf779982c4cc3a
Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Dinophyceae_XXX,0.5454545,c772995f6c16b0a14fc4376664570088
Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-7,Dino-Group-II-Clade-7_X,1.0000000,fd9a0790f09c7436f83c7a66e17831a9
Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-10-and-11,Dino-Group-II-Clade-10-and-11_X,0.9090909,3b89ba69aa6ce351c9c583a0a26cd0bd
Unassigned,NA,NA,NA,NA,NA,NA,1.0000000,3d9b2311c61acbbd5d5b7011d0b95258
Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,NA,NA,NA,0.8000000,70a183c0a7f86bed06b9d73dec8858df
Unassigned,NA,NA,NA,NA,NA,NA,1.0000000,6c23f489e207dfb0b2c5bc5bfa2a38d1
Unassigned,NA,NA,NA,NA,NA,NA,1.0000000,867fffcb0326b2670b217c053be3d474
Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Dinophyceae_XXX,0.8000000,c5e86cdcc193196fc29b67c6c76a8518
Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Dinophyceae_XXX,0.9000000,a3c78b026e4ee09de184070943da256e
Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Dinophyceae_XXX,0.9090909,2c0a58a5824f4f136faf9311f9a40cc6
Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-I,Dino-Group-I-Clade-5,Dino-Group-I-Clade-5_X,1.0000000,96e314721efd4dd9f2aec95347250ee1
Unassigned,NA,NA,NA,NA,NA,NA,1.0000000,c3633c003c03b79c853c131a0134ce6f
Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Dinophyceae_XXX,0.9090909,924ea303265c0e8f3050d644e0bfa403
Eukaryota,Stramenopiles,Opalozoa,MAST-3,MAST-3F,MAST-3F_X,MAST-3F_XX,0.6250000,c7fbeb5ca00cba7e5c56967b09941e77
Eukaryota,Rhizaria,Radiolaria,RAD-A,RAD-A_X,RAD-A_XX,RAD-A_XXX,1.0000000,ad20442672a6c9096eef0bc176555f6d
Eukaryota,Stramenopiles,Opalozoa,MAST-3,MAST-3F,MAST-3F_X,MAST-3F_XX,1.0000000,11a552608d5c660111c56c438d065d3c
Eukaryota,Rhizaria,Radiolaria,Acantharea,Acantharea_X,Acantharea_XX,Acantharea_XXX,0.9000000,3ffd59ddd34949aa29ccd5fd1a485896
Eukaryota,Hacrobia,Haptophyta,Prymnesiophyceae,Prymnesiales,Chrysochromulinaceae,Chrysochromulina,1.0000000,5f3b14f975bfffec6f13ab700cb24389
Eukaryota,Stramenopiles,Sagenista,MAST-7,MAST-7B,MAST-7B_X,MAST-7B_XX,1.0000000,a09e53710158ef98a9dda01bc0ba3593
Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-I,Dino-Group-I-Clade-5,Dino-Group-I-Clade-5_X,1.0000000,9ad82b8ac164bf51422132e6342e610c
Unassigned,NA,NA,NA,NA,NA,NA,1.0000000,9832ea0765b3a3e569bb4474ab915fb3
Eukaryota,Alveolata,Ciliophora,Spirotrichea,Choreotrichida,NA,NA,0.8000000,6a5f3a06c044c13d8719df4b089fce1c
Unassigned,NA,NA,NA,NA,NA,NA,1.0000000,ff03ab5006a227c95bf44da385ff7f19
Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-10-and-11,Dino-Group-II-Clade-10-and-11_X,0.9090909,c829480daa11161b3ef3379e763f5a6a
Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-6,Dino-Group-II-Clade-6_X,1.0000000,51a244214726582e48a3e0b93d8983a4
Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-I,Dino-Group-I_X,Dino-Group-I_XX,0.8000000,b3a2a07ca8f13475d3dcf86975f8d8a7
Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Dinophyceae_XXX,0.5454545,3a459d8ff5e4aa960d425c7eb7816c2b
Unassigned,NA,NA,NA,NA,NA,NA,1.0000000,adf3a621da606a4a47b985e11b94a0dc
Eukaryota,Alveolata,Ciliophora,Oligohymenophorea,OLIGO5,OLIGO5_X,OLIGO5_XX,1.0000000,5bad5b3b12e5ed4bf545d8be163ccef0
Unassigned,NA,NA,NA,NA,NA,NA,1.0000000,cf55320cbf0960fc6311b51990d66928
Eukaryota,Archaeplastida,Chlorophyta,Mamiellophyceae,Mamiellales,Bathycoccaceae,Bathycoccus,0.9090909,59ebdc894e2a5f7d922efb26865e6c57
Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-3,Dino-Group-II-Clade-3_X,0.8181818,6497b84090787a9fa98297d34f931ddb
Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-I,Dino-Group-I-Clade-5,Dino-Group-I-Clade-5_X,0.5454545,c91f241e291444b09debc3e41c242562
Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-17,Dino-Group-II-Clade-17_X,1.0000000,5d806ef857a9ab025cc985e723d8a376
Unassigned,NA,NA,NA,NA,NA,NA,1.0000000,e2eb14eadf858d547f3f6a56863ddae4
Eukaryota,Stramenopiles,Pseudofungi,Oomycota,Oomycota_X,Oomycota_XX,Oomycota_XXX,0.6000000,cd8eda1efabc344c5390543488d58c57
Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-I,Dino-Group-I-Clade-5,Dino-Group-I-Clade-5_X,1.0000000,66ca081db36240c10ae9fc9566bd64b9
Eukaryota,Alveolata,Apicomplexa,Gregarinomorphea,Eugregarinorida,Porosporidae,Porosporidae_X,1.0000000,601742316c1af13412b400490a0574c0
Eukaryota,Opisthokonta,Fungi,NA,NA,NA,NA,0.6153846,68c222161066837cb283795fd11fa132
Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,NA,NA,NA,0.9090909,90eeab14fd0bc1844ce1010e3116572e
Eukaryota,Alveolata,Dinoflagellata,NA,NA,NA,NA,1.0000000,8724b6e8be34db552e81b377de72c7bc
Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-39,Dino-Group-II-Clade-39_X,1.0000000,52f870ef272311ac56f83c0c7c9188d3
Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-I,Dino-Group-I-Clade-1,Dino-Group-I-Clade-1_X,0.6000000,bfffc6cd9a2901d82b3fb91220ac1db0
Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Margalefidinium,0.9090909,480bdb8a0003a255170172e16643e0f6
Unassigned,NA,NA,NA,NA,NA,NA,1.0000000,c00b2ecdd76936ff5f767ddce1087c90
Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Margalefidinium,0.6666667,271de6117f1829f09203f19c2d2db184
Eukaryota,Stramenopiles,NA,NA,NA,NA,NA,1.0000000,eb15454a20225cf4c71dc9118b7e1b80
Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Dinophyceae_XXX,0.6363636,8d33c20c79703a71157dbae21242090e
Unassigned,NA,NA,NA,NA,NA,NA,1.0000000,695cfb59206878a637d00f4117673c5f
Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-10-and-11,Dino-Group-II-Clade-10-and-11_X,1.0000000,2179419e30d4b95775476b6cc73578c3
Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Dinophyceae_XXX,1.0000000,d06be94ea1b93b59a1d640deaa20594e
Eukaryota,Excavata,Discoba,Euglenozoa,Diplonemea,Diplonemea_X,Diplonemea_XX,1.0000000,3886466a3b928ad55bdc941b15cf7ccd
Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,NA,NA,NA,0.8181818,9d54ceaa4830a4be34452378740a814f
Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-1,Dino-Group-II-Clade-1_X,0.9000000,2a4c33c0c10b1c64d8f75ba53f37be39
Eukaryota,Stramenopiles,Ochrophyta,NA,NA,NA,NA,0.6666667,e39df8ce878d53f2870d60cc18c8dfe6
Eukaryota,Stramenopiles,Ochrophyta,Chrysophyceae,Chrysophyceae_X,Chrysophyceae_Clade-H,Chrysophyceae_Clade-H_X,1.0000000,b1096d311506ae4e920f8fa8cc1b3c5c
Eukaryota,Alveolata,Apicomplexa,Gregarinomorphea,Eugregarinorida,Cephaloidophoridae,Cephaloidophora,1.0000000,d31fe72677c89a4ff5667d705dc9a05d
Eukaryota,Hacrobia,Picozoa,Picozoa_X,Picozoa_XX,Picozoa_XXX,Picozoa_XXXX,1.0000000,6da5407759830de55db6b403e89a8a99
Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-1,Dino-Group-II-Clade-1_X,0.9090909,a3eaf3984e70344d8db87bc46b2291ba
Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Dinophyceae_XXX,0.6363636,62b05050f1573902772c892eb848df33
Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Dinophyceae_XXX,0.9090909,e1cbf1243b2471059eb26c7b765c3df8
Eukaryota,Alveolata,Apicomplexa,Gregarinomorphea,Eugregarinorida,Porosporidae,Porosporidae_X,1.0000000,ecb76b0acb8f3af8ef6ac30ae0c3ab39
Eukaryota,Alveolata,Ciliophora,Spirotrichea,Strombidiida,Strombidiidae_L,Strombidiidae_L_X,1.0000000,1e06fb370bcacee27b6909010f6eab30
Eukaryota,Alveolata,Ciliophora,Oligohymenophorea,Apostomatia,Opalinopsidae,Chromidina,0.7000000,0e83060b91fe347a7fd20691305a2c2f
Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-I,Dino-Group-I-Clade-5,Dino-Group-I-Clade-5_X,1.0000000,0844143f683b5c834cfa361c3de18eea
Eukaryota,Alveolata,Ciliophora,Spirotrichea,Strombidiida,Strombidiidae_H,Strombidiidae_H_X,1.0000000,d327ccbaa158dc8d798b5fae20eae1ad
Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-22,Dino-Group-II-Clade-22_X,0.9090909,0ba83365e5622a9472895ff3b7d03806
Unassigned,NA,NA,NA,NA,NA,NA,1.0000000,ab7f4952763b551bae74c49da2c29fb6
Eukaryota,Opisthokonta,Choanoflagellida,Choanoflagellida_X,Choanoflagellida_XX,Choanoflagellida_XX_Clade-3,Choanoflagellida_XX_Clade-3_X,1.0000000,be2cdd2b4ef5b84cc2ac335b66cd5d46
Eukaryota,Stramenopiles,Ochrophyta,NA,NA,NA,NA,0.6666667,e5a82c29b08d0f48ffab6687bdab628b
Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-5,Dino-Group-II-Clade-5_X,0.8000000,f12cfdd50d92a48593527e48485314bc
Unassigned,NA,NA,NA,NA,NA,NA,1.0000000,67b0b3dee44f8fbeeac143f60010f4c4
Eukaryota,Alveolata,Apicomplexa,Gregarinomorphea,Eugregarinorida,Porosporidae,Porosporidae_X,1.0000000,2509cda70dc8fa022b3eb82701bb6fb2
Eukaryota,Stramenopiles,Ochrophyta,Eustigmatophyceae,Eustigmatophyceae_X,Eustigmatophyceae_XX,Eustigmatophyceae_XXX,1.0000000,7b6f5c1b9714bfeccbb67f2a58eb3c37
