63683,63684,63685,63686,63694,63711,63712,63727,63728,63737,63738,63757,63758,63777,63778,63779,63780,63795,63796,63835,63836,63838,63857,63858,63879,63880,63881,63882,63903,63904,63919,63920,63951,63952,63963,63964,63965,63966,64039,64040,64042,64076,64077,64078,64079
0,370,0,397,0,291,425,252,365,482,0,477,353,59,225,0,88,129,0,0,0,0,0,0,0,0,0,0,232,235,0,0,124,0,0,0,0,0,0,0,0,288,518,252,206
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
0,40,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,103,145,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,0,0,21,104,0,0,0,0
0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,116,0,135,0,265,0,110,0,22,0,87,0,0,0,0,0,0,0,0,0,0,30,0,14,0,15,0,0,0,0,0,0,0,0,56,0,81,0
0,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
